ticker,ATOR US Equity
2005-03-22,21.8905
2005-03-24,0.0
2005-04-05,-10.2041
2005-04-06,-15.9091
2005-04-07,35.1351
2005-04-29,-2.0
2005-05-25,0.0
2005-05-26,-18.3673
2005-05-27,25.0
2005-06-29,10.0
2005-07-07,-27.2727
2005-07-08,5.0
2005-07-11,30.9524
2005-07-28,-9.0909
2005-07-29,10.0
2005-08-24,0.0
2005-09-08,3.6364
2005-09-21,0.0
2005-09-22,8.7719
2005-09-23,-1.6129
2005-10-04,4.918
2005-10-24,0.0
2005-11-03,-6.25
2005-11-08,-15.0
2005-11-09,7.8431
2005-11-10,16.3636
2005-11-14,-20.3125
2005-11-15,17.647100000000002
2005-11-18,16.6667
2006-01-20,-22.8571
2006-01-23,22.2222
2006-02-17,-9.0909
2006-02-22,10.0
2006-03-31,-12.1212
2006-04-17,-29.3103
2006-04-19,-26.8293
2006-06-06,33.3333
2006-06-09,-37.5
2006-07-07,56.0
2006-07-10,-17.9487
2006-08-02,6.25
2006-08-09,-11.7647
2006-08-22,-32.6667
2006-08-28,0.0
2006-10-12,-45.5446
2006-10-23,0.0
2006-11-15,-7.2727
2006-11-16,0.0
2006-12-22,0.0
2006-12-27,0.0
2007-01-04,0.0
2007-03-14,-11.7647
2007-03-15,-88.8889
2007-10-24,0.0
2007-11-02,33.3333
2007-11-06,-49.5
2007-11-20,0.0
2007-11-21,0.0
2007-11-29,0.0
2007-12-12,98.0198
2008-01-04,75.0
2008-01-08,0.0
2008-02-15,2.8571
2008-03-10,-54.1667
2008-03-11,51.5152
2008-03-12,52.0
2008-03-27,-34.2105
2008-03-28,52.0
2008-03-31,0.0
2008-04-10,5.2632
2008-05-09,2.5
2008-06-12,0.0
2008-09-04,7.3171
2008-09-29,0.0
2008-10-07,-1.1364
2008-11-05,3.4483
2008-11-28,-77.5556
2008-12-02,355.4455
2008-12-08,0.0
2008-12-11,-78.0435
2008-12-12,355.4455
2008-12-19,-56.5217
2009-01-08,50.0
2009-02-03,20.0
2009-03-06,-58.3333
2009-03-16,140.0
2009-03-27,-58.3333
2009-03-31,140.0
2009-07-13,0.0
2009-07-20,20.8333
2009-07-21,-97.7011
2009-07-22,3900.0
2009-09-08,0.0
2009-10-29,3.75
2010-01-22,4.8193
2010-03-08,3.4483
2010-05-20,-87.037
2010-06-10,2.8571
2010-07-06,-44.4444
2010-07-08,79.5
2010-07-27,-49.8607
2010-08-09,2.7778
2010-08-26,2.7027
2010-09-16,3.6842
2010-10-12,1.5228000000000002
2010-11-03,2.5
2010-11-16,4.878
2010-11-24,2.3256
2011-01-10,2.2727
2011-01-21,344.8889
2011-01-24,-77.023
2011-02-11,2.1739
2011-02-24,27.6596
2011-02-25,-20.0
2011-03-16,4.1667
2011-04-01,4.0
2011-04-26,3.8462
2011-06-01,3.7037
2011-07-18,-10.7143
2011-08-03,11.6
2011-10-28,3.5842
2012-03-21,-0.346
2012-05-24,-30.5556
2012-06-21,12.5
2012-08-10,4.4444
2012-11-09,10.6383
2012-12-06,0.0
2013-01-30,9.6154
2013-02-21,-0.3509
2013-05-02,2.1127
2013-06-21,5.1724
2013-08-19,8.1967
2013-09-24,1.5152
2013-11-20,0.0
2013-11-21,0.0
2013-11-27,1.4925
2013-12-12,-8.8235
2014-01-21,11.2903
2014-02-19,-10.1449
2014-02-20,11.2903
2014-02-21,0.0
2014-04-03,-10.1449
2014-04-04,11.2903
2014-08-07,-14.4928
2014-08-12,0.0
2014-08-13,18.6441
2015-01-20,-15.7143
2015-01-21,-20.339
2015-01-22,-6.383
2015-01-23,-20.4545
2015-02-02,2.8571
2015-02-17,2.7778
2015-03-09,-5.4054
2015-03-10,8.5714
2015-05-07,2.6316
2016-02-08,0.0
2016-02-24,5.1282
2016-04-28,-2.439
2016-06-28,-2.5
2016-06-30,0.0
2017-01-17,-35.8974
2017-09-21,-59.2
2018-01-11,194.1176
2018-01-17,-63.3333
2018-03-12,190.9091
2018-06-21,0.0
2018-07-11,0.0
2018-08-22,-0.625
2018-09-26,0.6289
2018-11-06,0.0
2018-12-11,-4.375
2019-01-18,-1.9607999999999999
2019-01-22,16.6667
2019-02-11,-25.7143
2019-02-21,15.3846
2019-02-28,-16.6667
2019-05-06,0.0
2019-05-20,20.0
2019-06-04,-50.0
2019-08-06,66.6667
2019-10-01,-12.0
2019-10-02,-31.8182
2019-10-08,46.6667
2019-11-07,-77.2727
2019-11-14,300.0
2020-01-08,-75.0
2020-03-23,200.0
2020-03-26,0.0
2020-04-06,0.0
2020-05-01,33.3333
2020-05-06,20.0
2020-05-07,-79.1667
2020-06-24,100.0
