ticker,FULC US Equity
2019-12-06,11.0401
2019-12-09,1.5612
2019-12-10,4.4498
2019-12-11,4.8025
2019-12-12,-0.2217
2019-12-13,-12.8889
2019-12-16,5.102
2019-12-17,-8.3333
2019-12-18,15.3575
2019-12-19,2.3718
2019-12-20,6.7265
2019-12-23,15.4062
2019-12-24,7.949
2019-12-26,1.9674
2019-12-27,-6.5601
2019-12-30,2.9499
2019-12-31,-4.6418
2020-01-02,-4.6875
2020-01-03,0.5044
2020-01-06,3.8895999999999997
2020-01-07,1.2681
2020-01-08,8.229
2020-01-09,0.6612
2020-01-10,1.3136
2020-01-13,14.8568
2020-01-14,-12.794
2020-01-15,-0.9709
2020-01-16,2.8322000000000003
2020-01-17,5.3496
2020-01-21,-4.5752
2020-01-22,-7.6396
2020-01-23,-3.765
2020-01-24,0.7706
2020-01-27,6.6471
2020-01-28,-4.0265
2020-01-29,4.7701
2020-01-30,-1.8651
2020-01-31,-3.6333
2020-02-03,-0.6961
2020-02-04,-0.7009
2020-02-05,-0.8235
2020-02-06,-0.8304
2020-02-07,7.4761
2020-02-10,-9.8497
2020-02-11,0.0
2020-02-12,-3.2099
2020-02-13,-4.5918
2020-02-14,1.6042999999999998
2020-02-18,21.7105
2020-02-19,-7.0811
2020-02-20,10.2967
2020-02-21,1.3713
2020-02-24,-14.6722
2020-02-25,-1.4024
2020-02-26,13.1107
2020-02-27,0.5467
2020-02-28,2.882
2020-03-02,-4.5455
2020-03-03,-1.9933999999999998
2020-03-04,1.6949
2020-03-05,2.7778
2020-03-06,-4.8649000000000004
2020-03-09,-18.5227
2020-03-10,-9.3445
2020-03-11,-14.6154
2020-03-12,-6.2162
2020-03-13,53.9866
2020-03-16,-34.8097
2020-03-17,11.4833
2020-03-18,-9.8712
2020-03-19,4.7619
2020-03-20,0.2727
2020-03-23,-13.9619
2020-03-24,1.2645
2020-03-25,18.1061
2020-03-26,14.5374
2020-03-27,-8.3077
2020-03-30,7.6342
2020-03-31,-6.9369
2020-04-01,-10.8878
2020-04-02,-1.9737
2020-04-03,-12.6558
2020-04-06,15.258
2020-04-07,-2.7619
2020-04-08,0.7835
2020-04-09,3.0126
2020-04-13,-6.3208
2020-04-14,19.8389
2020-04-15,-8.8235
2020-04-16,6.6359
2020-04-17,-5.0994
2020-04-20,-3.0055
2020-04-21,-2.3474
2020-04-22,8.75
2020-04-23,-2.3872999999999998
2020-04-24,2.2645
2020-04-27,6.2002
2020-04-28,0.5004
2020-04-29,8.630700000000001
2020-04-30,-3.5905
2020-05-01,8.3994
2020-05-04,-2.5585
2020-05-05,11.7029
2020-05-06,-2.1491
2020-05-07,-2.4022
2020-05-08,3.2349
2020-05-11,19.5504
2020-05-12,-15.0427
2020-05-13,10.5298
2020-05-14,-2.3665
2020-05-15,3.729
2020-05-18,6.2313
2020-05-19,-7.1066
2020-05-20,6.0109
2020-05-21,4.2383
2020-05-22,1.1538
2020-05-26,4.78
2020-05-27,1.8144
2020-05-28,-2.3931
2020-05-29,3.8602
2020-06-01,-4.7212
2020-06-02,4.8498
2020-06-03,0.3519
2020-06-04,0.6513
2020-06-05,-5.2265
2020-06-08,4.9895
2020-06-09,6.3032
2020-06-10,-9.7412
2020-06-11,-8.0813
2020-06-12,-1.4748
2020-06-15,-1.8423
2020-06-16,-1.2903
2020-06-17,12.7748
2020-06-18,8.0611
2020-06-19,-4.6319
2020-06-22,-2.2495
2020-06-23,-1.6213
2020-06-24,11.9617
2020-06-25,4.7483
2020-06-26,-0.408
2020-06-29,-10.9695
2020-06-30,-6.4928
2020-07-01,-6.6703
2020-07-02,4.5694
2020-07-06,2.2409
2020-07-07,-1.0411
2020-07-08,14.6179
2020-07-09,-6.715
2020-07-10,0.4143
2020-07-13,-4.951
2020-07-14,-4.178
2020-07-15,0.2831
2020-07-16,0.3953
2020-07-17,0.5624
2020-07-20,0.6152
2020-07-21,-0.7782
2020-07-22,-0.112
2020-07-23,-1.1778
2020-07-24,-5.2213
2020-07-27,-2.9341
2020-07-28,-0.6169
2020-07-29,-1.3035
2020-07-30,-0.9434
2020-07-31,0.7619
