ticker,EMOR US Equity
2018-04-12,100.0
2018-05-01,-66.6667
2018-05-07,0.0
2018-05-22,0.0
2018-06-04,-15.0
2018-06-05,0.0
2018-06-26,1.1764999999999999
2018-06-29,0.0
2018-07-05,0.0
2018-12-26,237.2093
2018-12-28,-62.7586
2019-01-03,85.1852
2019-01-07,62.5
2019-01-08,43.0769
2019-01-09,-13.9785
2019-01-10,25.0
2019-01-11,50.0
2019-01-14,66.6667
2019-01-15,20.0
2019-01-16,233.3333
2019-01-17,34.0
2019-01-18,-44.0299
2019-01-22,20.0
2019-01-23,-2.2222
2019-01-24,5.6818
2019-01-25,1.0753
2019-01-29,-20.2128
2019-01-30,0.0
2019-02-01,-6.6667
2019-02-04,30.8571
2019-02-05,2.6201
2019-02-07,-7.8723
2019-02-08,1.097
2019-02-11,2.7984
2019-02-13,-1.6667
2019-02-26,1.1299
2019-02-27,-5.5866
2019-03-04,-34.9112
2019-03-06,9.0909
2019-03-07,0.0
2019-03-13,8.3333
2019-03-14,0.0
2019-03-18,38.4615
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,-27.7778
2019-03-27,38.4615
2019-04-02,-3.3333
2019-04-08,-12.6437
2019-04-12,13.1579
2019-04-15,-17.4419
2019-04-22,-15.493
2019-04-23,20.8333
2019-04-24,3.4483
2019-04-29,0.0
2019-05-01,0.0
2019-05-02,13.3333
2019-05-13,23.5294
2019-05-14,14.2857
2019-05-15,33.3333
2019-05-16,-6.25
2019-05-17,-30.0
2019-05-20,32.381
2019-05-21,-17.2662
2019-05-22,32.1739
2019-05-23,5.2632
2019-05-24,3.75
2019-05-28,-3.6145
2019-05-31,21.875
2019-06-03,-0.5128
2019-06-04,8.2474
2019-06-05,4.7619
2019-06-06,26.3636
2019-06-07,0.7194
2019-06-10,42.8571
2019-06-11,32.5
2019-06-12,13.6226
2019-06-13,-1.1956
2019-06-14,-0.3361
2019-06-17,9.6121
2019-06-18,0.0
2019-06-19,-49.8462
2019-06-20,38.0368
2019-06-21,3.7778
2019-06-24,-15.4176
2019-06-25,1.2658
2019-06-26,-5.25
2019-06-27,-8.1794
2019-06-28,-18.1034
2019-07-01,56.8421
2019-07-02,-7.1588
2019-07-05,1.2048
2019-07-08,5.9524
2019-07-09,10.1124
2019-07-10,-0.2041
2019-07-15,-7.9755
2019-07-16,0.0
2019-07-17,5.5556
2019-07-18,0.0
2019-07-22,-1.0526
2019-07-25,-18.5106
2019-07-26,-5.7440999999999995
2019-07-29,-0.277
2019-08-02,-20.5556
2019-08-05,4.8951
2019-08-07,-33.6167
2019-08-09,12.9802
2019-08-12,-0.8889
2019-08-29,-1.3453
2019-09-03,2.2727
2019-09-05,8.8889
2019-09-06,-18.3673
2019-09-09,32.5
2019-09-11,-23.3962
2019-09-12,-1.4778
2019-09-13,-10.0
2019-09-16,0.0
2019-09-18,19.4389
2019-09-19,-16.2752
2019-09-24,-44.4444
2019-09-25,49.0
2019-09-26,14.1007
2019-09-27,17.6401
2019-10-01,15.0
2019-10-02,0.0
2019-10-04,-3.4783
2019-10-08,-0.9009
2019-10-09,2.2727
2019-10-17,0.0
2019-10-23,-4.4444
2019-10-24,-6.5116
2019-10-25,9.4527
2019-10-28,-2.2727
2019-10-29,-2.3256
2019-10-31,-5.2381
2019-11-01,3.0151
2019-11-04,0.0
2019-11-05,2.439
2019-11-06,-4.7619
2019-11-19,-5.0
2019-11-20,0.0
2019-11-21,5.2632
2019-11-22,-2.5
2019-11-25,0.0
2019-11-27,2.5641
2019-12-02,-2.5
2019-12-03,-2.5641
2019-12-05,-7.3684
2019-12-06,10.7898
2019-12-09,2.5642
2019-12-11,-4.9952
2019-12-12,5.2632
2019-12-13,1.1
2019-12-16,-3.5608
2019-12-23,-10.2564
2019-12-26,5.7143
2019-12-30,-0.5405
2020-01-02,0.0054
2020-01-03,-0.5489
2020-01-06,6.5574
2020-01-07,-2.5641
2020-01-09,-5.7895
2020-01-13,-5.0279
2020-01-14,14.7059
2020-01-16,0.0
2020-01-21,-15.3846
2020-01-24,-3.0242
2020-01-30,-3.1248
2020-01-31,25.7983
2020-02-04,-10.2564
2020-02-06,10.857099999999999
2020-02-07,41.2371
2020-02-10,-34.6715
2020-02-11,25.6983
2020-02-19,2.2222
2020-02-21,-17.3913
2020-02-24,-13.6842
2020-02-25,-2.439
2020-02-26,55.0
2020-02-27,-35.0806
2020-02-28,24.2236
2020-03-04,3.5
2020-03-06,3.3816
2020-03-10,-15.4206
2020-03-12,15.4696
2020-03-17,-4.3062000000000005
2020-03-18,-0.5
2020-03-19,-11.0553
2020-03-20,1.1299
2020-03-23,-5.0279
2020-03-24,17.647100000000002
2020-03-25,-11.0
2020-03-26,9.5506
2020-03-27,-10.2564
2020-03-30,11.4286
2020-03-31,-10.2564
2020-04-01,13.7143
2020-04-02,-9.0452
2020-04-03,2.2099
2020-04-06,-5.4054
2020-04-07,-11.4286
2020-04-09,24.5161
2020-04-13,2.5907
2020-04-14,-3.0303
2020-04-15,-9.375
2020-04-17,12.6437
2020-04-20,-20.4082
2020-04-21,2.5641
2020-04-22,-7.5
2020-04-23,-6.0811
2020-04-27,12.2302
2020-04-28,0.0
2020-04-29,2.5705
2020-05-01,9.3682
2020-05-04,0.0
2020-05-05,1.7143000000000002
2020-05-06,-10.1124
2020-05-07,23.75
2020-05-08,0.0
2020-05-11,0.0
2020-05-18,3.0303
2020-05-21,-4.902
2020-05-22,-12.3711
2020-05-26,-5.8824
2020-05-27,3.125
2020-05-28,0.0
2020-06-01,-27.2727
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,30.8333
2020-06-05,23.5669
2020-06-08,1.0309
2020-06-11,-10.7143
2020-06-16,-26.8571
2020-06-17,17.1875
2020-06-18,-6.3333
2020-06-23,-6.0498
2020-06-24,13.6364
2020-06-25,0.0
2020-06-26,3.3333
2020-06-29,-1.6129
2020-06-30,2.9574
2020-07-06,0.6305
2020-07-08,0.0063
2020-07-09,17.0812
2020-07-10,2.7027
2020-07-14,4.2105
2020-07-15,-1.5152
2020-07-17,1.0256
2020-07-22,0.5076
2020-07-27,-0.5051
2020-07-29,-16.7513
2020-07-30,0.0
2020-07-31,0.0
