ticker,CRNX US Equity
2018-12-06,1.6360000000000001
2018-12-07,-4.3116
2018-12-10,0.8111
2018-12-11,0.9535
2018-12-12,-1.1511
2018-12-13,0.9555
2018-12-14,-0.6803
2018-12-17,-2.2037
2018-12-18,-1.6442999999999999
2018-12-19,-7.4923
2018-12-20,-13.5877
2018-12-21,-3.5244
2018-12-24,3.6933
2018-12-26,12.5048
2018-12-27,3.3379
2018-12-28,1.5984
2018-12-31,-1.7044000000000001
2019-01-02,-2.2674
2019-01-03,-1.16
2019-01-04,0.8975
2019-01-07,-7.2186
2019-01-08,-2.9130000000000003
2019-01-09,-0.3038
2019-01-10,-7.1238
2019-01-11,-4.1427
2019-01-14,4.7069
2019-01-15,-3.1875999999999998
2019-01-16,-0.591
2019-01-17,1.189
2019-01-18,-3.483
2019-01-22,-8.3913
2019-01-23,10.3465
2019-01-24,7.2688
2019-01-25,-2.6464
2019-01-28,-0.9061
2019-01-29,4.7797
2019-01-30,-1.8643
2019-01-31,6.2247
2019-02-01,-1.7504
2019-02-04,3.1371
2019-02-05,-3.6801
2019-02-06,0.8187
2019-02-07,-3.0162
2019-02-08,-3.3493
2019-02-11,-0.8251
2019-02-12,3.411
2019-02-13,-1.2469999999999999
2019-02-14,-0.2851
2019-02-15,0.4085
2019-02-19,-0.6916
2019-02-20,0.0819
2019-02-21,-6.5084
2019-02-22,0.5254
2019-02-25,1.6985999999999999
2019-02-26,2.9122
2019-02-27,-3.0379
2019-02-28,2.5751
2019-03-01,-0.1674
2019-03-04,0.4191
2019-03-05,1.5859999999999999
2019-03-06,1.479
2019-03-07,1.2955
2019-03-08,0.6795
2019-03-11,1.9055
2019-03-12,-8.4145
2019-03-13,4.3386
2019-03-14,3.6282
2019-03-15,-1.6522000000000001
2019-03-18,1.6400000000000001
2019-03-19,-0.5116
2019-03-20,-0.8307
2019-03-21,-1.077
2019-03-22,-4.8387
2019-03-25,-7.2034
2019-03-26,1.0046
2019-03-27,0.9494
2019-03-28,0.5374
2019-03-29,1.3808
2019-04-01,-0.703
2019-04-02,2.1239
2019-04-03,0.6066
2019-04-04,-2.3686
2019-04-05,5.161
2019-04-08,-2.6007
2019-04-09,-1.938
2019-04-10,0.8344
2019-04-11,1.0453
2019-04-12,1.0345
2019-04-15,-2.1758
2019-04-16,2.9219
2019-04-17,-1.3559
2019-04-18,2.1907
2019-04-22,1.5131999999999999
2019-04-23,2.2774
2019-04-24,-2.1457
2019-04-25,3.8477
2019-04-26,4.1036
2019-04-29,0.2296
2019-04-30,-0.9164
2019-05-01,-0.8863
2019-05-02,2.0218
2019-05-03,0.6479
2019-05-06,0.2272
2019-05-07,-5.6668
2019-05-08,4.7257
2019-05-09,-1.1472
2019-05-10,0.5416
2019-05-13,-3.5398
2019-05-14,1.2764
2019-05-15,-0.6696
2019-05-16,1.4274
2019-05-17,2.3847
2019-05-20,0.7255
2019-05-21,-0.2274
2019-05-22,0.6839
2019-05-23,-2.3774
2019-05-24,-0.2319
2019-05-28,2.5571
2019-05-29,0.0
2019-05-30,0.1511
2019-05-31,-0.8676
2019-06-03,0.0381
2019-06-04,-0.038
2019-06-05,0.4566
2019-06-06,4.9620999999999995
2019-06-07,-1.0466
2019-06-10,-4.194
2019-06-11,-15.2646
2019-06-12,1.7969
2019-06-13,-5.2074
2019-06-14,0.5121
2019-06-17,5.4655000000000005
2019-06-18,2.108
2019-06-19,-0.2581
2019-06-20,1.0781
2019-06-21,-0.8532
2019-06-24,2.1515
2019-06-25,3.9173999999999998
2019-06-26,0.608
2019-06-27,-0.4029
2019-06-28,1.1327
2019-07-01,0.04
2019-07-02,-1.5194
2019-07-03,0.2842
2019-07-05,0.6073
2019-07-08,-2.2535
2019-07-09,1.4409
2019-07-10,0.3247
2019-07-11,-1.7799
2019-07-12,-0.8237
2019-07-15,0.2907
2019-07-16,1.8218999999999999
2019-07-17,1.3827
2019-07-18,-3.7304
2019-07-19,-1.0
2019-07-22,-0.2104
2019-07-23,-2.5305999999999997
2019-07-24,5.1926
2019-07-25,-8.1448
2019-07-26,-1.3435000000000001
2019-07-29,-5.7195
2019-07-30,0.4333
2019-07-31,-2.7804
2019-08-01,-0.9862
2019-08-02,-7.3207
2019-08-05,-6.1795
2019-08-06,6.071
2019-08-07,-2.1058
2019-08-08,5.5157
2019-08-09,-0.6796
2019-08-12,-0.7895
2019-08-13,2.9177999999999997
2019-08-14,-7.2165
2019-08-15,0.3333
2019-08-16,3.7099
2019-08-19,1.4415
2019-08-20,-0.6842
2019-08-21,-2.4907
2019-08-22,-3.5869999999999997
2019-08-23,-4.7351
2019-08-26,0.9763
2019-08-27,-5.5962
2019-08-28,0.9932
2019-08-29,-0.8605
2019-08-30,-1.6739000000000002
2019-09-03,0.1892
2019-09-04,0.4405
2019-09-05,0.2506
2019-09-06,3.375
2019-09-09,3.2648
2019-09-10,-0.8782
2019-09-11,3.9575
2019-09-12,-1.5341
2019-09-13,-1.6157
2019-09-16,5.2199
2019-09-17,-1.4493
2019-09-18,-2.8846
2019-09-19,-2.6209
2019-09-20,-2.6914
2019-09-23,-2.1512000000000002
2019-09-24,-5.5905000000000005
2019-09-25,6.3207
2019-09-26,-6.6959
2019-09-27,1.4755
2019-09-30,-0.5948
2019-10-01,1.3298
2019-10-02,4.9869
2019-10-03,-1.875
2019-10-04,5.6688
2019-10-07,-2.5919
2019-10-08,-0.495
2019-10-09,-1.1194
2019-10-10,3.9623
2019-10-11,-0.3025
2019-10-14,0.8495
2019-10-15,0.8424
2019-10-16,0.0
2019-10-17,-0.2983
2019-10-18,-1.7355
2019-10-21,-2.0097
2019-10-22,1.7402
2019-10-23,3.482
2019-10-24,1.771
2019-10-25,-0.58
2019-10-28,1.2835
2019-10-29,0.0
2019-10-30,3.7442
2019-10-31,-2.221
2019-11-01,5.5649999999999995
2019-11-04,0.5379
2019-11-05,0.4815
2019-11-06,1.1715
2019-11-07,0.7368
2019-11-08,0.4702
2019-11-11,0.156
2019-11-12,-1.8172000000000001
2019-11-13,1.4278
2019-11-14,-4.2231
2019-11-15,1.0343
2019-11-18,-2.2091
2019-11-19,2.2039
2019-11-20,4.7439
2019-11-21,-0.5147
2019-11-22,-3.5178000000000003
2019-11-25,2.0375
2019-11-26,-1.2086000000000001
2019-11-27,4.0957
2019-11-29,-0.0511
2019-12-02,-1.0735999999999999
2019-12-03,-1.4987
2019-12-04,1.7838
2019-12-05,3.299
2019-12-06,1.6467
2019-12-09,-0.1473
2019-12-10,5.1622
2019-12-11,2.1973
2019-12-12,-0.183
2019-12-13,0.0
2019-12-16,3.3456
2019-12-17,-3.9911
2019-12-18,0.8314
2019-12-19,-1.6949
2019-12-20,2.0969
2019-12-23,3.56
2019-12-24,3.0851
2019-12-26,1.8811
2019-12-27,0.7134
2019-12-30,-1.2083
2019-12-31,5.8203
2020-01-02,1.2356
2020-01-03,0.5906
2020-01-06,-0.4305
2020-01-07,-4.0487
2020-01-08,5.6125
2020-01-09,2.6377
2020-01-10,-2.3432
2020-01-13,-3.5217
2020-01-14,1.2836
2020-01-15,0.5149
2020-01-16,-1.8519
2020-01-17,-4.4962
2020-01-21,0.1261
2020-01-22,-4.7859
2020-01-23,0.5732
2020-01-24,-1.0522
2020-01-27,-0.4431
2020-01-28,-0.3115
2020-01-29,-1.1607
2020-01-30,-0.0903
2020-01-31,-2.8933
2020-02-03,1.7691
2020-02-04,1.8298
2020-02-05,2.6056
2020-02-06,-2.7583
2020-02-07,-2.5214
2020-02-10,-0.97
2020-02-11,3.8246
2020-02-12,0.6739
2020-02-13,0.8032
2020-02-14,-0.8411
2020-02-18,-0.4018
2020-02-19,1.2999
2020-02-20,6.9912
2020-02-21,-2.4814
2020-02-24,-4.1137
2020-02-25,-4.2901
2020-02-26,0.647
2020-02-27,-3.214
2020-02-28,-2.3719
2020-03-02,0.243
2020-03-03,-5.1866
2020-03-04,4.8568999999999996
2020-03-05,-4.1443
2020-03-06,-0.3561
2020-03-09,-3.2159
2020-03-10,-10.0738
2020-03-11,-9.0909
2020-03-12,-14.9032
2020-03-13,-0.7582
2020-03-16,-11.9939
2020-03-17,15.2778
2020-03-18,-12.8765
2020-03-19,19.6197
2020-03-20,-4.6243
2020-03-23,2.3485
2020-03-24,8.5122
2020-03-25,-7.708
2020-03-26,15.7428
2020-03-27,-7.4074
2020-03-30,4.1379
2020-03-31,-2.649
2020-04-01,-8.2993
2020-04-02,3.8576
2020-04-03,-5.7857
2020-04-06,10.9932
2020-04-07,-10.929
2020-04-08,0.4601
2020-04-09,5.3435
2020-04-13,1.9565000000000001
2020-04-14,5.3305
2020-04-15,4.4534
2020-04-16,0.0
2020-04-17,-0.8398
2020-04-20,4.0391
2020-04-21,5.5103
2020-04-22,9.911
2020-04-23,-4.9676
2020-04-24,0.7386
2020-04-27,0.282
2020-04-28,-2.7559
2020-04-29,-1.0989
2020-04-30,-2.4561
2020-05-01,-2.1583
2020-05-04,4.2892
2020-05-05,8.6369
2020-05-06,3.6236
2020-05-07,-11.4301
2020-05-08,5.0088
2020-05-11,8.8664
2020-05-12,-3.4021
2020-05-13,4.0021
2020-05-14,-2.4115
2020-05-15,3.5752
2020-05-18,2.132
2020-05-19,-8.1014
2020-05-20,2.1092
2020-05-21,-0.7945
2020-05-22,-1.9754
2020-05-26,-4.0305
2020-05-27,-1.0216
2020-05-28,-6.1353
2020-05-29,-0.1833
2020-06-01,-3.366
2020-06-02,0.0633
2020-06-03,0.7595
2020-06-04,-2.8266
2020-06-05,3.3613
2020-06-08,-0.0625
2020-06-09,1.8773
2020-06-10,2.9484
2020-06-11,-8.8902
2020-06-12,4.1912
2020-06-15,7.2282
2020-06-16,-1.1137
2020-06-17,10.1363
2020-06-18,7.4812
2020-06-19,16.3245
2020-06-22,-17.09
2020-06-23,-0.2596
2020-06-24,-5.2056000000000004
2020-06-25,5.3267
2020-06-26,-9.2805
2020-06-29,2.7586
2020-06-30,-2.0134
2020-07-01,0.7991
2020-07-02,-4.077
2020-07-06,2.0071
2020-07-07,-0.3472
2020-07-08,-4.7619
2020-07-09,-5.0
2020-07-10,-1.8614000000000002
2020-07-13,-4.5782
2020-07-14,4.2495
2020-07-15,1.4464000000000001
2020-07-16,-4.9902999999999995
2020-07-17,-1.0914
2020-07-20,3.6552
2020-07-21,-0.1331
2020-07-22,-1.932
2020-07-23,-2.2418
2020-07-24,-2.5712
2020-07-27,2.8531
2020-07-28,1.2483
2020-07-29,1.0274
2020-07-30,-0.7458
2020-07-31,-5.1913
