ticker,INMD US Equity
2019-12-30,-1.2814
2019-12-31,1.7652999999999999
2020-01-02,-2.7805999999999997
2020-01-03,-3.3062
2020-01-06,-4.9118
2020-01-07,8.475999999999999
2020-01-08,0.0789
2020-01-09,8.3859
2020-01-10,2.2071
2020-01-13,6.1699
2020-01-14,-7.2642
2020-01-15,2.0969
2020-01-16,5.5713
2020-01-17,0.7379
2020-01-21,4.3063
2020-01-22,-1.7875999999999999
2020-01-23,7.8007
2020-01-24,-1.7085
2020-01-27,-10.2249
2020-01-28,7.6765
2020-01-29,2.0309
2020-01-30,-3.4833
2020-01-31,-6.9173
2020-02-03,2.7002
2020-02-04,9.8202
2020-02-05,-9.1058
2020-02-06,-3.3994
2020-02-07,-0.233
2020-02-10,5.5594
2020-02-11,1.0179
2020-02-12,-3.2421
2020-02-13,-0.0679
2020-02-14,-0.4078
2020-02-18,-7.4386
2020-02-19,-3.9813
2020-02-20,2.278
2020-02-21,-2.4024
2020-02-24,-7.8462
2020-02-25,-6.3996
2020-02-26,1.9024999999999999
2020-02-27,-3.9673
2020-02-28,0.0608
2020-03-02,0.1518
2020-03-03,-10.9427
2020-03-04,11.3002
2020-03-05,-4.6177
2020-03-06,1.8275000000000001
2020-03-09,-13.161200000000001
2020-03-10,0.0
2020-03-11,-11.530100000000001
2020-03-12,-17.8279
2020-03-13,-1.7955
2020-03-16,-19.5531
2020-03-17,-6.1869
2020-03-18,5.7873
2020-03-19,13.4224
2020-03-20,-3.1969
2020-03-23,4.0556
2020-03-24,14.588
2020-03-25,10.3984
2020-03-26,7.1743
2020-03-27,-9.4867
2020-03-30,-4.5372
2020-03-31,2.1863
2020-04-01,-7.3488
2020-04-02,3.4638999999999998
2020-04-03,-6.1135
2020-04-06,14.5736
2020-04-07,-0.857
2020-04-08,6.8244
2020-04-09,4.3441
2020-04-13,-0.1633
2020-04-14,1.9624000000000001
2020-04-15,-4.1299
2020-04-16,-5.0606
2020-04-17,7.5771
2020-04-20,0.3686
2020-04-21,-6.7727
2020-04-22,-2.1007
2020-04-23,2.7269
2020-04-24,-2.0888
2020-04-27,6.9333
2020-04-28,-2.7016
2020-04-29,8.0308
2020-04-30,2.8865
2020-05-01,-7.3789
2020-05-04,0.9129
2020-05-05,6.949
2020-05-06,-3.8830999999999998
2020-05-07,-3.84
2020-05-08,7.6539
2020-05-11,8.8872
2020-05-12,-7.7005
2020-05-13,-8.8043
2020-05-14,-0.253
2020-05-15,1.6905999999999999
2020-05-18,7.6891
2020-05-19,-0.7719
2020-05-20,4.1618
2020-05-21,0.9335
2020-05-22,-3.0707
2020-05-26,1.8321
2020-05-27,-0.1874
2020-05-28,7.4352
2020-05-29,2.4467
2020-06-01,3.2071
2020-06-02,2.6116
2020-06-03,5.3479
2020-06-04,3.8838
2020-06-05,-0.1766
2020-06-08,3.1849
2020-06-09,-5.3158
2020-06-10,-1.5091999999999999
2020-06-11,-11.5538
2020-06-12,3.2225
2020-06-15,2.5848
2020-06-16,3.5995
2020-06-17,-1.6109
2020-06-18,-1.0915
2020-06-19,-1.2983
2020-06-22,1.3154
2020-06-23,1.1035
2020-06-24,-4.0449
2020-06-25,-4.4496
2020-06-26,-2.0308
2020-06-29,-0.3217
2020-06-30,1.5417999999999998
2020-07-01,-1.2359
2020-07-02,0.3575
2020-07-06,8.0157
2020-07-07,-5.8707
2020-07-08,0.4205
2020-07-09,-6.9435
2020-07-10,-3.1871
2020-07-13,10.5732
2020-07-14,13.345
2020-07-15,6.3659
2020-07-16,0.1453
2020-07-17,-0.7543
2020-07-20,4.0631
2020-07-21,-5.2528
2020-07-22,-4.3285
2020-07-23,1.2086000000000001
2020-07-24,-2.6638
2020-07-27,2.6738
2020-07-28,-2.7267
2020-07-29,0.9764
2020-07-30,2.2146
2020-07-31,-1.2511
