ticker,PCNT US Equity
2012-10-15,10.0
2012-11-08,9.0909
2012-11-19,-16.6667
2012-12-05,0.0
2013-01-14,-20.0
2013-01-16,-25.0
2013-01-24,-16.6667
2013-01-28,0.0
2013-02-22,0.0
2013-03-05,-60.0
2013-05-13,20.0
2013-05-17,-50.0
2013-07-15,0.0
2013-11-27,-16.6667
2013-12-19,0.0
2014-01-10,0.0
2014-01-22,40.0
2014-01-27,57.1429
2014-01-28,0.0
2014-02-10,127.2727
2014-02-12,0.0
2014-02-19,0.0
2014-02-24,0.0
2014-02-28,0.0
2014-03-24,-8.0
2014-03-26,0.0
2014-03-27,0.0
2014-03-28,-8.6957
2014-04-04,-28.5714
2014-04-07,26.6667
2014-04-08,5.2632
2014-04-09,0.0
2014-04-10,30.0
2014-04-14,14.6154
2014-04-16,7.3826
2014-04-17,3.125
2014-04-21,3.0303
2014-04-22,2.9412000000000003
2014-04-23,0.0
2014-04-24,0.0
2014-05-01,-2.8571
2014-05-02,8.8235
2014-05-06,-10.8108
2014-05-08,0.0
2014-05-09,15.1515
2014-05-12,0.0
2014-05-14,2.6316
2014-05-15,2.5641
2014-05-16,7.5
2014-05-19,4.6512
2014-05-20,-11.1111
2014-05-22,12.5
2014-05-23,0.0
2014-05-27,0.0
2014-05-29,0.0
2014-06-02,0.0
2014-06-04,0.0
2014-06-05,-0.4444
2014-06-06,11.607099999999999
2014-06-13,-10.0
2014-06-16,-0.4444
2014-06-18,-10.7143
2014-06-23,-12.5
2014-06-24,-28.5714
2014-06-26,-16.0
2014-07-14,43.8095
2014-07-17,28.4768
2014-07-21,-47.9381
2014-07-22,-0.9901
2014-07-23,6.0
2014-07-24,0.0
2014-07-25,0.0
2014-07-29,-5.6604
2014-07-30,10.0
2014-08-01,0.9091
2014-08-04,-0.4505
2014-08-05,-9.5023
2014-08-06,5.0
2014-08-08,-4.7619
2014-08-11,55.0
2014-08-12,3.2258
2014-08-13,26.25
2014-08-14,-0.9901
2014-08-18,-5.0
2014-08-20,18.4211
2014-08-21,-6.6667
2014-08-25,7.1429
2014-08-28,4.4444
2014-08-29,2.1277
2014-09-04,0.0
2014-09-08,2.9167
2014-09-10,-0.8097
2014-09-15,-6.1224
2014-09-16,-8.6957
2014-09-22,7.619
2014-09-24,-7.0796
2014-09-26,23.8095
2014-10-08,-3.8462
2014-10-09,-18.0
2014-10-10,0.0
2014-10-16,-14.6341
2014-10-31,0.0
2014-11-03,0.0
2014-11-04,17.1429
2014-11-11,-0.0061
2014-11-13,-12.1898
2014-11-17,13.8889
2014-11-19,-2.439
2014-11-21,-5.0
2014-12-01,5.2632
2014-12-02,-7.5
2014-12-05,0.0
2014-12-09,0.0
2014-12-11,2.7027
2014-12-15,-7.8947
2014-12-22,20.0
2014-12-23,0.0
2014-12-24,7.1429
2015-01-05,4.4444
2015-01-12,2.1277
2015-01-16,2.0833
2015-01-29,2.0408
2015-02-02,0.0
2015-02-03,-10.0
2015-02-06,0.0
2015-02-11,55.5556
2015-02-12,-10.0
2015-02-13,1.5873
2015-02-17,-1.5625
2015-02-20,3.1746
2015-02-23,-3.0769
2015-02-24,0.0
2015-02-27,3.1746
2015-03-02,-15.3846
2015-03-03,-1.8182
2015-03-05,0.0
2015-03-09,-5.5556
2015-03-10,31.3725
2015-03-24,-2.9851
2015-03-26,-16.9231
2015-03-30,-5.5556
2015-03-31,-1.9559
2015-04-01,-17.6041
2015-04-16,21.3592
2015-04-23,-2.0
2015-04-30,-14.2857
2015-05-01,-2.3810000000000002
2015-05-06,-7.3171
2015-05-07,7.8947
2015-05-14,2.439
2015-06-10,-9.0476
2015-06-11,-21.466
2015-07-17,-63.3333
2015-07-30,172.7273
2015-08-10,-26.6667
2015-08-14,-18.1818
2015-08-26,-33.8889
2015-08-28,-7.563
2015-08-31,3.6364
2015-09-09,-2.6316
2015-09-30,-8.1081
2015-10-23,-21.5686
2015-10-28,-12.5
2015-10-29,0.0
2015-11-06,-28.5714
2015-11-11,0.2
2015-11-17,-28.1437
2015-12-03,-33.3333
2015-12-04,0.0
2015-12-09,0.0
2015-12-10,66.6667
2015-12-15,20.0
2015-12-17,0.0
2015-12-22,0.0
2016-01-08,33.3333
2016-01-11,-6.25
2016-01-13,-16.6667
2016-01-19,0.0
2016-01-22,0.0
2016-01-26,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-11,-20.0
2016-02-17,0.0
2016-02-24,10.0
2016-02-26,-1.8182
2016-02-29,11.1111
2016-03-01,64.5833
2016-03-02,-1.8987
2016-03-03,-16.129
2016-03-04,7.6923
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-11,0.0
2016-03-14,2.8571
2016-03-15,10.0
2016-03-16,0.0
2016-03-17,-11.6162
2016-03-18,14.2857
2016-03-22,-12.5
2016-03-28,17.1429
2016-03-29,-7.3171
2016-03-30,-14.1283
2016-04-05,10.3237
2016-04-06,0.0
2016-04-07,-2.7778
2016-04-08,0.0
2016-04-12,14.2857
2016-04-13,0.0
2016-04-15,-2.5
2016-04-22,10.2564
2016-04-26,-18.6047
2016-04-27,22.8571
2016-04-28,-5.1599
2016-04-29,10.3448
2016-05-02,8.8889
2016-05-03,2.0408
2016-05-05,4.0
2016-05-09,1.9231
2016-05-11,5.6604
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,-7.1429
2016-05-17,0.0
2016-05-18,-13.461500000000001
2016-05-19,-2.2222
2016-05-20,0.0
2016-05-23,0.0
2016-05-25,2.2727
2016-05-26,0.0
2016-05-31,0.0
2016-06-01,-8.9167
2016-06-02,-26.807
2016-06-03,-6.6667
2016-06-06,21.0714
2016-06-08,-43.9528
2016-06-09,26.3158
2016-06-10,-16.6667
2016-06-13,25.0
2016-06-14,-20.0
2016-06-15,0.0
2016-06-16,20.0
2016-06-20,-16.6667
2016-06-23,0.0
2016-06-24,0.0
2016-06-28,-10.0
2016-06-29,11.0417
2016-06-30,-24.9531
2016-07-05,40.0
2016-07-06,9.5238
2016-07-07,0.0
2016-07-08,0.0
2016-07-11,17.337
2016-07-12,-14.7754
2016-07-13,8.6957
2016-07-14,0.0
2016-07-15,-4.0
2016-07-19,-4.1667
2016-07-20,-26.5217
2016-07-21,-5.3254
2016-07-22,-31.25
2016-07-25,9.0909
2016-07-26,0.0
2016-07-28,25.0
2016-08-01,46.6667
2016-08-05,-31.8182
2016-08-11,-7.6667
2016-09-13,-27.7978
2016-10-12,34.5
2016-10-21,0.0
2016-11-14,33.0855
2016-11-16,-2.2346
2016-11-23,1.4285999999999999
2016-11-30,-38.0282
2016-12-02,50.0
2016-12-15,-33.3333
2016-12-21,0.0
2016-12-28,0.0
2016-12-29,0.0
2017-01-11,0.0
2017-01-30,-54.5455
2017-02-02,-10.0
2017-02-03,33.3333
2017-02-27,-16.6667
2017-03-02,52.0
2017-04-24,0.0
2017-04-27,44.7368
2017-04-28,27.2727
2017-05-30,0.0
2017-06-06,0.0
2017-06-20,-57.1429
2017-06-22,0.0
2017-06-27,-50.0
2017-06-29,0.0
2017-07-03,0.0
2017-09-15,50.0
2017-10-05,122.2222
2017-10-06,20.0
2017-10-17,8.3333
2017-10-25,5.3846
2017-10-27,-27.0073
2017-11-09,42.0
2017-11-16,-50.6338
2017-11-21,85.4494
2017-11-22,0.0
2017-11-28,3.8462
2017-11-29,-3.7037
2017-11-30,3.8462
2017-12-01,-0.7407
2017-12-04,-3.7313
2018-01-09,-41.8605
2018-01-19,-13.2
2018-01-24,-23.1951
2018-02-23,-60.0
2018-03-08,0.0
2018-04-12,50.0
2018-04-17,-66.6667
2018-04-25,700.0
2018-07-02,-75.0
2018-07-09,100.0
2018-07-10,20.0
2018-07-11,25.0
2018-07-12,0.0
2018-07-16,-50.0
2018-07-24,-66.6667
2018-07-25,600.0
2018-07-27,-28.5714
2018-08-01,-20.0
2018-08-27,0.0
2018-08-29,0.0
2018-09-12,0.0
2018-10-02,-37.5
2018-10-29,0.0
2018-10-30,3.0
2018-11-20,0.0
2019-01-29,-2.9126
2019-03-11,-10.0
2019-03-14,-33.3333
2019-04-22,50.0
2019-08-08,-33.3333
2019-08-15,0.0
2019-08-30,-33.3333
2019-09-27,0.0
2019-10-15,0.0
2019-10-30,117.2
2019-11-27,-67.7716
2019-12-13,108.5714
2019-12-16,-45.2055
2019-12-17,150.0
2019-12-18,-5.5
2019-12-20,-0.5291
2019-12-30,0.0
2019-12-31,-23.4043
2020-01-02,52.7778
2020-01-15,59.0909
2020-02-18,-37.1429
2020-02-26,0.4545
2020-03-11,-0.4525
2020-03-18,-3.6364
2020-03-23,0.4717
2020-04-06,134.7418
2020-04-07,-10.0
2020-04-17,-32.2222
2020-05-29,47.541
2020-06-03,-32.2222
2020-06-10,47.541
2020-06-30,-22.2222
2020-07-09,28.5714
2020-07-16,-32.2222
2020-07-30,47.541
