ticker,LAAB US Equity
2018-09-11,33.7793
2018-09-12,-5.0
2018-09-13,-15.7895
2018-09-14,-25.0
2018-09-17,0.0
2018-09-18,0.0
2018-09-19,25.0
2018-09-20,-36.0
2018-09-21,0.0
2018-09-24,51.5625
2018-09-25,-31.2715
2018-09-26,80.0
2018-09-27,-43.8889
2018-09-28,68.3168
2018-10-01,-11.7647
2018-10-02,-13.3333
2018-10-03,-7.6923
2018-10-04,20.8333
2018-10-05,-23.4483
2018-10-08,0.0
2018-10-09,0.0
2018-10-10,8.1081
2018-10-11,-7.5
2018-10-12,31.6216
2018-10-15,2.6694
2018-10-16,-6.6667
2018-10-19,0.0
2018-10-22,-20.7143
2018-10-23,17.1171
2018-10-24,-3.4615
2018-10-25,-12.3506
2018-10-26,27.2727
2018-10-29,-17.8571
2018-10-30,-4.3478
2018-10-31,6.8182
2018-11-01,-10.6383
2018-11-02,4.7619
2018-11-05,0.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,-2.2727
2018-11-12,-2.3256
2018-11-13,0.0
2018-11-14,0.0
2018-11-19,0.0
2018-11-20,-4.7619
2018-11-21,0.0
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-06,0.0
2018-12-07,5.0
2018-12-11,-14.2857
2018-12-12,-11.1111
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,-12.5
2018-12-19,0.0
2018-12-20,0.0
2018-12-24,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2019-01-02,-21.5714
2019-01-04,0.5464
2019-01-08,-0.3623
2019-01-09,54.5455
2019-01-11,-5.8824
2019-01-14,-25.0
2019-01-15,0.0
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,0.1667
2019-01-22,590.5158
2019-01-23,-49.3976
2019-01-24,-4.7619
2019-01-25,-40.0
2019-01-28,-14.075
2019-01-29,-34.051
2019-01-30,-4.4118
2019-01-31,37.4692
2019-02-01,-0.1735
2019-02-04,-32.7354
2019-02-05,31.6667
2019-02-06,-24.0506
2019-02-07,96.6667
2019-02-08,20.2542
2019-02-11,-29.5278
2019-02-12,-25.0
2019-02-13,0.0
2019-02-14,60.0
2019-02-15,-16.6667
2019-02-19,0.8
2019-02-20,28.9683
2019-02-21,-11.538499999999999
2019-02-22,13.0435
2019-02-25,0.0
2019-02-26,-3.8462
2019-02-27,-20.0
2019-02-28,30.0
2019-03-01,-23.0769
2019-03-04,10.0
2019-03-05,-9.0909
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,0.0
2019-03-12,0.8
2019-03-13,-0.7937
2019-03-14,0.0
2019-03-15,5.0
2019-03-18,-4.7619
2019-03-19,0.0
2019-03-21,-9.0
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,0.0
2019-03-28,48.3516
2019-03-29,-2.963
2019-04-01,5.0382
2019-04-02,4.6512
2019-04-03,-37.5
2019-04-04,0.0
2019-04-05,-2.2222
2019-04-08,-3.4091
2019-04-09,0.0
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,17.647100000000002
2019-04-16,20.0
2019-04-17,441.6667
2019-04-18,-75.3846
2019-04-22,5.0
2019-04-23,-12.2024
2019-04-24,1.6949
2019-04-25,-16.6667
2019-04-26,40.0
2019-04-29,14.2857
2019-04-30,90.5
2019-05-01,6.7979
2019-05-02,16.7363
2019-05-03,-61.8947
2019-05-06,-45.3039
2019-05-07,97.0707
2019-05-08,-43.6699
2019-05-09,27.3885
2019-05-10,3.2857
2019-05-13,-22.1992
2019-05-14,51.1111
2019-05-15,5.8824
2019-05-16,11.1111
2019-05-17,-20.05
2019-05-20,-14.3215
2019-05-21,-2.1898
2019-05-22,11.9403
2019-05-23,-23.0633
2019-05-24,25.5578
2019-05-28,-3.4507
2019-05-30,-12.4732
2019-05-31,-7.9624
2019-06-03,-1.1535
2019-06-04,3.2316
2019-06-05,-7.8261
2019-06-06,12.6415
2019-06-07,-3.6851000000000003
2019-06-10,-8.6957
2019-06-11,12.7667
2019-06-12,-19.7669
2019-06-13,5.2632
2019-06-14,5.0
2019-06-17,-0.9524
2019-06-18,-0.9615
2019-06-19,-27.1845
2019-06-20,13.3333
2019-06-21,-12.3529
2019-06-24,0.6711
2019-06-25,16.0
2019-06-26,-2.3563
2019-06-27,22.425
2019-06-28,-4.899
2019-07-01,-19.1143
2019-07-02,-5.0
2019-07-03,-7.8947
2019-07-05,0.1429
2019-07-08,14.1227
2019-07-09,6.25
2019-07-10,3.5294
2019-07-11,-9.0909
2019-07-12,-25.0
2019-07-15,46.5
2019-07-16,-41.752
2019-07-17,290.6252
2019-07-18,-84.1579
2019-07-19,0.0
2019-07-22,-0.3322
2019-07-26,-16.0
2019-07-29,0.0
2019-07-30,0.0
2019-08-07,1.5873
2019-08-16,0.0
2019-08-19,-6.6406
2019-08-21,-2.0921
2019-08-23,-8.1197
2019-08-26,-11.6279
2019-08-27,-26.3158
2019-10-02,35.7143
2019-10-09,-40.5263
2019-10-11,3.5398
2019-10-21,-4.2735
2019-10-29,0.0
2019-11-13,0.0
2019-11-26,114.2857
2019-11-27,-16.6708
2019-12-03,-43.9972
2019-12-10,33.9286
2019-12-23,-25.3333
2020-01-06,-10.7143
2020-01-21,0.0
2020-01-29,0.0
2020-01-31,40.0
2020-02-03,-27.8571
2020-02-05,-35.6436
2020-02-06,-6.1538
2020-02-13,14.7541
2020-03-13,0.0
2020-03-17,57.1429
2020-03-24,0.0
2020-03-30,0.0
2020-03-31,-36.3636
2020-04-06,0.0
2020-04-09,0.0
2020-04-28,-14.2714
2020-05-08,99.9667
2020-05-18,-49.9917
2020-05-19,0.0
2020-05-26,63.3061
2020-05-27,2.0408
2020-06-03,-39.99
2020-06-10,66.6389
2020-06-12,14.0
2020-06-15,0.0
2020-06-16,-10.526299999999999
2020-06-17,-24.5
2020-06-18,0.0
2020-06-22,-0.013
2020-07-10,45.4545
2020-07-13,0.0
2020-07-24,-28.5714
2020-07-30,0.0
