ticker,MDLA US Equity
2019-12-06,-6.1956
2019-12-09,2.8204000000000002
2019-12-10,-1.9792
2019-12-11,0.9564
2019-12-12,12.1754
2019-12-13,-1.0635
2019-12-16,-1.2646
2019-12-17,2.4976
2019-12-18,-1.7807
2019-12-19,-0.0954
2019-12-20,2.7698
2019-12-23,-2.3234
2019-12-24,-1.0149
2019-12-26,1.6982
2019-12-27,-0.252
2019-12-30,0.6633
2019-12-31,-2.3847
2020-01-02,-0.3214
2020-01-03,-3.386
2020-01-06,2.5033
2020-01-07,0.7815
2020-01-08,1.7124000000000001
2020-01-09,7.0203
2020-01-10,-0.6827
2020-01-13,-5.4094
2020-01-14,2.6856
2020-01-15,-4.0923
2020-01-16,2.4382
2020-01-17,-0.5011
2020-01-21,-2.1089
2020-01-22,1.0289
2020-01-23,-0.923
2020-01-24,-1.6061999999999999
2020-01-27,-2.5792
2020-01-28,-0.7373
2020-01-29,-1.4517
2020-01-30,-1.1648
2020-01-31,-2.1837
2020-02-03,2.197
2020-02-04,-2.8779
2020-02-05,-0.7854
2020-02-06,1.0435
2020-02-07,2.9915000000000003
2020-02-10,-0.1037
2020-02-11,2.9768
2020-02-12,0.0
2020-02-13,-0.8739
2020-02-14,3.4249
2020-02-18,0.9836
2020-02-19,-0.8442
2020-02-20,0.4584
2020-02-21,-0.8149
2020-02-24,-3.4505
2020-02-25,-6.7733
2020-02-26,-4.5272
2020-02-27,-3.0975
2020-02-28,-2.0916
2020-03-02,1.5718999999999999
2020-03-03,-3.1349
2020-03-04,3.1954
2020-03-05,-6.1532
2020-03-06,-4.9069
2020-03-09,-18.6388
2020-03-10,16.4024
2020-03-11,-6.7637
2020-03-12,-4.0302
2020-03-13,7.1391
2020-03-16,-2.7927
2020-03-17,-1.2097
2020-03-18,-0.6122
2020-03-19,2.3101
2020-03-20,5.6197
2020-03-23,0.9501
2020-03-24,3.8118
2020-03-25,5.9383
2020-03-26,-2.2679
2020-03-27,-4.8599
2020-03-30,-5.1081
2020-03-31,-2.8128
2020-04-01,-10.6287
2020-04-02,-3.6851000000000003
2020-04-03,-2.4348
2020-04-06,6.8925
2020-04-07,2.6681
2020-04-08,4.7645
2020-04-09,3.3592
2020-04-13,-2.8
2020-04-14,5.5556
2020-04-15,-6.9201
2020-04-16,5.1309
2020-04-17,6.7729
2020-04-20,-1.8657
2020-04-21,-2.2338
2020-04-22,7.438
2020-04-23,-1.629
2020-04-24,-0.46
2020-04-27,1.6174
2020-04-28,-4.593
2020-04-29,5.3384
2020-04-30,-2.8054
2020-05-01,-5.1676
2020-05-04,1.2273
2020-05-05,2.6188000000000002
2020-05-06,1.465
2020-05-07,5.5892
2020-05-08,4.6758
2020-05-11,0.5057
2020-05-12,-2.4737999999999998
2020-05-13,1.5047000000000001
2020-05-14,-1.0165
2020-05-15,5.5626999999999995
2020-05-18,4.7426
2020-05-19,4.4892
2020-05-20,-1.0
2020-05-21,0.0374
2020-05-22,0.8601
2020-05-26,3.3741
2020-05-27,0.3228
2020-05-28,-2.2882
2020-05-29,3.476
2020-06-01,5.7284
2020-06-02,-1.0033
2020-06-03,-12.1284
2020-06-04,-5.9592
2020-06-05,0.3679
2020-06-08,12.1385
2020-06-09,-0.5449
2020-06-10,-2.0818
2020-06-11,-4.6997
2020-06-12,1.8004
2020-06-15,3.8062
2020-06-16,-0.4444
2020-06-17,1.3393
2020-06-18,-3.1204
2020-06-19,2.8041
2020-06-22,2.5065
2020-06-23,0.4675
2020-06-24,-4.9749
2020-06-25,3.5782
2020-06-26,-4.5455
2020-06-29,-4.7238
2020-06-30,0.9196
2020-07-01,8.5975
2020-07-02,1.8971
2020-07-06,-0.3222
2020-07-07,2.4425
2020-07-08,3.1206
2020-07-09,8.1945
2020-07-10,-5.5625
2020-07-13,-6.5225
2020-07-14,-3.56
2020-07-15,1.3658000000000001
2020-07-16,-1.311
2020-07-17,2.9889
2020-07-20,5.9835
2020-07-21,0.8114
2020-07-22,0.3018
2020-07-23,1.4711
2020-07-24,-1.9769
2020-07-27,6.1513
2020-07-28,-4.1165
2020-07-29,3.0713
2020-07-30,-2.2108
2020-07-31,0.6881
