ticker,CBSC US Equity
2010-03-26,128.5714
2010-07-28,-65.625
2010-12-13,0.0
2010-12-23,45.4545
2010-12-31,0.0
2011-02-08,800.0
2011-02-10,122.2222
2011-02-11,100.0
2011-02-14,-62.1875
2011-03-16,32.2314
2011-05-26,-44.0625
2011-06-09,0.0
2011-07-19,7.2626
2011-08-25,0.0
2011-09-14,25.0
2011-11-10,-33.3333
2012-05-21,-85.0
2012-08-09,0.0
2013-01-11,-25.0
2013-12-09,5.5556
2014-01-21,0.0
2014-04-24,0.0
2014-06-30,15.7895
2015-06-03,18.1818
2015-10-13,442.3077
2015-10-14,70.2128
2015-10-15,0.0
2015-10-21,13.3333
2015-11-06,76.4706
2015-12-11,-43.3333
2016-02-12,5.8824
2016-02-17,0.0
2016-02-25,-22.2222
2016-03-07,-4.7619
2016-04-28,30.0
2016-06-20,30.7692
2016-07-01,5.8824
2016-08-24,-13.8889
2016-09-12,-6.4516
2016-09-23,2.6552
2016-09-27,0.1008
2016-10-06,-6.0403
2016-10-12,-39.2857
2016-10-13,3.5294
2016-10-20,70.4545
2016-10-24,33.3333
2016-10-25,2.5
2016-10-27,46.3415
2016-10-28,-16.6667
2016-10-31,-60.0
2016-11-01,100.0
2016-11-02,5.0
2016-11-03,-2.3810000000000002
2016-11-04,7.3171
2016-11-07,0.0
2016-11-08,4.5455
2016-11-21,-4.3478
2016-12-19,-9.0909
2017-01-20,10.0
2017-01-26,27.2727
2017-02-01,16.0714
2017-02-07,0.0
2017-02-09,-4.6154
2017-02-24,-33.871
2017-03-09,2.0488
2017-03-13,-4.3977
2017-03-31,-12.5
2017-04-04,0.0
2017-04-05,0.0
2017-04-11,-3.2857
2017-04-21,-11.3737
2017-04-24,0.0
2017-05-10,100.0
2017-05-12,0.0
2017-05-15,33.6667
2017-07-10,-25.187
2017-07-14,-7.6667
2017-07-18,9.0253
2017-07-24,0.0
2017-08-14,-9.6026
2017-09-06,0.7326
2017-10-09,-63.6364
2017-10-10,-42.0
2017-10-11,-3.4483
2017-10-16,0.0
2017-10-17,0.0
2017-10-23,1.7856999999999998
2017-10-27,13.7895
2017-10-30,0.2158
2017-11-01,-30.7692
2017-11-03,0.0
2017-11-08,-11.1111
2017-11-10,-12.5
2017-11-24,-5.7143
2017-11-28,12.1212
2017-11-29,8.1081
2017-11-30,0.0
2017-12-01,-40.0
2017-12-04,66.6667
2017-12-05,0.0
2017-12-07,7.5
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-21,0.0
2017-12-22,4.6512
2017-12-26,22.2222
2017-12-27,-18.1818
2017-12-28,0.0
2018-01-02,13.3333
2018-01-03,7.8431
2018-01-04,-45.4545
2018-01-05,70.0
2018-01-08,-26.4706
2018-01-11,-1.3333
2018-01-17,-5.4054
2018-01-19,-1.58
2018-01-22,-7.1037
2018-01-24,0.0
2018-01-26,53.125
2018-01-29,0.0
2018-01-30,-20.4082
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-06,-12.8205
2018-02-07,0.0
2018-02-13,0.0
2018-02-26,2.9412000000000003
2018-02-28,0.0
2018-03-15,-2.8571
2018-03-19,0.0
2018-03-26,-11.7647
2018-03-29,0.0
2018-04-05,0.0
2018-04-20,10.0
2018-05-01,0.0
2018-05-03,-21.2121
2018-05-07,0.0
2018-05-14,26.9231
2018-05-30,0.0
2018-06-07,3.0303
2018-06-14,-5.5882
2018-07-19,13.7072
2018-07-20,9.589
2018-07-23,-37.5
2018-07-24,0.0
2018-07-25,0.0
2018-07-27,0.0
2018-07-30,0.0
2018-08-02,4.0
2018-08-06,-3.8462
2018-08-07,-19.2
2018-08-22,3.9604
2018-08-30,-42.8571
2018-09-07,75.0
2018-09-11,-4.7619
2018-09-21,-25.0
2018-09-25,0.6667
2018-10-02,39.0728
2018-10-03,-28.5714
2018-10-08,40.0
2018-10-09,33.3333
2018-10-10,-24.6071
2018-10-11,4.216
2018-10-12,59.0909
2018-10-15,0.0
2018-10-16,2.8571
2018-10-17,-2.7778
2018-10-18,0.0
2018-10-19,-14.2857
2018-10-22,6.6667
2018-10-23,0.0
2018-10-24,-9.375
2018-10-31,-1.7241
2018-11-01,22.807
2018-11-06,42.8571
2018-11-07,-30.0
2018-11-08,-4.2857
2018-11-09,28.3582
2018-11-12,2.3256
2018-11-13,-20.4545
2018-11-14,-22.8571
2018-11-16,18.5185
2018-11-19,15.625
2018-11-20,35.1351
2018-11-26,-26.0
2018-12-04,-18.9189
2018-12-11,1.6667
2018-12-12,12.1311
2018-12-13,40.3509
2018-12-18,-8.3333
2018-12-20,-36.3636
2018-12-31,3.5714
2019-01-16,3.4483
2019-01-28,-3.3333
2019-02-01,0.6897
2019-02-07,0.0
2019-02-15,-0.6849
2019-02-21,-51.0345
2019-02-26,195.7746
2019-02-27,0.0
2019-03-01,-9.5238
2019-03-07,-7.8947
2019-03-08,-2.8571
2019-03-11,-26.147100000000002
2019-03-12,31.4217
2019-03-13,15.1515
2019-03-14,-33.9211
2019-03-19,-20.3505
2019-03-29,5.0
2019-04-05,0.4762
2019-04-09,65.8768
2019-04-15,-2.8571
2019-04-16,-26.4706
2019-04-17,40.0
2019-04-18,8.5714
2019-04-24,-5.2632
2019-04-25,52.7778
2019-04-26,0.0
2019-04-30,-9.0909
2019-05-01,-35.6
2019-05-02,-12.4224
2019-05-03,41.844
2019-05-06,34.5
2019-05-08,-7.0632
2019-05-09,10.0
2019-05-10,1.8182
2019-05-13,0.0
2019-05-14,-42.5
2019-05-16,11.8012
2019-05-17,36.1111
2019-05-22,10.2041
2019-05-23,-5.5556
2019-05-28,-11.7647
2019-05-29,-20.0
2019-05-30,-10.1389
2019-05-31,-4.1731
2019-06-03,0.0968
2019-06-05,-0.0967
2019-06-10,0.0
2019-06-11,0.0
2019-06-13,3.2258
2019-06-18,0.0
2019-07-02,-21.25
2019-07-10,0.0
2019-07-19,0.0
2019-07-26,-39.6825
2019-09-20,0.0
2019-11-07,-53.9474
2019-11-08,-57.1429
2019-12-02,66.6667
2019-12-03,0.0
2020-01-30,40.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-11,14.2857
2020-02-12,0.0
2020-02-20,74.75
2020-02-21,0.0715
2020-02-25,7.2194
2020-03-10,0.0
2020-03-18,0.0
2020-03-19,0.0
2020-03-20,0.0
2020-03-27,33.0667
2020-03-30,0.2004
2020-04-01,-25.0
2020-04-15,33.3333
2020-04-20,-24.5
2020-04-21,98.6755
2020-04-22,-13.3333
2020-04-27,34.5769
2020-04-30,-0.1143
2020-05-05,0.1431
2020-05-29,0.0
2020-06-03,0.0
2020-06-04,45.7143
2020-06-05,-1.9607999999999999
2020-06-09,2.0
2020-06-12,0.0
2020-06-15,7.8431
2020-06-16,0.0
2020-06-19,0.0
2020-06-22,9.0909
2020-06-23,0.0
2020-06-24,33.3333
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,26.25
2020-07-01,18.8218
2020-07-13,49.9875
2020-07-14,5.5556
2020-07-16,-7.8947
2020-07-17,-8.5714
2020-07-20,12.5
2020-07-21,-8.3333
2020-07-22,0.0
2020-07-23,0.0
