ticker,RVLV US Equity
2019-10-25,-0.8042
2019-10-28,1.9552
2019-10-29,-4.0692
2019-10-30,2.7791
2019-10-31,-1.518
2019-11-01,2.3121
2019-11-04,-2.0716
2019-11-05,-6.4904
2019-11-06,1.0796999999999999
2019-11-07,-1.6785
2019-11-08,-15.5199
2019-11-11,-6.3074
2019-11-12,1.4379
2019-11-13,4.0593
2019-11-14,-3.096
2019-11-15,-1.2141
2019-11-18,-2.0699
2019-11-19,-2.1797
2019-11-20,-1.0128
2019-11-21,2.4557
2019-11-22,1.9973
2019-11-25,7.8982
2019-11-26,3.9927
2019-11-27,-2.6178
2019-11-29,-3.7037
2019-12-02,0.6203
2019-12-03,2.7127
2019-12-04,5.5822
2019-12-05,-2.2172
2019-12-06,-2.6744
2019-12-09,2.5686999999999998
2019-12-10,-0.7571
2019-12-11,-1.3498
2019-12-12,1.9630999999999998
2019-12-13,-0.5251
2019-12-16,0.4692
2019-12-17,-1.8681
2019-12-18,1.1303
2019-12-19,3.8824
2019-12-20,7.701
2019-12-23,-3.6278
2019-12-24,2.1822
2019-12-26,3.0432
2019-12-27,-1.6061999999999999
2019-12-30,-3.3702
2019-12-31,0.0545
2020-01-02,0.1634
2020-01-03,2.7189
2020-01-06,1.0588
2020-01-07,1.6763
2020-01-08,-0.8758
2020-01-09,3.9501
2020-01-10,-4.55
2020-01-13,1.2048
2020-01-14,6.8323
2020-01-15,-1.1143
2020-01-16,1.3719000000000001
2020-01-17,0.9183
2020-01-21,-2.5383
2020-01-22,-6.7322
2020-01-23,-5.4268
2020-01-24,-1.7269999999999999
2020-01-27,0.0567
2020-01-28,2.6629
2020-01-29,0.3311
2020-01-30,-1.0451
2020-01-31,-1.1117
2020-02-03,-2.0798
2020-02-04,-1.4351
2020-02-05,4.0769
2020-02-06,3.5814
2020-02-07,-2.161
2020-02-10,1.3252
2020-02-11,2.9973
2020-02-12,3.3333
2020-02-13,-2.8674
2020-02-14,2.7412
2020-02-18,1.0775
2020-02-19,4.1624
2020-02-20,0.1949
2020-02-21,2.0914
2020-02-24,-10.1477
2020-02-25,2.386
2020-02-26,-13.102
2020-02-27,-7.1514
2020-02-28,4.6213
2020-03-02,-3.3129
2020-03-03,-7.9949
2020-03-04,4.4138
2020-03-05,-5.5482
2020-03-06,-2.1678
2020-03-09,-11.937100000000001
2020-03-10,0.6494
2020-03-11,-10.4839
2020-03-12,-18.5586
2020-03-13,4.9779
2020-03-16,-7.5869
2020-03-17,5.1311
2020-03-18,-14.859
2020-03-19,12.2293
2020-03-20,-13.0533
2020-03-23,-4.6997
2020-03-24,17.2603
2020-03-25,4.9065
2020-03-26,2.3385
2020-03-27,-9.6844
2020-03-30,1.3253
2020-03-31,2.7348
2020-04-01,-5.9028
2020-04-02,6.1501
2020-04-03,-2.8969
2020-04-06,2.6253
2020-04-07,0.1163
2020-04-08,10.5691
2020-04-09,6.5126
2020-04-13,1.7751000000000001
2020-04-14,7.0736
2020-04-15,-0.905
2020-04-16,0.0
2020-04-17,7.3059
2020-04-20,1.617
2020-04-21,-6.6164
2020-04-22,-4.3946
2020-04-23,-1.7824
2020-04-24,0.8596
2020-04-27,5.1136
2020-04-28,-1.7117
2020-04-29,1.1916
2020-04-30,-0.4529
2020-05-01,-6.7334
2020-05-04,-2.6341
2020-05-05,3.7074
2020-05-06,-2.4154999999999998
2020-05-07,2.6733000000000002
2020-05-08,25.6509
2020-05-11,7.0606
2020-05-12,3.871
2020-05-13,1.0352
2020-05-14,1.9809
2020-05-15,-10.1808
2020-05-18,0.6711
2020-05-19,0.963
2020-05-20,-3.5949999999999998
2020-05-21,0.4566
2020-05-22,10.5303
2020-05-26,0.1371
2020-05-27,3.0116
2020-05-28,-8.4385
2020-05-29,2.0319
2020-06-01,2.7027
2020-06-02,5.9557
2020-06-03,7.9739
2020-06-04,3.632
2020-06-05,1.986
2020-06-08,6.9301
2020-06-09,-10.7124
2020-06-10,-1.6197
2020-06-11,-8.1098
2020-06-12,0.2654
2020-06-15,1.3898
2020-06-16,5.0914
2020-06-17,3.6646
2020-06-18,-0.4793
2020-06-19,-1.8061
2020-06-22,-2.0233
2020-06-23,-2.8786
2020-06-24,-4.6392
2020-06-25,3.7161999999999997
2020-06-26,-1.5635
2020-06-29,1.2574
2020-06-30,-2.8758
2020-07-01,5.1817
2020-07-02,-1.0237
2020-07-06,0.6464
2020-07-07,0.3211
2020-07-08,9.9872
2020-07-09,-6.8685
2020-07-10,7.5
2020-07-13,-7.4419
2020-07-14,-0.9422
2020-07-15,0.8878
2020-07-16,0.7542
2020-07-17,-0.1871
2020-07-20,-3.0
2020-07-21,1.8041
2020-07-22,1.2658
2020-07-23,0.75
2020-07-24,-2.1092
2020-07-27,-0.1901
2020-07-28,-0.4444
2020-07-29,4.1454
2020-07-30,-0.7961
2020-07-31,1.0493999999999999
