ticker,CCC US Equity
2019-04-05,-0.6623
2019-04-08,0.6667
2019-04-09,-0.5151
2019-04-10,-0.5917
2019-04-11,1.4881
2019-04-12,-0.2933
2019-04-15,0.7353
2019-04-16,0.365
2019-04-17,1.0909
2019-04-18,0.2158
2019-04-22,0.0
2019-04-23,0.0718
2019-04-24,-1.0043
2019-04-25,0.3623
2019-04-26,1.5162
2019-04-29,1.4224999999999999
2019-04-30,0.9818
2019-05-01,-0.1389
2019-05-02,0.2086
2019-05-03,0.2776
2019-05-06,-0.2768
2019-05-07,-2.0125
2019-05-08,-1.7705
2019-05-09,-1.0094
2019-05-10,-0.5827
2019-05-13,-2.2711
2019-05-14,1.0495
2019-05-15,-1.2610999999999999
2019-05-16,0.4508
2019-05-17,-0.1496
2019-05-20,-0.3745
2019-05-21,0.2256
2019-05-22,-0.9002
2019-05-23,-0.1514
2019-05-24,-1.7437
2019-05-28,0.6173
2019-05-29,0.0767
2019-05-30,0.3831
2019-05-31,-1.374
2019-06-03,2.5542
2019-06-04,3.3208
2019-06-05,2.9949
2019-06-06,3.2624
2019-06-07,0.9615
2019-06-10,1.7006999999999999
2019-06-11,-1.4716
2019-06-12,1.1541
2019-06-13,-0.7383
2019-06-14,0.0676
2019-06-17,-2.2297
2019-06-18,-2.8334
2019-06-19,1.5647
2019-06-20,0.5602
2019-06-21,4.1086
2019-06-24,-0.2007
2019-06-25,0.5362
2019-06-26,-0.2667
2019-06-27,-0.6684
2019-06-28,3.4993
2019-07-01,-2.2757
2019-07-02,1.6633
2019-07-03,1.3743
2019-07-05,-0.3873
2019-07-08,-1.361
2019-07-09,-1.117
2019-07-10,0.6645
2019-07-11,1.1221
2019-07-12,-1.436
2019-07-15,0.3974
2019-07-16,1.4512
2019-07-17,-2.0156
2019-07-18,2.8534
2019-07-19,0.2581
2019-07-22,1.6731
2019-07-23,0.0633
2019-07-24,0.9488
2019-07-25,1.5038
2019-07-26,0.4321
2019-07-29,1.7824
2019-07-30,0.2415
2019-07-31,-0.9036
2019-08-01,-2.1277
2019-08-02,0.3727
2019-08-05,-2.9703
2019-08-06,1.0204
2019-08-07,4.4192
2019-08-08,3.5671
2019-08-09,-0.1751
2019-08-12,-0.7602
2019-08-13,1.5321
2019-08-14,-0.8706
2019-08-15,1.6979
2019-08-16,-0.3454
2019-08-19,1.1554
2019-08-20,0.2284
2019-08-21,0.6268
2019-08-22,0.1133
2019-08-23,-0.2828
2019-08-26,-0.4538
2019-08-27,0.0
2019-08-28,0.2849
2019-08-29,0.3409
2019-08-30,-0.2265
2019-09-03,-7.0375
2019-09-04,0.9158
2019-09-05,-2.2384
2019-09-06,6.9307
2019-09-09,-1.9676
2019-09-10,-0.2361
2019-09-11,2.0118
2019-09-12,1.4501
2019-09-13,-1.8296000000000001
2019-09-16,-0.9901
2019-09-17,0.9412
2019-09-18,0.2914
2019-09-19,0.9297
2019-09-20,-1.2666
2019-09-23,-0.1166
2019-09-24,-0.934
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.3536
2019-09-30,-0.9395
2019-10-01,-2.134
2019-10-02,-2.1805
2019-10-03,0.6192
2019-10-04,2.1538
2019-10-07,-1.0843
2019-10-08,-0.7308
2019-10-09,0.0613
2019-10-10,0.7357
2019-10-11,-0.3652
2019-10-14,-0.6109
2019-10-15,-1.3522
2019-10-16,-1.1838
2019-10-17,0.8827
2019-10-18,-1.75
2019-10-21,0.1908
2019-10-22,0.5079
2019-10-23,-0.5054
2019-10-24,1.9048
2019-10-25,1.6199
2019-10-28,2.2685
2019-10-29,-0.4197
2019-10-30,0.602
2019-10-31,0.1795
2019-11-01,-0.1792
2019-11-04,-3.6505
2019-11-05,4.4719999999999995
2019-11-06,1.7241
2019-11-07,-0.526
2019-11-08,-0.7638
2019-11-11,1.1249
2019-11-12,-1.4052
2019-11-13,0.3563
2019-11-14,-0.4734
2019-11-15,0.654
2019-11-18,0.9451
2019-11-19,3.2768
2019-11-20,0.7932
2019-11-21,1.1804000000000001
2019-11-22,-1.6111
2019-11-25,1.4116
2019-11-26,0.2784
2019-11-27,0.2221
2019-11-29,-0.3878
2019-12-02,-0.2225
2019-12-03,-2.7313
2019-12-04,0.5158
2019-12-05,-2.5656
2019-12-06,2.9842
2019-12-09,-3.125
2019-12-10,-0.8211
2019-12-11,0.5322
2019-12-12,-1.1764999999999999
2019-12-13,-0.2381
2019-12-16,0.0
2019-12-17,0.7757
2019-12-18,-0.5921
2019-12-19,0.7147
2019-12-20,2.1881
2019-12-23,-1.0995
2019-12-24,-0.4681
2019-12-26,0.5291
2019-12-27,-0.5263
2019-12-30,-0.7643
2019-12-31,-0.4739
2020-01-02,1.9643000000000002
2020-01-03,0.4086
2020-01-06,0.0581
2020-01-07,-0.2324
2020-01-08,-0.5824
2020-01-09,1.0545
2020-01-10,-0.9275
2020-01-13,3.2183
2020-01-14,-0.2268
2020-01-15,-0.5682
2020-01-16,0.9143
2020-01-17,7.0215
2020-01-21,2.4868
2020-01-22,3.3557
2020-01-23,0.6494
2020-01-24,1.5385
2020-01-27,1.564
2020-01-28,1.9249
2020-01-29,-2.0302
2020-01-30,0.9639
2020-01-31,-3.7709
2020-02-03,1.9841
2020-02-04,0.2918
2020-02-05,-0.388
2020-02-06,4.0896
2020-02-07,-0.8419
2020-02-10,3.6321
2020-02-11,1.2745
2020-02-12,-1.4382
2020-02-13,-0.7752
2020-02-14,0.0
2020-02-18,1.8841999999999999
2020-02-19,1.0374
2020-02-20,3.2143
2020-02-21,-0.8651
2020-02-24,-3.9703
2020-02-25,-5.2703
2020-02-26,-1.1031
2020-02-27,-0.388
2020-02-28,-0.9737
2020-03-02,6.9322
2020-03-03,-1.1494
2020-03-04,7.1628
2020-03-05,-2.474
2020-03-06,-1.2016
2020-03-09,-4.955
2020-03-10,3.7441
2020-03-11,-5.7104
2020-03-12,-5.814
2020-03-13,0.8745
2020-03-16,-15.4003
2020-03-17,11.3924
2020-03-18,-9.4156
2020-03-19,0.8363
2020-03-20,2.1919
2020-03-23,2.7826
2020-03-24,7.7834
2020-03-25,8.8959
2020-03-26,-3.1716
2020-03-27,1.1911
2020-03-30,-0.3433
2020-03-31,2.1161
2020-04-01,-3.759
2020-04-02,5.8087
2020-04-03,-2.2717
2020-04-06,0.0
2020-04-07,-0.3874
2020-04-08,0.2917
2020-04-09,4.1687
2020-04-13,-7.0731
2020-04-14,5.9589
2020-04-15,-0.0945
2020-04-16,6.7171
2020-04-17,3.1915
2020-04-20,1.9759
2020-04-21,-1.0952
2020-04-22,2.2147
2020-04-23,-1.3333
2020-04-24,1.1824
2020-04-27,-1.4607999999999999
2020-04-28,-0.7624
2020-04-29,1.2804
2020-04-30,-3.1606
2020-05-01,-1.6971
2020-05-04,5.9761
2020-05-05,2.3810000000000002
2020-05-06,-1.5096
2020-05-07,1.2842
2020-05-08,-3.1084
2020-05-11,-1.3508
2020-05-12,-2.2679
2020-05-13,-1.4447999999999999
2020-05-14,0.6219
2020-05-15,2.9581
2020-05-18,0.9863
2020-05-19,-1.6561
2020-05-20,-2.2453
2020-05-21,-0.0442
2020-05-22,-0.0442
2020-05-26,-0.221
2020-05-27,-2.0381
2020-05-28,1.8091
2020-05-29,1.6881
2020-06-01,5.2425
2020-06-02,-3.0718
2020-06-03,-1.9272
2020-06-04,-2.1834
2020-06-05,0.4018
2020-06-08,-0.1334
2020-06-09,0.1781
2020-06-10,0.4444
2020-06-11,-1.6814
2020-06-12,-0.09
2020-06-15,0.0
2020-06-16,1.7117
2020-06-17,-1.6385999999999998
2020-06-18,1.3057
2020-06-19,0.0
2020-06-22,0.0
2020-06-23,-1.0667
2020-06-24,-1.2129
2020-06-25,0.7731
2020-06-26,-0.4964
2020-06-29,-0.1814
2020-06-30,1.4539
2020-07-01,4.2096
2020-07-02,0.1289
2020-07-06,-1.8455
2020-07-07,-1.5304
2020-07-08,0.5773
2020-07-09,-0.4857
2020-07-10,-1.1091
2020-07-13,-1.8394
2020-07-14,-0.0457
2020-07-15,2.7435
2020-07-16,-0.4895
2020-07-17,2.4596999999999998
2020-07-20,3.0118
2020-07-21,-0.9322
2020-07-22,1.9247
2020-07-23,-1.5107
2020-07-24,-1.3208
2020-07-27,3.7997
2020-07-28,-1.4975
2020-07-29,21.6216
2020-07-30,-3.6806
2020-07-31,-0.3244
