ticker,FIBH US Equity
2017-01-25,-3.8806000000000003
2017-01-27,0.9317
2017-01-30,0.0
2017-02-01,0.3077
2017-02-02,-0.4601
2017-02-06,-0.1849
2017-02-07,1.8833
2017-02-08,-1.7879
2017-02-10,1.7896
2017-02-14,0.0303
2017-02-22,0.0
2017-02-23,0.0
2017-02-27,-1.5424
2017-03-06,4.6136
2017-03-16,-1.4637
2017-03-30,-2.8738
2017-04-04,4.5189
2017-04-06,0.5917
2017-04-10,6.4706
2017-04-17,0.0
2017-04-25,0.0
2017-04-28,0.0
2017-05-01,0.0
2017-05-03,-1.2431
2017-05-04,1.2587
2017-05-09,0.8287
2017-05-10,0.0
2017-05-22,-5.3425
2017-06-15,0.0
2017-06-23,4.1968
2017-06-26,0.0
2017-07-11,0.6149
2017-07-25,19.4444
2017-07-31,-15.1163
2017-08-07,0.0
2017-08-11,-2.7397
2017-09-05,-0.7042
2017-09-19,2.1277
2017-09-26,-1.3889
2017-09-28,0.0
2017-09-29,-0.7042
2017-10-10,-0.0856
2017-10-13,1.1143
2017-10-19,-0.8194
2017-10-25,3.9600999999999997
2017-10-27,-0.6851
2017-10-30,0.7174
2017-11-14,0.0
2017-11-21,0.0
2017-12-14,0.0
2017-12-19,-2.7397
2017-12-20,-2.3915
2017-12-26,5.3361
2018-01-02,2.0548
2018-01-05,-6.0403
2018-01-08,4.2857
2018-01-09,0.6849
2018-01-12,-4.1359
2018-01-19,-1.1143
2018-01-22,4.0162
2018-01-23,6.2222
2018-01-24,30.7531
2018-01-25,-1.0
2018-01-26,-12.1212
2018-02-02,0.0
2018-02-09,-13.7931
2018-02-12,0.0
2018-02-16,4.0
2018-02-21,-8.6923
2018-02-23,26.369
2018-02-27,0.0
2018-03-07,0.0
2018-03-15,0.0
2018-03-19,0.0
2018-03-28,0.0
2018-04-03,-7.7778
2018-05-31,9.0909
2018-06-05,11.1111
2018-06-08,-1.02
2018-06-19,-11.0932
2018-06-27,-2.25
2018-07-30,2.924
2018-08-07,11.25
2018-08-09,-8.0695
2018-08-13,0.0
2018-08-22,8.6444
2018-08-23,-5.9112
2018-08-28,0.5435
2018-08-29,-3.7838000000000003
2018-09-04,0.0
2018-09-06,3.3708
2018-09-17,0.0
2018-09-21,-3.2609
2018-09-26,0.0
2018-10-12,1.7409
2018-10-18,2.7778
2018-11-02,0.0
2018-11-05,0.0
2018-11-29,-0.5405
2018-11-30,-6.413
2018-12-04,-0.6969
2018-12-06,-1.1696
2018-12-07,-2.9586
2018-12-11,-2.439
2018-12-13,0.0
2018-12-24,-1.25
2018-12-26,0.0
2019-01-03,-0.557
2019-01-08,1.9231
2019-01-11,0.0
2019-01-14,1.2579
2019-01-22,-5.4658
2019-02-05,7.753
2019-02-22,-7.0732
2019-03-12,0.0
2019-03-19,0.0
2019-03-22,4.9869
2019-04-01,5.0
2019-04-02,-4.7619
2019-04-05,-4.0534
2019-04-08,1.6793
2019-04-09,-1.9097
2019-04-10,0.0
2019-04-11,1.2891
2019-04-18,1.2987
2019-04-25,0.0
2019-04-29,5.1282
2019-04-30,7.3171
2019-05-06,-7.9545
2019-05-24,3.9506
2019-05-28,0.3563
2019-06-06,-2.9586
2019-06-07,-4.878
2019-06-10,0.0
2019-06-24,3.5897
2019-06-26,-0.9901
2019-07-01,0.0
2019-07-22,-3.6767
2019-07-25,2.6144
2019-07-26,-2.5478
2019-08-12,1.3072
2019-08-21,-1.2903
2019-08-27,-1.1764999999999999
2019-08-28,-2.6455
2019-08-29,-1.2227999999999999
2019-09-23,1.7882
2019-09-25,0.0
2019-10-18,-0.545
2019-10-24,0.0
2019-10-29,1.3699
2019-10-31,0.0
2019-11-04,5.4054
2019-11-06,0.0
2019-11-07,2.5641
2019-11-14,-2.5
2019-12-10,0.2564
2019-12-16,-0.2558
2019-12-26,-5.1282
2020-01-08,4.1962
2020-01-23,-0.6276
2020-01-28,0.1316
2020-02-11,2.4967
2020-02-14,0.0003
2020-02-25,35.8971
2020-03-03,-26.4151
2020-03-05,0.0
2020-03-11,-2.5641
2020-03-13,0.0
2020-03-18,0.0
2020-03-31,0.1316
2020-04-02,5.1248
2020-04-24,-4.2044
2020-05-06,2.3653
2020-06-22,-10.1412
2020-06-25,5.7143
2020-06-30,2.6757
2020-07-01,-6.1332
2020-07-16,-3.9005
2020-07-20,-0.3824
