ticker,ARCE US Equity
2019-02-14,-1.0882
2019-02-15,1.4795
2019-02-19,-0.4486
2019-02-20,-0.1502
2019-02-21,0.7522
2019-02-22,-3.3595
2019-02-25,2.2789
2019-02-26,-3.2477
2019-02-27,-3.2397
2019-02-28,-2.7027
2019-03-01,1.6169
2019-03-04,-2.5704000000000002
2019-03-05,-1.8843999999999999
2019-03-06,1.5792000000000002
2019-03-07,2.0168
2019-03-08,7.2076
2019-03-11,3.0734
2019-03-12,1.3791
2019-03-13,0.2206
2019-03-14,-2.0176
2019-03-15,4.3055
2019-03-18,-5.5994
2019-03-19,11.1787
2019-03-20,4.6854
2019-03-21,-2.9402
2019-03-22,4.14
2019-03-25,2.4887
2019-03-26,-2.0814
2019-03-27,0.934
2019-03-28,1.7869000000000002
2019-03-29,1.2226
2019-04-01,-1.3936
2019-04-02,-0.7852
2019-04-03,1.7410999999999999
2019-04-04,2.3647
2019-04-05,-4.8632
2019-04-08,3.8978
2019-04-09,-1.5068000000000001
2019-04-10,1.7795999999999998
2019-04-11,-0.6135
2019-04-12,0.7099
2019-04-15,2.4211
2019-04-16,1.526
2019-04-17,-3.7725
2019-04-18,-6.7994
2019-04-22,-3.0891
2019-04-23,5.9681
2019-04-24,-3.84
2019-04-25,0.2995
2019-04-26,5.939
2019-04-29,3.3511
2019-04-30,-2.6364
2019-05-01,-1.9919
2019-05-02,2.4135
2019-05-03,2.6357
2019-05-06,-5.4381
2019-05-07,0.0958
2019-05-08,23.4919
2019-05-09,0.7754
2019-05-10,-1.6158000000000001
2019-05-13,-1.4599
2019-05-14,2.328
2019-05-15,-5.3775
2019-05-16,1.8033000000000001
2019-05-17,-1.9592
2019-05-20,1.7246000000000001
2019-05-21,0.6459
2019-05-22,-3.1016
2019-05-23,-1.1313
2019-05-24,1.3117
2019-05-28,6.3361
2019-05-29,0.1813
2019-05-30,-0.1293
2019-05-31,-0.5697
2019-06-03,2.6042
2019-06-04,6.802
2019-06-05,-1.0456
2019-06-06,2.2334
2019-06-07,2.1611
2019-06-10,-2.7593
2019-06-11,-1.3005
2019-06-12,4.0728
2019-06-13,1.8877000000000002
2019-06-14,-0.1356
2019-06-17,-0.6787
2019-06-18,-0.3872
2019-06-19,4.4592
2019-06-20,-1.817
2019-06-21,1.9844
2019-06-24,-4.8317
2019-06-25,-1.7229
2019-06-26,2.0337
2019-06-27,3.3906
2019-06-28,-2.9914
2019-07-01,0.3198
2019-07-02,0.1366
2019-07-03,-5.5707
2019-07-05,7.7775
2019-07-08,0.4245
2019-07-09,-0.4672
2019-07-10,1.1176
2019-07-11,-1.2157
2019-07-12,0.6937
2019-07-15,0.0
2019-07-16,-2.3778
2019-07-17,0.6146
2019-07-18,1.2443
2019-07-19,-0.5587
2019-07-22,0.9438
2019-07-23,-0.3562
2019-07-24,0.5362
2019-07-25,-1.1111
2019-07-26,0.5843
2019-07-29,0.7373
2019-07-30,-1.3528
2019-07-31,-0.7644
2019-08-01,2.1522
2019-08-02,0.9758
2019-08-05,-1.8889
2019-08-06,5.6638
2019-08-07,1.9703
2019-08-08,4.0515
2019-08-09,-0.4393
2019-08-12,2.507
2019-08-13,-3.424
2019-08-14,-8.4279
2019-08-15,2.4115
2019-08-16,13.0698
2019-08-19,1.2227999999999999
2019-08-20,-2.114
2019-08-21,-3.683
2019-08-22,-1.8418
2019-08-23,-2.3251
2019-08-26,2.3387000000000002
2019-08-27,0.8774
2019-08-28,0.182
2019-08-29,-2.3622
2019-08-30,-0.0414
2019-09-03,-2.0273
2019-09-04,1.1613
2019-09-05,0.1879
2019-09-06,-5.1458
2019-09-09,-3.3604
2019-09-10,-1.4318
2019-09-11,-5.0957
2019-09-12,3.2556
2019-09-13,1.3412
2019-09-16,1.8342
2019-09-17,3.7164
2019-09-18,2.2423
2019-09-19,-2.6016
2019-09-20,1.6115
2019-09-23,2.2159
2019-09-24,1.169
2019-09-25,-0.1891
2019-09-26,5.9145
2019-09-27,-4.2528
2019-09-30,5.2096
2019-10-01,-0.5918
2019-10-02,-1.2701
2019-10-03,0.4824
2019-10-04,-0.16
2019-10-07,-2.4043
2019-10-08,-2.0119
2019-10-09,0.1886
2019-10-10,-0.5228
2019-10-11,0.6517
2019-10-14,-2.7778
2019-10-15,3.652
2019-10-16,-3.7513
2019-10-17,-5.2756
2019-10-18,-1.3185
2019-10-21,-0.1613
2019-10-22,0.3
2019-10-23,2.8986
2019-10-24,-0.313
2019-10-25,-5.3375
2019-10-28,-3.1272
2019-10-29,1.4918
2019-10-30,1.7349
2019-10-31,-1.7054
2019-11-01,0.7952
2019-11-04,-1.9842
2019-11-05,0.1707
2019-11-06,-0.4383
2019-11-07,-0.9049
2019-11-08,-1.5548
2019-11-11,2.6071999999999997
2019-11-12,0.6108
2019-11-13,-0.1457
2019-11-14,4.1829
2019-11-15,0.4669
2019-11-18,-0.79
2019-11-19,-1.7564
2019-11-20,-2.4553
2019-11-21,3.3724
2019-11-22,1.4657
2019-11-25,1.9804
2019-11-26,0.7311
2019-11-27,1.3382
2019-11-29,-3.7601
2019-12-02,2.3487999999999998
2019-12-03,-1.795
2019-12-04,1.851
2019-12-05,-3.2258
2019-12-06,7.9812
2019-12-09,0.8478
2019-12-10,3.2335
2019-12-11,-3.1322
2019-12-12,2.1772
2019-12-13,-1.3924
2019-12-16,0.8558
2019-12-17,-3.2881
2019-12-18,-0.329
2019-12-19,2.0246
2019-12-20,-3.3865
2019-12-23,0.2456
2019-12-24,-0.5568
2019-12-26,3.1355
2019-12-27,-1.8458
2019-12-30,-1.1504
2019-12-31,-1.0743
2020-01-02,0.1131
2020-01-03,2.7345
2020-01-06,0.6379
2020-01-07,3.0383
2020-01-08,0.1485
2020-01-09,1.4404
2020-01-10,0.9814
2020-01-13,1.1166
2020-01-14,0.0613
2020-01-15,1.7372
2020-01-16,0.9442
2020-01-17,0.3582
2020-01-21,0.7932
2020-01-22,1.9083
2020-01-23,-0.6178
2020-01-24,-0.272
2020-01-27,-2.649
2020-01-28,1.4806
2020-01-29,1.0647
2020-01-30,0.7608
2020-01-31,0.4453
2020-02-03,1.2722
2020-02-04,-0.2665
2020-02-05,-0.3817
2020-02-06,4.4061
2020-02-07,-2.6239
2020-02-10,-5.3137
2020-02-11,-0.4179
2020-02-12,2.3181
2020-02-13,3.8477
2020-02-14,7.7863
2020-02-18,-0.9946
2020-02-19,-0.3349
2020-02-20,1.4324
2020-02-21,3.1206
2020-02-24,-5.5959
2020-02-25,-1.0387
2020-02-26,-0.1448
2020-02-27,-3.0446
2020-02-28,-4.4673
2020-03-02,4.011
2020-03-03,5.3047
2020-03-04,0.3394
2020-03-05,-5.6436
2020-03-06,-2.3396
2020-03-09,-7.6121
2020-03-10,0.1046
2020-03-11,-2.8828
2020-03-12,-13.8094
2020-03-13,11.9042
2020-03-16,-4.3042
2020-03-17,-0.7691
2020-03-18,-7.2334
2020-03-19,9.8481
2020-03-20,-6.1765
2020-03-23,-0.8597
2020-03-24,4.6581
2020-03-25,1.4441
2020-03-26,7.2112
2020-03-27,-2.5686
2020-03-30,-5.3172
2020-03-31,-0.2832
2020-04-01,-8.8736
2020-04-02,3.5316
2020-04-03,-6.0446
2020-04-06,1.9754
2020-04-07,6.4136
2020-04-08,6.8881
2020-04-09,-0.9666
2020-04-13,1.3711
2020-04-14,5.7084
2020-04-15,2.776
2020-04-16,-0.8019
2020-04-17,-2.3825
2020-04-20,0.109
2020-04-21,1.502
2020-04-22,4.4392
2020-04-23,-5.462
2020-04-24,-4.0182
2020-04-27,0.3621
2020-04-28,8.23
2020-04-29,7.5208
2020-04-30,-2.6933
2020-05-01,1.0753
2020-05-04,2.9748
2020-05-05,1.9705
2020-05-06,5.4972
2020-05-07,0.8003
2020-05-08,-0.1411
2020-05-11,-1.3604
2020-05-12,-3.2778
2020-05-13,-6.0556
2020-05-14,-0.276
2020-05-15,1.1267
2020-05-18,0.7819
2020-05-19,0.1164
2020-05-20,-2.7121
2020-05-21,0.2589
2020-05-22,0.5561
2020-05-26,-0.5925
2020-05-27,0.4967
2020-05-28,-3.2226
2020-05-29,-0.9602
2020-06-01,3.5272
2020-06-02,0.538
2020-06-03,-5.5093
2020-06-04,-1.9715
2020-06-05,0.8344
2020-06-08,2.7159
2020-06-09,-4.2553
2020-06-10,-0.1079
2020-06-11,-5.7451
2020-06-12,0.0917
2020-06-15,1.3736
2020-06-16,4.1554
2020-06-17,1.3226
2020-06-18,-1.1984
2020-06-19,-0.9747
2020-06-22,0.0656
2020-06-23,-1.0929
2020-06-24,-3.6464
2020-06-25,0.8945
2020-06-26,-3.0916
2020-06-29,1.0087
2020-06-30,0.9754
2020-07-01,-1.7248999999999999
2020-07-02,0.6319
2020-07-06,3.093
2020-07-07,-4.5567
2020-07-08,8.745
2020-07-09,-0.2608
2020-07-10,1.8305
2020-07-13,-8.3672
2020-07-14,3.3162
2020-07-15,0.0452
2020-07-16,-1.333
2020-07-17,4.1676
2020-07-20,5.0561
2020-07-21,2.1343
2020-07-22,-1.0858
2020-07-23,-0.9942
2020-07-24,-4.7908
2020-07-27,-0.4614
2020-07-28,-0.5298
2020-07-29,-1.5756999999999999
2020-07-30,1.0372
2020-07-31,-2.8119
