ticker,GOSS US Equity
2019-06-28,5.5687999999999995
2019-07-01,1.3075
2019-07-02,-1.3351
2019-07-03,-0.7217
2019-07-05,-4.9523
2019-07-08,-3.2983000000000002
2019-07-09,1.3841
2019-07-10,2.1941
2019-07-11,0.4294
2019-07-12,-1.9002
2019-07-15,0.2421
2019-07-16,-0.3382
2019-07-17,-2.763
2019-07-18,-1.5952
2019-07-19,-3.7487
2019-07-22,-8.4211
2019-07-23,2.4138
2019-07-24,4.1526
2019-07-25,3.6638
2019-07-26,9.9272
2019-07-29,-5.3901
2019-07-30,-0.9495
2019-07-31,0.1514
2019-08-01,2.8212
2019-08-02,-9.0152
2019-08-05,3.7157
2019-08-06,-2.7518000000000002
2019-08-07,6.0865
2019-08-08,-1.8117999999999999
2019-08-09,-0.6663
2019-08-12,0.258
2019-08-13,5.5584
2019-08-14,-11.1165
2019-08-15,-1.2617
2019-08-16,-1.2222
2019-08-19,4.6682
2019-08-20,-0.8598
2019-08-21,2.3306
2019-08-22,-7.5212
2019-08-23,-0.1718
2019-08-26,15.3184
2019-08-27,-0.8955
2019-08-28,-1.2048
2019-08-29,2.1341
2019-08-30,4.2786
2019-09-03,3.5305
2019-09-04,-0.2304
2019-09-05,-3.9723
2019-09-06,-1.9721
2019-09-09,-2.2571
2019-09-10,4.8193
2019-09-11,2.1073
2019-09-12,2.6266
2019-09-13,-9.2779
2019-09-16,7.7078
2019-09-17,0.5613
2019-09-18,0.4651
2019-09-19,-3.9352
2019-09-20,6.0723
2019-09-23,1.5448
2019-09-24,-9.7987
2019-09-25,-9.3254
2019-09-26,-12.3632
2019-09-27,7.3034
2019-09-30,-2.3269
2019-10-01,-2.7397
2019-10-02,-0.9798
2019-10-03,3.4632
2019-10-04,-1.6139000000000001
2019-10-07,-5.5893
2019-10-08,-1.3835
2019-10-09,1.7945
2019-10-10,-3.3333
2019-10-11,-1.6909999999999998
2019-10-14,1.5177
2019-10-15,7.01
2019-10-16,2.018
2019-10-17,-1.8868
2019-10-18,2.2333
2019-10-21,2.9126
2019-10-22,6.0142
2019-10-23,-2.7531
2019-10-24,3.4601
2019-10-25,3.1509
2019-10-28,3.6977
2019-10-29,1.7054
2019-10-30,8.3333
2019-10-31,-3.4944
2019-11-01,4.8846
2019-11-04,1.8536000000000001
2019-11-05,-0.8189
2019-11-06,1.5138
2019-11-07,1.0845
2019-11-08,2.8163
2019-11-11,-0.8261
2019-11-12,-1.6659000000000002
2019-11-13,-2.675
2019-11-14,0.0916
2019-11-15,3.1579
2019-11-18,2.0408
2019-11-19,7.1304
2019-11-20,2.0698
2019-11-21,-0.6362
2019-11-22,-0.2001
2019-11-25,0.4812
2019-11-26,-2.7135
2019-11-27,2.461
2019-11-29,2.0817
2019-12-02,-3.1373
2019-12-03,2.0648
2019-12-04,2.975
2019-12-05,-5.0077
2019-12-06,4.704
2019-12-09,-1.5492
2019-12-10,5.1534
2019-12-11,0.2245
2019-12-12,-4.33
2019-12-13,-1.0144
2019-12-16,-37.0911
2019-12-17,-4.4486
2019-12-18,2.5574
2019-12-19,-4.3478
2019-12-20,6.1497
2019-12-23,3.2746
2019-12-24,0.9756
2019-12-26,-1.9324
2019-12-27,-4.0025
2019-12-30,-1.5394
2019-12-31,1.8241
2020-01-02,-1.4715
2020-01-03,-0.1948
2020-01-06,-1.7567
2020-01-07,-2.7815
2020-01-08,-2.3161
2020-01-09,-0.9763
2020-01-10,-0.493
2020-01-13,-1.0616
2020-01-14,4.9356
2020-01-15,2.5221999999999998
2020-01-16,-0.266
2020-01-17,-4.4
2020-01-21,-2.5802
2020-01-22,-3.6507
2020-01-23,-0.6686
2020-01-24,-0.2992
2020-01-27,4.2011
2020-01-28,0.288
2020-01-29,-1.7947
2020-01-30,-1.0965
2020-01-31,-1.8477000000000001
2020-02-03,2.7108
2020-02-04,1.4663
2020-02-05,5.9971
2020-02-06,-0.3408
2020-02-07,1.2312
2020-02-10,2.2973
2020-02-11,-0.7266
2020-02-12,1.1976
2020-02-13,1.7751000000000001
2020-02-14,-6.0078
2020-02-18,1.512
2020-02-19,0.4739
2020-02-20,-0.9434
2020-02-21,1.9727999999999999
2020-02-24,-6.471
2020-02-25,-1.0699
2020-02-26,0.4326
2020-02-27,-6.3891
2020-02-28,0.6902
2020-03-02,5.179
2020-03-03,-1.9550999999999998
2020-03-04,4.062
2020-03-05,-3.7615
2020-03-06,-6.4159
2020-03-09,-13.2388
2020-03-10,4.4505
2020-03-11,-7.913
2020-03-12,-3.966
2020-03-13,5.5064
2020-03-16,-10.9972
2020-03-17,-4.9215
2020-03-18,-11.8943
2020-03-19,14.0
2020-03-20,4.1667
2020-03-23,-1.2631999999999999
2020-03-24,5.7569
2020-03-25,-0.2016
2020-03-26,2.0202
2020-03-27,-1.8812
2020-03-30,4.1372
2020-03-31,-1.6473
2020-04-01,-6.2069
2020-04-02,6.4076
2020-04-03,0.5923
2020-04-06,4.7105
2020-04-07,0.5623
2020-04-08,4.287
2020-04-09,2.681
2020-04-13,-0.4352
2020-04-14,2.4476
2020-04-15,-5.2901
2020-04-16,2.6126
2020-04-17,1.0536
2020-04-20,7.3849
2020-04-21,-4.7735
2020-04-22,10.1954
2020-04-23,1.2336
2020-04-24,1.9802
2020-04-27,-0.1494
2020-04-28,-1.5707
2020-04-29,1.9757
2020-04-30,-2.9806
2020-05-01,-4.9923
2020-05-04,9.7009
2020-05-05,0.8843
2020-05-06,2.8487999999999998
2020-05-07,1.6335
2020-05-08,4.2628
2020-05-11,7.1046
2020-05-12,-0.5945
2020-05-13,-15.1401
2020-05-14,4.0059
2020-05-15,0.8559
2020-05-18,6.2235
2020-05-19,-15.8455
2020-05-20,0.3165
2020-05-21,-1.4196
2020-05-22,0.96
2020-05-26,-1.1886
2020-05-27,-4.7314
2020-05-28,1.8519
2020-05-29,0.4132
2020-06-01,-0.4115
2020-06-02,-1.405
2020-06-03,5.9514
2020-06-04,-1.7405
2020-06-05,0.5636
2020-06-08,3.3627000000000002
2020-06-09,-2.2463
2020-06-10,-1.8620999999999999
2020-06-11,-6.9035
2020-06-12,6.418
2020-06-15,1.7930000000000001
2020-06-16,-1.4412
2020-06-17,-1.7059
2020-06-18,3.8017
2020-06-19,-2.7866
2020-06-22,5.5692
2020-06-23,-1.0085
2020-06-24,-2.1944
2020-06-25,3.766
2020-06-26,-3.5521000000000003
2020-06-29,0.9608
2020-06-30,3.0928
2020-07-01,-1.3846
2020-07-02,2.6521
2020-07-06,-1.1398
2020-07-07,0.2306
2020-07-08,1.7638
2020-07-09,-1.3564
2020-07-10,0.0
2020-07-13,-2.9794
2020-07-14,4.7244
2020-07-15,0.4887
2020-07-16,0.5612
2020-07-17,9.747
2020-07-20,-5.0847
2020-07-21,4.0
2020-07-22,-2.4038
2020-07-23,-2.1112
2020-07-24,-2.4443
2020-07-27,1.0317
2020-07-28,-4.2305
2020-07-29,-3.8842
2020-07-30,0.0
2020-07-31,-5.5468
