ticker,ADPT US Equity
2019-11-14,0.0733
2019-11-15,4.4705
2019-11-18,5.7173
2019-11-19,-4.28
2019-11-20,-0.3466
2019-11-21,-3.0957
2019-11-22,2.7997
2019-11-25,3.7709
2019-11-26,-5.2826
2019-11-27,-1.1368
2019-11-29,-2.2997
2019-12-02,1.1401
2019-12-03,-1.9273
2019-12-04,0.7416
2019-12-05,8.0236
2019-12-06,-0.9881
2019-12-09,0.7915
2019-12-10,-2.0485
2019-12-11,5.6814
2019-12-12,4.4525
2019-12-13,-4.6416
2019-12-16,0.0331
2019-12-17,-2.8467000000000002
2019-12-18,5.4514
2019-12-19,-2.294
2019-12-20,7.209
2019-12-23,-0.8637
2019-12-24,-6.6584
2019-12-26,-1.2667
2019-12-27,-1.1816
2019-12-30,-1.0933
2019-12-31,3.3506
2020-01-02,-1.8382
2020-01-03,1.4641
2020-01-06,-0.6711
2020-01-07,0.1351
2020-01-08,1.1808
2020-01-09,0.1667
2020-01-10,-0.6325
2020-01-13,0.201
2020-01-14,-2.4072
2020-01-15,1.4388
2020-01-16,-7.5649999999999995
2020-01-17,3.0691
2020-01-21,-4.9982
2020-01-22,1.4552
2020-01-23,-1.2505
2020-01-24,13.7803
2020-01-27,-0.2946
2020-01-28,2.0683
2020-01-29,-0.4825
2020-01-30,-0.3555
2020-01-31,-3.0003
2020-02-03,0.3177
2020-02-04,-2.0333
2020-02-05,2.3477
2020-02-06,4.621
2020-02-07,2.701
2020-02-10,-3.0631
2020-02-11,0.383
2020-02-12,-0.1908
2020-02-13,1.0194
2020-02-14,-0.7569
2020-02-18,0.8897
2020-02-19,5.5748
2020-02-20,0.8353
2020-02-21,1.0651
2020-02-24,-9.7482
2020-02-25,-2.6922
2020-02-26,-1.1667
2020-02-27,-4.4857
2020-02-28,-0.7768
2020-03-02,-4.6263
2020-03-03,-4.0299
2020-03-04,11.6641
2020-03-05,-4.1783
2020-03-06,-1.7442
2020-03-09,-9.0237
2020-03-10,1.5041
2020-03-11,-13.8166
2020-03-12,-17.8439
2020-03-13,11.4253
2020-03-16,-13.9086
2020-03-17,6.191
2020-03-18,3.9978
2020-03-19,20.3951
2020-03-20,1.6851
2020-03-23,-1.1775
2020-03-24,4.1041
2020-03-25,7.2064
2020-03-26,3.5192
2020-03-27,-3.0558
2020-03-30,6.8558
2020-03-31,2.4336
2020-04-01,-0.9719
2020-04-02,2.2537
2020-04-03,-8.5674
2020-04-06,9.2535
2020-04-07,-11.21
2020-04-08,0.3206
2020-04-09,2.9565
2020-04-13,4.3073
2020-04-14,4.7619
2020-04-15,0.9588
2020-04-16,-0.598
2020-04-17,-0.9908
2020-04-20,5.5754
2020-04-21,0.3385
2020-04-22,2.2267
2020-04-23,-5.9406
2020-04-24,2.1053
2020-04-27,10.0344
2020-04-28,-0.1249
2020-04-29,1.6886
2020-04-30,-1.5683
2020-05-01,-4.6548
2020-05-04,6.3237
2020-05-05,1.7565
2020-05-06,2.5439
2020-05-07,6.4973
2020-05-08,-0.0555
2020-05-11,5.7714
2020-05-12,-0.1574
2020-05-13,-6.5423
2020-05-14,-4.217
2020-05-15,11.6525
2020-05-18,3.3123
2020-05-19,1.9593
2020-05-20,0.6489
2020-05-21,-0.7191
2020-05-22,4.2208
2020-05-26,-5.6075
2020-05-27,-0.787
2020-05-28,-0.4094
2020-05-29,-0.5653
2020-06-01,0.9561
2020-06-02,-0.6399
2020-06-03,2.1638
2020-06-04,-1.1599
2020-06-05,-1.199
2020-06-08,1.7816
2020-06-09,5.2765
2020-06-10,5.3735
2020-06-11,-4.1848
2020-06-12,1.9332
2020-06-15,4.1442
2020-06-16,-1.866
2020-06-17,1.26
2020-06-18,0.8371
2020-06-19,0.359
2020-06-22,2.8393
2020-06-23,2.087
2020-06-24,-2.4063
2020-06-25,2.9675000000000002
2020-06-26,-1.9072
2020-06-29,-0.4969
2020-06-30,5.0369
2020-07-01,-1.2402
2020-07-02,-0.6069
2020-07-06,-1.095
2020-07-07,-0.8942
2020-07-08,4.855
2020-07-09,-0.5532
2020-07-10,-5.377
2020-07-13,-3.8101000000000003
2020-07-14,-2.105
2020-07-15,0.7861
2020-07-16,-8.5799
2020-07-17,0.1004
2020-07-20,1.3287
2020-07-21,-4.1811
2020-07-22,-1.4717
2020-07-23,-2.8826
2020-07-24,-1.9698
2020-07-27,4.1839
2020-07-28,-1.0568
2020-07-29,2.51
2020-07-30,-1.0419
2020-07-31,-1.7635999999999998
