ticker,NRGX US Equity
2019-06-24,-0.1529
2019-06-25,-3.0117
2019-06-26,1.8420999999999998
2019-06-27,0.155
2019-06-28,1.29
2019-07-01,0.8151
2019-07-02,1.5664
2019-07-03,-1.4443
2019-07-05,0.3044
2019-07-08,0.151
2019-07-09,-0.0503
2019-07-10,0.3017
2019-07-11,0.2506
2019-07-12,0.1
2019-07-15,0.3497
2019-07-16,0.0498
2019-07-17,-0.2488
2019-07-18,0.4489
2019-07-19,0.2483
2019-07-22,-0.1981
2019-07-23,-1.1911
2019-07-24,0.0
2019-07-25,0.3265
2019-07-26,-0.0751
2019-07-29,0.2004
2019-07-30,-0.7
2019-07-31,0.2014
2019-08-01,0.0
2019-08-02,-1.005
2019-08-05,-1.066
2019-08-06,-1.6932
2019-08-07,-0.5741
2019-08-08,-2.0472
2019-08-09,-1.1254
2019-08-12,-3.0894
2019-08-13,3.5235
2019-08-14,-3.4036
2019-08-15,-0.4474
2019-08-16,1.573
2019-08-19,2.3783
2019-08-20,-2.0529
2019-08-21,0.2758
2019-08-22,-0.8801
2019-08-23,-3.2186
2019-08-26,0.2294
2019-08-27,0.3432
2019-08-28,2.7366
2019-08-29,0.2775
2019-08-30,-0.2214
2019-09-03,-0.721
2019-09-04,0.8939
2019-09-05,0.1661
2019-09-06,0.2764
2019-09-09,1.1577
2019-09-10,0.3815
2019-09-11,1.3572
2019-09-12,-0.9641
2019-09-13,0.9674
2019-09-16,1.5056
2019-09-17,0.3236
2019-09-18,-0.2688
2019-09-19,-1.4016
2019-09-20,-0.3827
2019-09-23,-0.4391
2019-09-24,-0.9372
2019-09-25,-1.5582
2019-09-26,-0.5088
2019-09-27,-0.5682
2019-09-30,0.0571
2019-10-01,0.5711
2019-10-02,-0.3407
2019-10-03,-0.9117
2019-10-04,-0.5175
2019-10-07,-1.2717
2019-10-08,-1.6393
2019-10-09,-1.4881
2019-10-10,-0.1813
2019-10-11,-0.4237
2019-10-14,-1.0334
2019-10-15,0.0
2019-10-16,-0.5528
2019-10-17,-0.0618
2019-10-18,1.9778
2019-10-21,0.9697
2019-10-22,1.5606
2019-10-23,0.5319
2019-10-24,-0.4703
2019-10-25,-0.886
2019-10-28,1.1919
2019-10-29,-0.3534
2019-10-30,-0.7092
2019-10-31,-1.25
2019-11-01,0.3617
2019-11-04,1.8618999999999999
2019-11-05,-0.4717
2019-11-06,0.1185
2019-11-07,-1.2426
2019-11-08,-1.1384
2019-11-11,-0.6667
2019-11-12,-0.4271
2019-11-13,-1.3479999999999999
2019-11-14,-1.2422
2019-11-15,1.2579
2019-11-18,-2.2359999999999998
2019-11-19,-2.6048
2019-11-20,0.5219
2019-11-21,0.9734
2019-11-22,0.964
2019-11-25,0.8912
2019-11-26,-1.1987
2019-11-27,0.8301
2019-11-29,0.0
2019-12-02,-0.0633
2019-12-03,0.0
2019-12-04,-0.507
2019-12-05,-1.0191
2019-12-06,1.4157
2019-12-09,4.1244
2019-12-10,0.975
2019-12-11,-0.1207
2019-12-12,0.3715
2019-12-13,-0.2468
2019-12-16,2.3914
2019-12-17,0.6761
2019-12-18,0.6105
2019-12-19,-0.8495
2019-12-20,1.5912
2019-12-23,-0.1807
2019-12-24,0.3018
2019-12-26,1.083
2019-12-27,0.2381
2019-12-30,-1.2469999999999999
2019-12-31,-0.7817
2020-01-02,1.5152
2020-01-03,1.4328
2020-01-06,1.5892
2020-01-07,0.5214
2020-01-08,-1.0951
2020-01-09,-0.1166
2020-01-10,1.2252
2020-01-13,0.9222
2020-01-14,0.1142
2020-01-15,0.7986
2020-01-16,0.6225
2020-01-17,0.1125
2020-01-21,-3.0899
2020-01-22,-1.0435
2020-01-23,-0.703
2020-01-24,-0.826
2020-01-27,-1.6657
2020-01-28,-0.4235
2020-01-29,-0.3038
2020-01-30,-1.3406
2020-01-31,-1.7912
2020-02-03,-0.7547
2020-02-04,1.5843
2020-02-05,1.6219999999999999
2020-02-06,-0.9822
2020-02-07,-0.744
2020-02-10,-0.6871
2020-02-11,0.1887
2020-02-12,0.6277
2020-02-13,-0.7486
2020-02-14,0.1886
2020-02-18,-0.3137
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,-1.9508999999999999
2020-02-24,-2.9525
2020-02-25,-2.7778
2020-02-26,-2.2449
2020-02-27,-6.0543
2020-02-28,-4.3704
2020-03-02,5.4222
2020-03-03,-0.2939
2020-03-04,0.3685
2020-03-05,-4.5521
2020-03-06,-4.0769
2020-03-09,-20.7698
2020-03-10,2.834
2020-03-11,-11.417300000000001
2020-03-12,-32.907
2020-03-13,11.9584
2020-03-16,-17.8019
2020-03-17,-8.0979
2020-03-18,-25.2049
2020-03-19,32.0548
2020-03-20,1.6598000000000002
2020-03-23,-11.2245
2020-03-24,9.8851
2020-03-25,10.0418
2020-03-26,3.2319
2020-03-27,-4.9724
2020-03-30,-2.1318
2020-03-31,6.3366
2020-04-01,2.0484
2020-04-02,13.3212
2020-04-03,-2.8986
2020-04-06,1.99
2020-04-07,3.5772
2020-04-08,3.1397
2020-04-09,3.0441
2020-04-13,-3.6928
2020-04-14,8.8957
2020-04-15,1.1268
2020-04-16,-3.6212
2020-04-17,0.1445
2020-04-20,1.1544
2020-04-21,3.9943
2020-04-22,3.0178
2020-04-23,5.4594
2020-04-24,-0.7576
2020-04-27,-3.3079
2020-04-28,1.4474
2020-04-29,4.2802
2020-04-30,-2.1144
2020-05-01,-2.7954
2020-05-04,-0.1307
2020-05-05,-1.178
2020-05-06,-2.649
2020-05-07,0.6803
2020-05-08,1.4865
2020-05-11,-0.3995
2020-05-12,-0.8021
2020-05-13,-3.0997
2020-05-14,2.6426
2020-05-15,0.542
2020-05-18,8.221
2020-05-19,0.1245
2020-05-20,3.8557
2020-05-21,1.0778
2020-05-22,-0.4739
2020-05-26,-0.3571
2020-05-27,1.0753
2020-05-28,-0.4728
2020-05-29,-2.2565
2020-06-01,0.3645
2020-06-02,-3.8741
2020-06-03,6.6751000000000005
2020-06-04,0.3542
2020-06-05,3.5294
2020-06-08,3.0682
2020-06-09,-1.6538
2020-06-10,-1.7936999999999999
2020-06-11,-8.732099999999999
2020-06-12,0.0
2020-06-15,3.8007999999999997
2020-06-16,-0.6313
2020-06-17,-2.4142
2020-06-18,0.1302
2020-06-19,-2.0806
2020-06-22,-0.7968
2020-06-23,-0.2677
2020-06-24,-3.7584
2020-06-25,-0.5579
2020-06-26,-3.2258
2020-06-29,1.4493
2020-06-30,0.8571
2020-07-01,0.1416
2020-07-02,0.1414
2020-07-06,-3.9548
2020-07-07,1.0294
2020-07-08,-0.2911
2020-07-09,-3.2117
2020-07-10,1.2066
2020-07-13,-1.9374
2020-07-14,-1.2158
2020-07-15,4.1538
2020-07-16,1.3294000000000001
2020-07-17,-0.2915
2020-07-20,-0.8772
2020-07-21,6.1947
2020-07-22,2.5
2020-07-23,-1.4905
2020-07-24,-3.7138999999999998
2020-07-27,-2.0
2020-07-28,2.7697000000000003
2020-07-29,0.5674
2020-07-30,-2.2567
2020-07-31,-1.7316
