ticker,WINR US Equity
2018-07-20,-0.6632
2018-07-23,0.3968
2018-07-24,0.2964
2018-07-26,-0.6897
2018-07-27,0.1984
2018-07-30,0.498
2018-08-06,-0.4956
2018-08-07,0.0
2018-08-09,-0.2653
2018-08-10,-0.2303
2018-08-13,-0.199
2018-08-14,0.6979
2018-08-15,0.297
2018-08-16,0.5923
2018-08-23,-0.3925
2018-08-24,-0.3941
2018-08-31,2.3739
2018-09-07,0.0
2018-09-10,-1.9324
2018-09-13,-0.197
2018-09-14,0.0
2018-09-17,0.0592
2018-09-18,0.4213
2018-09-20,-0.7732
2018-09-21,0.495
2018-09-24,0.0985
2018-09-25,0.5659
2018-09-26,0.0
2018-09-27,-0.2691
2018-09-28,-0.3925
2018-10-01,-1.4778
2018-10-02,0.0
2018-10-03,-35.413
2018-10-04,56.3782
2018-10-05,0.6931
2018-10-08,-0.1967
2018-10-09,-0.2956
2018-10-10,-0.1976
2018-10-11,0.495
2018-10-12,-0.197
2018-10-15,0.0
2018-10-17,0.69
2018-10-18,-0.4843
2018-10-22,-0.4975
2018-10-24,-0.495
2018-10-25,9.9502
2018-10-30,0.0
2018-11-01,-0.4525
2018-11-02,-7.9073
2018-11-05,0.9852
2018-11-06,-9.3842
2018-11-07,-24.4876
2018-11-08,42.8571
2018-11-09,-10.0
2018-11-12,16.11
2018-11-13,-12.1111
2018-11-14,-7.4508
2018-11-15,9.1765
2018-11-16,4.5259
2018-11-19,5.6691
2018-11-20,-2.4381
2018-11-21,-11.4
2018-11-23,-37.9233
2018-11-26,0.1818
2018-11-27,-40.1089
2018-11-28,21.2121
2018-11-29,-8.5
2018-11-30,-9.0164
2018-12-03,-0.3003
2018-12-04,-19.6416
2018-12-06,-11.9157
2018-12-07,-13.6
2018-12-10,-14.0957
2018-12-11,7.7858
2018-12-12,-0.5319
2018-12-13,2.6738
2018-12-14,15.1042
2018-12-17,-7.2398
2018-12-18,1.4634
2018-12-19,-3.8462
2018-12-20,-20.425
2018-12-21,45.7744
2018-12-24,27.1552
2018-12-26,7.7966
2018-12-27,-16.6667
2018-12-28,-12.4792
2018-12-31,-12.4736
2019-01-02,9.3596
2019-01-03,-11.7117
2019-01-04,9.1786
2019-01-07,-5.9021
2019-01-08,-1.6438000000000001
2019-01-09,16.1323
2019-01-10,31.3043
2019-01-11,18.543
2019-01-14,-7.8212
2019-01-15,-9.697
2019-01-16,-2.6846
2019-01-17,-10.3448
2019-01-18,-9.6231
2019-01-22,-8.9284
2019-01-23,29.9065
2019-01-24,-17.6259
2019-01-25,-18.3406
2019-01-28,-9.0909
2019-01-29,-1.1764999999999999
2019-01-30,-1.1905000000000001
2019-01-31,1.2048
2019-02-01,-5.3571
2019-02-04,0.6289
2019-02-05,0.0
2019-02-06,0.0
2019-02-07,0.0
2019-02-11,-9.5
2019-02-12,0.1381
2019-02-13,-9.6552
2019-02-14,16.0305
2019-02-15,-7.8947
2019-02-19,5.0
2019-02-20,2.0408
2019-02-22,-10.0
2019-02-25,-3.7037
2019-02-28,-5.3846
2019-03-01,-4.878
2019-03-04,0.8547
2019-03-05,8.4746
2019-03-07,-1.5625
2019-03-11,-4.7619
2019-03-12,-14.1667
2019-03-13,-2.9126
2019-03-14,-7.0
2019-03-15,-5.3763
2019-03-19,1.1364
2019-03-20,0.0
2019-03-21,-15.7303
2019-03-22,-5.3333
2019-03-25,1.4085
2019-03-26,-8.3333
2019-03-27,-9.0909
2019-03-28,80.0
2019-03-29,48.1481
2019-04-01,9.375
2019-04-02,1.7143000000000002
2019-04-03,0.0
2019-04-04,-11.236
2019-04-05,3.7975
2019-04-08,-9.7561
2019-04-09,0.0
2019-04-10,-12.1622
2019-04-11,0.0
2019-04-12,9.2308
2019-04-15,3.5211
2019-04-16,-3.4013999999999998
2019-04-17,-2.8169
2019-04-18,5.0725
2019-04-22,17.2414
2019-04-23,5.8824
2019-04-24,-2.7778
2019-04-25,0.0
2019-04-26,1.9428999999999998
2019-04-29,-4.148
2019-04-30,-4.0936
2019-05-01,-3.0488
2019-05-02,0.6289
2019-05-03,-1.25
2019-05-06,-13.2911
2019-05-07,7.2993
2019-05-08,7.1429
2019-05-09,-0.9524
2019-05-10,0.0
2019-05-13,-1.2821
2019-05-14,-5.1948
2019-05-15,5.4795
2019-05-16,-8.4416
2019-05-17,-2.1277
2019-05-20,12.3188
2019-05-21,-7.7419
2019-05-22,1.3986
2019-05-23,0.0
2019-05-24,9.6552
2019-05-28,0.6289
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,-8.125
2019-06-03,-0.6803
2019-06-04,9.589
2019-06-05,-8.125
2019-06-06,0.0
2019-06-07,8.1633
2019-06-10,0.6289
2019-06-11,13.125
2019-06-12,3.3149
2019-06-13,-17.1123
2019-06-14,14.1935
2019-06-18,-9.6045
2019-06-19,-2.5
2019-06-20,12.1795
2019-06-24,0.0
2019-06-25,-12.0
2019-06-26,-2.5974
2019-06-27,0.0
2019-06-28,-5.5333
2019-07-01,-1.1997
2019-07-02,7.1429
2019-07-03,-9.3333
2019-07-05,22.0588
2019-07-08,0.0
2019-07-09,3.6145
2019-07-10,0.0
2019-07-11,-12.7907
2019-07-12,3.3333
2019-07-16,0.0
2019-07-17,-6.4516
2019-07-18,0.0
2019-07-19,-0.6897
2019-07-22,14.5833
2019-07-23,2.4242
2019-07-24,-11.2426
2019-07-26,6.6667
2019-07-29,12.5
2019-07-30,6.6667
2019-07-31,6.7708
2019-08-01,2.439
2019-08-02,-4.7619
2019-08-05,0.0
2019-08-06,2.0
2019-08-07,-1.4706000000000001
2019-08-08,5.4726
2019-08-09,4.717
2019-08-12,-8.1081
2019-08-13,12.7451
2019-08-14,-2.1739
2019-08-15,-17.7778
2019-08-16,23.2432
2019-08-20,-1.3158
2019-08-21,5.7778
2019-08-23,0.8403
2019-08-26,-0.8333
2019-08-27,2.521
2019-08-28,-8.6066
2019-08-29,9.417
2019-08-30,-6.5574
2019-09-03,-16.6667
2019-09-04,7.8947
2019-09-05,7.3171
2019-09-06,-0.4545
2019-09-09,0.4566
2019-09-10,6.8182
2019-09-11,6.383
2019-09-12,-0.4
2019-09-13,1.6064
2019-09-17,-1.9565000000000001
2019-09-19,1.9956
2019-09-20,-3.1621
2019-09-23,-0.8163
2019-09-24,2.4691
2019-09-25,4.0161
2019-09-26,-5.2124
2019-09-27,-5.9063
2019-10-02,1.7316
2019-10-03,2.1277
2019-10-07,8.3333
2019-10-08,0.0
2019-10-09,-9.6154
2019-10-11,5.5319
2019-10-15,-4.4355
2019-10-16,-15.6118
2019-10-17,4.0
2019-10-18,12.0192
2019-10-21,-12.0172
2019-10-22,5.8537
2019-10-23,6.9124
2019-10-24,-5.1724
2019-10-25,0.0
2019-10-28,-2.2727
2019-10-30,6.9767
2019-10-31,-13.0435
2019-11-01,2.5
2019-11-04,7.3171
2019-11-05,-9.0909
2019-11-06,4.5
2019-11-08,0.0
2019-11-11,-5.2632
2019-11-12,5.5556
2019-11-13,-8.612400000000001
2019-11-15,-0.5236
2019-11-20,-5.2632
2019-11-21,-5.5556
2019-11-22,4.7059
2019-11-25,-4.4944
2019-11-26,1.1764999999999999
2019-11-27,-6.3953
2019-11-29,-3.7267
2019-12-02,-6.4516
2019-12-03,0.0
2019-12-04,15.1724
2019-12-05,-22.1557
2019-12-06,-4.2308
2019-12-09,3.6145
2019-12-10,-3.876
2019-12-11,-4.0323
2019-12-12,-7.563
2019-12-13,-8.1818
2019-12-16,4.9505
2019-12-17,-4.717
2019-12-18,8.9109
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,-10.818200000000001
2019-12-24,1.9367999999999999
2019-12-26,4.0
2019-12-27,0.0
2019-12-30,-12.4038
2019-12-31,11.9649
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.9804
2020-01-07,-1.9417
2020-01-08,-0.9901
2020-01-09,-1.0
2020-01-10,1.0101
2020-01-13,-10.0
2020-01-14,11.1111
2020-01-15,10.0
2020-01-16,-18.1818
2020-01-17,-10.0
2020-01-21,27.1605
2020-01-22,9.7087
2020-01-24,-19.9115
2020-01-27,5.5249
2020-01-29,-0.5236
2020-01-30,3.1579
2020-01-31,3.0612
2020-02-03,0.0
2020-02-04,3.9604
2020-02-05,2.8571
2020-02-07,11.1111
2020-02-10,10.0
2020-02-11,4.5455
2020-02-12,12.3188
2020-02-13,-4.6774000000000004
2020-02-14,0.0
2020-02-18,0.846
2020-02-19,2.0134
2020-02-24,-4.6053
2020-02-25,0.6897
2020-02-26,-2.7397
2020-02-27,-4.9296
2020-02-28,8.1481
2020-03-02,-10.9589
2020-03-05,3.8462
2020-03-06,0.0
2020-03-09,-7.4074
2020-03-10,-4.0
2020-03-11,-1.6667
2020-03-13,-6.7797
2020-03-16,-15.0
2020-03-17,-1.0695000000000001
2020-03-18,8.1081
2020-03-19,20.0
2020-03-20,0.0
2020-03-23,9.1667
2020-03-24,2.2901
2020-03-25,-2.9851
2020-03-26,2.3077
2020-03-27,-12.782
2020-03-30,14.6552
2020-03-31,-24.812
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,10.0
2020-04-07,-13.6364
2020-04-08,5.2632
2020-04-09,14.0
2020-04-13,9.6491
2020-04-14,8.0
2020-04-15,-4.4444
2020-04-16,0.7752
2020-04-17,7.6923
2020-04-20,12.857099999999999
2020-04-21,-6.0127
2020-04-22,1.0101
2020-04-23,0.0
2020-04-24,9.3333
2020-04-27,-3.0488
2020-04-28,-30.8176
2020-04-29,-10.0
2020-04-30,-23.2323
2020-05-01,31.5789
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,-1.0
2020-05-07,11.1111
2020-05-08,0.9091
2020-05-11,-2.4775
2020-05-12,-16.8591
2020-05-13,11.1111
2020-05-14,0.0
2020-05-15,0.0
2020-05-18,7.9
2020-05-19,0.0927
2020-05-20,-5.5556
2020-05-21,-1.9607999999999999
2020-05-22,5.0
2020-05-26,-0.9524
2020-05-27,0.9615
2020-05-28,11.4286
2020-05-29,19.6581
2020-06-01,31.4286
2020-06-02,-13.0435
2020-06-03,0.0
2020-06-04,-15.625
2020-06-05,-3.7037
2020-06-08,3.0769
2020-06-09,-6.7164
2020-06-10,-7.2
2020-06-11,-13.7931
2020-06-12,-14.0
2020-06-15,29.0698
2020-06-16,-4.5045
2020-06-17,12.2642
2020-06-18,-5.042
2020-06-19,0.0
2020-06-22,6.1947
2020-06-23,-11.6667
2020-06-24,6.6038
2020-06-25,-1.7699
2020-06-26,-0.9009
2020-06-29,-15.4545
2020-06-30,4.2903
2020-07-01,-4.6293
2020-07-02,11.3514
2020-07-06,-9.7087
2020-07-07,3.2258
2020-07-08,-2.0833
2020-07-09,6.383
2020-07-10,-2.0
2020-07-13,-6.1224
2020-07-14,0.0
2020-07-15,1.9022000000000001
2020-07-16,-4.0
2020-07-17,-5.5556
2020-07-20,4.7059
2020-07-21,12.3596
2020-07-22,-6.675
2020-07-23,-3.5628
2020-07-24,5.5556
2020-07-27,-5.2632
2020-07-28,-2.2222
2020-07-29,-1.5341
2020-07-30,9.6365
2020-07-31,-13.6842
