ticker,VBVT US Equity
2016-07-22,-12.1875
2016-07-25,19.573
2016-07-26,-0.4464
2016-07-27,43.4978
2016-07-28,-16.6667
2016-07-29,10.0
2016-08-01,-9.0909
2016-08-02,10.0
2016-08-05,9.0909
2016-08-08,0.0
2016-08-09,0.0
2016-08-12,0.0
2016-08-15,10.3125
2016-08-16,-9.3484
2016-08-17,-25.0
2016-08-18,-16.3889
2016-08-19,-33.5548
2016-08-22,-20.0
2016-08-23,-25.0
2016-08-30,233.3333
2016-08-31,-9.0
2016-09-01,-1.0989
2016-09-02,2.2222
2016-09-06,0.0
2016-09-07,18.4783
2016-09-08,-8.2569
2016-09-09,-10.0
2016-09-12,0.0
2016-09-13,1.1111
2016-09-14,-1.0989
2016-09-15,-8.8889
2016-09-27,0.0
2016-09-28,2.439
2016-09-29,-2.3810000000000002
2016-10-14,-14.6341
2016-10-17,-14.2857
2016-10-25,0.0
2016-10-28,-33.3333
2016-10-31,-40.0
2016-11-01,44.7917
2016-11-03,-30.9353
2016-11-04,0.0
2016-11-09,-25.0
2016-11-16,7.6389
2016-11-22,-7.0968
2016-11-23,31.25
2016-12-07,-15.3439
2016-12-08,-10.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-28,-20.1389
2016-12-29,-16.5217
2016-12-30,33.3333
2017-01-03,12.5
2017-01-06,-11.1111
2017-01-13,2.3437
2017-01-20,-2.2901
2017-01-23,2.3437
2017-02-06,-2.2901
2017-02-14,12.5
2017-02-15,25.6944
2017-02-16,-20.442
2017-02-23,165.2778
2017-02-24,-58.1152
2017-02-28,120.0
2017-03-01,0.0
2017-03-16,-53.9773
2017-03-22,97.5309
2017-03-23,-5.0
2017-03-24,-21.0526
2017-03-27,0.0
2017-03-31,13.3333
2017-04-04,11.3971
2017-04-05,-0.6601
2017-04-06,0.9967
2017-04-07,121.0526
2017-04-10,-13.9881
2017-04-11,-33.91
2017-04-12,2.6178
2017-04-13,2.0408
2017-04-17,-39.25
2017-04-18,-0.4115
2017-04-19,-31.8182
2017-04-20,113.3333
2017-04-21,-50.0
2017-04-24,128.9773
2017-04-25,19.1067
2017-04-26,-31.6667
2017-04-27,0.0
2017-04-28,0.0
2017-05-01,94.2073
2017-05-04,-44.898
2017-05-08,-28.7749
2017-05-11,-29.6
2017-05-15,218.1818
2017-05-16,-71.4286
2017-05-17,1.875
2017-05-18,0.0
2017-05-19,0.0
2017-05-23,-0.6135
2017-05-26,0.0
2017-06-07,22.4691
2017-06-08,0.0
2017-06-12,-34.6774
2017-06-15,85.1852
2017-06-16,7.7267
2017-06-19,-3.8121
2017-06-22,-3.4935
2017-07-10,0.0
2017-07-12,3.3333
2017-07-14,2.5806
2017-07-17,4.5283
2017-07-18,1.9073
2017-07-20,0.0
2017-07-25,0.2716
2017-07-28,-12.4536
2017-08-04,-43.5028
2017-08-08,33.0
2017-08-09,50.3759
2017-08-10,-15.9464
2017-08-14,15.8133
2017-08-23,-8.0042
2017-08-28,-42.8382
2017-09-08,6.1163
2017-09-12,-33.158
2017-09-13,62.2951
2017-09-15,1.0101
2017-10-03,-38.0
2017-10-04,0.0
2017-10-05,0.0
2017-10-13,-33.871
2017-10-16,-39.0244
2017-10-17,-8.0
2017-10-20,8.6957
2017-10-26,32.8
2017-11-09,-36.3253
2017-11-10,-14.8534
2017-11-20,5.5556
2017-11-21,0.0
2017-12-01,0.0
2017-12-04,5.2632
2017-12-12,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,25.0
2017-12-27,-20.0
2017-12-29,25.0
2018-01-24,60.0
2018-01-29,-22.5
2018-02-09,-19.3548
2018-03-05,24.0
2018-03-06,29.0323
2018-03-07,-22.5
2018-03-09,0.0
2018-03-20,696.7742
2018-03-21,-39.2713
2018-03-22,100.0
2018-03-23,0.0
2018-03-26,-40.0
2018-03-27,-11.1111
2018-03-28,25.0
2018-03-29,-40.0
2018-04-02,-8.3333
2018-04-03,58.1818
2018-04-05,-11.2069
2018-04-06,10.0324
2018-04-10,0.9412
2018-04-18,-18.4149
2018-04-23,-30.7143
2018-04-25,0.0
2018-04-26,-11.3402
2018-04-27,16.2791
2018-04-30,1.0
2018-05-01,-0.9901
2018-05-02,-18.0
2018-05-03,0.0
2018-05-11,0.0
2018-05-15,-14.6341
2018-05-22,57.1429
2018-06-18,-9.0909
2018-06-20,230.0
2018-06-25,-39.3939
2018-06-27,-35.0
2018-07-03,0.0
2018-07-05,0.0
2018-07-11,30.7692
2018-07-12,-38.2353
2018-07-23,0.0
2018-07-24,5.3619
2018-07-26,-9.6086
2018-07-27,25.0
2018-08-01,-16.0
2018-08-02,0.0
2018-08-16,2.3810000000000002
2018-08-21,-2.3256
2018-08-23,-4.7619
2018-08-24,0.0
2018-08-29,-2.0
2018-08-30,-8.1633
2018-09-06,0.0
2018-09-07,0.0
2018-09-10,33.3333
2018-09-12,16.6667
2018-09-13,-10.7143
2018-09-17,-42.4
2018-09-25,0.0
2018-10-02,38.8889
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,20.0
2018-10-08,-16.6667
2018-10-10,0.0
2018-10-11,400.0
2018-10-24,-88.0
2018-12-11,-60.0
2018-12-26,0.0
2019-01-02,16.6667
2019-03-13,28.5714
2019-04-09,1008.8889
2019-04-17,-89.98
2019-04-23,50.0
2019-05-07,0.0
2019-05-14,0.0
2019-05-31,53.3333
2019-06-19,117.3913
2019-07-09,20.0
2019-07-12,-68.3333
2019-08-16,173.6842
2019-08-19,-36.3462
2019-08-21,-8.4592
2019-08-22,0.0
2019-08-28,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-23,0.0
2019-10-02,0.0
2019-10-08,0.0
2019-10-17,6.2706
2019-10-22,-1.8634
2019-11-07,-20.8861
2019-12-03,0.04
2019-12-17,155.8976
2019-12-18,20.3125
2019-12-31,-17.5325
2020-01-02,-60.4724
2020-01-24,0.0
2020-02-04,-35.3785
2020-04-23,328.4834
2020-04-24,-77.9856
2020-04-27,19.6078
2020-05-18,255.1913
2020-05-28,-76.4615
2020-06-02,0.0
2020-06-15,0.0
2020-06-29,0.0
2020-06-30,0.0654
2020-07-23,-0.0653
2020-07-24,323.5294
2020-07-27,-73.3025
