ticker,DDOG US Equity
2020-02-07,2.4539
2020-02-10,1.6320000000000001
2020-02-11,-0.292
2020-02-12,4.6015
2020-02-13,-3.0194
2020-02-14,-3.0309
2020-02-18,0.1063
2020-02-19,0.4673
2020-02-20,-2.7696
2020-02-21,-0.6741
2020-02-24,-1.5762
2020-02-25,-1.4457
2020-02-26,-0.9027
2020-02-27,4.5092
2020-02-28,-1.6126
2020-03-02,-0.7973
2020-03-03,-3.1034
2020-03-04,2.5922
2020-03-05,6.2325
2020-03-06,-7.7801
2020-03-09,-11.0041
2020-03-10,-2.1123
2020-03-11,-6.4211
2020-03-12,-6.9179
2020-03-13,6.5257
2020-03-16,-17.8673
2020-03-17,17.8177
2020-03-18,-5.9789
2020-03-19,3.1796
2020-03-20,0.8459
2020-03-23,-1.438
2020-03-24,4.8328
2020-03-25,-2.3195
2020-03-26,1.8106
2020-03-27,0.7289
2020-03-30,0.5789
2020-03-31,3.5396
2020-04-01,-3.0573
2020-04-02,-0.8028
2020-04-03,0.2601
2020-04-06,4.5835
2020-04-07,-1.0474
2020-04-08,3.4819
2020-04-09,-0.5384
2020-04-13,2.4899
2020-04-14,2.7462
2020-04-15,-0.4369
2020-04-16,2.3232
2020-04-17,1.9173
2020-04-20,1.4604
2020-04-21,-2.4152
2020-04-22,0.725
2020-04-23,-0.3475
2020-04-24,4.1345
2020-04-27,3.3963
2020-04-28,0.8559
2020-04-29,2.4083
2020-04-30,1.0526
2020-05-01,-0.3103
2020-05-04,1.8897
2020-05-05,1.6801
2020-05-06,-0.0858
2020-05-07,6.5507
2020-05-08,4.2733
2020-05-11,7.6551
2020-05-12,23.6488
2020-05-13,1.641
2020-05-14,-6.8581
2020-05-15,3.0219
2020-05-18,0.3722
2020-05-19,3.9312
2020-05-20,0.9135
2020-05-21,-1.1457
2020-05-22,4.5071
2020-05-26,-2.793
2020-05-27,-5.8873
2020-05-28,0.4639
2020-05-29,6.1671
2020-06-01,-2.4975
2020-06-02,1.8996
2020-06-03,2.9374000000000002
2020-06-04,-1.5503
2020-06-05,-1.5329000000000002
2020-06-08,8.3215
2020-06-09,-3.6582
2020-06-10,6.1296
2020-06-11,-2.8239
2020-06-12,2.6298
2020-06-15,4.4459
2020-06-16,0.5765
2020-06-17,1.2806
2020-06-18,4.3473
2020-06-19,0.1616
2020-06-22,2.5579
2020-06-23,0.764
2020-06-24,-1.3268
2020-06-25,1.2429000000000001
2020-06-26,-5.692
2020-06-29,-0.9231
2020-06-30,3.8581
2020-07-01,2.7946999999999997
2020-07-02,0.235
2020-07-06,-0.7032
2020-07-07,1.2702
2020-07-08,6.7044
2020-07-09,-0.0312
2020-07-10,0.3226
2020-07-13,-10.1131
2020-07-14,2.5733
2020-07-15,-0.4612
2020-07-16,-3.5770999999999997
2020-07-17,2.3266999999999998
2020-07-20,5.5441
2020-07-21,-1.5411000000000001
2020-07-22,-1.3448
2020-07-23,-4.7821
2020-07-24,-0.4459
2020-07-27,3.5243
2020-07-28,0.5124
2020-07-29,2.0956
2020-07-30,2.918
2020-07-31,1.1859
