ticker,HYWI US Equity
2006-09-14,0.0
2006-09-15,-26.6667
2006-09-18,9.0909
2006-09-19,0.0
2006-09-21,-4.1667
2006-09-22,39.1304
2006-09-25,-31.25
2006-09-26,9.0909
2006-09-27,-8.3333
2006-09-28,0.0
2006-09-29,-13.6364
2006-10-02,-5.2632
2006-10-03,-11.1111
2006-10-04,12.5
2006-10-05,5.5556
2006-10-06,-18.947400000000002
2006-10-09,15.5844
2006-10-10,-21.3483
2006-10-11,14.2857
2006-10-12,-2.5
2006-10-13,-3.8462
2006-10-16,-6.6667
2006-10-18,14.2857
2006-10-20,0.0
2006-10-24,0.0
2006-10-26,-2.5
2006-10-27,2.5641
2006-10-30,0.0
2006-10-31,0.0
2006-11-01,-12.5
2006-11-03,7.1429
2006-11-06,0.0
2006-11-07,6.6667
2006-11-08,25.0
2006-11-09,-70.0
2006-11-10,200.0
2006-11-13,-11.1111
2006-11-14,12.5
2006-11-15,-44.4444
2006-11-16,0.0
2006-11-17,40.0
2006-11-20,0.0
2006-11-21,-14.2857
2006-11-22,-25.0
2006-11-24,0.0
2006-11-27,-33.3333
2006-11-28,66.6667
2006-11-29,0.0
2006-11-30,0.0
2006-12-04,-40.0
2006-12-05,4.1667
2006-12-06,124.0
2006-12-11,-71.4286
2006-12-13,0.0
2006-12-15,50.0
2006-12-18,-29.1667
2006-12-19,88.2353
2006-12-20,-50.0
2006-12-21,6.25
2006-12-22,35.2941
2006-12-27,-65.2174
2006-12-28,100.0
2006-12-29,0.0
2007-01-03,50.0
2007-01-04,-33.3333
2007-01-08,6.25
2007-01-10,17.647100000000002
2007-01-11,-60.0
2007-01-12,112.5
2007-01-16,17.647100000000002
2007-01-19,-20.0
2007-01-22,50.0
2007-01-23,-33.3333
2007-01-24,25.0
2007-01-29,-40.0
2007-01-30,0.0
2007-01-31,-33.3333
2007-02-01,50.0
2007-02-05,66.6667
2007-02-06,0.0
2007-02-07,0.0
2007-02-08,-60.0
2007-02-09,50.0
2007-02-12,-20.8333
2007-02-13,110.5263
2007-02-14,-5.0
2007-02-15,-57.8947
2007-02-16,150.0
2007-02-20,0.0
2007-02-23,-45.0
2007-02-26,0.0
2007-02-27,81.8182
2007-02-28,0.0
2007-03-01,0.0
2007-03-07,-27.5
2007-03-08,-24.1379
2007-03-13,9.0909
2007-03-15,20.8333
2007-03-20,0.0
2007-03-28,-24.1379
2007-03-29,0.0
2007-04-04,22.7273
2007-04-05,0.0
2007-04-12,-70.3704
2007-04-17,0.0
2007-04-18,0.0
2007-04-23,0.0
2007-05-02,0.0
2007-05-11,400.0
2007-05-16,0.0
2007-05-23,-60.0
2007-05-31,12.5
2007-06-04,0.0
2007-06-05,0.0
2007-06-06,111.1111
2007-06-08,-52.6316
2007-06-13,0.0
2007-06-14,0.0
2007-06-18,77.7778
2007-06-19,0.0
2007-06-27,-50.0
2007-06-28,0.0
2007-07-02,200.0
2007-07-05,-79.1667
2007-07-06,10.0
2007-07-16,-27.2727
2007-07-17,-75.0
2007-07-26,0.0
2007-08-17,550.0
2007-08-20,23.0769
2007-08-21,0.0
2007-08-22,0.0
2007-08-23,0.0
2007-08-30,0.0
2007-09-04,0.0
2007-09-10,0.0
2007-09-11,0.0
2007-09-14,-87.5
2007-10-01,0.0
2007-10-03,0.0
2007-10-17,0.0
2007-10-24,0.0
2007-10-29,0.0
2007-10-30,0.0
2007-11-21,1500.0
2007-11-26,-93.75
2007-11-29,0.0
2007-12-05,0.0
2007-12-06,0.0
2007-12-07,550.0
2007-12-10,-84.6154
2007-12-11,200.0
2007-12-18,-16.6667
2007-12-19,-60.0
2007-12-20,0.0
2007-12-27,50.0
2007-12-28,-33.3333
2007-12-31,0.0
2008-01-03,200.0
2008-01-22,-50.0
2008-01-30,100.0
2008-01-31,-50.0
2008-02-06,0.0
2008-02-11,0.0
2008-03-06,66.6667
2008-03-13,0.0
2008-03-28,0.0
2008-04-11,0.0
2008-04-24,0.0
2008-04-28,0.0
2008-04-29,0.0
2008-05-05,20.0
2008-05-14,-16.6667
2008-05-19,-40.0
2008-05-27,66.6667
2008-05-30,0.0
2008-06-02,0.0
2008-06-13,-40.0
2008-06-27,66.6667
2008-07-08,-40.0
2008-07-21,-33.3333
2008-08-01,150.0
2008-09-15,0.0
2008-09-16,20.0
2008-09-18,0.0
2008-09-19,-66.6667
2008-11-04,150.0
2008-11-07,-60.0
2008-11-11,0.0
2009-01-14,0.0
2009-05-08,0.0
2009-06-08,0.0
2009-07-10,0.0
2009-09-24,0.0
2009-11-02,0.0
2009-11-27,0.0
2009-12-15,0.0
2009-12-28,0.0
2009-12-30,0.0
2010-01-19,0.0
2010-02-16,0.0
2010-02-26,0.0
2010-03-04,0.0
2010-07-09,0.0
2011-02-16,0.0
2011-11-29,300.0
2012-01-09,-75.0
2013-06-24,0.0
2014-04-10,0.0
2015-03-23,700.0
2016-02-10,0.0
2016-02-11,-87.5
2016-07-01,0.0
2017-07-12,-99.2
2017-07-13,900.0
2017-09-26,-80.0
2017-12-19,-50.0
2018-01-09,0.0
2018-01-26,0.0
2018-03-01,0.0
2018-03-16,0.0
2018-10-10,9900.0
2018-12-07,0.0
2018-12-11,-90.0
2018-12-31,-90.0
2019-01-08,99900.0003
2019-04-23,-90.0
2019-05-15,0.0
2019-05-16,-99.0
2019-05-17,0.0
2019-06-11,0.0
2019-06-20,9900.0
2019-06-21,-90.0
2019-07-10,0.0
2019-07-17,0.0
2019-08-19,-90.0
2019-09-17,0.0
2020-02-18,9900.0
2020-05-11,100.0
2020-05-12,50.0
2020-05-21,-33.3333
2020-05-27,1400.0
2020-05-28,73.3333
2020-06-01,-3.8462
2020-06-03,-80.0
2020-06-04,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-11,300.0
2020-06-15,-87.5
2020-06-16,20.0
2020-06-17,-50.0
2020-06-18,233.3333
2020-06-19,-40.0
2020-06-22,-16.6667
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,-20.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-01,-25.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-14,0.0
2020-07-15,0.0
2020-07-16,66.6667
2020-07-17,-20.0
2020-07-20,25.0
2020-07-24,20.0
2020-07-28,-66.6667
2020-07-31,50.0
