ticker,KRTX US Equity
2019-11-18,442.9864
2019-11-19,29.1562
2019-11-20,-12.13
2019-11-21,-27.1547
2019-11-22,7.1127
2019-11-25,-3.329
2019-11-26,-11.3166
2019-11-27,4.4319
2019-11-29,-5.5577
2019-12-02,4.8275
2019-12-03,-4.4459
2019-12-04,-3.2778
2019-12-05,-6.031
2019-12-06,3.3466
2019-12-09,-3.4009
2019-12-10,1.8521
2019-12-11,-3.1861
2019-12-12,14.1105
2019-12-13,-11.2366
2019-12-16,4.6129999999999995
2019-12-17,2.0656
2019-12-18,-5.282
2019-12-19,12.411
2019-12-20,10.151
2019-12-23,-5.0422
2019-12-24,-2.4488
2019-12-26,7.5571
2019-12-27,-7.2473
2019-12-30,-5.443
2019-12-31,5.5182
2020-01-02,-3.5838
2020-01-03,-2.9047
2020-01-06,1.8857
2020-01-07,-1.4055
2020-01-08,0.7339
2020-01-09,-0.9668
2020-01-10,2.1081
2020-01-13,2.7297000000000002
2020-01-14,14.4726
2020-01-15,0.5067
2020-01-16,12.2392
2020-01-17,9.1707
2020-01-21,4.5733
2020-01-22,5.462
2020-01-23,-13.464
2020-01-24,0.0
2020-01-27,0.0902
2020-01-28,1.1518
2020-01-29,-1.3071
2020-01-30,-5.0467
2020-01-31,0.2853
2020-02-03,-2.2126
2020-02-04,0.2263
2020-02-05,5.73
2020-02-06,-3.2232
2020-02-07,-2.9313000000000002
2020-02-10,4.6758
2020-02-11,1.2718
2020-02-12,-1.358
2020-02-13,-0.5175
2020-02-14,3.7561
2020-02-18,2.7778
2020-02-19,-6.1665
2020-02-20,3.5458
2020-02-21,-2.7716
2020-02-24,-7.5501000000000005
2020-02-25,-8.0438
2020-02-26,4.1186
2020-02-27,-4.5158000000000005
2020-02-28,6.6357
2020-03-02,0.6303
2020-03-03,-0.1139
2020-03-04,6.8635
2020-03-05,-2.6459
2020-03-06,-2.4548
2020-03-09,-7.9542
2020-03-10,4.7968
2020-03-11,-8.2343
2020-03-12,-12.5524
2020-03-13,12.6705
2020-03-16,-18.8845
2020-03-17,-0.0794
2020-03-18,-3.9892
2020-03-19,6.8366
2020-03-20,14.0998
2020-03-23,-2.4172000000000002
2020-03-24,-0.7097
2020-03-25,-6.0967
2020-03-26,5.7463
2020-03-27,-0.0565
2020-03-30,1.0168
2020-03-31,0.6571
2020-04-01,-13.6944
2020-04-02,4.4738
2020-04-03,-4.0511
2020-04-06,12.0726
2020-04-07,-1.8049
2020-04-08,6.1123
2020-04-09,-6.1039
2020-04-13,-0.6003
2020-04-14,7.4827
2020-04-15,-2.1653000000000002
2020-04-16,3.0256
2020-04-17,5.9279
2020-04-20,9.2543
2020-04-21,-1.2923
2020-04-22,2.3566
2020-04-23,-0.0233
2020-04-24,0.7793
2020-04-27,-1.2349
2020-04-28,-1.6593
2020-04-29,1.2001
2020-04-30,-2.4539
2020-05-01,-3.3341
2020-05-04,6.7115
2020-05-05,1.1785
2020-05-06,-2.8832
2020-05-07,-0.7481
2020-05-08,-1.5074999999999998
2020-05-11,2.2959
2020-05-12,-6.1869
2020-05-13,-4.6203
2020-05-14,-1.7386
2020-05-15,9.4003
2020-05-18,4.0123
2020-05-19,-3.8338
2020-05-20,4.3446
2020-05-21,-0.9463
2020-05-22,3.5825
2020-05-26,-1.6486
2020-05-27,3.118
2020-05-28,2.444
2020-05-29,4.15
2020-06-01,-2.6529
2020-06-02,1.1601
2020-06-03,5.6151
2020-06-04,-0.0307
2020-06-05,-1.4141
2020-06-08,1.3928
2020-06-09,0.2153
2020-06-10,1.2377
2020-06-11,-7.5983
2020-06-12,1.5417999999999998
2020-06-15,2.8322000000000003
2020-06-16,4.0214
2020-06-17,-1.4094
2020-06-18,1.8585
2020-06-19,-2.4561
2020-06-22,6.927
2020-06-23,1.634
2020-06-24,2.7237
2020-06-25,7.9083
2020-06-26,-7.525
2020-06-29,-1.9651
2020-06-30,4.8937
2020-07-01,-4.4859
2020-07-02,3.081
2020-07-06,-8.0372
2020-07-07,-0.7333
2020-07-08,-1.1879
2020-07-09,-1.1819
2020-07-10,-1.4721
2020-07-13,-6.4847
2020-07-14,3.8722
2020-07-15,2.0188
2020-07-16,-0.1675
2020-07-17,1.0383
2020-07-20,1.9929000000000001
2020-07-21,-1.4859
2020-07-22,-0.4959
2020-07-23,-1.2355
2020-07-24,-6.8643
2020-07-27,0.1467
2020-07-28,-3.1106
2020-07-29,-2.6754
2020-07-30,-1.9242
2020-07-31,-0.3168
