ticker,FMPR US Equity
2016-06-02,0.0
2017-02-21,0.0
2017-03-16,0.0
2017-05-02,0.0
2017-05-12,0.0
2017-08-10,0.0
2017-09-05,0.0
2017-09-25,-16.6667
2018-01-12,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-29,-20.0
2018-03-26,0.0
2018-05-07,25.0
2018-08-15,0.0
2018-08-17,0.0
2018-08-22,0.0
2018-09-05,0.0
2018-10-11,-10.0
2018-11-28,11.1111
2018-12-06,100.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,20.0
2018-12-12,16.6667
2018-12-13,-7.1429
2018-12-17,-7.6923
2018-12-18,0.0
2018-12-19,66.6667
2018-12-20,25.0
2018-12-26,20.0
2018-12-27,0.0
2019-01-03,-50.0
2019-01-08,-20.0
2019-01-09,0.0
2019-01-11,0.0
2019-01-16,25.0
2019-01-17,-0.3333
2019-01-18,0.3344
2019-01-22,66.6667
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,0.0
2019-01-29,0.0
2019-02-19,12.0
2019-02-20,25.0
2019-02-21,-20.0
2019-02-22,35.7143
2019-02-25,-21.0526
2019-02-26,33.3333
2019-02-27,-6.25
2019-02-28,6.6667
2019-03-01,10.625
2019-03-04,35.5932
2019-03-06,58.3333
2019-03-11,-36.8421
2019-03-12,-8.3333
2019-03-13,22.7273
2019-03-14,-3.7037
2019-03-15,4.6154
2019-03-21,-7.3529
2019-03-27,3.1746
2019-03-28,-23.0769
2019-04-10,20.0
2019-04-23,-10.0
2019-04-24,0.0
2019-04-26,1.8519
2019-04-29,0.0
2019-05-02,-7.2727
2019-05-06,0.0
2019-05-16,27.451
2019-05-17,-7.6923
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,0.0
2019-05-23,16.6667
2019-05-28,-2.8571
2019-05-29,-11.7647
2019-05-30,8.3333
2019-05-31,7.6923
2019-06-05,7.1429
2019-06-10,0.0
2019-06-11,26.6667
2019-06-13,-15.7895
2019-06-14,0.0
2019-06-17,-6.25
2019-06-18,26.6667
2019-06-20,-5.2632
2019-06-24,11.1111
2019-06-26,0.0
2019-07-01,0.0
2019-07-05,0.0
2019-07-25,0.0
2019-10-28,5.0
2019-10-30,0.0
2019-10-31,0.0
2019-11-01,-0.9524
2019-11-04,0.9615
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,-1.9048
2019-11-08,1.9417
2019-11-18,0.0
2019-11-19,-1.9048
2019-11-20,1.9417
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,0.0
2019-11-26,-1.9048
2019-11-27,1.9417
2019-12-02,-1.9048
2019-12-03,1.9417
2019-12-04,0.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,0.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,0.0
2019-12-26,0.0
2020-01-07,0.0
2020-01-08,-0.9524
2020-01-10,0.9615
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-23,0.0
2020-01-28,0.0
2020-02-25,-2.8571
2020-03-13,0.0
2020-05-13,-60.7843
2020-06-17,-12.5
