ticker,PHCF US Equity
2019-05-22,-1.6779
2019-05-23,-4.9488
2019-05-29,3.7702
2019-05-30,1.7301
2019-05-31,-0.6803
2019-06-03,-2.3973
2019-06-04,4.2105
2019-06-05,-1.0943
2019-06-06,-3.0162
2019-06-07,0.0386
2019-06-10,0.0
2019-06-11,0.0
2019-06-12,-7.0175
2019-06-13,6.1585
2019-06-14,4.8628
2019-06-17,4.7458
2019-06-18,-3.2362
2019-06-19,-2.0067
2019-06-20,-4.6553
2019-06-21,-3.3505
2019-06-24,4.8148
2019-06-25,-0.3534
2019-06-26,2.1277
2019-06-27,-2.7778
2019-06-28,-0.0393
2019-07-01,-6.0738
2019-07-02,4.6065000000000005
2019-07-03,3.2727
2019-07-05,-1.7606000000000002
2019-07-08,0.0
2019-07-09,-0.3584
2019-07-10,0.0
2019-07-11,-2.8777
2019-07-12,2.2222
2019-07-16,-9.5036
2019-07-18,-0.3083
2019-07-22,2.739
2019-07-23,-7.6773
2019-07-24,5.8515
2019-07-26,3.4
2019-07-29,-1.1605
2019-07-30,12.3288
2019-08-01,-3.1359
2019-08-02,-7.1942
2019-08-07,4.0814
2019-08-08,-3.1766
2019-08-09,1.9192
2019-08-12,-1.8831
2019-08-13,3.8462
2019-08-14,-2.2185
2019-08-16,-15.5335
2019-08-19,11.6592
2019-08-21,-2.8112
2019-08-26,-4.5455
2019-08-27,4.7619
2019-08-28,0.0
2019-08-30,0.0
2019-09-03,4.1322
2019-09-04,2.7778
2019-09-05,3.0888
2019-09-06,0.3745
2019-09-11,0.0
2019-09-12,-1.4925
2019-09-13,0.7576
2019-09-16,-2.6316
2019-09-17,-3.8609999999999998
2019-09-19,-4.0161
2019-09-20,4.9079
2019-09-23,2.8994999999999997
2019-09-24,2.3256
2019-09-25,-9.0909
2019-09-26,2.5
2019-09-27,4.065
2019-09-30,2.7344
2019-10-01,1.5209000000000001
2019-10-02,-1.1236
2019-10-03,-1.9962
2019-10-04,1.6503999999999999
2019-10-08,-4.8403
2019-10-09,2.9808
2019-10-10,0.8808
2019-10-11,1.5385
2019-10-15,-0.3788
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-4.5626999999999995
2019-10-22,5.1793
2019-10-24,0.3788
2019-10-25,-0.3962
2019-10-28,0.0189
2019-10-29,0.0
2019-10-30,0.3788
2019-10-31,-0.3774
2019-11-04,0.0
2019-11-05,-0.3788
2019-11-06,-2.5589
2019-11-07,-7.5194
2019-11-08,9.7046
2019-11-11,-1.1538
2019-11-12,1.9455
2019-11-13,-1.6298
2019-11-15,0.8808
2019-11-18,-5.7692
2019-11-19,6.1224
2019-11-20,0.0
2019-11-29,0.7692
2019-12-02,-1.0115
2019-12-03,-0.482
2019-12-06,1.8984999999999999
2019-12-09,-4.943
2019-12-10,-2.0
2019-12-11,-3.6734999999999998
2019-12-12,0.0
2019-12-16,-1.2711999999999999
2019-12-17,-2.5751
2019-12-18,-5.0661
2019-12-19,2.0882
2019-12-23,-4.0909
2019-12-24,-0.9479
2019-12-26,2.3923
2019-12-27,-4.6729
2019-12-30,4.902
2020-01-02,-1.8692
2020-01-03,-4.7619
2020-01-06,4.365
2020-01-07,1.5522
2020-01-08,0.9577
2020-01-09,-2.0467
2020-01-10,-1.9082
2020-01-13,0.7879
2020-01-14,6.1571
2020-01-15,0.9091
2020-01-17,-2.7027
2020-01-21,1.8519
2020-01-23,-0.4591
2020-01-27,-0.9087
2020-01-31,1.8433000000000002
2020-02-05,2.7149
2020-02-06,-7.489
2020-02-07,3.8095
2020-02-10,-0.9862
2020-02-11,13.6206
2020-02-14,-3.6983
2020-02-18,8.3919
2020-03-03,-12.5
2020-03-05,-0.8929
2020-03-10,-5.4054
2020-03-11,4.7619
2020-03-13,2.7273
2020-03-16,0.0
2020-03-20,-7.0796
2020-03-23,0.0
2020-03-24,1.9048
2020-03-25,1.8692
2020-03-30,-2.2936
2020-03-31,0.939
2020-04-02,-1.3953
2020-04-03,0.9434
2020-04-06,-0.9346
2020-04-07,-0.4717
2020-04-09,1.8957000000000002
2020-04-17,11.1628
2020-04-20,1.6736
2020-04-21,-5.0617
2020-04-23,-7.3429
2020-04-24,-1.2912
2020-04-27,-0.4739
2020-04-28,-1.7619
2020-04-29,1.7934999999999999
2020-05-06,2.8571
2020-05-07,0.463
2020-05-08,-0.9217
2020-05-11,0.8977
2020-05-12,0.4932
2020-05-13,0.0
2020-05-14,0.4587
2020-05-15,0.0
2020-05-18,1.3699
2020-05-19,0.9009
2020-05-20,-0.4464
2020-05-21,-0.4484
2020-05-22,-0.4505
2020-05-26,0.4525
2020-05-27,-0.4505
2020-05-28,6.3347999999999995
2020-05-29,-6.4638
2020-06-01,0.5414
2020-06-02,0.4525
2020-06-03,-1.9234
2020-06-04,1.0426
2020-06-05,0.0
2020-06-10,18.1818
2020-06-11,-15.0538
2020-06-12,5.4967
2020-06-15,-6.7940000000000005
2020-06-16,-4.683
2020-06-17,4.5894
2020-06-18,-0.2309
2020-06-19,-2.7731
2020-06-22,1.8999000000000001
2020-06-23,2.8037
2020-06-24,49.0909
2020-06-25,105.7927
2020-06-26,-20.0
2020-06-29,49.6296
2020-06-30,-22.896
2020-07-01,-22.7929
2020-07-02,13.3056
2020-07-06,4.4037
2020-07-07,-0.1757
2020-07-08,-3.8731999999999998
2020-07-09,3.2967
2020-07-10,3.7234
2020-07-13,-28.3761
2020-07-14,11.4558
2020-07-15,-1.0707
2020-07-16,-9.9567
2020-07-17,8.8942
2020-07-20,20.3091
2020-07-21,1.2844
2020-07-22,-25.3623
2020-07-23,7.2816
2020-07-24,-6.1086
2020-07-27,-6.0241
2020-07-28,-9.2308
2020-07-29,5.3672
2020-07-30,-3.4853
2020-07-31,0.5556
