ticker,AMK US Equity
2019-12-05,0.0784
2019-12-06,1.7241
2019-12-09,1.6949
2019-12-10,2.6136
2019-12-11,-0.7752
2019-12-12,1.5997
2019-12-13,-0.1831
2019-12-16,2.1277
2019-12-17,0.0359
2019-12-18,0.8259
2019-12-19,0.8547
2019-12-20,0.9534
2019-12-23,0.9444
2019-12-24,-0.4158
2019-12-26,0.7307
2019-12-27,2.1416
2019-12-30,-0.744
2019-12-31,-1.1244
2020-01-02,3.0669
2020-01-03,-1.1367
2020-01-06,-0.7102
2020-01-07,-0.2725
2020-01-08,-0.9221
2020-01-09,0.7239
2020-01-10,-1.8479999999999999
2020-01-13,0.1743
2020-01-14,-0.2785
2020-01-15,0.5236
2020-01-16,4.3403
2020-01-17,1.2646
2020-01-21,-1.7746
2020-01-22,0.3011
2020-01-23,0.3336
2020-01-24,-0.5319
2020-01-27,-0.7687
2020-01-28,0.6063
2020-01-29,-0.1004
2020-01-30,1.0054
2020-01-31,-2.6875
2020-02-03,2.4548
2020-02-04,1.8636
2020-02-05,2.6135
2020-02-06,1.0825
2020-02-07,0.0
2020-02-10,-0.7874
2020-02-11,0.9206
2020-02-12,1.101
2020-02-13,3.0803
2020-02-14,1.1168
2020-02-18,-3.791
2020-02-19,2.0168
2020-02-20,-2.1898
2020-02-21,-1.2749
2020-02-24,-5.7008
2020-02-25,-0.668
2020-02-26,-0.5716
2020-02-27,-6.8651
2020-02-28,-3.8125999999999998
2020-03-02,-0.3398
2020-03-03,0.9091
2020-03-04,2.9279
2020-03-05,-4.3764
2020-03-06,-3.5088
2020-03-09,-10.0395
2020-03-10,2.5923
2020-03-11,-7.0236
2020-03-12,-14.2791
2020-03-13,12.520199999999999
2020-03-16,-16.3324
2020-03-17,8.7329
2020-03-18,-11.5486
2020-03-19,4.451
2020-03-20,-12.7841
2020-03-23,-3.127
2020-03-24,7.5992
2020-03-25,11.875
2020-03-26,17.4302
2020-03-27,-3.0447
2020-03-30,-0.9323
2020-03-31,0.9906
2020-04-01,-10.5934
2020-04-02,0.8777
2020-04-03,3.6977
2020-04-06,3.3561
2020-04-07,3.3993
2020-04-08,6.6732
2020-04-09,1.2879
2020-04-13,-7.8565000000000005
2020-04-14,7.9841999999999995
2020-04-15,-5.8877
2020-04-16,4.4132
2020-04-17,0.0464
2020-04-20,-1.7177
2020-04-21,0.9447
2020-04-22,2.3397
2020-04-23,0.503
2020-04-24,0.8189
2020-04-27,2.6625
2020-04-28,-1.9341
2020-04-29,7.5751
2020-04-30,-0.0417
2020-05-01,0.8754
2020-05-04,-4.1736
2020-05-05,0.7762
2020-05-06,2.6958
2020-05-07,3.75
2020-05-08,0.9639
2020-05-11,-4.2562
2020-05-12,-2.742
2020-05-13,0.3845
2020-05-14,0.3404
2020-05-15,5.6828
2020-05-18,4.0931
2020-05-19,-1.5034999999999998
2020-05-20,3.1311
2020-05-21,2.3909000000000002
2020-05-22,-1.0378
2020-05-26,-0.824
2020-05-27,1.6994
2020-05-28,-4.0104
2020-05-29,3.2882
2020-06-01,-1.0112
2020-06-02,0.0378
2020-06-03,0.6051
2020-06-04,-0.5639
2020-06-05,3.4405
2020-06-08,4.0936
2020-06-09,0.5969
2020-06-10,-2.548
2020-06-11,-8.4527
2020-06-12,5.8294
2020-06-15,-0.2957
2020-06-16,-1.5202
2020-06-17,-1.8072
2020-06-18,4.3712
2020-06-19,0.5878
2020-06-22,2.374
2020-06-23,0.8919
2020-06-24,-6.5417
2020-06-25,1.3999
2020-06-26,-4.2537
2020-06-29,2.689
2020-06-30,3.5674
2020-07-01,-1.2459
2020-07-02,1.039
2020-07-06,1.1752
2020-07-07,-3.3757
2020-07-08,1.3899
2020-07-09,0.1482
2020-07-10,1.4798
2020-07-13,0.5468
2020-07-14,2.393
2020-07-15,3.3286
2020-07-16,-1.0966
2020-07-17,-2.2869
2020-07-20,-0.1773
2020-07-21,1.492
2020-07-22,-1.2251
2020-07-23,-1.2048
2020-07-24,-1.2912
2020-07-27,0.8721
2020-07-28,-1.1527
2020-07-29,2.1137
2020-07-30,-0.7852
2020-07-31,0.1799
