ticker,GCAN US Equity
2019-02-11,-7.0645
2019-02-12,11.0725
2019-02-13,6.25
2019-02-14,-0.3529
2019-02-15,-0.2361
2019-02-19,-4.9704
2019-02-20,-0.8406
2019-02-21,-8.9482
2019-02-22,11.3793
2019-02-25,-0.9907
2019-02-26,-8.6929
2019-02-27,2.6712
2019-02-28,-1.6011
2019-03-01,7.7966
2019-03-04,-5.7233
2019-03-05,-3.2688
2019-03-06,-8.2759
2019-03-07,0.7519
2019-03-08,-1.3433
2019-03-11,-5.4463
2019-03-12,7.8
2019-03-13,-7.243
2019-03-14,-3.9923
2019-03-15,4.1667
2019-03-18,2.44
2019-03-19,0.039
2019-03-20,1.0148
2019-03-21,-8.6553
2019-03-22,1.5228000000000002
2019-03-25,0.0
2019-03-26,-12.5
2019-03-27,6.6667
2019-03-28,-10.7143
2019-03-29,7.0
2019-04-01,-2.0935
2019-04-02,-8.2665
2019-04-03,-6.2435
2019-04-04,0.0
2019-04-05,-5.6604
2019-04-08,-8.3529
2019-04-09,15.5327
2019-04-10,27.7778
2019-04-11,20.8696
2019-04-12,-6.4748
2019-04-15,5.8462
2019-04-16,-5.5233
2019-04-17,-7.1308
2019-04-18,11.8198
2019-04-22,-9.8667
2019-04-23,3.5667
2019-04-24,-4.0628
2019-04-25,1.8197
2019-04-26,-3.3306
2019-04-29,-4.2017
2019-04-30,-7.0175
2019-05-01,16.9811
2019-05-02,-0.8065
2019-05-03,-6.9528
2019-05-06,4.8511
2019-05-07,18.75
2019-05-08,39.6491
2019-05-09,-14.6734
2019-05-10,-0.9128
2019-05-13,-1.8721999999999999
2019-05-14,-0.0606
2019-05-15,-6.0
2019-05-16,2.0181
2019-05-17,-5.2013
2019-05-20,-2.2
2019-05-21,-3.2038
2019-05-22,1.0
2019-05-23,-1.0668
2019-05-24,1.9804
2019-05-28,-0.0691
2019-05-29,-2.6971
2019-05-30,-2.1322
2019-05-31,0.581
2019-06-03,1.083
2019-06-04,-3.2857
2019-06-05,3.3973
2019-06-06,1.55
2019-06-07,-15.2423
2019-06-10,3.7344
2019-06-11,8.0
2019-06-12,-3.7037
2019-06-13,0.4862
2019-06-14,-0.4838
2019-06-17,-2.6923
2019-06-18,6.6403
2019-06-19,-3.3729
2019-06-20,-7.4645
2019-06-21,-8.8045
2019-06-24,9.0909
2019-06-25,3.25
2019-06-26,-2.4213
2019-06-27,-13.0687
2019-06-28,4.6622
2019-07-01,-3.3182
2019-07-02,4.0903
2019-07-03,3.6134
2019-07-05,4.6207
2019-07-08,-3.2583
2019-07-09,-5.2459
2019-07-10,1.5636
2019-07-11,-6.0419
2019-07-12,8.1185
2019-07-15,-0.1339
2019-07-16,1.4646
2019-07-17,-6.087
2019-07-18,5.2778
2019-07-19,1.504
2019-07-22,3.9771
2019-07-23,15.5833
2019-07-24,4.3259
2019-07-25,-1.7277
2019-07-26,-1.5471
2019-07-29,1.2143
2019-07-30,-1.1997
2019-07-31,0.0
2019-08-01,-0.0714
2019-08-02,0.0715
2019-08-05,-3.7143
2019-08-06,-6.6766
2019-08-07,3.4817
2019-08-08,0.6299
2019-08-09,-3.0534
2019-08-12,-2.0079
2019-08-13,2.2298
2019-08-14,2.1812
2019-08-15,-4.5385
2019-08-16,2.7397
2019-08-19,-1.9607999999999999
2019-08-20,3.92
2019-08-21,-9.9307
2019-08-22,9.1453
2019-08-23,-0.5873
2019-08-26,-1.7724
2019-08-27,-10.3769
2019-08-28,3.257
2019-08-29,1.3865
2019-08-30,2.1368
2019-09-03,1.4226
2019-09-04,2.3102
2019-09-05,-0.8065
2019-09-06,0.0
2019-09-09,-5.5285
2019-09-10,0.1463
2019-09-11,3.1194
2019-09-12,0.4167
2019-09-13,-0.4149
2019-09-16,2.0833
2019-09-17,-0.0816
2019-09-18,-14.2157
2019-09-19,13.5476
2019-09-20,-0.0126
2019-09-23,0.6627
2019-09-24,-0.0833
2019-09-25,-4.437
2019-09-26,-12.7247
2019-09-27,12.3
2019-09-30,-10.3295
2019-10-01,16.0874
2019-10-02,-5.9025
2019-10-03,-9.0909
2019-10-04,0.0
2019-10-07,9.0
2019-10-08,-16.9725
2019-10-09,-2.7624
2019-10-10,-3.1818
2019-10-11,0.939
2019-10-14,-16.3953
2019-10-15,-6.8149999999999995
2019-10-16,6.7612
2019-10-17,4.8511
2019-10-18,16.0
2019-10-21,-28.1609
2019-10-22,4.0
2019-10-23,15.3846
2019-10-24,-20.0
2019-10-25,-0.1333
2019-10-28,-11.3151
2019-10-29,25.5175
2019-10-30,-2.5487
2019-10-31,-4.0
2019-11-01,-10.2564
2019-11-04,3.2857
2019-11-05,-1.7288999999999999
2019-11-06,4.0183
2019-11-07,-7.1443
2019-11-08,9.2896
2019-11-11,1.8
2019-11-12,3.1434
2019-11-13,-11.0794
2019-11-14,-1.8208
2019-11-15,-4.1818
2019-11-18,-7.3055
2019-11-19,6.4483
2019-11-20,2.3077
2019-11-21,-5.4135
2019-11-22,15.2623
2019-11-25,-22.069
2019-11-26,-7.0796
2019-11-27,-1.1905000000000001
2019-11-29,5.4554
2019-12-02,-26.8805
2019-12-03,26.25
2019-12-04,-20.7921
2019-12-05,-6.25
2019-12-06,5.0
2019-12-09,20.634900000000002
2019-12-10,5.0
2019-12-11,0.2506
2019-12-12,-10.0
2019-12-13,8.3333
2019-12-16,-2.6923
2019-12-17,10.6719
2019-12-18,-11.0714
2019-12-19,11.8072
2019-12-20,-8.7644
2019-12-23,-10.7612
2019-12-24,-5.8824
2019-12-26,9.6875
2019-12-27,13.6752
2019-12-30,3.6591
2019-12-31,-20.2128
2020-01-02,10.1515
2020-01-03,1.7882
2020-01-06,-3.3784
2020-01-07,-7.6923
2020-01-08,-0.303
2020-01-09,-9.4225
2020-01-10,-9.396
2020-01-13,35.9259
2020-01-14,-9.2643
2020-01-15,4.8048
2020-01-16,-0.5731
2020-01-17,0.8646
2020-01-21,-5.4286
2020-01-22,12.0846
2020-01-23,-5.9299
2020-01-24,-10.0287
2020-01-27,-4.4586
2020-01-28,-7.8667
2020-01-29,-10.4559
2020-01-30,17.1717
2020-01-31,-15.8621
2020-02-03,-3.2787
2020-02-04,-15.2542
2020-02-05,-1.0
2020-02-06,11.8687
2020-02-07,-14.2212
2020-02-10,-5.2632
2020-02-11,2.7778
2020-02-12,1.1351
2020-02-13,-8.8188
2020-02-14,-4.7479
2020-02-18,-1.5385
2020-02-19,-3.0625
2020-02-20,2.5145
2020-02-21,-8.805
2020-02-24,2.7586
2020-02-25,8.7248
2020-02-26,-12.3457
2020-02-27,-6.338
2020-02-28,-0.7519
2020-03-02,-15.9848
2020-03-03,24.4364
2020-03-04,-2.8986
2020-03-05,25.3731
2020-03-06,22.7976
2020-03-09,-41.832300000000004
2020-03-10,10.0
2020-03-11,-9.4697
2020-03-12,-18.3264
2020-03-13,16.8033
2020-03-16,-25.4386
2020-03-17,-12.9412
2020-03-18,-1.3514
2020-03-19,-1.3699
2020-03-20,-4.1667
2020-03-23,-24.6377
2020-03-24,-9.9038
2020-03-25,-14.6211
2020-03-26,36.5
2020-03-27,-8.4249
2020-03-30,-10.0
2020-03-31,33.3333
2020-04-01,0.0
2020-04-02,17.5
2020-04-03,-37.5887
2020-04-06,11.3636
2020-04-07,-6.1224
2020-04-08,0.0
2020-04-09,38.0435
2020-04-13,-29.1339
2020-04-14,51.1111
2020-04-15,38.2353
2020-04-16,-1.0638
2020-04-17,-26.7742
2020-04-20,-19.2364
2020-04-21,-7.2727
2020-04-22,-4.902
2020-04-23,9.2784
2020-04-24,0.0
2020-04-27,-9.434
2020-04-28,-6.25
2020-04-29,11.1111
2020-04-30,-10.0
2020-05-01,-13.3333
2020-05-04,11.538499999999999
2020-05-05,10.3448
2020-05-06,16.6667
2020-05-07,-10.7143
2020-05-08,-10.0
2020-05-11,15.5556
2020-05-12,28.8462
2020-05-13,-7.4627
2020-05-14,-1.4516
2020-05-15,-10.311
2020-05-18,-5.1095
2020-05-19,25.0
2020-05-20,-15.8462
2020-05-21,26.1426
2020-05-22,72.4638
2020-05-26,18.4874
2020-05-27,-8.156
2020-05-28,8.1081
2020-05-29,0.0
2020-06-01,-3.5714
2020-06-02,-7.4074
2020-06-03,16.0
2020-06-04,13.7931
2020-06-05,-3.6364
2020-06-08,11.3208
2020-06-09,-10.1695
2020-06-10,-2.2013
2020-06-11,-3.537
2020-06-12,10.0
2020-06-15,0.6061
2020-06-16,-6.0241
2020-06-17,-23.7179
2020-06-18,-5.4622
2020-06-19,-11.1111
2020-06-22,-3.5
2020-06-23,-3.1088
2020-06-24,-2.6738
2020-06-25,-3.022
2020-06-26,1.0198
2020-06-29,0.9534
2020-06-30,-9.5556
2020-07-01,-14.0049
2020-07-02,0.0
2020-07-06,-1.4285999999999999
2020-07-07,-5.7971
2020-07-08,21.5385
2020-07-09,-1.2658
2020-07-10,-10.2564
2020-07-13,21.4286
2020-07-14,0.3529
2020-07-15,-6.2134
2020-07-16,-2.5
2020-07-17,-1.2821
2020-07-20,2.5974
2020-07-21,-6.3291
2020-07-22,-10.1351
2020-07-23,-9.7744
2020-07-24,-4.4167
2020-07-27,-0.6103
2020-07-28,1.7544
2020-07-29,-17.2414
2020-07-30,2.0833
2020-07-31,6.1224
