ticker,TPTX US Equity
2019-09-09,-2.5731
2019-09-10,3.0972
2019-09-11,4.8207
2019-09-12,-0.5999
2019-09-13,0.5141
2019-09-16,-1.3342
2019-09-17,0.9917
2019-09-18,-6.2486
2019-09-19,-4.9274000000000004
2019-09-20,-0.9264
2019-09-23,-0.7329
2019-09-24,2.3676
2019-09-25,-1.2683
2019-09-26,-4.937
2019-09-27,-2.2258
2019-09-30,1.897
2019-10-01,0.1862
2019-10-02,-3.4776
2019-10-03,5.198
2019-10-04,-3.6993
2019-10-07,3.4614
2019-10-08,-4.6182
2019-10-09,-2.1733000000000002
2019-10-10,3.7119999999999997
2019-10-11,0.0271
2019-10-14,-2.9276
2019-10-15,1.3404
2019-10-16,1.9289
2019-10-17,-1.1895
2019-10-18,0.9576
2019-10-21,0.5962
2019-10-22,3.1789
2019-10-23,-0.9922
2019-10-24,-1.3713
2019-10-25,-2.0321
2019-10-28,1.1463
2019-10-29,1.7809
2019-10-30,1.246
2019-10-31,0.4451
2019-11-01,2.7372
2019-11-04,1.8777
2019-11-05,7.9701
2019-11-06,0.4383
2019-11-07,3.7896
2019-11-08,4.0828
2019-11-11,-2.243
2019-11-12,3.8278
2019-11-13,1.9899
2019-11-14,1.4582
2019-11-15,2.996
2019-11-18,-0.7272
2019-11-19,0.5741
2019-11-20,2.6181
2019-11-21,-0.3645
2019-11-22,0.0963
2019-11-25,5.3087
2019-11-26,2.7397
2019-11-27,0.6222
2019-11-29,-0.6714
2019-12-02,-2.6503
2019-12-03,-3.0696
2019-12-04,0.0943
2019-12-05,-4.3879
2019-12-06,0.906
2019-12-09,6.0511
2019-12-10,-1.6013
2019-12-11,-0.6734
2019-12-12,2.2599
2019-12-13,2.0258
2019-12-16,6.0289
2019-12-17,2.7239
2019-12-18,-0.5303
2019-12-19,3.4322
2019-12-20,1.8847
2019-12-23,-0.8696
2019-12-24,-2.6475
2019-12-26,1.4253
2019-12-27,-2.0675
2019-12-30,2.474
2019-12-31,0.2575
2020-01-02,1.1398
2020-01-03,-2.4286
2020-01-06,3.0259
2020-01-07,0.5842
2020-01-08,0.9419
2020-01-09,1.633
2020-01-10,-13.0528
2020-01-13,-6.7054
2020-01-14,1.5469
2020-01-15,0.0372
2020-01-16,8.3751
2020-01-17,2.7245
2020-01-21,0.834
2020-01-22,-2.2167
2020-01-23,0.5583
2020-01-24,-2.675
2020-01-27,1.4346999999999999
2020-01-28,-0.7669
2020-01-29,1.5971
2020-01-30,2.1805
2020-01-31,-3.2258
2020-02-03,2.2222
2020-02-04,1.0033
2020-02-05,3.394
2020-02-06,2.2418
2020-02-07,-0.8927
2020-02-10,-0.2054
2020-02-11,1.1085
2020-02-12,3.6334999999999997
2020-02-13,-6.045
2020-02-14,-1.7532999999999999
2020-02-18,-2.1447
2020-02-19,0.7696
2020-02-20,-2.9055
2020-02-21,-4.0869
2020-02-24,-4.0114
2020-02-25,-6.5007
2020-02-26,2.503
2020-02-27,-0.8721
2020-02-28,-3.089
2020-03-02,3.4497
2020-03-03,-3.8026999999999997
2020-03-04,5.2097999999999995
2020-03-05,-5.5299
2020-03-06,-4.0995
2020-03-09,-10.5912
2020-03-10,4.9952
2020-03-11,-8.1559
2020-03-12,-13.7889
2020-03-13,10.5293
2020-03-16,-17.1111
2020-03-17,9.7127
2020-03-18,-7.6003
2020-03-19,9.6118
2020-03-20,3.0354
2020-03-23,6.0011
2020-03-24,13.8703
2020-03-25,2.5084999999999997
2020-03-26,2.425
2020-03-27,-9.3844
2020-03-30,4.8219
2020-03-31,1.201
2020-04-01,-10.5687
2020-04-02,5.7086
2020-04-03,-2.558
2020-04-06,10.5007
2020-04-07,0.5059
2020-04-08,2.4513
2020-04-09,4.9135
2020-04-13,4.0725
2020-04-14,-0.0587
2020-04-15,-1.4291
2020-04-16,-5.7795
2020-04-17,5.3963
2020-04-20,2.7199999999999998
2020-04-21,1.5382
2020-04-22,-0.441
2020-04-23,-1.1749
2020-04-24,0.877
2020-04-27,3.1105
2020-04-28,-0.1499
2020-04-29,-0.5442
2020-04-30,-2.8113
2020-05-01,-4.6399
2020-05-04,7.0236
2020-05-05,2.3778
2020-05-06,-2.0438
2020-05-07,0.2466
2020-05-08,1.0028
2020-05-11,3.447
2020-05-12,-4.5092
2020-05-13,8.7427
2020-05-14,3.2438
2020-05-15,8.4628
2020-05-18,-0.4828
2020-05-19,-12.7543
2020-05-20,6.5291
2020-05-21,0.5725
2020-05-22,-1.557
2020-05-26,8.5204
2020-05-27,3.3537
2020-05-28,3.9727
2020-05-29,0.9917
2020-06-01,-1.444
2020-06-02,3.1355
2020-06-03,-0.2841
2020-06-04,-11.4048
2020-06-05,1.2784
2020-06-08,1.2861
2020-06-09,3.4018
2020-06-10,-2.3346999999999998
2020-06-11,-7.9168
2020-06-12,3.2535
2020-06-15,6.7592
2020-06-16,2.661
2020-06-17,-4.2157
2020-06-18,2.3017
2020-06-19,-0.3344
2020-06-22,2.41
2020-06-23,1.3852
2020-06-24,-4.1281
2020-06-25,2.7582
2020-06-26,-5.8157
2020-06-29,1.2666
2020-06-30,0.985
2020-07-01,-0.6193
2020-07-02,0.2493
2020-07-06,-2.4864
2020-07-07,-1.4343
2020-07-08,1.4875
2020-07-09,-3.9031000000000002
2020-07-10,0.0995
2020-07-13,-0.7287
2020-07-14,3.4868
2020-07-15,1.8378
2020-07-16,-0.6807
2020-07-17,2.4227
2020-07-20,1.3072
2020-07-21,0.6452
2020-07-22,-0.1679
2020-07-23,-4.8922
2020-07-24,-3.5202999999999998
2020-07-27,4.3819
2020-07-28,-3.5435
2020-07-29,0.2813
2020-07-30,1.3035999999999999
2020-07-31,-3.5185
