ticker,LFLS US Equity
2010-07-14,-75.0
2010-07-22,100.0
2010-07-23,-50.0
2010-07-27,0.0
2010-07-28,280.0
2010-07-29,0.0
2010-10-08,-73.6842
2010-10-29,200.0
2010-11-03,-33.3333
2010-11-10,15.0
2010-11-29,-4.3478
2010-12-03,0.0
2010-12-10,0.0
2011-02-10,-18.1818
2011-03-08,-33.3333
2011-03-29,0.0
2011-03-30,0.0
2011-05-03,66.6667
2011-05-09,0.0
2011-06-08,-20.0
2011-06-09,25.0
2011-06-14,0.0
2011-08-25,-50.0
2011-08-31,100.0
2011-10-11,-89.5
2011-10-24,1328.5714
2011-11-29,-46.6667
2011-12-27,537.5
2012-05-29,-98.0392
2012-05-31,3800.0
2012-06-07,-61.5385
2012-06-14,46.6667
2012-06-21,-54.5455
2012-07-03,0.0
2012-07-05,-70.0
2012-07-06,0.0
2012-07-09,0.0
2012-07-10,-33.3333
2012-07-16,-50.0
2012-07-17,0.0
2012-07-18,0.0
2012-07-19,200.0
2012-07-20,-33.3333
2012-08-03,0.0
2012-08-06,100.0
2012-08-07,0.0
2012-09-06,25.0
2012-09-07,40.0
2012-09-10,-40.0
2012-09-11,76.1905
2012-09-12,-12.1622
2012-09-14,0.0
2012-09-17,-50.7692
2012-09-19,34.375
2012-09-21,-23.2558
2012-10-12,43.9394
2012-10-15,68.4211
2012-10-16,0.0
2012-10-17,0.0
2012-10-18,25.0
2012-10-19,10.0
2012-10-22,0.0
2012-10-23,0.0
2012-10-24,0.0
2012-10-25,-31.8182
2012-10-31,20.0
2012-11-06,-25.5556
2012-11-07,0.0
2012-11-08,34.3284
2012-11-13,-11.1111
2012-11-14,17.5
2012-11-15,0.0
2012-11-19,-14.8936
2012-12-03,-48.125
2012-12-04,48.1928
2012-12-13,12.1951
2012-12-17,0.0
2012-12-24,-8.6957
2012-12-27,-3.1746
2013-01-08,-1.6393
2013-01-11,81.6667
2013-01-14,-44.9541
2013-01-17,81.6667
2013-01-18,-22.0183
2013-01-24,-5.8824
2013-01-30,-25.0
2013-02-07,-16.6667
2013-02-19,20.0
2013-02-20,66.6667
2013-02-26,-9.0
2013-03-05,-6.5934
2013-03-15,17.647100000000002
2013-03-18,0.0
2013-03-20,0.0
2013-03-27,0.0
2013-04-02,0.0
2013-04-03,10.0
2013-04-04,36.3636
2013-04-08,0.0
2013-04-09,0.0
2013-04-15,0.0
2013-04-17,6.6667
2013-04-18,-15.625
2013-04-19,11.1111
2013-04-24,-13.3333
2013-04-26,0.0
2013-05-01,-15.3846
2013-05-03,0.0
2013-05-07,9.0909
2013-05-09,25.0
2013-05-17,-20.0
2013-06-12,-8.3333
2013-06-21,-19.0909
2013-07-03,-5.618
2013-07-09,-16.4435
2013-07-11,42.4755
2013-08-01,-1.0
2013-10-01,51.5152
2013-10-02,0.0
2013-10-18,-13.3333
2013-10-28,-7.6923
2013-12-30,-40.7292
2014-01-24,6.4148
2014-02-14,-7.3493
2014-04-21,-78.6096
2014-04-24,174.5833
2014-05-02,13.6571
2014-05-28,124.2991
2014-06-10,-4.7619
2014-06-11,0.0
2014-06-17,0.0
2014-07-02,0.0
2014-08-01,-1.0
2014-09-25,1.0101
2014-10-06,0.0
2014-11-03,-10.0
2014-11-14,0.0
2015-01-05,-44.4444
2015-01-14,-36.0
2015-03-25,0.0
2015-03-31,337.5
2015-04-01,0.0
2015-04-02,-7.1429
2015-04-08,7.6923
2015-04-09,6.7857
2015-04-14,0.3344
2015-04-16,10.0
2015-04-17,-33.3333
2015-04-28,-9.0909
2015-05-12,0.0
2015-05-13,100.0
2015-05-14,-15.0
2015-05-18,11.7647
2015-06-18,-5.2632
2015-06-22,5.5556
2015-06-26,-5.2632
2015-07-27,0.0
2015-08-03,38.8889
2015-08-12,-20.0
2015-08-14,0.0
2015-08-19,-25.0
2015-08-21,66.6667
2015-08-26,7.975
2015-09-15,-25.9088
2015-10-07,-25.0
2015-10-14,33.3333
2015-10-15,0.0
2015-10-16,0.0
2015-11-20,-25.0
2015-11-30,0.0
2015-12-04,-33.3333
2015-12-08,0.0
2015-12-14,-30.0
2015-12-15,0.0
2015-12-16,-14.2857
2015-12-17,-16.6667
2015-12-18,0.0
2015-12-21,-30.0
2015-12-22,100.0
2016-01-20,-42.8571
2016-02-03,17.9688
2016-02-09,48.3444
2016-03-14,42.8571
2016-03-17,-56.0
2016-03-18,154.9716
2016-05-13,-46.5181
2016-05-16,16.6667
2016-05-20,-0.4464
2016-05-25,21.9731
2016-05-26,0.0
2016-06-27,-58.6029
2016-06-29,13.6767
2016-06-30,12.5
2016-07-01,33.3333
2016-07-14,33.0208
2016-07-18,0.2349
2016-07-19,25.0
2016-07-29,25.0
2016-08-01,-11.35
2016-08-08,17.3153
2016-08-09,11.538499999999999
2016-08-12,3.4483
2016-09-22,-33.3333
2016-10-07,5.0
2016-10-18,19.0476
2016-10-19,60.0
2016-10-20,25.0
2016-10-24,0.0
2016-10-26,0.0
2016-11-09,-20.0
2016-12-07,-25.0
2017-01-17,-33.3333
2017-01-20,23.0
2017-01-23,0.0
2017-01-24,0.0
2017-02-01,62.6016
2017-02-14,-50.0
2017-02-28,0.0
2017-03-30,-20.0
2017-05-03,0.0
2017-05-04,-12.5
2017-05-05,0.0
2017-05-09,-14.1071
2017-05-22,0.0
2017-07-07,66.3202
2017-07-17,20.0
2017-07-21,0.0
2017-07-28,0.0
2017-08-01,-45.8333
2017-08-03,84.6154
2017-08-22,-45.8333
2017-09-13,53.8462
2017-11-03,30.0
2018-01-23,-15.3846
2018-01-31,0.0
2018-02-05,-45.4545
2018-02-09,-50.0
2018-02-12,0.0
2018-02-13,-33.3333
2018-02-16,50.0
2018-02-20,0.0
2018-02-23,0.0
2018-03-13,-33.0
2018-03-20,97.5124
2018-03-23,0.0
2018-05-08,-24.4332
2018-05-10,16.6667
2018-05-16,61.4286
2018-06-20,94.6903
2018-07-19,-50.0
2018-07-20,-36.3636
2018-07-23,-39.7143
2018-10-24,0.4739
2018-10-31,41.5094
2018-11-12,32.6667
2018-12-20,-37.1859
2019-01-31,20.0
2019-02-14,66.6667
2019-02-15,0.0
2019-06-06,0.0
2019-06-07,-40.0
2019-06-24,-16.0
2019-07-22,58.730199999999996
2019-11-01,-37.0
2019-11-11,58.730199999999996
2019-12-02,0.0
2019-12-04,-37.0
2019-12-17,58.730199999999996
2020-01-17,-12.5
2020-02-06,-28.0
2020-02-21,253.1746
2020-02-24,-7.3708
2020-03-09,-15.2111
2020-03-12,-14.1631
2020-03-27,0.0
2020-03-31,-50.0
2020-04-02,83.3333
2020-04-06,-45.4545
2020-04-14,-16.0
2020-04-17,-56.3492
2020-04-24,209.0909
2020-04-30,-11.7647
2020-05-01,0.0
2020-05-05,29.3333
2020-05-28,-48.4536
2020-06-05,0.0
2020-06-11,0.0
2020-06-24,0.5
2020-06-26,-0.4975
2020-06-30,-12.5
2020-07-28,14.2857
