ticker,CBIA US Equity
2008-06-05,-3.1579
2008-06-09,-11.9565
2008-06-19,11.1111
2008-06-20,15.5556
2008-07-10,-13.461500000000001
2008-07-15,-11.1111
2008-08-04,-43.75
2008-08-05,77.7778
2008-08-12,6.25
2008-08-13,-5.8824
2008-09-04,6.25
2008-09-05,-5.8824
2008-09-26,0.0
2008-09-29,0.0
2008-10-01,-37.5
2008-10-06,50.0
2008-10-15,-6.6667
2008-10-21,0.0
2008-10-22,14.2857
2008-11-03,-2.5
2008-11-04,23.0769
2008-11-10,-17.7083
2008-11-18,-13.9241
2009-01-08,-63.2353
2009-01-09,200.0
2009-01-12,-26.6667
2009-03-26,-58.1818
2009-04-02,143.4783
2009-04-27,-6.7857
2009-05-04,-0.3831
2009-05-08,9.6154
2009-05-28,0.0
2009-06-01,0.0
2009-06-03,-1.7544
2009-06-04,1.7856999999999998
2009-06-05,0.3509
2009-06-08,-0.3497
2009-06-09,-1.7544
2009-06-23,-28.5714
2009-06-24,-5.0
2009-08-26,0.0
2009-08-27,-34.2105
2009-08-28,0.0
2009-09-02,64.0
2009-09-08,0.0
2009-10-01,0.0
2009-10-07,-0.4878
2009-10-08,0.0
2009-10-26,-73.0392
2009-11-25,-90.0
2009-11-30,900.0
2009-12-01,-7.2727
2009-12-07,-49.0196
2009-12-11,292.3077
2009-12-14,-70.5882
2009-12-15,16.6667
2009-12-16,0.0
2009-12-18,-14.2857
2009-12-23,0.0
2009-12-24,236.6667
2010-01-04,0.0
2010-01-06,0.0
2010-01-14,-29.703
2010-01-15,5.6338
2010-02-03,66.6667
2010-02-05,-12.0
2010-02-19,-53.6364
2010-03-02,-1.9607999999999999
2010-04-13,0.0
2010-06-08,50.0
2010-06-28,66.6667
2010-07-15,-4.0
2010-08-04,-70.8333
2010-08-05,0.0
2010-08-11,0.0
2010-08-19,0.0
2010-10-11,0.0
2010-10-13,0.0
2010-10-14,45.7143
2010-11-15,-70.5882
2010-11-18,33.3333
2010-12-08,10.0
2010-12-17,0.0
2010-12-23,0.0
2011-03-22,-9.0909
2011-04-15,0.0
2011-06-08,0.0
2011-11-03,0.0
2011-12-20,0.0
2012-02-08,400.0
2012-02-09,-49.0
2012-02-10,0.0
2012-02-14,-50.0
2012-06-27,1.9607999999999999
2012-10-17,-3.8462
2013-03-13,-89.6
2013-08-07,-80.7692
2013-09-18,3.75
2013-11-12,63.8554
2013-12-13,0.0
2013-12-18,0.0
2014-02-18,2841.1765
2014-02-24,0.0
2014-03-11,0.0
2014-07-01,100.0
2014-07-07,40.0
2014-07-15,35.7143
2014-07-22,-84.2105
2014-07-31,-33.3333
2014-12-08,410.0
2014-12-12,0.0
2014-12-15,-1.9607999999999999
2014-12-18,2.0
2014-12-19,1.9607999999999999
2014-12-22,5.7692
2014-12-31,0.0
2015-06-23,-27.2727
2015-06-30,-35.0
2015-07-21,0.1202
2015-07-27,-23.1693
2015-07-31,0.0
2015-08-17,0.0
2015-09-30,0.0
2015-11-20,0.0
2015-11-23,-10.0
2015-12-10,0.0
2016-01-27,0.0
2016-03-03,0.0
2016-03-04,-11.1111
2016-03-22,-12.5
2016-05-02,0.0
2016-05-03,-14.2857
2016-07-20,-16.6667
2016-08-02,30.0
2016-08-19,0.0
2016-09-06,0.0
2016-09-13,-23.0769
2016-10-03,6.875
2016-10-19,-6.4327
2016-11-04,23.125
2016-11-29,5.5838
2016-11-30,-15.3846
2016-12-29,6.9886
2016-12-30,-6.5321
2017-01-03,0.0
2017-01-04,100.0
2017-01-09,-4.5455
2017-01-13,4.7619
2017-01-17,-50.0
2017-01-23,0.0
2017-01-25,0.0
2017-01-31,100.0
2017-02-01,91.0511
2017-02-02,21.3383
2017-02-06,-1.9853
2017-02-17,-43.5859
2017-02-22,6.383
2017-02-23,-13.7917
2017-03-06,15.9981
2017-03-07,-3.3333
2017-03-15,3.4483
2017-03-24,0.0
2017-04-20,83.3333
2017-04-21,-31.9773
2017-05-01,17.6078
2017-05-03,-15.1563
2017-05-19,-2.4946
2017-06-27,51.0989
2017-06-28,0.0
2017-07-06,0.0
2017-07-14,-7.2727
2017-07-26,-8.4804
2017-07-27,-67.8629
2017-08-01,0.0
2017-08-03,61.3333
2017-09-27,-38.0165
2017-10-09,166.6667
2017-10-31,-3.75
2017-11-13,-37.6623
2017-12-12,-16.6667
2017-12-13,0.0
2017-12-26,0.0
2017-12-29,10.0
2018-01-02,-9.0909
2018-01-03,10.0
2018-01-04,40.9091
2018-01-05,0.0
2018-01-10,-3.2258
2018-01-12,-16.6667
2018-01-16,0.0
2018-01-18,-39.6
2018-01-25,-19.1391
2018-01-26,0.0
2018-01-29,-9.9099
2018-02-12,11.0
2018-02-20,39.2301
2018-02-21,-11.7647
2018-02-26,-6.6667
2018-03-02,-0.4286
2018-03-05,-17.0732
2018-03-14,-13.4948
2018-04-02,0.0
2018-04-05,0.0
2018-04-09,40.0
2018-04-16,-13.9286
2018-05-01,45.2282
2018-05-03,151.4286
2018-05-04,2.2727
2018-05-07,-0.4444
2018-05-09,-4.1295
2018-05-10,0.0
2018-05-16,0.0
2018-05-17,0.1164
2018-05-31,0.0
2018-06-01,-62.7442
2018-06-20,167.7903
2018-06-21,0.2331
2018-07-05,-53.4884
2018-07-20,0.0
2018-07-25,0.0
2018-08-21,180.0
2018-08-23,-64.2857
2018-08-27,-5.0
2018-09-11,121.0526
2018-09-17,-45.2381
2018-09-18,-69.2609
2018-09-20,225.3182
2018-09-21,0.0
2018-09-24,0.0
2018-09-26,-68.6957
2018-10-05,0.0
2018-10-09,0.0
2018-10-12,233.3333
2018-10-15,112.5
2018-10-16,-10.7843
2018-10-17,4.9451
2018-10-22,-1.5707
2018-10-25,-76.5957
2018-10-30,0.0
2018-11-02,354.5455
2018-11-07,0.0
2018-11-13,-69.4
2018-11-19,200.6536
2018-11-20,8.6957
2018-11-21,-2.0
2018-11-27,0.0
2018-12-17,-76.2245
2018-12-21,312.0172
2018-12-24,0.0
2018-12-26,-68.3333
2018-12-27,-23.3553
2019-01-02,-1.073
2019-01-16,-1.9523000000000001
2019-03-04,315.9292
2019-03-08,-67.6596
2019-03-21,-25.6579
2019-04-11,172.5664
2019-04-12,-9.0909
2019-04-23,20.0714
2019-04-24,-66.6865
2019-04-26,0.0
2019-05-01,150.0
2019-05-14,-57.1429
2019-05-20,-6.6667
2019-05-21,210.7143
2019-05-22,-14.3678
2019-05-31,0.0
2019-06-13,-59.396
2019-06-24,65.2893
2019-06-26,-29.65
2019-06-27,12.3667
2019-07-08,-10.8159
2019-08-09,40.4255
2019-08-29,-11.6162
2019-09-23,-14.2857
2019-09-25,33.3333
2019-10-03,-20.0
2019-11-04,25.0
2019-11-05,-39.5
2019-12-04,0.0
2019-12-18,25.7851
2019-12-20,-20.4993
2019-12-30,0.0
2020-01-07,-17.3554
2020-01-28,42.4
2020-02-06,-26.0534
2020-02-07,55.1282
2020-02-11,10.1928
2020-02-12,0.0
2020-02-21,-20.5556
2020-03-09,0.0
2020-03-10,0.0
2020-03-18,-25.8741
2020-03-20,13.9623
2020-05-01,16.3079
2020-05-15,-28.1139
2020-05-19,52.4752
2020-05-29,15.5844
2020-06-03,-4.4944
2020-06-04,4.7059
2020-06-08,-43.8202
2020-06-09,0.0
2020-06-16,0.1
2020-06-17,39.8601
2020-06-18,-28.5
2020-06-22,39.8601
2020-06-23,-57.1429
2020-06-24,100.0
2020-06-25,-90.0
2020-07-07,33.3333
2020-07-08,25.0
2020-07-16,0.0
2020-07-17,-20.0
2020-07-21,-23.75
2020-07-22,118.0328
2020-07-31,555.6391
