ticker,PSNL US Equity
2019-11-06,-4.479
2019-11-07,-2.6794000000000002
2019-11-08,2.8515
2019-11-11,2.1989
2019-11-12,-4.7708
2019-11-13,6.9745
2019-11-14,-6.3361
2019-11-15,-4.5098
2019-11-18,-8.7269
2019-11-19,0.1125
2019-11-20,-0.2247
2019-11-21,-0.7883
2019-11-22,-0.3405
2019-11-25,3.0752
2019-11-26,-1.326
2019-11-27,-0.6159
2019-11-29,0.2817
2019-12-02,-1.9101
2019-12-03,1.4891
2019-12-04,1.5800999999999998
2019-12-05,-2.3333
2019-12-06,6.9397
2019-12-09,-1.4894
2019-12-10,6.4795
2019-12-11,-2.4341
2019-12-12,0.8316
2019-12-13,5.2577
2019-12-16,-5.6807
2019-12-17,6.5421
2019-12-18,-4.2885
2019-12-19,1.0183
2019-12-20,-2.2177
2019-12-23,-2.3711
2019-12-24,3.9071
2019-12-26,-1.7276
2019-12-27,0.1034
2019-12-30,3.5124
2019-12-31,8.782399999999999
2020-01-02,0.0917
2020-01-03,-2.4748
2020-01-06,-2.7256
2020-01-07,5.4106
2020-01-08,3.2081
2020-01-09,-3.73
2020-01-10,-3.8745000000000003
2020-01-13,3.071
2020-01-14,1.6760000000000002
2020-01-15,6.044
2020-01-16,7.1675
2020-01-17,-5.2377
2020-01-21,-3.1463
2020-01-22,5.7946
2020-01-23,-3.9834
2020-01-24,1.815
2020-01-27,-7.4703
2020-01-28,2.7523
2020-01-29,3.9286
2020-01-30,-1.1168
2020-01-31,-5.126
2020-02-03,-4.8535
2020-02-04,1.2511999999999999
2020-02-05,4.5626999999999995
2020-02-06,2.6364
2020-02-07,-4.9601
2020-02-10,-2.3299
2020-02-11,-1.6221
2020-02-12,-5.8196
2020-02-13,2.7805999999999997
2020-02-14,4.1082
2020-02-18,0.0
2020-02-19,0.8662
2020-02-20,-4.1031
2020-02-21,-0.0995
2020-02-24,-7.8685
2020-02-25,-7.8919
2020-02-26,3.169
2020-02-27,-1.8203
2020-02-28,1.1587
2020-03-02,-5.9565
2020-03-03,1.1571
2020-03-04,5.8399
2020-03-05,-1.2514
2020-03-06,0.1152
2020-03-09,-16.5708
2020-03-10,-6.069
2020-03-11,-11.6006
2020-03-12,-15.7807
2020-03-13,5.5227
2020-03-16,-11.215
2020-03-17,7.3684
2020-03-18,-1.1764999999999999
2020-03-19,8.3333
2020-03-20,19.7802
2020-03-23,-0.3058
2020-03-24,-0.1534
2020-03-25,7.5269
2020-03-26,9.2857
2020-03-27,-6.9281
2020-03-30,16.573
2020-03-31,-2.7711
2020-04-01,-3.9653
2020-04-02,3.3548
2020-04-03,-4.4944
2020-04-06,7.9739
2020-04-07,-4.6005
2020-04-08,0.3807
2020-04-09,4.4248
2020-04-13,0.9685
2020-04-14,3.8369
2020-04-15,-1.0393
2020-04-16,1.1669
2020-04-17,1.6148
2020-04-20,0.454
2020-04-21,4.8023
2020-04-22,1.4555
2020-04-23,-0.4251
2020-04-24,6.19
2020-04-27,3.6181
2020-04-28,1.4549
2020-04-29,3.3461
2020-04-30,-4.0703
2020-05-01,-4.1466
2020-05-04,2.2133
2020-05-05,2.3622
2020-05-06,0.5769
2020-05-07,-1.1472
2020-05-08,5.8027
2020-05-11,5.3016
2020-05-12,-2.691
2020-05-13,-2.9438
2020-05-14,-5.6985
2020-05-15,9.3567
2020-05-18,6.5062
2020-05-19,-3.5983
2020-05-20,7.8125
2020-05-21,-1.4493
2020-05-22,3.1046
2020-05-26,-1.3471
2020-05-27,-4.0964
2020-05-28,-1.34
2020-05-29,0.5093
2020-06-01,11.402
2020-06-02,6.7475000000000005
2020-06-03,-14.630700000000001
2020-06-04,17.3877
2020-06-05,-5.3863
2020-06-08,1.1236
2020-06-09,-2.5185
2020-06-10,-0.5319
2020-06-11,-8.7089
2020-06-12,-2.1757
2020-06-15,6.1591
2020-06-16,-0.1612
2020-06-17,2.3406000000000002
2020-06-18,-4.4164
2020-06-19,2.7228
2020-06-22,8.1928
2020-06-23,2.3756
2020-06-24,-2.9007
2020-06-25,4.481
2020-06-26,-8.935
2020-06-29,-0.157
2020-06-30,1.9654
2020-07-01,5.1272
2020-07-02,4.2171
2020-07-06,-3.1668
2020-07-07,3.4884
2020-07-08,4.0028
2020-07-09,2.2282
2020-07-10,-0.9908
2020-07-13,0.2668
2020-07-14,3.4596999999999998
2020-07-15,8.8103
2020-07-16,-0.2955
2020-07-17,1.067
2020-07-20,5.3372
2020-07-21,-4.343
2020-07-22,-0.6403
2020-07-23,-0.5858
2020-07-24,-3.8303000000000003
2020-07-27,7.4755
2020-07-28,0.5701
2020-07-29,-1.4739
2020-07-30,4.2002
2020-07-31,-3.8653
