ticker,CTAM US Equity
2018-06-14,-2.2727
2018-06-15,0.9302
2018-06-21,0.2304
2018-06-22,0.0
2018-06-27,3.4483
2018-07-02,-5.5556
2018-07-05,0.0
2018-07-06,3.5294
2018-07-11,19.7727
2018-07-17,4.3643
2018-07-18,-22.7273
2018-07-24,29.4118
2018-07-25,0.0
2018-07-26,0.0
2018-08-07,-9.0909
2018-08-08,-25.0
2018-08-09,13.3333
2018-08-10,-2.3529
2018-08-14,-3.8554
2018-08-15,0.0
2018-08-16,1.2530999999999999
2018-08-21,0.2475
2018-08-23,-1.2346
2018-08-27,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-08-30,1.25
2018-08-31,-7.4074
2018-09-06,2.1333
2018-09-11,5.7440999999999995
2018-09-13,-6.6667
2018-09-18,-7.4074
2018-09-19,8.5714
2018-09-20,-1.3158
2018-09-21,0.8
2018-09-25,19.0476
2018-09-28,0.0
2018-10-03,-16.2222
2018-10-04,0.0
2018-10-05,0.0
2018-10-09,0.0
2018-10-10,11.4058
2018-10-11,-4.7619
2018-10-12,0.0
2018-10-15,-6.25
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,-6.6667
2018-10-19,-8.5714
2018-10-22,0.0
2018-10-23,6.25
2018-10-24,-4.4118
2018-10-25,1.5385
2018-10-26,0.0
2018-10-29,-0.6061
2018-10-30,9.7561
2018-10-31,-9.7222
2018-11-01,1.5385
2018-11-02,12.1212
2018-11-05,-5.4054
2018-11-06,-11.4286
2018-11-07,19.3548
2018-11-08,-15.675699999999999
2018-11-09,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-11-14,12.1795
2018-11-15,-10.857099999999999
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,0.0
2018-11-21,0.0
2018-11-23,0.0
2018-11-26,0.0
2018-11-27,-2.5641
2018-11-28,0.3289
2018-11-29,-1.6393
2018-11-30,1.6667
2018-12-03,-1.6393
2018-12-04,-3.3333
2018-12-06,6.8966
2018-12-10,-3.2258
2018-12-18,-5.0
2018-12-20,0.0
2018-12-21,-3.5088
2018-12-26,0.0
2018-12-27,-18.1818
2018-12-28,0.0
2018-12-31,26.2222
2019-01-07,-1.4085
2019-01-29,-3.5714
2019-02-05,-3.7037
2019-02-06,0.0
2019-02-15,-3.8462
2019-02-20,0.0
2019-02-21,2.0
2019-02-22,-1.9607999999999999
2019-02-25,0.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,-4.0
2019-03-05,-5.8333
2019-03-06,-0.4425
2019-03-08,0.0
2019-03-12,0.0
2019-03-13,-6.6667
2019-03-14,-2.3810000000000002
2019-03-15,-2.439
2019-03-22,-6.0
2019-04-01,0.0
2019-04-08,-0.5319
2019-04-11,0.0
2019-04-12,0.0
2019-04-18,0.0
2019-04-22,0.0
2019-05-08,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-16,1.0695000000000001
2019-05-17,-2.1164
2019-05-22,-3.7838000000000003
2019-05-24,-0.5618
2019-05-29,0.0
2019-06-03,7.3446
2019-06-04,-6.8421
2019-06-10,-5.6497
2019-06-13,1.0539
2019-06-19,11.9934
2019-07-01,-11.6402
2019-07-05,4.1916
2019-07-08,-9.1954
2019-07-22,3.7975
2019-07-23,8.5366
2019-07-26,0.5618
2019-07-30,-2.2346
2019-08-12,2.8571
2019-08-13,1.6667
2019-08-14,282.5137
2019-08-15,-35.7143
2019-08-16,-54.8889
2019-08-22,35.468
2019-08-23,-9.0909
2019-08-26,10.0
2019-08-29,9.0909
2019-08-30,8.3333
2019-09-03,-23.0769
2019-09-12,-19.2
2019-09-18,-1.4851
2019-09-19,30.1508
2019-09-20,-3.4749
2019-09-27,-8.0
2019-10-21,-6.5217
2019-10-25,-26.5116
2019-10-31,58.2278
2019-11-01,-26.0
2019-11-05,-14.5946
2019-11-06,58.2278
2019-11-07,-6.0
2019-11-08,-14.8936
2019-11-12,45.5
2019-11-13,0.0
2019-11-14,-31.2715
2019-11-18,0.5
2019-11-21,-0.4975
2019-11-25,-10.0
2019-11-26,-0.9778
2019-11-27,0.9874
2019-12-04,-2.7778
2019-12-06,0.0
2019-12-12,-8.5714
2019-12-16,12.5
2019-12-18,0.0
2019-12-19,1.1111
2019-12-23,-3.8462
2019-12-24,8.5714
2019-12-26,5.2632
2019-12-30,-16.26
2019-12-31,-1.4808
2020-01-09,1.2121
2020-01-10,0.5988
2020-01-16,5.3571
2020-01-22,-3.9548
2020-01-31,0.0
2020-02-27,-8.2353
2020-02-28,0.0
2020-03-02,-16.6667
2020-03-03,0.0
2020-03-05,0.0
2020-03-09,-7.6846
2020-03-10,-0.0083
2020-03-11,-2.5
2020-03-12,-2.5641
2020-03-13,-12.2807
2020-03-18,1.0
2020-03-19,-1.9802
2020-03-20,-4.0404
2020-03-23,-11.5789
2020-03-24,-4.75
2020-03-25,24.9844
2020-03-26,-19.99
2020-04-03,23.7345
2020-04-08,1.0101
2020-04-14,-5.0
2020-04-15,-5.2632
2020-04-20,-16.6667
2020-04-22,-13.3333
2020-04-29,15.3846
2020-04-30,0.0
2020-05-05,-13.3333
2020-05-06,7.6923
2020-05-08,-14.2857
2020-05-11,0.0
2020-05-19,0.0
2020-05-21,16.6667
2020-05-22,-50.0
2020-05-26,71.4286
2020-05-29,-16.6667
2020-06-01,20.0
2020-06-02,0.0
2020-06-04,-16.6667
2020-06-05,30.0
2020-06-09,-7.6923
2020-06-10,-25.0
2020-06-16,0.0
2020-06-18,33.3333
2020-07-02,0.0
2020-07-15,-33.3333
