ticker,CIH US Equity
2019-10-31,-4.3988
2019-11-01,1.227
2019-11-04,-3.0303
2019-11-05,-1.25
2019-11-06,1.5823
2019-11-07,9.6573
2019-11-08,-1.9886
2019-11-11,3.4783
2019-11-12,-1.9607999999999999
2019-11-13,0.0
2019-11-14,1.4285999999999999
2019-11-15,-4.2254
2019-11-18,-2.9412000000000003
2019-11-19,5.1515
2019-11-20,-7.781
2019-11-21,5.625
2019-11-22,2.6627
2019-11-25,6.6282
2019-11-26,-6.7568
2019-11-27,0.0
2019-11-29,1.7391
2019-12-02,2.849
2019-12-03,-5.2632
2019-12-04,0.8772
2019-12-05,-2.6087
2019-12-06,-5.3571
2019-12-09,-4.4025
2019-12-10,-0.3289
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,2.3102
2019-12-16,3.2258
2019-12-17,-3.75
2019-12-18,-1.6234
2019-12-19,0.6601
2019-12-20,-2.9508
2019-12-23,4.3919
2019-12-24,-3.8834999999999997
2019-12-26,4.0404
2019-12-27,8.7379
2019-12-30,0.8929
2019-12-31,7.3746
2020-01-02,-4.3956
2020-01-03,-4.023
2020-01-06,-4.7904
2020-01-07,2.2013
2020-01-08,-1.8462
2020-01-09,-2.5078
2020-01-10,0.6431
2020-01-13,0.0
2020-01-14,2.8754
2020-01-15,0.0
2020-01-16,-2.795
2020-01-17,-0.9585
2020-01-21,-0.9677
2020-01-22,4.5603
2020-01-23,-0.3115
2020-01-24,0.625
2020-01-27,-7.764
2020-01-28,1.3468
2020-01-29,1.9933999999999998
2020-01-30,-4.5603
2020-01-31,3.7542999999999997
2020-02-03,4.6053
2020-02-04,-3.1447
2020-02-05,-2.5974
2020-02-06,2.6667
2020-02-07,-0.6494
2020-02-10,0.4902
2020-02-11,0.813
2020-02-12,-5.4839
2020-02-13,-7.8498
2020-02-14,-3.7037
2020-02-18,-8.8462
2020-02-19,3.3755
2020-02-20,1.6327
2020-02-21,-5.6225000000000005
2020-02-24,0.8511
2020-02-25,-2.9536
2020-02-26,-0.8696
2020-02-27,-0.4386
2020-02-28,-7.489
2020-03-02,0.0
2020-03-03,-1.4285999999999999
2020-03-04,2.4154999999999998
2020-03-05,-2.3585
2020-03-06,-3.3816
2020-03-09,4.5
2020-03-10,5.2632
2020-03-11,-4.3364
2020-03-12,12.6105
2020-03-13,-8.0169
2020-03-16,-18.8073
2020-03-17,5.6497
2020-03-18,-5.8824
2020-03-19,-5.1136
2020-03-20,-0.5988
2020-03-23,-4.8193
2020-03-24,-6.0127
2020-03-25,11.7845
2020-03-26,-6.0241
2020-03-27,-5.7692
2020-03-30,-2.7211
2020-03-31,-4.8951
2020-04-01,-0.7353
2020-04-02,5.9259
2020-04-03,-6.2937
2020-04-06,-1.4925
2020-04-07,0.7576
2020-04-08,3.0075
2020-04-09,1.4599
2020-04-13,2.1583
2020-04-14,9.1549
2020-04-15,-9.0323
2020-04-16,0.0
2020-04-17,-1.4184
2020-04-20,0.7194
2020-04-21,-6.4286
2020-04-22,-20.6107
2020-04-23,15.3846
2020-04-24,-8.3333
2020-04-27,-1.8182
2020-04-28,1.8519
2020-04-29,1.8182
2020-04-30,0.0
2020-05-01,-6.25
2020-05-04,-2.3810000000000002
2020-05-05,8.2927
2020-05-06,0.0
2020-05-07,18.018
2020-05-08,3.0534
2020-05-11,0.7407
2020-05-12,-2.2059
2020-05-13,-4.5113
2020-05-14,3.1496
2020-05-15,-11.4504
2020-05-18,-2.5862
2020-05-19,6.1947
2020-05-20,-1.6667
2020-05-21,3.3898
2020-05-22,-6.5574
2020-05-26,6.1404
2020-05-27,-4.9587
2020-05-28,0.0
2020-05-29,2.6087
2020-06-01,9.0
2020-06-02,11.957699999999999
2020-06-03,31.25
2020-06-04,10.582
2020-06-05,7.177
2020-06-08,8.9777
2020-06-09,1.5935000000000001
2020-06-10,-3.2258
2020-06-11,2.0792
2020-06-12,-1.6286
2020-06-15,-4.1494
2020-06-16,5.1948
2020-06-17,6.9959
2020-06-18,1.9231
2020-06-19,5.283
2020-06-22,11.1111
2020-06-23,-2.5806
2020-06-24,-9.9338
2020-06-25,-12.5
2020-06-26,-10.9244
2020-06-29,-8.4906
2020-06-30,10.3093
2020-07-01,7.4766
2020-07-02,2.6087
2020-07-06,-4.2373
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,1.3274
2020-07-10,-4.8035
2020-07-13,0.0
2020-07-14,-8.2569
2020-07-15,9.5
2020-07-16,-5.0228
2020-07-17,2.4038
2020-07-20,2.8169
2020-07-21,-1.8265
2020-07-22,0.9302
2020-07-23,-4.6083
2020-07-24,-0.9662
2020-07-27,-0.4878
2020-07-28,-0.9804
2020-07-29,2.9703
2020-07-30,-5.2885
2020-07-31,0.5076
