ticker,STCB US Equity
2014-07-29,-14.2857
2014-08-05,33.3333
2014-08-06,12.5
2014-08-07,11.1056
2014-08-11,0.005
2014-08-12,0.0
2014-08-13,0.0
2014-08-18,9.995
2014-08-21,-9.0868
2014-08-22,-0.005
2014-08-29,-1.1951
2014-09-02,11.331
2014-09-03,0.0045
2014-09-08,3.6364
2014-09-09,-0.0044
2014-09-17,-8.767900000000001
2014-09-18,7.6923
2014-09-22,7.1429
2014-09-26,-8.3375
2014-09-29,5.4593
2014-09-30,3.4483
2014-10-01,6.6667
2014-10-06,1.5625
2014-10-09,-4.6154
2014-10-10,4.8387
2014-10-15,0.0
2014-10-16,0.0
2014-10-17,0.0
2014-10-20,0.0
2014-10-29,7.6923
2014-11-03,-1.4285999999999999
2014-11-14,-1.7391
2014-12-17,0.0
2014-12-23,3.2412
2014-12-26,0.0036
2015-03-13,-7.1429
2015-04-09,-7.6923
2015-04-20,16.6667
2015-04-21,-14.2857
2015-04-23,0.0
2015-04-27,-1.6667
2015-05-21,-15.2542
2015-05-27,0.0
2015-05-28,0.0
2015-06-01,0.0
2015-06-02,-10.0
2015-06-08,11.1111
2015-06-09,-10.0
2015-06-15,-11.1111
2015-06-16,-25.0
2015-06-22,-34.6667
2015-06-30,-47.9592
2015-07-02,-21.5686
2015-07-06,0.0
2015-07-14,0.0
2015-07-17,0.0
2015-07-23,-27.5
2015-07-30,-20.6897
2015-08-17,30.4348
2015-08-24,-33.3333
2015-08-31,25.0
2015-09-08,12.0
2015-09-11,-10.7143
2015-09-14,0.0
2015-09-17,-40.0
2015-09-18,20.0
2015-09-21,0.0
2015-09-23,0.0
2015-10-06,66.6667
2015-10-08,0.0
2015-10-23,0.0
2015-10-26,0.0
2015-12-07,-16.6667
2016-01-07,19.55
2016-02-01,-38.1012
2016-03-17,15.1351
2016-04-01,3.2864
2016-04-08,13.6364
2016-07-11,2.0
2016-07-12,-21.5686
2016-07-18,-8.0625
2016-07-21,0.0
2016-09-20,8.7695
2016-11-04,0.0
2016-12-09,-8.0625
2017-02-13,63.1543
2017-02-14,0.0
2017-02-15,-33.3333
2017-02-21,-90.0
2017-03-23,1400.0
2017-03-29,0.0
2017-03-30,-90.0
2017-04-05,400.0
2017-04-19,100.0
2017-04-20,0.0
2017-04-21,-50.0
2017-04-24,-17.3333
2017-04-28,61.2903
2017-05-01,0.0
2017-05-08,5.0
2017-05-22,19.0476
2017-06-01,-20.0
2017-06-15,0.0
2017-06-21,-7.5
2017-07-25,-35.1351
2017-08-08,0.0
2017-09-15,100.0
2017-10-09,16.6667
2017-10-13,-35.1429
2017-10-24,5.7269
2017-10-30,4.1667
2018-02-02,-25.0
2018-07-09,31.1111
2018-07-17,-16.7797
2018-08-10,12.0163
2018-08-13,-3.6364
2018-09-05,11.3208
2018-09-18,0.0
2018-12-18,-40.678
2018-12-21,42.8571
2018-12-27,-41.8
2019-03-06,3.0928
2019-03-07,0.0
2019-11-21,-33.3333
2019-12-09,-12.5
2019-12-23,-31.4286
2019-12-27,-8.325
2020-04-14,68.1665
2020-04-15,32.4324
2020-04-16,0.0
2020-04-17,12.2449
2020-04-20,5.4545
2020-04-21,-5.1724
2020-04-22,-27.2691
2020-04-23,24.9938
2020-04-27,-16.0
2020-04-28,0.0
2020-04-30,0.0
2020-05-01,19.0476
2020-05-04,0.0
2020-05-06,-4.0
2020-05-07,0.0
2020-05-11,0.0
2020-05-12,2.0833
2020-05-13,0.0
2020-05-19,0.0
2020-05-22,0.0
2020-05-26,1.2245
2020-06-01,-1.2097
2020-06-05,-14.2857
2020-06-12,-28.0952
2020-06-15,45.6954
2020-06-16,13.6364
2020-06-17,-12.0
2020-06-29,-9.0909
2020-07-07,-35.0
2020-07-08,71.5385
2020-07-09,-0.8969
2020-07-10,-9.5023
2020-07-14,-1.5
2020-07-17,6.599
2020-07-24,-9.5238
