ticker,SEDO US Equity
2019-04-24,0.4857
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,-3.3333
2019-04-30,-0.6897
2019-05-01,-4.5139
2019-05-02,-1.8182
2019-05-03,3.7037
2019-05-06,0.0
2019-05-07,3.2143
2019-05-08,0.346
2019-05-10,0.1724
2019-05-13,-6.0241
2019-05-14,1.4652
2019-05-15,-1.083
2019-05-16,-8.7591
2019-05-17,-3.196
2019-05-20,7.4336
2019-05-21,-0.3846
2019-05-22,-3.4749
2019-05-23,-3.6
2019-05-24,-0.4149
2019-05-28,4.1667
2019-05-29,-6.4
2019-05-30,4.7009
2019-05-31,0.0
2019-06-03,-16.3265
2019-06-04,7.3171
2019-06-05,13.6364
2019-06-06,-0.8
2019-06-07,-7.2581
2019-06-10,0.6522
2019-06-11,3.6717
2019-06-12,-4.1667
2019-06-13,-13.0435
2019-06-14,14.5
2019-06-17,-8.2969
2019-06-18,4.7619
2019-06-19,-4.5455
2019-06-20,4.7619
2019-06-21,2.2727
2019-06-24,0.0
2019-06-25,-2.2222
2019-06-26,0.0
2019-06-27,3.6364
2019-06-28,-1.3158
2019-07-01,0.0
2019-07-02,-9.7778
2019-07-03,3.4483
2019-07-05,0.0
2019-07-08,0.0
2019-07-09,-0.9524
2019-07-10,-1.4423
2019-07-11,0.0
2019-07-12,-2.439
2019-07-15,0.0
2019-07-16,5.0
2019-07-17,0.0
2019-07-18,6.6667
2019-07-19,0.0
2019-07-22,-12.0536
2019-07-23,-1.5228000000000002
2019-07-24,3.0928
2019-07-25,-4.5
2019-07-26,-4.712
2019-07-29,-12.0879
2019-07-30,2.5
2019-07-31,9.7561
2019-08-01,2.7778
2019-08-02,5.4054
2019-08-05,-5.1282
2019-08-06,1.0811
2019-08-07,-3.7433
2019-08-08,-7.2222
2019-08-09,-4.1916
2019-08-12,3.125
2019-08-13,2.4242
2019-08-14,0.5917
2019-08-15,-5.8824
2019-08-16,-7.5
2019-08-19,5.4054
2019-08-20,-6.4103
2019-08-21,-4.1096
2019-08-22,5.7143
2019-08-23,4.0541
2019-08-26,-9.0909
2019-08-27,14.2857
2019-08-28,9.375
2019-08-29,-5.7143
2019-08-30,0.0
2019-09-03,-13.3333
2019-09-04,18.1818
2019-09-05,-3.5503
2019-09-06,-2.454
2019-09-09,1.8868
2019-09-10,-6.7901
2019-09-11,5.9603
2019-09-12,-1.875
2019-09-13,-4.4586
2019-09-16,-6.6667
2019-09-17,3.9286
2019-09-18,5.8419
2019-09-19,0.0
2019-09-20,-2.5974
2019-09-23,-1.3333
2019-09-24,-6.0811
2019-09-25,0.0
2019-09-26,-15.1079
2019-09-27,-17.7966
2019-09-30,13.4021
2019-10-01,-0.9091
2019-10-02,3.6696999999999997
2019-10-03,4.4248
2019-10-04,-0.8475
2019-10-07,-13.6752
2019-10-08,2.9703
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,-9.6154
2019-10-14,-0.9574
2019-10-15,7.4114
2019-10-16,0.1
2019-10-17,4.8951
2019-10-18,0.0
2019-10-21,10.4762
2019-10-22,3.4483
2019-10-23,-2.5
2019-10-24,13.6752
2019-10-25,-0.7519
2019-10-28,3.7879
2019-10-29,-7.2993
2019-10-30,-4.7244
2019-10-31,-6.6116
2019-11-01,-11.5044
2019-11-04,-1.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,-5.5556
2019-11-08,-8.877
2019-11-11,-4.9296
2019-11-12,9.8765
2019-11-13,0.0
2019-11-14,-5.618
2019-11-15,-3.5714
2019-11-18,3.4444
2019-11-19,-6.9101
2019-11-20,-5.1282
2019-11-21,2.5676
2019-11-22,0.1318
2019-11-25,-7.8947
2019-11-26,-1.2857
2019-11-27,-5.9334
2019-11-29,0.0
2019-12-02,-48.0154
2019-12-03,-11.1867
2019-12-04,-20.1599
2019-12-05,-16.5275
2019-12-06,20.0
2019-12-09,-10.4167
2019-12-10,-6.9767
2019-12-11,-5.0
2019-12-12,-36.8421
2019-12-13,-16.6667
2019-12-16,-10.0
2019-12-17,17.7778
2019-12-18,-3.7736
2019-12-19,-16.6667
2019-12-20,21.5882
2019-12-23,-3.2414
2019-12-24,-5.0
2019-12-26,0.0
2019-12-27,5.2632
2019-12-30,-11.0
2019-12-31,17.9775
2020-01-02,-4.7619
2020-01-03,-9.9
2020-01-06,5.4384
2020-01-07,-10.526299999999999
2020-01-08,-11.7647
2020-01-09,-13.3333
2020-01-10,10.7692
2020-01-13,41.8056
2020-01-14,-5.9745
2020-01-15,-16.1458
2020-01-16,14.4099
2020-01-17,7.4701
2020-01-21,25.2778
2020-01-22,-11.2903
2020-01-23,-9.0909
2020-01-24,-20.0
2020-01-27,0.0
2020-01-28,-8.875
2020-01-29,-4.2867
2020-01-30,-14.0093
2020-01-31,0.0
2020-02-03,3.3333
2020-02-04,-1.6129
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,4.3607
2020-02-10,-21.4577
2020-02-11,0.0
2020-02-12,-32.2
2020-02-13,9.1445
2020-02-14,0.0
2020-02-18,66.2162
2020-02-19,-14.6341
2020-02-20,-13.3333
2020-02-21,37.1429
2020-02-24,0.0
2020-02-25,-35.8974
2020-02-26,25.0
2020-02-27,0.0
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,-25.0
2020-03-04,33.3333
2020-03-05,-0.2
2020-03-06,-27.8557
2020-03-09,-3.3333
2020-03-10,3.4483
2020-03-11,-11.1111
2020-03-12,-34.375
2020-03-13,138.0952
2020-03-16,0.0
2020-03-17,0.0
2020-03-18,0.0
2020-03-19,-10.0
2020-03-20,-11.1111
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,-7.5
2020-03-31,-2.7027
2020-04-01,8.0556
2020-04-02,-11.3111
2020-04-03,-33.3333
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,4.3478
2020-04-09,-29.1667
2020-04-13,17.647100000000002
2020-04-14,5.0
2020-04-15,42.8571
2020-04-16,20.0
2020-04-17,-18.0556
2020-04-20,-27.1186
2020-04-21,39.5349
2020-04-22,-1.6667
2020-04-23,-27.1186
2020-04-24,39.5349
2020-04-27,31.6667
2020-04-28,-6.3291
2020-04-29,-2.7027
2020-05-01,24.7222
2020-05-04,26.5033
2020-05-05,23.4155
2020-05-06,-0.1427
2020-05-07,-14.2857
2020-05-08,23.1667
2020-05-11,8.2544
2020-05-12,0.0
2020-05-13,-20.0
2020-05-14,13.9063
2020-05-15,20.0274
2020-05-18,-25.7143
2020-05-19,-4.6154
2020-05-20,12.9032
2020-05-21,26.7143
2020-05-22,-0.2255
2020-05-26,-23.7288
2020-05-27,0.7407
2020-05-28,0.7353
2020-05-29,19.562
2020-06-01,-9.0965
2020-06-02,5.91
2020-06-03,-4.3754
2020-06-04,5.9681999999999995
2020-06-05,0.0
2020-06-08,-8.3229
2020-06-09,2.3891
2020-06-10,9.3333
2020-06-11,-14.6341
2020-06-12,29.2857
2020-06-15,-22.6519
2020-06-16,7.1429
2020-06-17,0.6667
2020-06-18,-5.298
2020-06-22,0.0
2020-06-23,4.8951
2020-06-24,6.6667
2020-06-25,16.4375
2020-06-26,-24.3156
2020-06-29,0.5674
2020-06-30,14.9506
2020-07-01,26.8712
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,-14.4101
2020-07-08,9.209
2020-07-09,-6.8805
2020-07-10,11.1111
2020-07-13,-5.0
2020-07-14,-14.9474
2020-07-15,11.3861
2020-07-16,0.0
2020-07-17,-5.5556
2020-07-20,17.1765
2020-07-21,-18.8755
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,5.1361
2020-07-27,-5.827
2020-07-29,0.0
2020-07-30,12.375
2020-07-31,-4.3382
