ticker,WTRE US Equity
2019-08-16,0.9193
2019-08-19,3.0642
2019-08-20,-1.9687000000000001
2019-08-21,0.041
2019-08-22,-2.0893
2019-08-23,0.0
2019-08-26,0.2092
2019-08-27,-0.7098
2019-08-28,-1.1354
2019-08-29,-0.4679
2019-08-30,-0.8547
2019-09-03,0.6897
2019-09-04,2.8682
2019-09-05,2.164
2019-09-06,-1.2627
2019-09-09,2.4752
2019-09-10,4.1868
2019-09-11,1.0819
2019-09-12,0.0765
2019-09-13,2.4828
2019-09-16,-3.4663
2019-09-17,2.8958
2019-09-18,-2.2889
2019-09-19,-0.384
2019-09-20,-1.542
2019-09-23,1.8794
2019-09-24,0.8839
2019-09-25,2.2857
2019-09-26,-2.0857
2019-09-27,0.989
2019-09-30,1.5066000000000002
2019-10-01,-2.5974
2019-10-02,2.9714
2019-10-03,-4.2175
2019-10-04,4.7895
2019-10-07,-0.1106
2019-10-08,-1.5497999999999998
2019-10-09,1.1994
2019-10-10,1.4444
2019-10-11,0.1825
2019-10-14,-2.1501
2019-10-15,2.0484
2019-10-16,0.146
2019-10-17,0.2187
2019-10-18,1.7818
2019-10-21,-1.3219
2019-10-22,-0.0724
2019-10-23,2.2464
2019-10-24,-0.815
2019-10-25,1.4291
2019-10-28,-0.317
2019-10-29,0.4594
2019-10-30,-5.1354
2019-10-31,-0.1112
2019-11-01,0.7795
2019-11-04,-4.825
2019-11-05,0.1935
2019-11-06,-1.6609
2019-11-07,-0.3142
2019-11-08,-0.7092
2019-11-11,3.8889
2019-11-12,-0.3056
2019-11-13,-2.2989
2019-11-14,-0.0392
2019-11-15,2.1969
2019-11-18,0.691
2019-11-19,-0.5719
2019-11-20,-0.4218
2019-11-21,-1.4247
2019-11-22,1.2891
2019-11-25,1.2341
2019-11-26,0.8762
2019-11-27,0.3399
2019-11-29,1.8065
2019-12-02,-1.146
2019-12-03,-2.8048
2019-12-04,-0.2693
2019-12-05,1.1574
2019-12-06,0.9535
2019-12-09,3.4756
2019-12-10,1.2778
2019-12-11,-2.6316
2019-12-12,-0.4073
2019-12-13,-0.3346
2019-12-16,-0.5968
2019-12-17,0.4128
2019-12-18,-1.42
2019-12-19,-1.4405000000000001
2019-12-20,0.0769
2019-12-23,-0.7302
2019-12-24,-1.084
2019-12-26,0.0
2019-12-27,-1.1742
2019-12-30,-0.9505
2019-12-31,0.5998
2020-01-02,1.3911
2020-01-03,0.7448
2020-01-06,0.9339
2020-01-07,-1.889
2020-01-08,-1.1395
2020-01-09,-0.7552
2020-01-10,1.1213
2020-01-13,-0.0396
2020-01-14,-0.1189
2020-01-15,1.7057
2020-01-16,-0.585
2020-01-17,0.7454
2020-01-21,-0.1168
2020-01-22,-1.5205
2020-01-23,-0.1979
2020-01-24,-2.8957
2020-01-27,-2.7369
2020-01-28,-2.142
2020-01-29,-9.1845
2020-01-30,6.4272
2020-01-31,-2.9751
2020-02-03,-1.1899
2020-02-04,-0.2779
2020-02-05,2.2759
2020-02-06,0.2725
2020-02-07,0.0906
2020-02-10,0.4977
2020-02-11,0.9455
2020-02-12,4.9063
2020-02-13,0.5952
2020-02-14,-3.0854
2020-02-18,5.3642
2020-02-19,1.0762
2020-02-20,-0.6962
2020-02-21,-0.866
2020-02-24,-0.1664
2020-02-25,-2.2917
2020-02-26,0.0426
2020-02-27,-0.2558
2020-02-28,-2.4359
2020-03-02,4.3802
2020-03-03,-3.2312
2020-03-04,0.7372
2020-03-05,1.4636
2020-03-06,-4.4548
2020-03-09,-4.1741
2020-03-10,4.0315
2020-03-11,-7.5724
2020-03-12,-13.1566
2020-03-13,6.3263
2020-03-16,-15.292300000000001
2020-03-17,10.7825
2020-03-18,-25.2503
2020-03-19,19.4196
2020-03-20,0.4984
2020-03-23,-18.8469
2020-03-24,16.6539
2020-03-25,5.7629
2020-03-26,5.8824
2020-03-27,-9.5906
2020-03-30,-2.9754
2020-03-31,-2.3333
2020-04-01,-12.901
2020-04-02,4.5455
2020-04-03,-8.6207
2020-04-06,15.5045
2020-04-07,1.9886
2020-04-08,2.0891
2020-04-09,11.1869
2020-04-13,-5.8896
2020-04-14,-2.086
2020-04-15,-5.0599
2020-04-16,-4.2777
2020-04-17,6.7399000000000004
2020-04-20,-7.8929
2020-04-21,-4.3964
2020-04-22,2.65
2020-04-23,-1.3667
2020-04-24,-1.6166
2020-04-27,0.939
2020-04-28,-2.3256
2020-04-29,9.2857
2020-04-30,-10.3123
2020-05-01,-5.668
2020-05-04,4.0343
2020-05-05,-4.7855
2020-05-06,3.1196
2020-05-07,8.9076
2020-05-08,4.8611
2020-05-11,-5.8867
2020-05-12,-5.2385
2020-05-13,-3.5479000000000003
2020-05-14,0.0855
2020-05-15,-0.5983
2020-05-18,7.2227
2020-05-19,0.7217
2020-05-20,7.7229
2020-05-21,1.9217
2020-05-22,0.8702
2020-05-26,7.1172
2020-05-27,2.2819
2020-05-28,-2.2965999999999998
2020-05-29,-0.8059
2020-06-01,0.7448
2020-06-02,4.9731
2020-06-03,9.347
2020-06-04,-0.7611
2020-06-05,6.6667
2020-06-08,2.0465
2020-06-09,-1.1924
2020-06-10,-4.3335
2020-06-11,-12.9014
2020-06-12,3.4233000000000002
2020-06-15,0.5092
2020-06-16,1.1400000000000001
2020-06-17,-2.6925
2020-06-18,2.3810000000000002
2020-06-19,-1.0685
2020-06-22,0.5718
2020-06-23,0.4422
2020-06-24,-7.7987
2020-06-25,2.9332000000000003
2020-06-26,0.6627
2020-06-29,4.2133
2020-06-30,5.4327
2020-07-01,-0.4194
2020-07-02,-2.5872
2020-07-06,-0.1853
2020-07-07,-9.4059
2020-07-08,-0.5464
2020-07-09,-4.6703
2020-07-10,7.2767
2020-07-13,1.2089
2020-07-14,3.2515
2020-07-15,9.383
2020-07-16,0.8226
2020-07-17,1.7483
2020-07-20,0.2291
2020-07-21,0.2286
2020-07-22,-2.7366
2020-07-23,1.3482
2020-07-24,-2.0243
2020-07-27,0.4723
2020-07-28,0.5288
2020-07-29,4.2081
2020-07-30,-0.7852
2020-07-31,-7.2357
