ticker,CSTL US Equity
2019-12-13,9.5026
2019-12-16,-6.3729
2019-12-17,-6.7705
2019-12-18,5.7476
2019-12-19,-0.8079
2019-12-20,8.5524
2019-12-23,2.3192
2019-12-24,-1.8667
2019-12-26,-2.8872
2019-12-27,18.8877
2019-12-30,3.0891
2019-12-31,-1.9121000000000001
2020-01-02,-1.6002
2020-01-03,-2.3655
2020-01-06,7.6015
2020-01-07,-3.2648
2020-01-08,-3.9569
2020-01-09,0.9391
2020-01-10,0.8703
2020-01-13,-1.1901
2020-01-14,-7.558
2020-01-15,4.1368
2020-01-16,6.9127
2020-01-17,-5.237
2020-01-21,-4.6928
2020-01-22,4.0492
2020-01-23,-3.7359999999999998
2020-01-24,-3.3312
2020-01-27,0.368
2020-01-28,-0.0667
2020-01-29,-0.5337
2020-01-30,0.7378
2020-01-31,2.6631
2020-02-03,-1.8807
2020-02-04,1.7845
2020-02-05,0.3896
2020-02-06,0.4204
2020-02-07,-0.2254
2020-02-10,-3.357
2020-02-11,1.0354
2020-02-12,4.0331
2020-02-13,0.8262
2020-02-14,0.2206
2020-02-18,0.1572
2020-02-19,0.0628
2020-02-20,4.6125
2020-02-21,-2.7894
2020-02-24,-7.436
2020-02-25,-9.3833
2020-02-26,-1.3427
2020-02-27,11.5585
2020-02-28,0.0668
2020-03-02,2.8724
2020-03-03,-3.7662
2020-03-04,4.3185
2020-03-05,5.1423
2020-03-06,-0.9843
2020-03-09,-8.6052
2020-03-10,-0.2039
2020-03-11,-1.3283
2020-03-12,-11.4601
2020-03-13,-6.1598
2020-03-16,-4.113
2020-03-17,18.9341
2020-03-18,-15.4827
2020-03-19,5.6897
2020-03-20,14.6003
2020-03-23,-8.2206
2020-03-24,6.2427
2020-03-25,-3.3942
2020-03-26,6.1579
2020-03-27,0.605
2020-03-30,2.0516
2020-03-31,3.3276
2020-04-01,-3.4888
2020-04-02,-3.5801
2020-04-03,-1.4059
2020-04-06,10.3839
2020-04-07,1.2587
2020-04-08,-5.3647
2020-04-09,-3.0418
2020-04-13,1.7469000000000001
2020-04-14,4.7302
2020-04-15,-0.6691
2020-04-16,0.8757
2020-04-17,-1.1686
2020-04-20,2.9392
2020-04-21,-4.0368
2020-04-22,-4.7538
2020-04-23,4.0215
2020-04-24,1.6569
2020-04-27,-2.2411
2020-04-28,0.7989
2020-04-29,5.0999
2020-04-30,1.4098
2020-05-01,-8.3737
2020-05-04,-3.7403
2020-05-05,3.9223
2020-05-06,1.552
2020-05-07,9.0309
2020-05-08,0.3504
2020-05-11,3.1746
2020-05-12,13.4769
2020-05-13,-6.7516
2020-05-14,2.9369
2020-05-15,5.791
2020-05-18,-4.8064
2020-05-19,1.7111
2020-05-20,3.2543
2020-05-21,-0.3472
2020-05-22,1.6618
2020-05-26,-2.4519
2020-05-27,3.3784
2020-05-28,-0.183
2020-05-29,0.6548
2020-06-01,0.4424
2020-06-02,-0.3886
2020-06-03,-5.4616
2020-06-04,3.1637
2020-06-05,0.5067
2020-06-08,-0.1857
2020-06-09,1.967
2020-06-10,0.4953
2020-06-11,-4.0725999999999996
2020-06-12,0.1082
2020-06-15,4.7272
2020-06-16,0.4385
2020-06-17,-0.1798
2020-06-18,10.4965
2020-06-19,-1.3155000000000001
2020-06-22,-1.1915
2020-06-23,2.6982
2020-06-24,-8.3701
2020-06-25,-6.0391
2020-06-26,-5.239
2020-06-29,3.1918
2020-06-30,4.0873
2020-07-01,3.7941000000000003
2020-07-02,-1.6616
2020-07-06,3.2233
2020-07-07,2.9464
2020-07-08,2.7153
2020-07-09,4.4058
2020-07-10,-4.7673
2020-07-13,-0.5988
2020-07-14,3.5422000000000002
2020-07-15,4.9569
2020-07-16,-4.5898
2020-07-17,-0.093
2020-07-20,-0.9072
2020-07-21,-4.1784
2020-07-22,-1.8862999999999999
2020-07-23,0.1498
2020-07-24,-2.6677
2020-07-27,2.1516
2020-07-28,-0.5767
2020-07-29,-2.2699
2020-07-30,1.4194
2020-07-31,-1.4758
