ticker,SLGG US Equity
2019-07-16,3.354
2019-07-17,-0.9615
2019-07-18,-2.0631
2019-07-19,1.1152
2019-07-22,-0.1225
2019-07-23,-1.8405
2019-07-24,-3.125
2019-07-25,-0.9032
2019-07-26,0.7813
2019-07-29,0.0
2019-07-30,0.2584
2019-07-31,-0.5155
2019-08-01,1.6839
2019-08-02,-2.5478
2019-08-05,-5.8824
2019-08-06,0.6944
2019-08-07,-0.2759
2019-08-08,-4.0111
2019-08-09,0.1441
2019-08-12,-4.8921
2019-08-13,1.6641
2019-08-14,-4.0179
2019-08-15,1.2403
2019-08-16,-0.4594
2019-08-19,1.2308
2019-08-20,-1.9757
2019-08-21,2.3256
2019-08-22,-3.4848
2019-08-23,-2.6688
2019-08-26,-5.6452
2019-08-27,-12.6496
2019-08-28,-4.501
2019-08-29,-5.5328
2019-08-30,3.4707
2019-09-03,-9.6436
2019-09-04,-8.1206
2019-09-05,7.5758
2019-09-06,-5.1643
2019-09-09,-0.9901
2019-09-10,8.25
2019-09-11,9.6998
2019-09-12,1.0526
2019-09-13,14.375
2019-09-16,0.1821
2019-09-17,2.5455
2019-09-18,3.3688000000000002
2019-09-19,-4.1166
2019-09-20,-1.6099999999999999
2019-09-23,-5.2727
2019-09-24,-7.6775
2019-09-25,3.7422
2019-09-26,-8.8176
2019-09-27,-1.7582
2019-09-30,-3.5794
2019-10-01,-1.3921000000000001
2019-10-02,-2.3529
2019-10-03,0.241
2019-10-04,-1.4423
2019-10-07,0.2439
2019-10-08,-2.4331
2019-10-09,1.4963
2019-10-10,-6.6339
2019-10-11,3.4211
2019-10-14,-6.6158
2019-10-15,4.6294
2019-10-16,0.263
2019-10-17,-2.3377
2019-10-18,-2.3936
2019-10-21,-4.0872
2019-10-22,-9.6591
2019-10-23,-5.0314
2019-10-24,20.8609
2019-10-25,-4.1096
2019-10-28,-0.5714
2019-10-29,-4.5977
2019-10-30,0.3012
2019-10-31,6.1562
2019-11-01,11.4569
2019-11-04,-8.3756
2019-11-05,0.277
2019-11-06,-3.5911999999999997
2019-11-07,-7.7364
2019-11-08,-2.1739
2019-11-11,-2.2222
2019-11-12,-2.9221
2019-11-13,2.0067
2019-11-14,-1.9672
2019-11-15,-1.0033
2019-11-18,-8.1081
2019-11-19,-16.1765
2019-11-20,-9.2105
2019-11-21,0.4831
2019-11-22,0.9615
2019-11-25,4.7524
2019-11-26,1.8274
2019-11-27,4.9107
2019-11-29,5.1064
2019-12-02,-5.2632
2019-12-03,17.9658
2019-12-04,-4.3617
2019-12-05,-2.2727
2019-12-06,3.4884
2019-12-09,6.367
2019-12-10,-6.338
2019-12-11,-9.3985
2019-12-12,7.0539
2019-12-13,4.6512
2019-12-16,0.0
2019-12-17,-2.2222
2019-12-18,7.197
2019-12-19,-14.4876
2019-12-20,3.3058
2019-12-23,1.6
2019-12-24,1.5748
2019-12-26,3.4884
2019-12-27,-8.1873
2019-12-30,-4.5443
2019-12-31,0.8547
2020-01-02,1.6949
2020-01-03,-0.8333
2020-01-06,-0.8403
2020-01-07,18.6441
2020-01-08,5.7143
2020-01-09,-8.9527
2020-01-10,0.141
2020-01-13,4.4909
2020-01-14,27.6596
2020-01-15,-1.9444
2020-01-16,0.5666
2020-01-17,-1.6901000000000002
2020-01-21,0.0
2020-01-22,-5.7307
2020-01-23,-4.5593
2020-01-24,-4.4586
2020-01-27,-7.3333
2020-01-28,6.4748
2020-01-29,-5.7432
2020-01-30,-1.4337
2020-01-31,-5.0909
2020-02-03,6.1303
2020-02-04,3.6101
2020-02-05,-5.2265
2020-02-06,1.1029
2020-02-07,0.3636
2020-02-10,-2.5362
2020-02-11,-3.3457
2020-02-12,-1.9231
2020-02-13,-1.5686
2020-02-14,1.992
2020-02-18,4.6875
2020-02-19,12.6866
2020-02-20,-2.3179
2020-02-21,0.0
2020-02-24,-7.1186
2020-02-25,9.4891
2020-02-26,19.3333
2020-02-27,-5.5866
2020-02-28,0.0
2020-03-02,-2.3669000000000002
2020-03-03,-2.4242
2020-03-04,0.0
2020-03-05,-2.1739
2020-03-06,-7.3016
2020-03-09,-2.7397
2020-03-10,-5.2817
2020-03-11,-5.3903
2020-03-12,-19.4499
2020-03-13,-2.9268
2020-03-16,-5.0251
2020-03-17,-3.5026
2020-03-18,-0.2084
2020-03-19,23.0769
2020-03-20,-1.7856999999999998
2020-03-23,-13.1818
2020-03-24,0.5236
2020-03-25,30.2083
2020-03-26,-4.8
2020-03-27,-3.3613
2020-03-30,-4.3478
2020-03-31,0.0
2020-04-01,2.2727
2020-04-02,-8.0
2020-04-03,42.029
2020-04-06,5.102
2020-04-07,-1.6181
2020-04-08,-4.6053
2020-04-09,10.0
2020-04-13,-6.5831
2020-04-14,4.0268
2020-04-15,6.4516
2020-04-16,0.0
2020-04-17,-5.4545
2020-04-20,-7.0513
2020-04-21,-0.6897
2020-04-22,-0.3472
2020-04-23,4.1812
2020-04-24,0.0
2020-04-27,-0.6689
2020-04-28,-1.0101
2020-04-29,-3.7415000000000003
2020-04-30,-4.2403
2020-05-01,-11.4391
2020-05-04,0.4167
2020-05-05,14.9378
2020-05-06,1.083
2020-05-07,-0.7143
2020-05-08,0.0
2020-05-11,15.8273
2020-05-12,41.3043
2020-05-13,-20.2198
2020-05-14,12.6722
2020-05-15,-20.0489
2020-05-18,-6.422
2020-05-19,0.9804
2020-05-20,-1.9417
2020-05-21,-7.2607
2020-05-22,-3.5587
2020-05-26,3.69
2020-05-27,0.7117
2020-05-28,-4.5936
2020-05-29,22.2222
2020-06-01,5.0
2020-06-02,-9.9567
2020-06-03,5.4487
2020-06-04,-3.0395
2020-06-05,-1.5674000000000001
2020-06-08,4.4586
2020-06-09,-8.2317
2020-06-10,-1.9933999999999998
2020-06-11,-4.4068
2020-06-12,-2.8369
2020-06-15,-1.8248
2020-06-16,1.1152
2020-06-17,-0.3676
2020-06-18,0.0
2020-06-19,-5.1661
2020-06-22,-3.5019
2020-06-23,2.8226
2020-06-24,-3.5294
2020-06-25,-1.2195
2020-06-26,-5.3498
2020-06-29,5.6522
2020-06-30,-1.2346
2020-07-01,4.5833
2020-07-02,-5.1793
2020-07-06,2.1008
2020-07-07,1.2346
2020-07-08,3.252
2020-07-09,-3.5433
2020-07-10,0.0
2020-07-13,-4.0816
2020-07-14,-1.7021
2020-07-15,4.7619
2020-07-16,1.6529
2020-07-17,-1.2195
2020-07-20,-2.8807
2020-07-21,1.6949
2020-07-22,-0.8333
2020-07-23,0.0
2020-07-24,-1.6806999999999999
2020-07-27,0.0
2020-07-28,-2.1368
2020-07-29,-1.7467000000000001
2020-07-30,2.2222
2020-07-31,-3.4783
