ticker,CPAI US Equity
2016-03-30,-6.6667
2016-04-01,0.0
2016-04-22,21.4286
2016-04-28,2.9412000000000003
2016-04-29,14.2857
2016-05-02,50.0
2016-05-03,10.0
2016-05-06,16.2879
2016-05-09,-14.0065
2016-05-10,0.0
2016-05-11,0.0
2016-05-17,-39.3939
2016-05-19,0.0
2016-05-23,-19.375
2016-05-25,39.5349
2016-05-27,-18.0556
2016-05-31,-18.6441
2016-06-01,53.3333
2016-06-14,-2.1739
2016-06-24,-33.3333
2016-06-27,-12.5
2016-06-30,-22.8571
2016-08-18,24.0741
2016-09-12,19.403
2016-10-13,0.0
2016-10-14,6.6667
2016-10-17,84.375
2016-10-21,-1.6949
2016-10-24,3.4483
2016-10-26,16.6667
2016-10-27,68.0357
2016-10-28,19.0223
2016-10-31,3.5714
2016-11-01,0.0
2016-11-02,-2.069
2016-11-03,1.4085
2016-11-04,-2.7778
2016-11-07,0.0
2016-11-08,7.1429
2016-11-10,13.3333
2016-11-11,11.7647
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-18,5.2632
2016-11-22,0.0
2016-11-23,5.0
2016-11-25,4.7619
2016-11-28,0.0
2016-11-30,13.6364
2016-12-01,36.0
2016-12-02,11.7647
2016-12-05,21.0526
2016-12-06,4.3478
2016-12-07,-18.75
2016-12-08,2.3077
2016-12-12,-2.2556
2016-12-19,-23.141
2016-12-21,-33.2777
2016-12-22,0.0
2016-12-23,-40.0
2016-12-27,150.0
2016-12-28,-33.3333
2016-12-29,-20.0
2016-12-30,37.5
2017-01-03,22.7273
2017-01-04,7.4074
2017-01-05,0.0
2017-01-06,-29.6552
2017-01-09,0.0
2017-01-10,32.3529
2017-01-11,-11.1111
2017-01-12,-41.6667
2017-01-17,0.0
2017-01-20,85.7143
2017-01-24,0.0
2017-01-25,-46.1538
2017-01-26,28.5714
2017-01-31,-11.1111
2017-02-10,0.0
2017-02-13,-25.0
2017-02-14,-8.3333
2017-02-16,3.6364
2017-02-17,22.807
2017-03-08,-28.5714
2017-03-13,0.0
2017-03-17,10.0
2017-03-23,18.1818
2017-03-27,-38.4615
2017-04-07,-32.5
2017-04-26,0.0
2017-04-27,-11.1111
2017-05-02,-6.25
2017-05-04,-1.6667
2017-05-10,-40.3955
2017-05-11,0.0
2017-05-23,-16.5877
2017-07-25,-9.0909
2017-09-08,0.0
2017-09-19,1.0
2017-09-20,76.7327
2017-11-28,-57.423
2017-12-07,-1.3158
2017-12-29,-20.0
2018-02-02,18.3333
2018-02-06,40.8451
2018-02-08,70.0
2018-02-14,-11.7647
2018-02-16,-33.3333
2018-04-17,15.0
2018-04-18,38.2609
2018-04-24,-43.3962
2018-05-30,-33.3333
2018-06-18,183.3333
2018-06-19,-11.7647
2018-06-22,-20.0
2018-06-25,-16.6667
2018-07-03,0.0
2018-10-01,0.0
2018-10-17,-29.8
2018-10-22,0.0
2018-12-07,-8.8319
2019-01-30,-6.25
2019-02-04,0.0
2019-02-06,0.0
2019-02-12,0.0
2019-03-05,0.0
2019-03-08,6.6667
2019-04-04,-6.25
2019-04-25,0.0
2019-05-03,0.0
2019-05-15,0.0
2019-06-19,-33.3333
2019-07-03,2.5
2019-09-05,-2.439
2019-12-10,-72.5
2019-12-30,81.8182
2020-01-14,500.0
2020-01-15,233.3333
2020-01-16,-15.0
2020-01-17,-41.2647
2020-01-21,-41.9129
2020-01-22,-39.6552
2020-01-23,-25.7143
2020-01-24,-3.8462
2020-01-28,4.0
2020-01-31,-1.9231
2020-02-04,0.0
2020-02-10,-17.647100000000002
2020-02-13,-23.8095
2020-03-05,6.25
2020-03-09,-38.2353
2020-03-12,4.7619
2020-03-18,0.0
2020-03-19,0.0
2020-03-26,20.5909
2020-03-31,-47.2296
2020-04-20,0.0
2020-04-28,-14.2857
2020-04-29,16.6667
2020-04-30,0.0
2020-05-22,0.0
2020-05-28,-14.2857
2020-06-04,0.0
2020-07-09,191.6667
2020-07-23,-82.8571
