ticker,MDWT US Equity
2018-01-31,-19.4415
2018-02-13,-51.9333
2018-02-14,0.0
2018-02-16,-13.8696
2018-02-20,0.0
2018-02-21,13.6683
2018-02-26,-12.0247
2018-02-27,1.4493
2018-02-28,-1.4285999999999999
2018-03-01,28.8245
2018-03-02,-25.0
2018-03-05,-16.6667
2018-03-06,-15.0
2018-03-09,41.1765
2018-03-12,-8.3333
2018-03-13,9.0909
2018-03-14,-33.3333
2018-03-19,75.0
2018-03-21,7.1429
2018-03-27,33.3333
2018-03-28,-10.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-05,0.0
2018-04-06,44.4444
2018-04-09,-53.8462
2018-04-12,66.6667
2018-04-13,0.0
2018-04-16,20.0
2018-04-17,-16.6667
2018-04-18,-40.0
2018-04-19,48.1833
2018-04-20,-10.0214
2018-04-24,12.5
2018-04-26,-22.2222
2018-04-30,0.0
2018-05-01,-35.7143
2018-05-03,122.2222
2018-05-10,-39.0
2018-05-23,-18.0328
2018-05-25,20.0
2018-06-01,-16.6667
2018-06-08,0.0
2018-06-20,-10.0
2018-06-22,11.1111
2018-07-02,60.0
2018-07-05,-50.0
2018-07-06,0.0
2018-07-09,43.75
2018-07-18,-30.4348
2018-07-23,50.0
2018-07-24,-50.0
2018-07-25,0.0
2018-07-30,-16.6667
2018-07-31,0.0
2018-08-01,-17.6
2018-08-03,0.0
2018-08-07,-2.4272
2018-08-08,24.3781
2018-08-14,0.0
2018-08-15,-12.0
2018-08-22,81.8182
2018-08-23,0.0
2018-08-24,0.0
2018-08-27,22.5
2018-08-28,-44.898
2018-08-29,57.4074
2018-08-30,5.8824
2018-08-31,-33.3333
2018-09-04,-40.0
2018-09-06,11.1111
2018-09-07,2.5
2018-09-11,52.439
2018-09-13,-4.0
2018-09-14,-3.3333
2018-09-17,37.931
2018-09-18,21.25
2018-09-19,-19.5876
2018-09-20,-21.7949
2018-09-21,44.2623
2018-09-27,-31.8182
2018-09-28,-40.0
2018-10-08,16.6667
2018-10-10,0.0
2018-10-15,-4.7619
2018-10-17,0.0
2018-10-24,5.0
2018-11-01,83.3333
2018-11-02,-2.5974
2018-11-05,30.6667
2018-11-12,-38.5714
2018-11-21,0.0
2018-11-26,17.9734
2018-11-30,-1.4362
2018-12-04,-28.5714
2018-12-06,40.0
2018-12-11,-14.2857
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,-26.0
2018-12-17,35.1351
2018-12-18,46.6667
2018-12-19,-9.0909
2018-12-21,22.5
2018-12-24,0.0
2018-12-26,36.7347
2018-12-27,19.403
2018-12-28,30.125
2019-01-02,-26.0327
2019-01-04,0.0
2019-01-07,16.8831
2019-01-09,0.0
2019-01-14,-14.4444
2019-01-22,2.987
2019-01-25,0.8827
2019-02-04,0.0
2019-02-05,0.0
2019-02-08,25.0
2019-02-11,50.0
2019-02-13,0.0
2019-02-15,31.3333
2019-02-19,-0.5076
2019-03-01,-68.8776
2019-03-04,39.5902
2019-03-07,-6.0482
2019-03-11,-12.5
2019-03-12,-25.7143
2019-03-15,0.0
2019-03-20,0.0
2019-03-26,73.0769
2019-03-28,-33.3333
2019-04-01,0.0
2019-04-04,0.0
2019-04-08,-8.3333
2019-04-15,10.0
2019-04-29,32.2314
2019-04-30,-31.25
2019-05-06,45.4545
2019-05-09,-31.25
2019-05-15,0.0
2019-05-21,45.4545
2019-05-28,-31.125
2019-06-19,45.1906
2019-06-20,-30.0
2019-06-21,0.0
2019-06-25,42.8571
2019-07-09,-30.0
2019-07-10,8.9286
2019-07-11,-8.1967
2019-07-12,0.0
2019-07-16,-1.6071
2019-07-19,-14.7005
2019-07-31,6.383
2019-08-08,56.0
2019-08-12,-39.7436
2019-08-14,-30.8511
2019-08-15,23.0769
2019-08-21,13.75
2019-08-30,-12.0879
2019-09-09,95.0
2019-09-12,-23.0769
2019-09-18,10.0
2019-09-19,-17.4242
2019-09-25,21.1009
2019-09-27,4.5455
2019-10-01,-5.7971
2019-10-03,7.6923
2019-10-07,-41.8571
2019-10-09,38.5749
2019-10-15,2.8369
2019-10-21,20.6897
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,-28.5714
2019-11-07,38.0
2019-11-11,1.4493
2019-11-14,0.0
2019-11-15,12.857099999999999
2019-11-19,-24.0506
2019-11-22,0.0
2019-11-25,66.5
2019-12-05,-4.9049
2019-12-06,5.1579
2019-12-10,-12.9129
2019-12-12,0.0
2019-12-13,6.3218
2019-12-16,8.0
2019-12-20,-10.01
2019-12-24,-3.2258
2019-12-26,-31.0345
2019-12-27,8.3333
2019-12-31,0.0
2020-01-06,19.2308
2020-01-16,-14.8387
2020-02-24,4.5455
2020-03-13,1.4493
2020-03-24,0.0
2020-04-03,0.0
2020-04-17,-28.5714
2020-04-20,58.0
2020-04-21,-11.3924
2020-05-07,14.2857
2020-05-08,0.0
2020-05-13,37.5
2020-06-01,-12.5
2020-06-02,-14.2857
2020-06-05,3.0303
2020-06-08,17.647100000000002
2020-06-12,-38.0
2020-06-17,1.6129
2020-06-18,-1.4285999999999999
2020-06-22,109.3398
2020-06-23,-30.3654
2020-06-30,-21.5686
2020-07-07,0.0
2020-07-13,20.4225
2020-07-20,-16.9591
2020-07-29,11.2676
2020-07-30,26.5823
