ticker,GLWA US Equity
2007-05-24,-45.0
2007-05-29,-9.0909
2007-05-31,0.0
2007-06-01,20.0
2007-06-04,-16.6667
2007-06-06,0.0
2007-06-11,20.0
2007-06-12,16.6667
2007-06-14,150.0
2007-06-15,-14.2857
2007-06-18,0.0
2007-06-19,-33.3333
2007-06-20,0.0
2007-06-21,0.0
2007-06-22,-25.0
2007-06-25,-20.0
2007-06-27,50.0
2007-06-28,-2.7778
2007-06-29,-37.1429
2007-07-05,9.0909
2007-07-06,-8.3333
2007-07-10,-9.0909
2007-07-11,100.0
2007-07-16,-45.0
2007-07-18,36.3636
2007-07-23,-16.6667
2007-07-26,-36.0
2007-07-27,50.0
2007-07-30,-23.1771
2007-08-02,30.1695
2007-08-03,0.0
2007-08-06,-33.3333
2007-08-07,0.0
2007-08-13,0.0
2007-08-14,-37.5
2007-08-16,20.0
2007-08-20,33.3333
2007-08-23,25.0
2007-08-27,-20.0
2007-09-04,0.0
2007-09-11,25.0
2007-09-12,0.0
2007-09-13,0.0
2007-09-14,0.0
2007-09-17,-20.0
2007-09-18,0.0
2007-09-19,-12.5
2007-09-20,42.8571
2007-09-21,-20.0
2007-10-02,87.5
2007-10-03,-3.3333
2007-10-08,3.4483
2007-10-09,0.0
2007-10-12,-0.6667
2007-10-16,-6.0403
2007-10-22,0.0
2007-10-31,-42.8571
2007-11-01,0.0
2007-11-13,100.0
2007-11-15,-37.5
2007-11-19,50.0
2007-11-20,6.6667
2007-11-21,0.0
2007-11-27,-31.25
2007-12-19,45.4545
2007-12-31,-56.25
2008-01-02,-14.2857
2008-01-04,81.6667
2008-01-07,-44.9541
2008-01-17,0.0
2008-01-31,0.0
2008-02-19,-33.3333
2008-02-25,-25.0
2008-02-26,33.3333
2008-02-27,50.0
2008-03-12,-33.3333
2008-03-20,0.0
2008-03-28,25.0
2008-03-31,0.0
2008-04-01,0.0
2008-04-11,-20.0
2008-04-21,25.0
2008-04-25,-20.0
2008-05-05,25.0
2008-05-07,20.0
2008-05-15,-16.6667
2008-05-29,-60.0
2008-05-30,0.0
2008-06-02,-25.0
2008-06-09,100.0
2008-06-24,-66.6667
2008-06-26,0.0
2008-07-15,150.0
2008-07-16,0.0
2008-07-30,300.0
2008-08-12,0.0
2008-09-05,0.0
2008-09-09,-20.0
2008-09-16,-37.5
2008-09-18,0.0
2008-09-22,0.0
2008-09-30,0.0
2008-10-09,-40.0
2008-10-13,0.0
2008-10-17,-16.6667
2008-10-20,-20.0
2008-10-21,50.0
2008-10-27,0.0
2008-11-03,-66.6667
2008-11-25,0.0
2008-12-12,-90.0
2008-12-30,1900.0
2008-12-31,-50.0
2009-01-06,-90.0
2009-01-08,1900.0
2009-01-16,-25.0
2009-02-23,0.0
2009-03-13,-78.75
2009-03-27,1782.3529
2009-04-15,-16.6667
2009-04-16,-97.0
2009-05-26,566.6667
2009-06-05,50.0
2009-08-12,0.0
2009-08-27,-33.3333
2009-08-28,0.0
2009-11-04,0.0
2009-11-10,-85.0
2009-11-11,-87.5
2009-11-30,66.6667
2009-12-08,8860.0
2009-12-28,-98.6607
2010-01-13,33.3333
2010-10-22,-50.5556
2010-11-16,0.0
2010-12-20,0.0
2011-05-03,3046.0674
2011-05-11,0.0
2011-05-20,474.2857
2011-05-23,-82.5871
2011-05-27,1185.7143
2011-07-05,-99.2222
2011-07-12,-68.2143
2011-07-14,15630.3371
2011-07-26,-91.4286
2011-08-26,800.0
2011-08-29,114.8148
2011-09-01,-31.0345
2011-09-08,-70.0
2011-09-09,-8.3333
2011-10-13,-27.2727
2011-11-03,0.0
2011-11-08,0.0
2011-12-27,-37.5
2011-12-29,-20.0
2012-03-19,0.0
2012-04-13,0.0
2012-07-06,0.0
2012-08-01,0.0
2012-08-07,0.0
2012-09-05,-25.0
2012-10-19,100.0
2012-11-15,-33.3333
2013-05-20,-45.0
2013-05-29,0.0
2013-07-02,0.0
2013-07-15,0.0
2013-07-29,90.9091
2013-07-30,0.0
2013-11-08,-52.381
2013-11-18,90.0
2013-12-11,-5.2632
2013-12-17,0.0
2013-12-23,9.4444
2013-12-30,-8.6294
2014-04-14,-16.6667
2014-04-21,0.0
2014-06-18,0.0
2014-08-27,0.0
2014-09-05,0.0
2014-09-08,0.0
2014-11-06,0.0
2014-12-04,0.0
2015-01-06,0.0
2015-04-27,0.0
2016-02-03,-33.3333
2016-12-27,-90.0
2017-03-09,0.0
2017-08-28,0.0
2018-09-25,2400.0
2018-09-26,-96.0
2019-02-07,0.0
2019-02-19,900.0
2019-03-04,-90.0
2019-05-14,50.0
2019-06-11,566.6667
2019-10-28,-86.0
2019-12-10,0.0
2020-07-15,614.2857
2020-07-31,450.0
