ticker,HNFSB US Equity
2012-08-06,5.3254
2012-08-13,7.0724
2012-08-15,0.0
2012-08-17,2.1053
2012-09-05,4.1237
2012-09-17,1.9802
2012-09-21,-2.0388
2013-01-23,-4.3876
2013-02-22,8.8862
2013-03-08,-7.7925
2013-04-23,0.0
2013-09-04,5.461
2013-09-09,0.0
2013-09-24,0.0
2013-10-04,-2.1683
2013-10-25,11.2134
2013-11-25,4.9126
2013-11-27,-0.0435
2014-01-29,0.0435
2014-01-30,0.0174
2014-05-06,1.1983
2014-05-23,16.535
2015-01-08,-1.8222
2015-08-27,-19.5731
2015-08-28,-4.2654
2015-09-01,3.9604
2015-10-22,-8.5714
2015-10-23,0.0
2015-10-30,-2.0833
2015-11-02,0.0
2015-11-04,2.1277
2015-11-20,-5.9702
2015-11-23,1.9887000000000001
2015-11-30,-0.3268
2015-12-10,0.0
2016-01-07,0.5464
2016-02-17,-7.0591
2016-02-18,-0.2933
2016-02-19,-1.1764999999999999
2016-02-26,0.0
2016-03-30,4.1667
2016-03-31,1.7143000000000002
2016-04-01,-0.0112
2016-04-12,-2.1238
2016-05-13,0.4319
2016-07-01,0.5161
2016-09-01,0.1545
2016-09-12,0.0
2016-10-03,0.0
2016-10-07,-0.2857
2016-10-13,3.14
2016-11-02,6.6667
2016-11-16,0.2873
2016-12-23,8.3333
2016-12-30,-1.9231
2017-01-23,0.9804
2017-04-18,2.2147
2017-05-16,-0.6923
2017-05-17,0.9615
2017-06-05,-1.9048
2017-06-23,-0.9709
2017-07-12,0.9804
2017-07-26,0.0
2017-07-28,0.0
2017-09-22,-0.4854
2017-09-26,0.4878
2017-10-06,0.7282
2017-10-09,-0.7229
2017-10-10,-0.4854
2017-10-11,-2.439
2017-10-20,-1.0
2017-11-07,1.0101
2017-12-01,0.0
2017-12-19,0.0
2017-12-20,0.02
2018-01-09,0.9798
2018-01-25,0.0
2018-01-30,-0.5545
2018-02-07,-0.4381
2018-02-13,-1.0
2018-02-14,-3.0303
2018-03-05,0.0
2018-03-20,-1.0417
2018-05-10,0.0
2018-05-22,-2.0
2018-06-05,0.9667
2018-06-07,1.6489
2018-06-27,-1.6221999999999999
2018-06-28,-0.5319
2018-07-17,0.5348
2018-07-27,1.0638
2018-08-02,1.0526
2018-08-09,0.0
2018-08-29,0.0
2018-09-26,-3.125
2018-09-28,1.8817
2018-10-05,-1.847
2018-11-14,1.0753
2018-11-20,-2.1277
2018-11-26,0.0
2018-12-10,-2.1739
2018-12-12,-1.0
2018-12-19,-0.1122
2018-12-26,-0.5618
2018-12-28,-0.2825
2018-12-31,-0.2833
2019-01-04,1.7045
2019-02-01,-5.0279
2019-03-18,3.5294
2019-03-20,0.0
2019-03-29,1.7045
2019-04-16,-1.1173
2019-05-22,0.0
2019-07-01,0.0
2019-07-25,-1.1299
2019-09-10,-1.1429
2019-09-27,-1.7341
2019-10-07,-5.8824
2019-10-15,-1.25
2019-10-31,0.0
2019-11-25,-2.1912
2019-12-23,-1.2857
2020-03-10,0.3631
2020-03-13,-7.9069
2020-05-14,4.697
2020-06-30,-2.7397
2020-07-07,2.8169
2020-07-09,-4.1096
2020-07-28,0.0
