ticker,CNBB US Equity
2018-10-30,-2.1538
2018-11-09,-1.2579
2018-11-13,1.1146
2018-11-20,1.5748
2018-11-29,-0.7752
2018-12-11,-1.5625
2018-12-14,3.1746
2018-12-17,1.5385
2018-12-19,0.0
2018-12-21,3.0303
2018-12-31,-4.62
2019-01-02,-6.25
2019-01-10,30.0
2019-01-18,-2.5641
2019-01-24,-17.1053
2019-01-29,0.1905
2019-01-30,21.1977
2019-01-31,-13.7255
2019-02-01,0.1515
2019-02-05,2.8744
2019-02-07,-1.4706000000000001
2019-02-08,0.0
2019-02-12,0.0
2019-02-14,0.0
2019-02-21,0.2985
2019-02-22,4.1369
2019-02-25,-3.401
2019-03-01,2.071
2019-03-04,-0.5797
2019-03-05,2.0408
2019-03-27,-2.4286
2019-04-01,0.7375
2019-04-03,0.0
2019-04-09,0.1464
2019-04-12,2.3392
2019-04-15,4.2857
2019-04-24,1.3699
2019-04-26,4.7297
2019-05-10,-4.5161
2019-05-14,-4.0541
2019-05-15,-0.7042
2019-06-04,4.2553
2019-06-28,1.3699
2019-07-24,-1.3514
2019-07-25,-0.6849
2019-07-29,2.069
2019-07-30,0.0
2019-07-31,0.0
2019-08-05,0.0
2019-08-22,-1.8919000000000001
2019-09-06,2.3416
2019-09-09,0.3499
2019-09-12,1.9313
2019-09-13,0.0
2019-09-26,-1.2894999999999999
2019-10-04,4.0268
2019-10-09,0.6452
2019-10-15,-1.2821
2019-10-16,-2.0519
2019-10-17,3.4208
2019-11-06,-0.641
2019-11-20,3.2258
2019-11-25,10.0
2019-11-27,-9.6136
2019-12-03,0.5783
2019-12-09,-0.5753
2019-12-11,-1.6593
2019-12-13,2.2756
2019-12-19,-2.125
2019-12-26,4.7254000000000005
2019-12-27,-4.5122
2020-01-08,1.0597
2020-01-27,0.2813
2020-01-29,4.5652
2020-01-31,-2.439
2020-02-03,0.0
2020-02-06,-1.675
2020-02-07,0.0
2020-02-10,0.0763
2020-02-14,0.5081
2020-02-21,-0.1517
2020-02-24,-1.2658
2020-02-25,-2.5385
2020-02-26,-0.0263
2020-02-27,0.0
2020-02-28,-2.6316
2020-03-06,0.8378
2020-03-09,-8.0675
2020-03-10,7.8426
2020-03-12,0.0
2020-03-16,-13.4901
2020-03-17,3.125
2020-03-18,-6.0609
2020-03-23,0.0003
2020-03-25,14.5161
2020-03-27,-2.1411
2020-04-17,-7.1343
2020-04-20,-1.624
2020-04-23,0.0
2020-04-27,-2.6667
2020-04-28,-0.0326
2020-04-29,6.0359
2020-05-01,-5.5385
2020-05-04,0.9772
2020-05-08,-0.9032
2020-05-14,4.1667
2020-06-03,-1.5625
2020-06-04,0.0
2020-06-05,0.0
2020-06-08,0.0
2020-06-09,0.0
2020-06-10,-0.1587
2020-06-11,-0.159
2020-06-12,-2.0701
2020-06-16,1.7886
2020-06-17,0.3195
2020-06-22,0.0
2020-06-23,-0.4777
2020-06-24,-2.4
2020-06-25,0.918
2020-06-29,-1.6244
2020-06-30,-0.8661
2020-07-02,2.4866
2020-07-06,0.0
2020-07-09,1.6393
2020-07-13,-1.2903
2020-07-27,3.7582
2020-07-28,-1.5748
