ticker,BCYC US Equity
2019-10-14,0.2066
2019-10-15,-1.3402
2019-10-16,0.9404
2019-10-17,-0.7246
2019-10-18,1.2513
2019-10-21,-0.9269
2019-10-22,-2.2869
2019-10-23,1.1702
2019-10-24,-2.734
2019-10-25,2.4865
2019-10-28,-2.9536
2019-10-29,2.1739
2019-10-30,2.766
2019-10-31,0.0
2019-11-01,-4.3478
2019-11-04,1.6775
2019-11-05,-12.6131
2019-11-06,7.43
2019-11-07,-3.7415000000000003
2019-11-08,-0.4711
2019-11-11,-4.0237
2019-11-12,0.3699
2019-11-13,5.8354
2019-11-14,8.6477
2019-11-15,0.3654
2019-11-18,0.9346
2019-11-19,2.0882
2019-11-20,-5.9917
2019-11-21,-5.2747
2019-11-22,-2.3202
2019-11-25,-0.8314
2019-11-26,2.9939999999999998
2019-11-27,-3.1395
2019-11-29,5.1621
2019-12-02,-3.9954
2019-12-03,2.3781
2019-12-04,-10.453
2019-12-05,16.7315
2019-12-06,-6.6667
2019-12-09,-8.5714
2019-12-10,2.474
2019-12-11,-1.5248
2019-12-12,1.2903
2019-12-13,-0.6369
2019-12-16,2.8205
2019-12-17,3.4913
2019-12-18,3.6145
2019-12-19,-5.1093
2019-12-20,-1.2328000000000001
2019-12-23,-0.4963
2019-12-24,20.8229
2019-12-26,-3.7668
2019-12-27,-2.7346
2019-12-30,7.4972
2019-12-31,-3.2821
2020-01-02,4.1357
2020-01-03,1.1202
2020-01-06,4.3817
2020-01-07,10.4669
2020-01-08,6.6376
2020-01-09,-4.3407
2020-01-10,-4.2808
2020-01-13,-0.4401
2020-01-14,-1.2650000000000001
2020-01-15,0.364
2020-01-16,1.5413000000000001
2020-01-17,0.0
2020-01-21,2.5
2020-01-22,-1.5678999999999998
2020-01-23,-4.4248
2020-01-24,-0.463
2020-01-27,3.2558
2020-01-28,0.9009
2020-01-29,-1.7856999999999998
2020-01-30,-0.1818
2020-01-31,-0.9107
2020-02-03,-3.125
2020-02-04,1.9924
2020-02-05,0.9302
2020-02-06,7.5576
2020-02-07,0.7712
2020-02-10,10.3741
2020-02-11,-4.0832
2020-02-12,6.9879999999999995
2020-02-13,2.9279
2020-02-14,8.8767
2020-02-18,6.2504
2020-02-19,-0.3783
2020-02-20,-1.2658
2020-02-21,-1.5064
2020-02-24,-4.8487
2020-02-25,1.2312
2020-02-26,7.6350999999999996
2020-02-27,-12.2411
2020-02-28,-7.5107
2020-03-02,2.0882
2020-03-03,4.9242
2020-03-04,19.1336
2020-03-05,-3.1515
2020-03-06,-12.9537
2020-03-09,6.6858
2020-03-10,21.2938
2020-03-11,-1.6667
2020-03-12,-9.548
2020-03-13,-5.9338
2020-03-16,-10.8898
2020-03-17,-16.9151
2020-03-18,-1.3453
2020-03-19,6.1818
2020-03-20,-7.7055
2020-03-23,-2.5046
2020-03-24,0.1903
2020-03-25,9.2118
2020-03-26,26.5217
2020-03-27,-12.2337
2020-03-30,8.1441
2020-03-31,-1.1586
2020-04-01,2.4176
2020-04-02,-8.7983
2020-04-03,5.5686
2020-04-06,5.1263
2020-04-07,-0.7067
2020-04-08,4.2292
2020-04-09,-0.9847
2020-04-13,-4.1379
2020-04-14,2.3741
2020-04-15,1.546
2020-04-16,1.1764999999999999
2020-04-17,0.2736
2020-04-20,2.3192
2020-04-21,0.8667
2020-04-22,-0.694
2020-04-23,-0.8319
2020-04-24,-1.1859
2020-04-27,1.2681
2020-04-28,0.2535
2020-04-29,-12.8969
2020-04-30,-1.6897
2020-05-01,-1.3281
2020-05-04,9.422
2020-05-05,2.026
2020-05-06,0.1418
2020-05-07,-3.6827
2020-05-08,4.5706
2020-05-11,5.4734
2020-05-12,0.3333
2020-05-13,-2.5249
2020-05-14,2.9652
2020-05-15,-2.1847
2020-05-18,-1.5905
2020-05-19,2.8886
2020-05-20,0.2674
2020-05-21,-1.4
2020-05-22,4.1237
2020-05-26,15.4553
2020-05-27,-7.1429
2020-05-28,9.9334
2020-05-29,-1.5427
2020-06-01,-3.8612
2020-06-02,3.5506
2020-06-03,-2.8106
2020-06-04,0.2313
2020-06-05,0.4039
2020-06-08,4.6552
2020-06-09,-5.4366
2020-06-10,-0.6388
2020-06-11,-8.4746
2020-06-12,2.9374000000000002
2020-06-15,1.4268
2020-06-16,-2.5688
2020-06-17,0.6905
2020-06-18,-2.2444
2020-06-19,2.0408
2020-06-22,-2.5
2020-06-23,8.9103
2020-06-24,-2.2955
2020-06-25,3.3735
2020-06-26,-1.2821
2020-06-29,-4.7816
2020-06-30,-2.4179
2020-07-01,-2.7954
2020-07-02,2.2588
2020-07-06,-0.8667
2020-07-07,1.3216999999999999
2020-07-08,-1.1772
2020-07-09,9.4656
2020-07-10,1.7424
2020-07-13,2.4502
2020-07-14,7.5056
2020-07-15,1.0499
2020-07-16,-2.961
2020-07-17,-7.9229
2020-07-20,7.936
2020-07-21,0.0269
2020-07-22,-4.1411
2020-07-23,1.3988
2020-07-24,-5.2078
2020-07-27,0.3507
2020-07-28,-1.8054999999999999
2020-07-29,-3.618
2020-07-30,-0.8862
2020-07-31,-1.8999000000000001
