ticker,ESPIQ US Equity
2014-09-19,-1.1628
2014-09-22,41.1765
2014-09-23,20.0
2014-09-24,-5.5556
2014-09-25,0.0
2014-09-26,0.0
2014-09-29,5.8824
2014-09-30,-1.3889
2014-10-01,-2.1127
2014-10-02,3.5971
2014-10-03,4.1667
2014-10-06,-2.0
2014-10-07,-2.0408
2014-10-08,2.0833
2014-10-09,36.0544
2014-10-10,-4.0
2014-10-13,0.0
2014-10-14,-5.2083
2014-10-15,5.4945
2014-10-16,9.8958
2014-10-17,-2.8436
2014-10-20,1.4634
2014-10-21,6.7308
2014-10-22,18.9189
2014-10-23,3.0303
2014-10-24,-5.8824
2014-10-27,5.0781
2014-10-28,3.3457
2014-10-29,-1.0791
2014-10-30,0.7273
2014-10-31,-13.3574
2014-11-03,15.8333
2014-11-04,0.7194
2014-11-05,-29.2857
2014-11-06,0.0
2014-11-07,-4.0404
2014-11-10,47.3684
2014-11-11,0.0
2014-11-12,-0.7143
2014-11-13,-6.1151
2014-11-14,6.5134
2014-11-17,-4.3165
2014-11-18,-9.7744
2014-11-19,4.1667
2014-11-20,0.0
2014-11-21,-20.8
2014-11-24,4.0404
2014-11-25,7.767
2014-11-26,0.0
2014-11-28,0.0
2014-12-01,-12.6126
2014-12-02,28.866
2014-12-04,-20.0
2014-12-05,-8.0
2014-12-08,-0.5435
2014-12-09,4.918
2014-12-10,-11.4583
2014-12-11,-5.8824
2014-12-12,18.75
2014-12-15,-28.4211
2014-12-16,-1.4706000000000001
2014-12-17,0.0
2014-12-18,10.4478
2014-12-19,-6.7568
2014-12-22,-5.7971
2014-12-23,0.0
2014-12-24,6.9231
2014-12-26,-6.4748
2014-12-29,-15.3846
2014-12-30,-2.7273
2014-12-31,7.4766
2015-01-05,32.1739
2015-01-06,-10.526299999999999
2015-01-07,-3.6765
2015-01-08,13.7405
2015-01-09,6.7114
2015-01-12,3.7736
2015-01-13,-27.8788
2015-01-14,46.2185
2015-01-15,-10.3448
2015-01-16,0.641
2015-01-20,7.0064
2015-01-21,-1.1905000000000001
2015-01-22,-25.9036
2015-01-23,22.7642
2015-01-28,-1.9868000000000001
2015-01-29,-1.3514
2015-01-30,-34.2466
2015-02-02,0.0
2015-02-03,11.4583
2015-02-04,17.757
2015-02-05,-12.6984
2015-02-06,-8.1818
2015-02-09,-6.9307
2015-02-10,17.0213
2015-02-11,-2.7273
2015-02-13,4.6729
2015-02-17,-6.25
2015-02-18,3.8095
2015-02-19,-3.6696999999999997
2015-02-20,0.0
2015-02-23,0.0
2015-02-24,0.0
2015-02-25,0.0
2015-02-26,0.9524
2015-02-27,2.8302
2015-03-02,-1.8349
2015-03-03,-2.8037
2015-03-04,-4.8077
2015-03-05,5.0505
2015-03-06,5.7692
2015-03-09,-4.5455
2015-03-10,-1.9048
2015-03-11,0.0
2015-03-12,2.9126
2015-03-16,-26.4151
2015-03-17,1.2821
2015-03-18,39.2405
2015-03-19,-9.0909
2015-03-20,2.0
2015-03-23,-0.9804
2015-03-24,0.9901
2015-03-25,0.0
2015-03-26,7.8431
2015-03-27,1.8182
2015-03-30,0.0
2015-03-31,0.0
2015-04-01,14.2857
2015-04-02,-6.25
2015-04-06,6.6667
2015-04-07,-6.25
2015-04-08,-1.6667
2015-04-10,-5.0847
2015-04-13,-25.8929
2015-04-15,-2.4096
2015-04-16,1.2346
2015-04-17,37.8049
2015-04-21,1.7699
2015-04-23,-9.5652
2015-04-24,-1.9231
2015-04-27,-7.8431
2015-04-28,9.5745
2015-04-30,-0.9709
2015-05-01,0.0
2015-05-04,0.0
2015-05-06,0.0
2015-05-07,-3.9215999999999998
2015-05-08,8.1633
2015-05-12,-8.4906
2015-05-13,0.0
2015-05-14,2.0619
2015-05-15,-1.0101
2015-05-18,11.2245
2015-05-19,-9.1743
2015-05-20,-1.0101
2015-05-22,-21.4286
2015-05-26,27.2727
2015-05-27,7.1429
2015-05-28,-3.8095
2015-05-29,7.9208
2015-06-02,-6.422
2015-06-04,-1.9607999999999999
2015-06-08,-2.0
2015-06-09,1.0204
2015-06-10,-5.0505
2015-06-11,-1.0638
2015-06-12,-12.9032
2015-06-16,-2.4691
2015-06-17,5.0633
2015-06-18,0.0
2015-06-19,0.0
2015-06-22,-14.4578
2015-06-23,-32.3944
2015-06-24,39.5833
2015-06-25,5.9701
2015-06-26,0.0
2015-06-29,0.0
2015-07-01,-9.8592
2015-07-02,21.875
2015-07-06,-34.6154
2015-07-07,29.4118
2015-07-08,7.5758
2015-07-09,0.0
2015-07-10,0.0
2015-07-13,0.0
2015-07-14,-28.169
2015-07-15,15.6863
2015-07-16,-23.7288
2015-07-17,0.0
2015-07-20,-6.6667
2015-07-22,-21.4286
2015-07-23,21.2121
2015-07-24,0.0
2015-07-28,40.0
2015-07-29,0.0
2015-07-31,0.0
2015-08-03,-14.2857
2015-08-04,62.5
2015-08-05,-38.4615
2015-08-06,-6.25
2015-08-07,-6.6667
2015-08-10,14.2857
2015-08-12,-16.6667
2015-08-13,7.5
2015-08-14,11.6279
2015-08-17,-4.1667
2015-08-18,-2.1739
2015-08-19,-28.8889
2015-08-20,50.0
2015-08-21,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,-16.6667
2015-08-27,-32.5
2015-08-28,18.5185
2015-08-31,-9.375
2015-09-02,0.0
2015-09-03,10.3448
2015-09-04,-9.375
2015-09-11,0.0
2015-09-15,0.0
2015-09-18,141.3793
2015-09-21,-34.2857
2015-09-23,-26.087
2015-09-25,35.2941
2015-09-28,-19.5652
2015-09-30,-2.7027
2015-10-01,0.0
2015-10-05,-8.3333
2015-10-07,0.0
2015-10-08,0.0
2015-10-12,0.0
2015-10-14,0.0
2015-10-15,-12.1212
2015-10-19,0.0
2015-10-21,0.0
2015-10-23,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-11-02,0.0
2015-11-04,3.4483
2015-11-06,-6.6667
2015-11-09,-3.5714
2015-11-11,0.0
2015-11-13,-3.7037
2015-11-17,3.8462
2015-11-18,-11.1111
2015-11-19,12.5
2015-11-20,-3.7037
2015-11-23,3.8462
2015-11-25,0.0
2015-11-30,0.0
2015-12-02,0.0
2015-12-04,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-10,0.0
2015-12-14,0.0
2015-12-16,118.5185
2015-12-17,-28.8136
2015-12-21,-9.5238
2015-12-23,5.2632
2015-12-24,0.0
2015-12-28,-5.0
2015-12-29,-2.6316
2015-12-30,0.0
2015-12-31,0.0
2016-01-04,0.0
2016-01-06,0.0
2016-01-08,-13.5135
2016-01-11,-3.125
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,-9.6774
2016-01-21,-3.5714
2016-01-22,-3.7037
2016-01-25,0.0
2016-01-27,0.0
2016-01-29,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-05,-7.6923
2016-02-09,0.0
2016-02-11,0.0
2016-02-12,0.0
2016-02-17,-8.3333
2016-02-18,9.0909
2016-02-19,-16.6667
2016-02-22,20.0
2016-02-24,-20.8333
2016-02-26,-15.7895
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,18.75
2016-03-03,0.0
2016-03-07,57.8947
2016-03-08,-10.0
2016-03-09,-7.4074
2016-03-11,-24.0
2016-03-14,-15.7895
2016-03-15,-31.25
2016-03-16,0.0
2016-03-17,9.0909
2016-03-21,-8.3333
2016-03-22,0.0
2016-03-23,-9.0909
2016-03-24,0.0
2016-03-28,10.0
2016-03-29,0.0
2016-03-31,0.0
2016-04-05,-9.0909
2016-04-06,0.0
2016-04-07,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,40.0
2016-04-15,14.2857
2016-04-18,-12.5
2016-04-19,-28.5714
2016-04-20,60.0
2016-04-21,-31.25
2016-04-22,36.3636
2016-04-26,-6.6667
2016-04-27,-21.4286
2016-04-29,45.4545
2016-05-02,0.0
2016-05-04,0.0
2016-05-06,0.0
2016-05-12,0.0
2016-05-16,0.0
2016-05-18,-31.25
2016-05-20,-9.0909
2016-05-26,0.0
2016-06-01,-50.0
2016-06-03,1140.0
2016-06-06,-35.4839
2016-06-07,-40.0
2016-06-09,0.0
2016-06-10,-58.3333
2016-06-17,140.0
2016-06-20,8.3333
2016-06-22,-50.0
2016-06-23,84.6154
2016-06-28,0.0
2016-06-29,20.8333
2016-06-30,0.0
2016-07-01,-44.8276
2016-07-05,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-12,81.25
2016-07-13,-82.7586
2016-07-18,60.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,25.0
2016-08-01,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-17,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-09-02,-20.0
2016-09-06,-25.0
2016-09-07,0.0
2016-09-12,83.3333
2016-09-13,-27.2727
2016-09-14,-25.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,0.0
2016-09-20,33.3333
2016-09-21,0.0
2016-09-22,25.0
2016-09-26,0.0
2016-09-29,0.0
2016-09-30,-40.0
2016-10-04,0.0
2016-10-07,50.0
2016-10-11,-11.1111
2016-10-14,-25.0
2016-10-18,0.0
2016-10-20,0.0
2016-10-24,0.0
2016-10-26,0.0
2016-11-04,0.0
2016-11-07,83.3333
2016-11-08,0.0
2016-11-09,-45.4545
2016-11-10,0.0
2016-11-11,83.3333
2016-11-14,-27.2727
2016-11-15,37.5
2016-11-16,190.9091
2016-11-17,-9.375
2016-11-21,-62.069
2016-11-22,18.1818
2016-11-23,-15.3846
2016-11-25,-9.0909
2016-11-29,0.0
2016-11-30,-40.0
2016-12-01,516.6667
2016-12-02,21.6216
2016-12-05,-11.1111
2016-12-06,-52.5
2016-12-07,10.526299999999999
2016-12-08,14.2857
2016-12-09,-12.5
2016-12-12,80.9524
2016-12-13,0.0
2016-12-14,5.2632
2016-12-15,-22.5
2016-12-16,3.2258
2016-12-19,0.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-29,-18.75
2016-12-30,46.1538
2017-01-03,0.0
2017-01-04,-52.6316
2017-01-05,61.1111
2017-01-06,-6.8966
2017-01-09,-11.1111
2017-01-10,12.5
2017-01-11,25.9259
2017-01-12,-67.6471
2017-01-13,100.0
2017-01-17,45.4545
2017-01-20,0.0
2017-01-23,-25.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,25.0
2017-01-27,0.0
2017-01-30,-20.0
2017-01-31,200.0
2017-02-01,66.6667
2017-02-02,-13.3333
2017-02-03,-10.5769
2017-02-06,0.0
2017-02-07,-16.129
2017-02-08,61.5385
2017-02-09,-23.8095
2017-02-10,-18.75
2017-02-13,-14.1026
2017-02-14,-16.4179
2017-02-15,-39.2857
2017-02-16,5.8824
2017-02-17,-27.7778
2017-02-21,0.0
2017-02-22,34.6154
2017-02-23,37.1429
2017-02-24,6.25
2017-02-27,-21.5686
2017-02-28,-2.5
2017-03-01,2.5641
2017-03-02,20.0
2017-03-03,-22.9167
2017-03-06,-10.8108
2017-03-07,-18.1818
2017-03-08,7.4074
2017-03-09,-6.8966
2017-03-10,-22.2222
2017-03-13,-9.5238
2017-03-14,10.526299999999999
2017-03-15,38.0952
2017-03-17,-24.1379
2017-03-20,45.4545
2017-03-21,-15.625
2017-03-22,7.4074
2017-03-27,-27.5862
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,-14.2857
2017-03-31,0.0
2017-04-03,0.0
2017-04-04,16.6667
2017-04-05,0.0
2017-04-06,-14.2857
2017-04-07,16.6667
2017-04-10,-14.2857
2017-04-11,0.0
2017-04-12,16.6667
2017-04-13,4.7619
2017-04-20,-13.6364
2017-04-26,-15.7895
2017-04-28,6.25
2017-05-01,-23.5294
2017-05-03,30.7692
2017-05-04,0.0
2017-05-10,-23.5294
2017-05-11,30.7692
2017-05-22,-11.7647
2017-05-23,-6.6667
2017-05-26,-7.1429
2017-06-06,-26.1538
2017-06-07,16.6667
2017-06-08,28.5714
2017-06-09,-11.1111
2017-06-12,12.5
2017-06-13,-11.1111
2017-06-14,-12.5
2017-06-15,0.0
2017-06-16,0.0
2017-06-20,-14.2857
2017-06-21,0.0
2017-06-23,33.3333
2017-06-28,-12.5
2017-06-29,0.0
2017-06-30,-14.2857
2017-07-03,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,-1.5
2017-07-11,1.5228000000000002
2017-07-12,0.0
2017-07-14,0.0
2017-07-17,0.0
2017-07-24,0.0
2017-08-03,33.3333
2017-08-07,0.0
2017-08-09,-12.5
2017-08-11,0.0
2017-08-14,-14.2857
2017-08-18,16.6667
2017-08-22,-14.2857
2017-08-23,166.6667
2017-08-24,6.25
2017-08-25,17.647100000000002
2017-08-28,-35.0
2017-08-29,-7.6923
2017-08-30,66.6667
2017-08-31,-5.0
2017-09-01,-10.526299999999999
2017-09-05,-41.1765
2017-09-07,100.0
2017-09-08,0.0
2017-09-11,-35.0
2017-09-14,0.0
2017-09-15,-7.6923
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,-16.6667
2017-09-22,40.0
2017-09-26,28.5714
2017-09-27,5.5556
2017-10-02,0.0
2017-10-05,-5.2632
2017-10-06,0.0
2017-10-11,0.0
2017-10-13,-21.1111
2017-10-16,-1.4085
2017-10-19,-7.1429
2017-10-23,0.0
2017-10-25,-12.3077
2017-10-26,14.0351
2017-10-27,30.7692
2017-10-30,-11.7647
2017-10-31,13.3333
2017-11-01,-41.1765
2017-11-02,-20.0
2017-11-03,22.5
2017-11-06,12.2449
2017-11-08,0.0
2017-11-10,0.0
2017-11-14,-27.2727
2017-11-15,0.0
2017-11-16,0.0
2017-11-20,12.5
2017-11-21,11.1111
2017-11-24,-18.0
2017-11-28,-2.439
2017-11-29,-12.5
2017-12-01,0.0
2017-12-04,28.5714
2017-12-06,-24.4444
2017-12-08,0.0
2017-12-11,2.9412000000000003
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,-11.4286
2017-12-15,12.9032
2017-12-18,0.0
2017-12-19,-14.2857
2017-12-20,-16.6667
2017-12-21,40.0
2017-12-22,0.0
2017-12-26,-28.5714
2017-12-27,80.0
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,-11.1111
2018-01-03,0.0
2018-01-05,37.5
2018-01-08,45.4545
2018-01-09,-6.25
2018-01-10,-26.6667
2018-01-11,27.2727
2018-01-12,-14.2857
2018-01-16,25.0
2018-01-17,-6.6667
2018-01-18,14.2857
2018-01-19,-12.5
2018-01-22,7.1429
2018-01-23,6.6667
2018-01-24,12.5
2018-01-25,16.6667
2018-01-26,0.0
2018-01-29,-2.3810000000000002
2018-01-30,41.4634
2018-01-31,-15.5172
2018-02-01,-38.7755
2018-02-02,-8.0
2018-02-05,-4.3478
2018-02-06,6.0606
2018-02-07,-14.2857
2018-02-08,0.0
2018-02-09,30.0
2018-02-12,8.9744
2018-02-13,5.8824
2018-02-14,-5.5556
2018-02-16,0.0
2018-02-20,5.8824
2018-02-21,-16.6667
2018-02-23,-13.3333
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,-7.6923
2018-03-02,8.3333
2018-03-05,0.0
2018-03-06,0.0
2018-03-08,-7.6923
2018-03-09,0.0
2018-03-13,0.0
2018-03-16,0.0
2018-03-19,0.0
2018-03-21,0.0
2018-03-23,-10.0
2018-03-26,-16.6667
2018-03-27,0.0
2018-03-28,33.3333
2018-03-29,-33.3333
2018-04-02,50.0
2018-04-03,-33.3333
2018-04-16,12.5
2018-04-18,20.0
2018-04-24,-35.1852
2018-05-02,14.2857
2018-05-04,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-18,0.0
2018-05-21,0.0
2018-05-23,25.0
2018-05-30,-20.0
2018-06-05,0.0
2018-06-08,12.5
2018-06-14,-11.1111
2018-06-15,2.5
2018-06-19,-14.6341
2018-06-26,-14.2857
2018-06-27,0.0
2018-06-28,16.6667
2018-07-18,14.2857
2018-07-24,75.0
2018-07-25,-28.5714
2018-07-26,0.0
2018-07-27,0.0
2018-07-31,0.0
2018-08-02,0.0
2018-08-06,0.0
2018-08-07,-20.0
2018-08-08,0.0
2018-08-10,-12.5
2018-08-13,14.2857
2018-08-22,0.0
2018-08-24,0.0
2018-08-27,12.5
2018-09-04,111.1111
2018-09-05,-47.3684
2018-09-06,80.0
2018-09-07,-50.0
2018-09-11,0.0
2018-09-12,11.1111
2018-09-18,-10.0
2018-09-20,-11.1111
2018-09-28,0.0
2018-10-02,0.0
2018-10-04,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,0.0
2018-10-16,3.75
2018-10-19,-3.6145
2018-10-22,37.5
2018-10-23,-27.2727
2018-10-24,0.0
2018-10-26,0.0
2018-10-29,0.0
2018-11-05,0.0
2018-11-06,18.75
2018-11-12,-15.7895
2018-11-13,0.0
2018-11-16,0.0
2018-11-23,0.0
2018-11-26,9.375
2018-11-29,2.8571
2018-11-30,-11.1111
2018-12-03,0.0
2018-12-07,0.0
2018-12-20,0.0
2018-12-21,-25.0
2018-12-24,0.0
2018-12-26,8.3333
2018-12-27,-23.0769
2019-01-04,0.0
2019-01-08,0.0
2019-01-09,0.0
2019-01-14,12.0
2019-01-18,-10.7143
2019-01-24,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-15,60.0
2019-02-19,-20.0
2019-02-22,67.1875
2019-02-25,-5.6075
2019-03-06,-10.8911
2019-03-13,-11.1111
2019-03-14,0.0
2019-03-18,-12.5
2019-04-02,57.1429
2019-04-11,-54.5455
2019-04-17,20.0
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,33.3333
2019-04-25,-25.0
2019-05-06,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-29,66.6667
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,20.0
2019-06-06,-16.6667
2019-06-07,20.0
2019-06-10,41.6667
2019-06-11,0.0
2019-06-12,-5.8824
2019-06-13,-6.25
2019-06-14,-40.0
2019-06-18,55.5556
2019-06-19,-7.1429
2019-06-20,7.6923
2019-06-21,0.0
2019-06-24,0.0
2019-06-25,21.4286
2019-06-26,-28.8235
2019-06-27,15.7025
2019-06-28,-7.1429
2019-07-02,7.6923
2019-07-08,7.1429
2019-07-09,-13.3333
2019-07-10,-7.6923
2019-07-11,-25.0
2019-07-12,22.2222
2019-07-16,0.0
2019-07-17,-9.0909
2019-07-18,5.0
2019-07-22,14.2857
2019-07-23,-25.0
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,4.4444
2019-08-01,-4.2553
2019-08-02,55.5556
2019-08-16,-26.7857
2019-08-19,36.5854
2019-08-20,0.0
2019-08-21,-8.9286
2019-08-22,-21.5686
2019-08-27,-10.0
2019-08-28,0.0
2019-08-29,0.0
2019-09-04,13.3333
2019-09-05,-11.7647
2019-09-06,-11.1111
2019-09-09,0.0
2019-09-10,50.0
2019-09-11,-25.0
2019-09-12,11.1111
2019-09-16,10.0
2019-09-17,-36.3636
2019-09-18,-14.2857
2019-09-25,0.0
2019-09-30,16.6667
2019-10-01,0.0
2019-10-03,-28.5714
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,40.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-17,14.2857
2019-10-18,-12.5
2019-10-24,28.5714
2019-10-25,0.0
2019-10-28,-2.2222
2019-10-30,-9.0909
2019-11-01,-12.5
2019-11-04,0.0
2019-11-05,-14.2857
2019-11-11,0.0
2019-11-12,0.0
2019-11-20,0.0
2019-11-27,0.0
2019-11-29,0.0
2019-12-04,-16.6667
2019-12-09,0.0
2019-12-13,0.0
2019-12-16,0.0
2019-12-18,24.0
2019-12-19,-19.3548
2019-12-23,60.0
2019-12-24,-37.5
2019-12-27,40.0
2019-12-30,-28.5714
2019-12-31,0.0
2020-01-03,40.0
2020-01-06,-42.8571
2020-01-08,100.0
2020-01-09,12.5
2020-01-13,-22.2222
2020-01-15,-14.2857
2020-01-16,33.3333
2020-01-23,-12.5
2020-01-24,0.0
2020-01-27,14.2857
2020-01-31,-12.5
2020-02-04,7.1429
2020-02-06,-6.6667
2020-02-07,-14.2857
2020-02-24,0.0
2020-02-27,-16.6667
2020-03-02,0.0
2020-03-03,0.0
2020-03-06,0.0
2020-03-09,0.0
2020-03-12,0.0
2020-03-13,-40.0
2020-03-16,166.6667
2020-03-18,-62.5
2020-03-19,-33.3333
2020-03-23,-50.0
2020-03-25,100.0
2020-03-26,75.0
2020-04-07,-42.8571
2020-04-08,0.0
2020-04-13,0.0
2020-04-16,50.0
2020-04-17,0.0
2020-04-29,0.0
2020-04-30,50.0
2020-05-01,-55.5556
2020-05-05,50.0
2020-05-06,25.0
2020-05-08,-46.6667
2020-05-11,0.0
2020-05-12,0.0
2020-05-18,0.0
2020-05-21,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-06-05,0.0
2020-06-08,200.0
2020-06-09,33.3333
2020-06-10,-25.0
2020-06-11,16.6667
2020-06-15,-14.2857
2020-06-16,0.0
2020-06-17,-50.0
2020-06-18,26.6667
2020-07-14,-21.0526
2020-07-15,100.0
2020-07-22,0.0
2020-07-24,-50.0
2020-07-30,0.0
