ticker,JFU US Equity
2020-01-06,0.0011
2020-01-07,-0.0011
2020-01-08,-1.5789
2020-01-09,1.3904
2020-01-10,0.0
2020-01-13,0.3165
2020-01-14,-0.1052
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,-1.0526
2020-01-21,0.7447
2020-01-22,0.4224
2020-01-23,-0.1052
2020-01-24,0.0
2020-01-27,6.4211
2020-01-28,-1.9782
2020-01-29,-4.3391
2020-01-30,-0.211
2020-01-31,0.4228
2020-02-03,-0.3158
2020-02-04,-3.9071
2020-02-05,0.989
2020-02-06,-1.3058
2020-02-07,4.7409
2020-02-10,-0.4211
2020-02-11,-0.4228
2020-02-12,-0.2123
2020-02-13,-0.4255
2020-02-14,0.4274
2020-02-18,-0.6383
2020-02-19,-0.4283
2020-02-20,0.0
2020-02-21,-0.5376
2020-02-24,-1.0811
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-03-02,0.0
2020-03-03,0.1093
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,3.4934
2020-03-09,-0.4219
2020-03-10,-2.0127
2020-03-11,-0.1611
2020-03-12,-2.1126
2020-03-13,5.0885
2020-03-16,-4.0
2020-03-17,6.1404
2020-03-18,-1.8595000000000002
2020-03-19,-2.2105
2020-03-20,2.2605
2020-03-23,-8.8421
2020-03-24,3.9261
2020-03-25,5.2222
2020-03-26,-0.1056
2020-03-27,-0.1057
2020-03-30,-0.6349
2020-03-31,0.639
2020-04-01,-3.4889
2020-04-02,3.0668
2020-04-03,-0.6383
2020-04-06,-1.5139
2020-04-07,0.8306
2020-04-08,-2.6414999999999997
2020-04-13,-5.3156
2020-04-14,-6.3158
2020-04-15,-13.9825
2020-04-16,2.2337
2020-04-17,4.7715
2020-04-20,-1.084
2020-04-21,-0.137
2020-04-22,-8.642
2020-04-23,0.1502
2020-04-24,7.8711
2020-04-27,-5.5914
2020-04-28,-1.4133
2020-04-29,-6.0731
2020-04-30,9.38
2020-05-01,-8.2849
2020-05-04,-12.8368
2020-05-05,11.5455
2020-05-06,-10.3504
2020-05-07,10.0
2020-05-11,0.0
2020-05-12,-4.4628
2020-05-13,0.0
2020-05-14,-4.6713000000000005
2020-05-15,7.0744
2020-05-18,0.9322
2020-05-19,0.7591
2020-05-20,-5.1667
2020-05-21,2.4605
2020-05-22,-0.8576
2020-05-26,0.0
2020-05-27,2.436
2020-05-28,-0.3496
2020-05-29,5.9304
2020-06-01,0.8
2020-06-02,-0.0794
2020-06-03,0.0794
2020-06-04,-1.5873
2020-06-05,6.2903
2020-06-08,-1.5175
2020-06-09,2.7720000000000002
2020-06-10,1.6507
2020-06-11,-7.0796
2020-06-12,0.0
2020-06-15,0.1587
2020-06-16,-2.2979
2020-06-17,-2.6764
2020-06-18,0.75
2020-06-19,39.1232
2020-06-22,-27.1106
2020-06-23,-18.4339
2020-06-24,-7.6
2020-06-25,-12.3377
2020-06-26,-4.9407
2020-06-29,-9.0911
2020-06-30,5.1459
2020-07-01,-5.7065
2020-07-02,-2.0173
2020-07-06,-0.5882
2020-07-07,-9.4675
2020-07-08,-6.8627
2020-07-09,-3.8596
2020-07-10,-5.1095
2020-07-13,-7.3077
2020-07-14,1.6598000000000002
2020-07-15,0.8163
2020-07-16,-6.0729
2020-07-17,-5.1724
2020-07-20,4.3182
2020-07-21,-3.7037
2020-07-22,3.1673999999999998
2020-07-23,-12.7193
2020-07-24,-11.0553
2020-07-27,8.4746
2020-07-28,9.375
2020-07-29,-4.2857
2020-07-30,-1.99
2020-07-31,-1.0152
