ticker,CKPT US Equity
2017-10-16,-2.6376
2017-10-17,4.6527
2017-10-18,-3.7537000000000003
2017-10-19,4.412
2017-10-20,-6.015
2017-10-23,0.8
2017-10-24,-2.3810000000000002
2017-10-25,-0.8114
2017-10-26,1.4737
2017-10-30,-0.1616
2017-10-31,1.9417
2017-11-01,0.3175
2017-11-02,-1.8987
2017-11-03,1.6129
2017-11-06,-10.427
2017-11-07,-2.5358
2017-11-08,-4.3636
2017-11-09,-3.9924
2017-11-10,-3.5644
2017-11-13,-4.3121
2017-11-15,1.9292
2017-11-16,-3.1559
2017-11-17,-7.1717
2017-11-20,0.7002
2017-11-21,-2.7907
2017-11-22,-6.6986
2017-11-24,-1.0256
2017-11-27,3.3679
2017-11-28,-7.0175
2017-11-29,-2.6954000000000002
2017-11-30,15.0471
2017-12-01,0.3491
2017-12-04,-0.4247
2017-12-05,-3.6145
2017-12-06,13.8625
2017-12-07,1.2208
2017-12-08,21.2555
2017-12-11,-10.1968
2017-12-12,-1.3944
2017-12-13,2.2222
2017-12-14,-6.7194
2017-12-15,-1.9068
2017-12-18,-9.7689
2017-12-19,-7.6047
2017-12-20,-5.4404
2017-12-21,-2.7397
2017-12-22,0.8451
2017-12-26,1.3966
2017-12-27,-4.6832
2017-12-28,5.7775
2017-12-29,6.0138
2018-01-02,-0.5155
2018-01-03,-6.4793
2018-01-04,-10.2468
2018-01-05,10.1852
2018-01-08,-4.6218
2018-01-09,-0.7342
2018-01-10,-2.9586
2018-01-11,21.3415
2018-01-12,-7.0352
2018-01-16,5.6757
2018-01-17,-2.3018
2018-01-18,5.7539
2018-01-19,15.1542
2018-01-22,0.8147
2018-01-23,-5.5417
2018-01-24,-2.7088
2018-01-25,3.4803
2018-01-26,0.9664
2018-01-29,-8.9516
2018-01-30,-2.439
2018-01-31,8.75
2018-02-01,0.9195
2018-02-02,-2.9613
2018-02-05,2.5822000000000003
2018-02-06,-2.746
2018-02-07,-4.7059
2018-02-08,6.1728
2018-02-09,2.7907
2018-02-12,-0.6787
2018-02-13,5.2164
2018-02-14,-6.0403
2018-02-15,-2.9954
2018-02-16,-1.9002
2018-02-20,-0.5085
2018-02-21,9.2723
2018-02-22,4.6771
2018-02-23,-3.1915
2018-02-26,-2.5582000000000003
2018-02-27,-3.2389
2018-02-28,4.8951
2018-03-01,-6.4444
2018-03-02,2.3753
2018-03-05,9.0487
2018-03-06,19.1489
2018-03-07,-4.6429
2018-03-08,-11.985
2018-03-09,1.0638
2018-03-12,2.1053
2018-03-13,0.6186
2018-03-14,-4.0984
2018-03-15,-1.2821
2018-03-16,1.2987
2018-03-19,-2.3504
2018-03-20,2.8446
2018-03-21,0.2128
2018-03-22,0.4246
2018-03-23,-1.9026999999999998
2018-03-26,-0.8621
2018-03-27,-1.087
2018-03-28,0.4396
2018-03-29,-3.9387
2018-04-02,-8.4282
2018-04-03,-1.4925
2018-04-04,6.0606
2018-04-05,3.5714
2018-04-06,-1.1494
2018-04-09,-6.2791
2018-04-10,3.9702
2018-04-11,4.7733
2018-04-12,-5.467
2018-04-13,4.8193
2018-04-16,-4.8276
2018-04-17,-2.1739
2018-04-18,-1.2346
2018-04-19,0.25
2018-04-20,2.7431
2018-04-23,-3.6408
2018-04-24,-2.267
2018-04-25,-4.6392
2018-04-26,2.973
2018-04-27,-2.0997
2018-04-30,-6.7024
2018-05-01,-1.7241
2018-05-02,-3.8012
2018-05-03,-0.6079
2018-05-04,0.3058
2018-05-07,1.8293
2018-05-08,-2.0958
2018-05-09,1.5291000000000001
2018-05-10,0.9036
2018-05-11,-3.5821
2018-05-14,1.8576000000000001
2018-05-15,-1.8237
2018-05-16,10.3715
2018-05-17,2.1038
2018-05-18,-1.3736
2018-05-21,3.3426
2018-05-22,-4.3126999999999995
2018-05-23,0.5634
2018-05-24,-8.1232
2018-05-25,2.7439
2018-05-29,-3.8576
2018-05-30,-2.4691
2018-05-31,3.1646
2018-06-01,-3.9877000000000002
2018-06-04,0.639
2018-06-05,6.3492
2018-06-06,-5.9701
2018-06-07,-3.4920999999999998
2018-06-08,1.3158
2018-06-11,6.1688
2018-06-12,-1.5291000000000001
2018-06-13,-4.6584
2018-06-14,-0.9772
2018-06-15,1.6447
2018-06-18,-2.9126
2018-06-19,-0.3333
2018-06-20,-6.3545
2018-06-21,-6.4286
2018-06-22,-5.3435
2018-06-25,-1.2097
2018-06-26,3.2653
2018-06-27,15.0198
2018-06-28,-4.1237
2018-06-29,6.8100000000000005
2018-07-02,0.3356
2018-07-03,2.6756
2018-07-05,-6.1889
2018-07-06,-1.3889
2018-07-09,3.169
2018-07-10,-5.802
2018-07-11,-0.3623
2018-07-12,1.8182
2018-07-13,-2.1857
2018-07-16,-5.7982
2018-07-17,-3.4884
2018-07-18,3.6145
2018-07-19,5.4264
2018-07-20,2.0221
2018-07-23,6.8252
2018-07-24,-8.2445
2018-07-25,4.7794
2018-07-26,1.0526
2018-07-27,-3.4722
2018-07-30,2.8777
2018-07-31,-1.3986
2018-08-01,-8.8652
2018-08-02,5.0584
2018-08-03,-8.5185
2018-08-06,-0.4049
2018-08-07,6.5041
2018-08-08,-5.3435
2018-08-09,27.8226
2018-08-10,18.1388
2018-08-13,-0.4005
2018-08-14,1.6086
2018-08-15,0.5277
2018-08-16,0.5249
2018-08-17,-0.5222
2018-08-20,1.0499
2018-08-21,1.2987
2018-08-22,8.7179
2018-08-23,-12.2642
2018-08-24,2.957
2018-08-27,1.3054999999999999
2018-08-28,0.7732
2018-08-29,-2.3018
2018-08-30,6.0209
2018-08-31,3.7037
2018-09-04,9.5238
2018-09-05,-2.1739
2018-09-06,-11.1111
2018-09-07,4.275
2018-09-10,7.8878
2018-09-11,-0.8889
2018-09-12,-10.5381
2018-09-13,14.0351
2018-09-14,-2.4176
2018-09-17,-2.4775
2018-09-18,-2.0785
2018-09-19,3.5377
2018-09-20,0.0
2018-09-21,7.5171
2018-09-24,-3.6017
2018-09-25,-19.1209
2018-09-26,2.4457
2018-09-27,-1.5915
2018-09-28,-3.6388
2018-10-01,-10.4895
2018-10-02,3.4375
2018-10-03,0.3021
2018-10-04,0.9036
2018-10-05,-0.597
2018-10-08,-0.3003
2018-10-09,-9.3373
2018-10-10,0.0
2018-10-11,-8.3056
2018-10-12,8.3333
2018-10-15,-9.699
2018-10-16,5.9259
2018-10-17,-2.4476
2018-10-18,2.509
2018-10-19,-2.7972
2018-10-22,-5.7554
2018-10-23,-6.8702
2018-10-24,2.0492
2018-10-25,-3.6145
2018-10-26,-4.5833
2018-10-29,5.2402
2018-10-30,2.4896
2018-10-31,4.8583
2018-11-01,-9.6525
2018-11-02,-0.8547
2018-11-05,-12.5
2018-11-06,-1.4778
2018-11-07,7.5
2018-11-08,6.9767
2018-11-09,9.1304
2018-11-12,-15.1394
2018-11-13,4.6948
2018-11-14,0.8969
2018-11-15,0.0
2018-11-16,5.3333
2018-11-19,-1.6878
2018-11-20,-3.4335
2018-11-21,-1.7778
2018-11-23,6.3347999999999995
2018-11-26,-8.9362
2018-11-27,-1.8692
2018-11-28,6.9048
2018-11-29,16.3474
2018-11-30,-5.8193
2018-12-03,-1.626
2018-12-04,-1.2397
2018-12-06,-5.0209
2018-12-07,-0.6608
2018-12-10,-4.6563
2018-12-11,-0.9302
2018-12-12,-0.4695
2018-12-13,-8.0189
2018-12-14,3.5897
2018-12-17,-5.4455
2018-12-18,2.0942
2018-12-19,-8.2051
2018-12-20,-8.9385
2018-12-21,-5.5215
2018-12-24,1.2987
2018-12-26,7.0513
2018-12-27,2.3952
2018-12-28,6.4327
2018-12-31,0.0
2019-01-02,15.9341
2019-01-03,-4.7393
2019-01-04,3.4826
2019-01-07,12.5
2019-01-08,16.2393
2019-01-09,13.6029
2019-01-10,-3.7217000000000002
2019-01-11,5.8824
2019-01-14,0.3175
2019-01-15,25.0316
2019-01-16,-6.0997
2019-01-17,-4.0431
2019-01-18,1.1236
2019-01-22,-11.1111
2019-01-23,0.9375
2019-01-24,0.6192
2019-01-25,4.0
2019-01-28,0.5917
2019-01-29,-0.2941
2019-01-30,11.7994
2019-01-31,1.0554
2019-02-01,4.4386
2019-02-04,0.25
2019-02-05,-1.4963
2019-02-06,-3.2911
2019-02-07,-1.5707
2019-02-08,0.7979
2019-02-11,1.5831
2019-02-12,-1.039
2019-02-13,-1.3123
2019-02-14,-0.266
2019-02-15,-5.6
2019-02-19,2.5423999999999998
2019-02-20,-7.438
2019-02-21,-12.2024
2019-02-22,-1.3559
2019-02-25,-3.4364
2019-02-26,-3.5587
2019-02-27,5.1661
2019-02-28,-2.1053
2019-03-01,14.6953
2019-03-04,-4.375
2019-03-05,2.9412000000000003
2019-03-06,-3.4920999999999998
2019-03-07,-6.5789
2019-03-08,-4.5775
2019-03-11,12.1771
2019-03-12,-2.6316
2019-03-13,6.7568
2019-03-14,-4.4304
2019-03-15,8.2781
2019-03-18,-5.1988
2019-03-19,0.6452
2019-03-20,-0.641
2019-03-21,-5.8065
2019-03-22,-0.6849
2019-03-25,1.3793
2019-03-26,-4.0816
2019-03-27,-2.4823
2019-03-28,1.4545
2019-03-29,2.509
2019-04-01,4.5455
2019-04-02,5.0167
2019-04-03,-4.1401
2019-04-04,0.9967
2019-04-05,6.5789
2019-04-08,-4.321
2019-04-09,-0.6452
2019-04-10,-1.9481000000000002
2019-04-11,0.3311
2019-04-12,2.6403
2019-04-15,-6.1093
2019-04-16,-2.226
2019-04-17,-3.6778
2019-04-18,20.7273
2019-04-22,11.1446
2019-04-23,1.355
2019-04-24,-6.4171
2019-04-25,1.4285999999999999
2019-04-26,0.5634
2019-04-29,3.6414999999999997
2019-04-30,8.6486
2019-05-01,4.7264
2019-05-02,-4.2755
2019-05-03,3.9702
2019-05-06,12.6492
2019-05-07,0.4237
2019-05-08,0.211
2019-05-09,-2.1053
2019-05-10,7.5269
2019-05-13,-1.0
2019-05-14,-1.2121
2019-05-15,-3.4765
2019-05-16,-1.9068
2019-05-17,-5.3996
2019-05-20,0.0
2019-05-21,1.5981999999999998
2019-05-22,-0.6742
2019-05-23,-4.2986
2019-05-24,2.8369
2019-05-28,-3.908
2019-05-29,-1.6745999999999999
2019-05-30,3.4063
2019-05-31,-5.6471
2019-06-03,-2.4938000000000002
2019-06-04,-1.023
2019-06-05,3.876
2019-06-06,5.4726
2019-06-07,-2.3585
2019-06-10,11.8357
2019-06-11,-2.3758
2019-06-12,3.9823
2019-06-13,-7.0213
2019-06-14,7.5515
2019-06-17,-9.7872
2019-06-18,-0.2358
2019-06-19,-2.8369
2019-06-20,1.4599
2019-06-21,-6.7146
2019-06-24,-4.8843
2019-06-25,-4.0541
2019-06-26,-5.6338
2019-06-27,-2.9851
2019-06-28,-6.7692
2019-07-01,7.2607
2019-07-02,2.4615
2019-07-03,0.9009
2019-07-05,-2.9762
2019-07-08,-4.6012
2019-07-09,-0.9646
2019-07-10,-1.9481000000000002
2019-07-11,2.9801
2019-07-12,-6.7524
2019-07-15,-6.8966
2019-07-16,5.5556
2019-07-17,6.3158
2019-07-18,-6.6007
2019-07-19,1.4134
2019-07-22,-3.1359
2019-07-23,1.4388
2019-07-24,-3.9007
2019-07-25,-4.059
2019-07-26,1.1538
2019-07-29,-0.3802
2019-07-30,4.9618
2019-07-31,-4.3636
2019-08-01,-12.9278
2019-08-02,5.2402
2019-08-05,-5.8091
2019-08-06,3.5242
2019-08-07,-3.4043
2019-08-08,9.6916
2019-08-09,-1.2048
2019-08-12,2.0325
2019-08-13,7.1713000000000005
2019-08-14,-7.8067
2019-08-15,9.6774
2019-08-16,1.1029
2019-08-19,2.1818
2019-08-20,0.0
2019-08-21,6.7616
2019-08-22,0.0
2019-08-23,-0.6667
2019-08-26,-4.3624
2019-08-27,-4.2105
2019-08-28,6.5934
2019-08-29,8.9347
2019-08-30,-1.2618
2019-09-03,-3.1949
2019-09-04,-0.6601
2019-09-05,1.9933999999999998
2019-09-06,-12.0521
2019-09-09,0.3704
2019-09-10,1.476
2019-09-11,11.2727
2019-09-12,-8.4967
2019-09-13,1.4285999999999999
2019-09-16,-7.7465
2019-09-17,-4.5802
2019-09-18,-5.6
2019-09-19,-7.2034
2019-09-20,-1.8265
2019-09-23,9.3023
2019-09-24,-0.4255
2019-09-25,1.7094
2019-09-26,3.5714
2019-09-27,1.4199
2019-09-30,-0.4
2019-10-01,-4.0161
2019-10-02,-7.113
2019-10-03,-4.5045
2019-10-04,1.4151
2019-10-07,-4.186
2019-10-08,-0.9709
2019-10-09,-5.3922
2019-10-10,-2.0725
2019-10-11,4.7619
2019-10-14,2.5253
2019-10-15,3.9409
2019-10-16,-3.3175
2019-10-17,0.0
2019-10-18,-7.3529
2019-10-21,5.8201
2019-10-22,-1.0
2019-10-23,-2.5253
2019-10-24,-3.1088
2019-10-25,-8.0214
2019-10-28,5.2326
2019-10-29,9.3923
2019-10-30,2.0202
2019-10-31,-3.4653
2019-11-01,4.6154
2019-11-04,-3.9215999999999998
2019-11-05,-2.551
2019-11-06,-1.0471
2019-11-07,0.5291
2019-11-08,-6.3158
2019-11-11,2.2472
2019-11-12,-0.5495
2019-11-13,-3.8674
2019-11-14,0.5747
2019-11-15,2.2857
2019-11-18,-9.4972
2019-11-19,-5.5556
2019-11-20,-15.0327
2019-11-21,4.6154
2019-11-22,2.9412000000000003
2019-11-25,-1.4285999999999999
2019-11-26,-0.7246
2019-11-27,0.0
2019-11-29,-3.6496
2019-12-02,-10.6061
2019-12-03,1.6949
2019-12-04,5.0
2019-12-05,-3.9683
2019-12-06,4.1322
2019-12-09,-0.7937
2019-12-10,-2.4
2019-12-11,-3.2787
2019-12-12,7.6271
2019-12-13,0.0
2019-12-16,0.7874
2019-12-17,-3.125
2019-12-18,-0.8065
2019-12-19,3.252
2019-12-20,9.4488
2019-12-23,-2.8777
2019-12-24,2.2222
2019-12-26,10.8696
2019-12-27,5.2288
2019-12-30,3.7267
2019-12-31,2.9939999999999998
2020-01-02,-1.7442
2020-01-03,-4.142
2020-01-06,-1.2346
2020-01-07,-5.0
2020-01-08,7.2368
2020-01-09,-3.681
2020-01-10,7.0064
2020-01-13,-4.1667
2020-01-14,5.5901
2020-01-15,0.0
2020-01-16,7.6471
2020-01-17,-1.0929
2020-01-21,7.7348
2020-01-22,2.5641
2020-01-23,-1.5
2020-01-24,-4.0609
2020-01-27,-5.8201
2020-01-28,7.3034
2020-01-29,-4.712
2020-01-30,-0.5495
2020-01-31,0.0
2020-02-03,-2.7624
2020-02-04,6.25
2020-02-05,-4.2781
2020-02-06,1.6760000000000002
2020-02-07,1.3736
2020-02-10,5.6911000000000005
2020-02-11,5.1282
2020-02-12,4.3902
2020-02-13,5.1402
2020-02-14,-2.2222
2020-02-18,0.9091
2020-02-19,-7.6577
2020-02-20,12.1951
2020-02-21,3.0435
2020-02-24,2.5316
2020-02-25,-2.0576
2020-02-26,-7.1429
2020-02-27,-7.2398
2020-02-28,-14.6341
2020-03-02,10.2857
2020-03-03,0.5181
2020-03-04,3.0928
2020-03-05,-5.0
2020-03-06,-1.0526
2020-03-09,-12.234
2020-03-10,-2.4242
2020-03-11,-17.3913
2020-03-12,-16.5414
2020-03-13,5.4054
2020-03-16,0.0
2020-03-17,13.6752
2020-03-18,-10.526299999999999
2020-03-19,13.4454
2020-03-20,-5.9259
2020-03-23,-6.2992
2020-03-24,21.8487
2020-03-25,8.2759
2020-03-26,12.7389
2020-03-27,-11.2994
2020-03-30,-3.8217
2020-03-31,0.0
2020-04-01,-19.8675
2020-04-02,-1.6529
2020-04-03,0.8403
2020-04-06,2.5
2020-04-07,-2.439
2020-04-08,15.8333
2020-04-09,-0.7194
2020-04-13,-3.6231999999999998
2020-04-14,9.7744
2020-04-15,1.3699
2020-04-16,4.0541
2020-04-17,2.5974
2020-04-20,9.4937
2020-04-21,-3.4682
2020-04-22,-7.7844
2020-04-23,-2.5974
2020-04-24,2.6667
2020-04-27,17.5325
2020-04-28,-1.105
2020-04-29,-3.352
2020-04-30,1.7341
2020-05-01,-2.2727
2020-05-04,-0.5814
2020-05-05,-1.1696
2020-05-06,5.3254
2020-05-07,-5.0562
2020-05-08,5.3254
2020-05-11,0.5618
2020-05-12,-5.0279
2020-05-13,4.1176
2020-05-14,-0.565
2020-05-15,3.4091
2020-05-18,0.0
2020-05-19,-1.6484
2020-05-20,7.8212
2020-05-21,6.7358
2020-05-22,10.1942
2020-05-26,-1.3216
2020-05-27,0.8929
2020-05-28,-2.2124
2020-05-29,-4.0724
2020-06-01,-1.8868
2020-06-02,-0.9615
2020-06-03,1.9417
2020-06-04,-5.2381
2020-06-05,3.0151
2020-06-08,5.8537
2020-06-09,4.6083
2020-06-10,-5.7269
2020-06-11,-10.7477
2020-06-12,2.6178
2020-06-15,7.6531
2020-06-16,0.4739
2020-06-17,-2.3585
2020-06-18,1.9324
2020-06-19,2.3697
2020-06-22,-2.7778
2020-06-23,-1.4285999999999999
2020-06-24,0.0
2020-06-25,0.9662
2020-06-26,-3.8278
2020-06-29,-0.4975
2020-06-30,-1.0
2020-07-01,-3.0303
2020-07-02,3.6458
2020-07-06,-3.5176
2020-07-07,-7.8125
2020-07-08,8.4746
2020-07-09,-3.6458
2020-07-10,-4.3243
2020-07-13,-8.7571
2020-07-14,4.0248
2020-07-15,-1.7856999999999998
2020-07-16,1.2121
2020-07-17,33.832300000000004
2020-07-20,21.7002
2020-07-21,-4.7794
2020-07-22,-8.4942
2020-07-23,2.5316
2020-07-24,-4.9383
2020-07-27,2.1645
2020-07-28,-1.2711999999999999
2020-07-29,-3.0043
2020-07-30,3.5398
2020-07-31,-3.8462
