ticker,OSMT US Equity
2019-03-13,-1.1869
2019-03-14,-1.8018
2019-03-15,-2.4465
2019-03-18,-1.0972
2019-03-19,3.8035
2019-03-20,-2.5954
2019-03-21,-0.1567
2019-03-22,1.8838
2019-03-25,-3.698
2019-03-26,4.48
2019-03-27,3.2159
2019-03-28,-40.727
2019-03-29,-9.8874
2019-04-01,1.6667
2019-04-02,5.1913
2019-04-03,-5.7143
2019-04-04,4.1322
2019-04-05,1.8519
2019-04-08,3.6364
2019-04-09,-0.7519
2019-04-10,1.0101
2019-04-11,-0.75
2019-04-12,2.5189
2019-04-15,-1.2285
2019-04-16,-1.7412999999999998
2019-04-17,2.0253
2019-04-18,1.2407
2019-04-22,2.6961
2019-04-23,1.432
2019-04-24,0.0
2019-04-25,0.7059
2019-04-26,-0.7009
2019-04-29,-2.1176
2019-04-30,-3.3654
2019-05-01,-1.7412999999999998
2019-05-02,-0.5063
2019-05-03,1.2723
2019-05-06,-2.5126
2019-05-07,-1.0309
2019-05-08,-8.8542
2019-05-09,-5.1429
2019-05-10,-9.6386
2019-05-13,-5.6667
2019-05-14,-7.4205
2019-05-15,-3.4351
2019-05-16,5.5336
2019-05-17,1.1236
2019-05-20,-5.1852
2019-05-21,-1.1719
2019-05-22,2.7668
2019-05-23,-8.461500000000001
2019-05-24,10.5042
2019-05-28,-4.5626999999999995
2019-05-29,-4.3825
2019-05-30,-0.8333
2019-05-31,0.8403
2019-06-03,1.25
2019-06-04,0.4115
2019-06-05,-0.4098
2019-06-06,-2.4691
2019-06-07,-0.4219
2019-06-10,-0.8475
2019-06-11,17.9487
2019-06-12,7.2464
2019-06-13,4.7297
2019-06-14,1.6129
2019-06-17,-1.9048
2019-06-18,1.9417
2019-06-19,4.4444
2019-06-20,1.2158
2019-06-21,-1.2012
2019-06-24,0.6079
2019-06-25,3.0211
2019-06-26,2.6393
2019-06-27,1.4285999999999999
2019-06-28,7.0423
2019-07-01,2.3684
2019-07-02,-3.599
2019-07-03,3.4667
2019-07-05,-2.8350999999999997
2019-07-08,1.061
2019-07-09,2.8871
2019-07-10,1.7856999999999998
2019-07-11,-8.5213
2019-07-12,-1.0959
2019-07-15,0.277
2019-07-16,-0.2762
2019-07-17,-0.277
2019-07-18,0.5556
2019-07-19,-1.105
2019-07-22,-0.2793
2019-07-23,-5.3221
2019-07-24,-2.071
2019-07-25,0.3021
2019-07-26,-0.6024
2019-07-29,-2.4242
2019-07-30,0.6211
2019-07-31,0.6173
2019-08-01,-1.227
2019-08-02,-1.5528
2019-08-05,-1.8927
2019-08-06,2.2508
2019-08-07,-0.6289
2019-08-08,-1.5823
2019-08-09,-1.9293
2019-08-12,-1.9672
2019-08-13,2.6756
2019-08-14,-2.2801
2019-08-15,-3.6667
2019-08-16,3.8062
2019-08-19,2.6667
2019-08-20,-2.5974
2019-08-21,-1.0
2019-08-22,1.6835
2019-08-23,-7.2848
2019-08-26,8.5714
2019-08-27,-1.9737
2019-08-28,-0.6711
2019-08-29,8.4459
2019-08-30,-4.6729
2019-09-03,-2.6144
2019-09-04,0.6711
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,6.6667
2019-09-11,6.875
2019-09-12,8.4795
2019-09-13,-0.5391
2019-09-16,4.065
2019-09-17,-2.6042
2019-09-18,-3.7433
2019-09-19,0.0
2019-09-20,3.0556
2019-09-23,3.7736
2019-09-24,0.0
2019-09-25,0.5195
2019-09-26,2.3256
2019-09-27,-0.5051
2019-09-30,-2.5381
2019-10-01,2.3438
2019-10-02,1.7812000000000001
2019-10-03,0.75
2019-10-04,-1.737
2019-10-07,6.0606
2019-10-08,-6.4286
2019-10-09,4.5802
2019-10-10,0.7299
2019-10-11,-0.2415
2019-10-14,-0.2421
2019-10-15,3.8834999999999997
2019-10-16,3.0374
2019-10-17,2.2676
2019-10-18,0.6652
2019-10-21,4.4053
2019-10-22,-27.0042
2019-10-23,19.0751
2019-10-24,8.4951
2019-10-25,-2.0134
2019-10-28,-1.8265
2019-10-29,3.2558
2019-10-30,0.4505
2019-10-31,-0.6726
2019-11-01,-2.7088
2019-11-04,-3.7123
2019-11-05,-2.8916
2019-11-06,-0.7444
2019-11-07,0.25
2019-11-08,-0.2494
2019-11-11,-3.75
2019-11-12,-1.2987
2019-11-13,4.7368
2019-11-14,1.005
2019-11-15,2.4876
2019-11-18,12.1359
2019-11-19,8.2251
2019-11-20,1.0
2019-11-21,3.7624
2019-11-22,15.6489
2019-11-25,8.5809
2019-11-26,-2.5836
2019-11-27,2.4961
2019-11-29,1.7504
2019-12-02,0.6731
2019-12-03,1.3373
2019-12-04,-3.6657
2019-12-05,0.1522
2019-12-06,-1.0638
2019-12-09,3.3794
2019-12-10,14.4131
2019-12-11,-7.9221
2019-12-12,5.2186
2019-12-13,-3.6193
2019-12-16,-2.3644
2019-12-17,-3.8462
2019-12-18,8.7407
2019-12-19,-0.545
2019-12-20,3.0137
2019-12-23,-1.3298
2019-12-24,-0.2695
2019-12-26,-3.9189
2019-12-27,-2.9536
2019-12-30,-0.8696
2019-12-31,2.193
2020-01-02,-0.2146
2020-01-03,0.0717
2020-01-06,-16.4756
2020-01-07,-7.2899
2020-01-08,-5.2729
2020-01-09,-1.5625
2020-01-10,-2.7778
2020-01-13,2.0408
2020-01-14,-0.6
2020-01-15,0.2012
2020-01-16,12.6506
2020-01-17,4.3672
2020-01-21,11.187
2020-01-22,2.9186
2020-01-23,1.3433
2020-01-24,3.0928
2020-01-27,-1.1429
2020-01-28,-2.3121
2020-01-29,1.7751000000000001
2020-01-30,-1.4535
2020-01-31,-5.0147
2020-02-03,-13.5093
2020-02-04,-5.8347999999999995
2020-02-05,2.5739
2020-02-06,0.5576
2020-02-07,-5.7301
2020-02-10,9.6078
2020-02-11,-3.7567
2020-02-12,-2.0446
2020-02-13,-2.4668
2020-02-14,-0.1946
2020-02-18,8.9669
2020-02-19,4.4723
2020-02-20,4.1096
2020-02-21,-3.7829
2020-02-24,-4.4444
2020-02-25,-8.1395
2020-02-26,6.1344
2020-02-27,-3.3028
2020-02-28,10.6262
2020-03-02,-3.7736
2020-03-03,-5.3476
2020-03-04,5.0847
2020-03-05,-1.9713
2020-03-06,0.0
2020-03-09,-1.4625
2020-03-10,-0.7421
2020-03-11,-5.4206
2020-03-12,-8.8933
2020-03-13,8.4599
2020-03-16,-11.6
2020-03-17,4.2986
2020-03-18,-18.6551
2020-03-19,4.5333
2020-03-20,-2.8061
2020-03-23,2.3622
2020-03-24,5.8974
2020-03-25,-11.6223
2020-03-26,4.1096
2020-03-27,-10.0
2020-03-30,0.0
2020-03-31,-7.0175
2020-04-01,-11.0063
2020-04-02,5.3004
2020-04-03,-1.3423
2020-04-06,6.4626
2020-04-07,-2.8754
2020-04-08,3.9474
2020-04-09,10.7595
2020-04-13,10.0
2020-04-14,10.1299
2020-04-15,-4.4811
2020-04-16,0.7407
2020-04-17,0.0
2020-04-20,5.6373
2020-04-21,-9.5128
2020-04-22,2.8205
2020-04-23,1.4963
2020-04-24,-1.9656
2020-04-27,4.7619
2020-04-28,-6.9378
2020-04-29,6.6838
2020-04-30,-3.6145
2020-05-01,-6.5
2020-05-04,3.7433
2020-05-05,5.4124
2020-05-06,-0.489
2020-05-07,0.9828
2020-05-08,0.2433
2020-05-11,6.5534
2020-05-12,5.2392
2020-05-13,-16.4502
2020-05-14,0.5181
2020-05-15,4.1237
2020-05-18,5.198
2020-05-19,6.5882
2020-05-20,-0.2208
2020-05-21,1.7699
2020-05-22,-2.8261
2020-05-26,19.0157
2020-05-27,12.594
2020-05-28,-1.0017
2020-05-29,0.6745
2020-06-01,3.0151
2020-06-02,2.439
2020-06-03,-0.1587
2020-06-04,6.2003
2020-06-05,2.9939999999999998
2020-06-08,1.5988
2020-06-09,-3.4335
2020-06-10,-6.2963000000000005
2020-06-11,-12.0949
2020-06-12,-8.4532
2020-06-15,12.3772
2020-06-16,-4.1958
2020-06-17,10.4927
2020-06-18,-0.7432
2020-06-19,4.4925
2020-06-22,6.6879
2020-06-23,1.6418
2020-06-24,-2.6432
2020-06-25,1.1312
2020-06-26,-1.4169
2020-06-29,2.8744
2020-06-30,-1.0294
2020-07-01,-0.8915
2020-07-02,-2.9985
2020-07-06,3.5549
2020-07-07,-4.4776
2020-07-08,-0.625
2020-07-09,10.0629
2020-07-10,25.2857
2020-07-13,-11.9726
2020-07-14,-20.272
2020-07-15,1.2185
2020-07-16,-4.1734
2020-07-17,5.8626000000000005
2020-07-20,-1.7405
2020-07-21,-1.2882
2020-07-22,-4.7308
2020-07-23,-3.7671
2020-07-24,-3.5587
2020-07-27,-1.2915
2020-07-28,-2.6168
2020-07-29,0.1919
2020-07-30,6.705
2020-07-31,-3.9497
