ticker,IMGX US Equity
2011-08-08,0.0
2011-08-10,0.0
2011-08-15,0.0
2011-08-26,-60.0
2011-09-01,127.2727
2011-09-02,-40.0
2011-09-06,66.6667
2011-09-07,0.0
2011-09-09,-20.0
2011-09-14,22.5
2011-10-07,-18.3673
2011-10-11,0.0
2011-10-25,-25.5
2011-10-28,0.0
2011-10-31,0.0
2011-11-10,0.0
2011-11-15,17.4497
2011-11-21,-14.2857
2011-12-02,-1.6667
2011-12-08,-32.8814
2011-12-13,0.0
2011-12-28,0.0
2012-01-06,-74.7475
2012-01-09,0.0
2012-01-10,72.375
2012-01-11,0.9427
2012-01-12,-8.046
2012-01-13,-6.25
2012-01-17,6.6667
2012-01-18,0.0
2012-01-19,0.0
2012-02-06,-25.0
2012-02-07,0.0
2012-02-08,8.3333
2012-02-09,0.0
2012-02-10,7.6923
2012-02-14,-35.7143
2012-02-16,0.0
2012-02-22,0.0
2012-02-23,22.2222
2012-02-27,9.0909
2012-02-29,0.0
2012-03-01,91.6667
2012-03-02,-30.4348
2012-03-07,0.0
2012-03-23,2.5
2012-03-29,0.0
2012-03-30,0.0
2012-04-16,0.0
2012-05-04,-14.6341
2012-06-04,57.1429
2012-06-15,0.0
2012-06-18,-27.2727
2012-06-20,-25.0
2012-06-26,16.6667
2012-06-27,-14.2857
2012-07-26,33.3333
2012-08-07,-25.0
2012-09-24,-16.6667
2012-09-25,-19.75
2012-10-11,0.0
2012-11-05,0.0
2012-11-09,-12.4611
2012-12-20,-0.3559
2012-12-28,42.8571
2013-01-03,-30.0
2013-01-04,100.0
2013-02-11,1.4285999999999999
2013-02-12,-50.7042
2013-06-25,0.0
2013-10-01,0.0
2013-12-17,0.0
2013-12-18,0.0
2014-02-04,0.0
2014-03-10,0.0
2014-05-21,0.0
2014-05-22,102.8571
2014-06-10,-22.5352
2014-07-16,0.0
2014-09-03,27.2727
2014-09-12,0.0
2014-10-07,14.2857
2014-10-16,25.0
2014-10-17,0.0
2014-10-27,-20.0
2014-10-30,25.0
2014-11-26,-20.0
2014-12-22,25.0
2014-12-30,-40.0
2015-01-12,0.0
2015-01-26,-33.3333
2015-01-29,-12.5
2015-03-06,0.0
2015-03-10,0.0
2015-03-20,328.5714
2015-04-24,3.6667
2015-08-14,-35.6913
2015-08-19,0.0
2015-08-20,-5.0
2015-08-28,-21.0526
2015-09-02,-26.6667
2015-10-06,0.0
2015-10-22,0.0
2015-11-05,0.0
2016-03-17,-45.4545
2016-07-28,16.6667
2016-09-29,71.4286
2016-10-10,-3.8542
2016-11-02,-13.3261
2016-11-07,0.0
2016-12-12,15.375
2016-12-15,-13.3261
2017-01-31,-20.0
2017-02-21,-6.25
2017-02-22,6.6667
2017-02-27,-5.0
2017-03-27,5.2632
2017-04-05,0.0
2017-04-13,-4.5313
2017-05-03,4.7463
2018-08-09,381.4815
2018-08-16,0.0
2018-08-17,15.3846
2018-08-20,100.0
2018-08-21,-46.4667
2018-08-22,86.7995
2018-08-23,0.0
2018-08-24,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-20,0.0
2018-09-24,0.0
2018-09-28,0.0
2018-10-02,0.0
2018-10-15,-13.3333
2018-10-24,7.6923
2018-11-02,0.0
2018-11-06,-7.1429
2018-11-16,92.3077
2018-11-19,0.0
2018-12-28,-4.0
2019-01-22,-16.6667
2019-01-25,-33.25
2019-07-15,32.9588
2019-07-19,-15.493
2019-09-17,50.0
2019-09-18,0.0
2019-09-23,0.0
2019-10-07,-15.5556
2019-10-10,15.7895
2019-10-29,13.6364
2019-10-30,-20.0
2019-11-06,0.0
2019-11-14,10.0
2019-12-09,13.6364
2019-12-26,40.0
2019-12-30,-25.7143
2020-01-13,0.0
2020-01-14,-19.2308
2020-02-12,0.0
2020-03-16,0.0476
2020-05-07,-0.0476
