ticker,BRPA US Equity
2019-01-31,0.0
2019-02-06,0.1951
2019-02-11,0.0
2019-02-12,0.1947
2019-02-14,0.0972
2019-02-19,-0.1942
2019-02-20,0.1946
2019-02-26,0.1942
2019-02-28,0.0029
2019-03-18,0.2878
2019-03-19,-0.1565
2019-03-20,0.06
2019-03-21,-0.0967
2019-03-28,0.0
2019-04-01,0.0
2019-04-05,0.0968
2019-04-08,0.0
2019-04-09,0.0967
2019-04-10,0.0425
2019-04-16,0.1082
2019-04-17,-0.247
2019-04-22,0.3868
2019-04-26,0.289
2019-04-30,0.0
2019-05-01,-0.5456
2019-05-02,-0.0309
2019-05-03,0.0966
2019-05-06,0.0483
2019-05-07,0.4303
2019-05-08,-0.0922
2019-05-09,-0.0962
2019-05-13,0.0
2019-05-14,-0.385
2019-05-15,0.3865
2019-05-20,-0.1925
2019-05-24,1.6393
2019-05-28,-1.518
2019-05-29,0.3854
2019-06-03,0.2879
2019-06-10,-0.1914
2019-06-17,3.5475
2019-06-18,-2.8704
2019-06-19,-0.9533
2019-06-20,-0.0962
2019-06-21,0.0
2019-06-24,-0.289
2019-06-25,0.7729
2019-06-27,0.954
2019-07-01,-0.755
2019-07-02,-0.4785
2019-07-18,0.6788
2019-07-19,-0.531
2019-07-22,0.8161
2019-07-25,0.0
2019-07-26,-0.1905
2019-07-29,-0.0954
2019-07-31,0.2865
2019-08-01,-1.9048
2019-08-02,1.9417
2019-08-05,-0.1905
2019-08-06,-0.2109
2019-08-08,-0.6971
2019-08-13,0.5296
2019-08-15,0.0
2019-08-16,0.5747
2019-08-19,0.0
2019-08-20,-0.381
2019-08-21,0.6692
2019-08-23,-1.2346
2019-08-28,0.2885
2019-08-29,0.0
2019-08-30,0.0
2019-09-03,0.1918
2019-09-06,0.0
2019-09-09,-0.4785
2019-09-10,0.4808
2019-09-11,0.4785
2019-09-18,0.9524
2019-09-20,-0.0943
2019-09-24,-0.4721
2019-09-27,0.3795
2019-09-30,0.0
2019-10-03,-1.1342
2019-10-08,0.3824
2019-10-09,0.0
2019-10-22,-0.0952
2019-10-23,0.0
2019-10-25,0.2479
2019-10-30,0.1331
2019-10-31,1.6781000000000001
2019-11-01,-0.0626
2019-11-08,-0.8421
2019-11-25,-0.0933
2019-11-29,-0.9434
2019-12-02,0.8571
2019-12-03,-0.5656
2019-12-04,1.9857
2019-12-13,-2.2274
2019-12-16,0.2857
2019-12-17,-0.2849
2019-12-18,0.4762
2019-12-20,0.1896
2019-12-24,0.7569
2019-12-31,-0.4695
2020-01-03,-0.1887
2020-01-06,0.6616
2020-01-17,9.2019
2020-01-21,-7.9106
2020-01-24,-0.915
2020-01-30,0.735
2020-02-06,-0.5613
2020-02-11,0.0386
2020-02-28,0.1495
2020-03-02,0.4695
2020-03-05,0.0
2020-03-11,-0.4673
2020-03-13,-0.4695
2020-03-17,-1.4151
2020-03-23,2.5837
2020-03-24,0.4664
2020-03-31,0.0
2020-04-01,-1.5785
2020-04-08,0.566
2020-04-15,-0.0469
2020-04-16,0.2346
2020-04-28,0.2809
2020-04-29,10.6443
2020-05-04,-3.1224
2020-05-06,-3.5531
2020-06-09,-0.5609
2020-06-10,-0.9201
2020-06-18,1.2953000000000001
2020-06-19,-1.2109
2020-06-23,0.0806
2020-06-24,0.2243
2020-06-25,0.9179
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,-4.9774
2020-07-02,3.6132999999999997
2020-07-06,1.0166
2020-07-07,-1.0919
2020-07-08,1.196
2020-07-09,-0.6364
2020-07-10,0.0915
2020-07-13,-0.9634
2020-07-14,0.971
2020-07-15,0.0018
2020-07-16,-0.2779
2020-07-17,-1.9212
2020-07-20,0.4673
2020-07-21,-0.4651
2020-07-22,0.0
2020-07-24,0.0019
2020-07-28,0.5598
2020-07-29,-0.0939
2020-07-31,-0.2791
