ticker,FCCT US Equity
2014-01-13,-0.3759
2014-01-31,0.0
2014-02-27,-1.8868
2014-04-28,0.3846
2014-04-29,0.3831
2014-04-30,-0.3817
2014-05-07,0.0
2014-06-18,1.5326
2014-06-19,0.0
2014-07-08,3.3962
2014-07-21,0.0
2014-08-12,0.0
2014-08-20,9.1241
2014-08-21,-0.3344
2014-08-25,-2.349
2014-08-26,3.0928
2014-10-10,-3.0
2014-10-13,0.0
2014-10-17,0.0
2014-11-06,3.0928
2014-11-11,-5.0
2014-11-17,2.807
2014-12-15,0.6826
2014-12-23,-1.6949
2014-12-31,3.4483
2015-02-04,0.0
2015-02-05,0.0
2015-02-13,0.0
2015-02-23,-7.3333
2015-02-24,-1.7986
2015-02-25,0.0
2015-02-27,0.0
2015-03-09,8.0586
2015-03-13,1.6949
2015-05-21,10.3333
2015-06-08,7.2508
2015-07-27,5.6338
2015-08-11,-12.0
2015-08-20,0.0
2015-09-08,6.0606
2015-09-14,7.1429
2015-09-16,-11.4667
2015-09-21,0.3012
2015-09-22,0.6006
2015-10-07,10.4478
2015-11-09,-2.7027
2015-11-11,0.0
2015-11-12,9.4444
2015-11-16,0.2538
2015-11-20,1.2658
2015-11-30,-6.25
2015-12-11,6.6667
2015-12-14,-7.0
2015-12-17,7.5269
2016-01-04,0.0
2016-01-11,0.0
2016-01-19,0.0
2016-02-01,-2.5
2016-02-10,2.5641
2016-02-16,-2.5
2016-03-23,0.0
2016-04-06,5.1282
2016-04-12,3.6585
2016-04-19,0.0
2016-04-20,-0.4706
2016-05-12,0.4728
2016-05-26,0.0
2016-06-27,-0.7059
2016-07-05,1.4218
2016-07-12,-0.2336
2016-08-19,-3.2626
2016-08-22,1.678
2016-08-23,0.4762
2016-08-24,-0.4739
2016-08-25,0.0
2016-08-26,0.0
2016-09-06,0.0
2016-09-13,3.5714
2016-09-14,0.0
2016-09-28,-4.5977
2016-10-20,0.0
2016-10-21,0.0
2016-10-27,4.8193
2016-11-11,3.4483
2016-11-23,0.0
2016-12-14,5.5556
2017-01-31,5.2632
2017-03-09,2.0
2017-03-15,-3.9215999999999998
2017-03-21,0.4082
2017-03-31,-0.4065
2017-04-04,-1.0204
2017-04-05,1.0309
2017-04-12,2.0408
2017-04-17,1.0
2017-04-19,0.9901
2017-04-21,1.9607999999999999
2017-04-24,0.9615
2017-04-25,0.9524
2017-04-26,3.7736
2017-05-01,0.0182
2017-05-03,1.7997
2017-05-04,1.7856999999999998
2017-05-08,-4.386
2017-05-24,0.367
2017-06-01,5.1188
2017-06-09,21.7391
2017-06-13,-17.1429
2017-06-16,12.069
2017-07-25,-10.7692
2017-07-27,0.0
2017-07-31,3.4483
2017-08-01,0.0
2017-08-07,1.6667
2017-08-17,-1.6393
2017-08-25,0.0
2017-09-13,3.3333
2017-09-14,-3.2258
2017-09-15,5.0
2017-09-22,-0.7937
2017-11-17,-4.0
2017-11-28,-0.5
2017-12-04,2.1776
2017-12-05,0.8197
2017-12-06,0.0
2017-12-07,0.0
2017-12-11,0.813
2017-12-12,0.8065
2017-12-18,0.8
2018-03-08,-0.2857
2018-04-09,0.4457
2018-04-13,-0.1585
2018-04-18,2.6984
2018-04-19,0.1546
2018-04-23,0.3086
2018-04-24,-3.0769
2018-04-26,3.1746
2018-05-01,0.7692
2018-05-02,2.2901
2018-05-15,0.0
2018-05-17,-2.2388
2018-05-24,-0.7634
2018-06-13,3.8308
2018-06-21,1.4965
2018-06-27,-1.7518
2018-07-05,1.0401
2018-07-12,-1.4706000000000001
2018-07-17,0.7463
2018-07-31,3.7037
2018-08-10,0.0
2018-09-07,0.7143
2018-10-01,-0.4255
2018-10-02,3.2763999999999998
2018-10-24,-2.069
2018-10-26,-1.4085
2018-10-29,-0.7143
2018-10-30,0.0
2018-11-01,-0.7194
2018-11-05,-0.7246
2018-11-09,-0.7299
2018-11-20,0.0
2018-11-29,0.0
2018-12-07,3.6765
2018-12-10,-0.7353
2018-12-17,0.5926
2019-01-24,-7.2165
2019-03-04,0.0
2019-03-11,15.0635
2019-04-23,-9.6427
2019-05-21,0.7634
2019-05-23,2.2727
2019-06-12,1.4815
2019-06-17,1.4599
2019-06-19,-5.036
2019-06-20,2.2727
2019-06-24,0.0
2019-06-25,0.0
2019-06-28,-2.0741
2019-07-15,-0.1498
2019-07-22,3.7862999999999998
2019-07-23,-2.9196999999999997
2019-07-24,1.5038
2019-07-25,0.7407
2019-08-08,-2.2059
2019-08-09,0.7519
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,-0.7463
2019-08-16,0.7519
2019-08-19,0.7463
2019-08-22,0.0
2019-08-26,0.7407
2019-08-28,-1.4706000000000001
2019-09-25,0.0
2019-09-26,0.7463
2019-10-02,0.5926
2019-10-04,0.1473
2019-10-24,1.4706000000000001
2019-11-06,1.3043
2019-11-22,-2.0029
2019-11-25,2.1898
2019-12-12,0.1481
2019-12-18,7.2485
2019-12-19,-2.069
2019-12-23,0.0
2020-01-08,-0.4225
2020-01-21,2.5460000000000003
2020-01-22,3.4483
2020-01-31,-4.5333
2020-02-21,1.2570000000000001
2020-02-25,-1.3793
2020-02-28,0.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-09,-1.8182
2020-03-17,-2.4217
2020-03-18,-0.7299
2020-03-23,-4.4118
2020-03-25,-3.8462
2020-04-23,0.0
2020-04-24,1.6
2020-05-11,0.0
2020-05-12,0.0
2020-05-14,-1.5748
2020-05-19,-1.6
2020-05-28,-16.5854
2020-05-29,7.2125
2020-06-17,0.0
2020-06-19,-4.5455
2020-07-01,0.9543
2020-07-09,-18.1148
2020-07-16,9.447
2020-07-21,5.2632
