ticker,REAL US Equity
2019-11-15,-1.1167
2019-11-18,-2.6539
2019-11-19,1.7981
2019-11-20,-3.5328
2019-11-21,-4.6072
2019-11-22,1.3003
2019-11-25,2.934
2019-11-26,-1.1876
2019-11-27,4.9879999999999995
2019-11-29,-1.5455
2019-12-02,-6.9767
2019-12-03,1.875
2019-12-04,6.3804
2019-12-05,-2.9988
2019-12-06,4.9346
2019-12-09,-1.0198
2019-12-10,-2.862
2019-12-11,0.6482
2019-12-12,8.723700000000001
2019-12-13,0.1616
2019-12-16,-1.6129
2019-12-17,-4.7541
2019-12-18,1.5491000000000001
2019-12-19,2.9379
2019-12-20,1.9759
2019-12-23,-2.3143000000000002
2019-12-24,-1.8733
2019-12-26,1.516
2019-12-27,1.3274
2019-12-30,-1.4738
2019-12-31,4.4321
2020-01-02,-5.1989
2020-01-03,3.1897
2020-01-06,-3.1453
2020-01-07,1.3718
2020-01-08,-4.1149000000000004
2020-01-09,4.6659
2020-01-10,-2.0914
2020-01-13,2.0798
2020-01-14,-0.2753
2020-01-15,-2.0431
2020-01-16,2.2548
2020-01-17,-3.8589
2020-01-21,2.0642
2020-01-22,-6.9663
2020-01-23,-3.3816
2020-01-24,-3.125
2020-01-27,-1.5484
2020-01-28,0.9174
2020-01-29,-2.013
2020-01-30,-1.9881
2020-01-31,-2.1636
2020-02-03,-3.0408
2020-02-04,3.4212
2020-02-05,-0.6203
2020-02-06,0.5548
2020-02-07,-1.4138
2020-02-10,1.4341
2020-02-11,3.1379
2020-02-12,4.7141
2020-02-13,-1.4687000000000001
2020-02-14,-1.6202
2020-02-18,0.3953
2020-02-19,1.9029
2020-02-20,0.4507
2020-02-21,1.9231
2020-02-24,-5.9748
2020-02-25,0.1338
2020-02-26,-0.1336
2020-02-27,-7.291
2020-02-28,0.938
2020-03-02,1.5726
2020-03-03,-4.3631
2020-03-04,-1.1773
2020-03-05,-3.2018
2020-03-06,0.0769
2020-03-09,-6.6872
2020-03-10,3.3773
2020-03-11,-9.243
2020-03-12,-22.6514
2020-03-13,-1.2486
2020-03-16,-25.6322
2020-03-17,17.1561
2020-03-18,5.8047
2020-03-19,0.7481
2020-03-20,-6.4356
2020-03-23,-27.7778
2020-03-24,5.3114
2020-03-25,20.8696
2020-03-26,10.2158
2020-03-27,-4.5692
2020-03-30,0.684
2020-03-31,-4.7554
2020-04-01,-6.4193999999999996
2020-04-02,5.9451
2020-04-03,-7.9137
2020-04-06,3.4375
2020-04-07,12.9909
2020-04-08,16.9786
2020-04-09,-6.7429
2020-04-13,-1.9607999999999999
2020-04-14,-0.125
2020-04-15,8.5106
2020-04-16,6.3437
2020-04-17,10.141
2020-04-20,-2.708
2020-04-21,-3.3401
2020-04-22,-0.1047
2020-04-23,-1.153
2020-04-24,7.211
2020-04-27,15.3314
2020-04-28,-3.9451
2020-04-29,11.3393
2020-04-30,-5.854
2020-05-01,1.448
2020-05-04,-2.0991
2020-05-05,3.9451
2020-05-06,-2.4752
2020-05-07,8.3756
2020-05-08,8.6651
2020-05-11,-7.9741
2020-05-12,-0.3123
2020-05-13,-1.0963
2020-05-14,-4.7506
2020-05-15,3.99
2020-05-18,-2.7178
2020-05-19,2.2186
2020-05-20,-1.045
2020-05-21,1.7059
2020-05-22,-0.2396
2020-05-26,4.5637
2020-05-27,7.7335
2020-05-28,-3.9801
2020-05-29,-0.7402
2020-06-01,3.5048
2020-06-02,-0.5043
2020-06-03,6.4446
2020-06-04,0.5442
2020-06-05,-2.3004
2020-06-08,3.8781
2020-06-09,2.4667
2020-06-10,-9.3038
2020-06-11,-13.4864
2020-06-12,3.9801
2020-06-15,4.8644
2020-06-16,3.1939
2020-06-17,4.4215
2020-06-18,-0.988
2020-06-19,-0.5702
2020-06-22,3.7993
2020-06-23,2.8315
2020-06-24,-6.2458
2020-06-25,3.1519
2020-06-26,-6.9444
2020-06-29,-4.2537
2020-06-30,-0.3118
2020-07-01,9.3823
2020-07-02,0.5004
2020-07-06,1.3514
2020-07-07,1.6139999999999999
2020-07-08,4.2818
2020-07-09,-5.298
2020-07-10,-3.6713
2020-07-13,-10.5626
2020-07-14,-2.5162
2020-07-15,7.1607
2020-07-16,4.7397
2020-07-17,0.816
2020-07-20,5.5923
2020-07-21,0.7666
2020-07-22,-0.7607
2020-07-23,-2.8571
2020-07-24,-5.5237
2020-07-27,5.0114
2020-07-28,-4.3384
2020-07-29,5.291
2020-07-30,-1.7947
2020-07-31,-0.2924
