ticker,MOGU US Equity
2019-04-30,-2.3529
2019-05-01,-3.1325
2019-05-02,2.7363
2019-05-03,-0.9685
2019-05-06,-6.4792
2019-05-07,0.0
2019-05-08,-7.7124
2019-05-09,-4.6742
2019-05-10,-6.6865
2019-05-13,-10.828
2019-05-14,6.7857
2019-05-15,-3.01
2019-05-16,-4.8276
2019-05-17,-2.1739
2019-05-20,-5.1852
2019-05-21,3.3203
2019-05-22,-1.7013
2019-05-23,-2.1154
2019-05-24,-3.7328
2019-05-28,3.2653
2019-05-29,-2.0751
2019-05-30,-5.1463
2019-05-31,5.3191
2019-06-03,-4.6465
2019-06-04,5.9322
2019-06-05,-6.4
2019-06-06,-16.2393
2019-06-07,10.9694
2019-06-10,1.1494
2019-06-11,0.6818
2019-06-12,-13.9955
2019-06-13,-0.2625
2019-06-14,-6.5789
2019-06-17,-1.1268
2019-06-18,-4.8433
2019-06-19,-9.2814
2019-06-20,-6.9307
2019-06-21,-10.9929
2019-06-24,15.5378
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,-2.4138
2019-06-28,0.7067
2019-07-01,1.4035
2019-07-02,-2.0761
2019-07-03,-0.7067
2019-07-05,1.4235
2019-07-08,15.4386
2019-07-09,-6.079
2019-07-10,0.9709
2019-07-11,-6.4103
2019-07-12,-6.5068
2019-07-15,1.8315000000000001
2019-07-16,1.4388
2019-07-17,-1.4184
2019-07-18,-6.4748
2019-07-19,-0.3885
2019-07-22,-1.6024
2019-07-23,-0.722
2019-07-24,1.581
2019-07-25,-0.7782
2019-07-26,2.7451
2019-07-29,-4.5802
2019-07-30,0.396
2019-07-31,-2.785
2019-08-01,-6.7745999999999995
2019-08-02,5.0688
2019-08-05,-4.6025
2019-08-06,-4.3421
2019-08-07,5.4562
2019-08-08,6.087
2019-08-09,0.4098
2019-08-12,-2.0408
2019-08-13,0.625
2019-08-14,-1.4493
2019-08-15,0.8403
2019-08-16,0.0
2019-08-19,1.6667
2019-08-20,28.6885
2019-08-21,-2.5478
2019-08-22,-3.268
2019-08-23,22.8378
2019-08-26,-17.2167
2019-08-27,-12.9568
2019-08-28,-11.4504
2019-08-29,9.9138
2019-08-30,-5.8824
2019-09-03,-2.9167
2019-09-04,0.5279
2019-09-05,2.8903
2019-09-06,1.2448
2019-09-09,1.2295
2019-09-10,14.526299999999999
2019-09-11,-5.6137
2019-09-12,8.236
2019-09-13,-4.495
2019-09-16,-2.1739
2019-09-17,3.7037
2019-09-18,2.8571
2019-09-19,5.2083
2019-09-20,-2.7426
2019-09-23,-2.9489
2019-09-24,-6.2937
2019-09-25,0.3694
2019-09-26,-1.8551
2019-09-27,-1.1364
2019-09-30,-3.6437
2019-10-01,-1.7854
2019-10-02,-3.6437
2019-10-03,-1.2605
2019-10-04,-0.8553
2019-10-07,-1.2876
2019-10-08,-5.4611
2019-10-09,-0.6577
2019-10-10,1.8519
2019-10-11,21.3636
2019-10-14,-0.7491
2019-10-15,5.6604
2019-10-16,-1.0321
2019-10-17,-2.9266
2019-10-18,0.3717
2019-10-21,-1.8519
2019-10-22,-8.6792
2019-10-23,3.719
2019-10-24,-2.0279
2019-10-25,1.2566
2019-10-28,-2.4096
2019-10-29,-0.2058
2019-10-30,-4.5361
2019-10-31,-6.2635
2019-11-01,0.4608
2019-11-04,4.5872
2019-11-05,3.0702
2019-11-06,-6.383
2019-11-07,6.9681999999999995
2019-11-08,0.7054
2019-11-11,-4.6415
2019-11-12,1.77
2019-11-13,-2.3305
2019-11-14,-5.3733
2019-11-15,-0.2635
2019-11-18,-4.4811
2019-11-19,2.716
2019-11-20,0.9567
2019-11-21,1.9049
2019-11-22,-4.6684
2019-11-25,-0.4902
2019-11-26,0.0
2019-11-27,0.0
2019-11-29,0.4926
2019-12-02,2.451
2019-12-03,-2.3971
2019-12-04,1.9658
2019-12-05,-3.8462
2019-12-06,-2.0
2019-12-09,0.5102
2019-12-10,-2.5381
2019-12-11,0.5208
2019-12-12,0.5181
2019-12-13,3.0876
2019-12-16,5.5053
2019-12-17,-0.4787
2019-12-18,0.9572
2019-12-19,2.8302
2019-12-20,0.4587
2019-12-23,-5.4795
2019-12-24,5.314
2019-12-26,-0.4587
2019-12-27,-0.4654
2019-12-30,0.9306
2019-12-31,4.5826
2020-01-02,3.0747
2020-01-03,5.1064
2020-01-06,0.8057
2020-01-07,-4.4138
2020-01-08,3.1513
2020-01-09,1.4257
2020-01-10,-0.004
2020-01-13,-3.209
2020-01-14,4.5643
2020-01-15,-1.9841
2020-01-16,1.2146
2020-01-17,-1.2
2020-01-21,-2.6316
2020-01-22,-0.6237
2020-01-23,-5.8577
2020-01-24,-1.7778
2020-01-27,-1.81
2020-01-28,-1.9493
2020-01-29,-1.3019
2020-01-30,0.9524
2020-01-31,-3.3019
2020-02-03,-2.439
2020-02-04,4.0
2020-02-05,-3.8462
2020-02-06,-1.0
2020-02-07,1.0101
2020-02-10,-0.5
2020-02-11,3.0151
2020-02-12,-0.9756
2020-02-13,-2.4631
2020-02-14,-3.0303
2020-02-18,-3.6458
2020-02-19,1.0811
2020-02-20,-0.5348
2020-02-21,3.7634
2020-02-24,-2.5907
2020-02-25,-1.5957
2020-02-26,3.2432
2020-02-27,0.0
2020-02-28,-4.8429
2020-03-02,-2.6135
2020-03-03,-0.565
2020-03-04,4.392
2020-03-05,0.147
2020-03-06,-3.163
2020-03-09,-3.4684
2020-03-10,-4.6512
2020-03-11,0.6098
2020-03-12,-29.697
2020-03-13,-5.1724
2020-03-16,-9.0909
2020-03-17,4.0
2020-03-18,-0.9615
2020-03-19,28.1553
2020-03-20,-15.9091
2020-03-23,1.8108
2020-03-24,12.3794
2020-03-25,-9.4488
2020-03-26,-4.3478
2020-03-27,-7.2727
2020-03-30,3.9215999999999998
2020-03-31,8.0189
2020-04-01,-8.952
2020-04-02,-5.9856
2020-04-03,-2.0712
2020-04-06,1.417
2020-04-07,-0.9554
2020-04-08,0.612
2020-04-09,-3.0928
2020-04-13,8.5106
2020-04-14,-2.8922
2020-04-15,1.999
2020-04-16,-2.4943
2020-04-17,5.573
2020-04-20,-1.9231
2020-04-21,0.0
2020-04-22,-2.9412000000000003
2020-04-23,2.3737
2020-04-24,2.6147
2020-04-27,8.6538
2020-04-28,2.2124
2020-04-29,5.6277
2020-04-30,-2.459
2020-05-01,-11.3866
2020-05-04,-3.2717
2020-05-05,0.0
2020-05-06,-1.9607999999999999
2020-05-07,8.0
2020-05-08,0.0
2020-05-11,1.8519
2020-05-12,-1.8182
2020-05-13,-4.6296
2020-05-14,1.9417
2020-05-15,0.0
2020-05-18,8.5714
2020-05-19,0.0
2020-05-20,-4.386
2020-05-21,0.9174
2020-05-22,0.0
2020-05-26,0.0
2020-05-27,12.2727
2020-05-28,21.4575
2020-05-29,-12.3333
2020-06-01,-6.4639
2020-06-02,31.7073
2020-06-03,-1.8519
2020-06-04,2.5157
2020-06-05,-7.362
2020-06-08,7.2848
2020-06-09,0.0
2020-06-10,-3.7037
2020-06-11,-8.3333
2020-06-12,4.1958
2020-06-15,9.396
2020-06-16,7.9939
2020-06-17,0.551
2020-06-18,-2.7119
2020-06-19,-3.0197
2020-06-22,1.7964
2020-06-23,3.2353
2020-06-24,1.4245
2020-06-25,0.5618
2020-06-26,-2.5140000000000002
2020-06-29,2.0057
2020-06-30,1.1236
2020-07-01,11.1111
2020-07-02,5.25
2020-07-06,37.2922
2020-07-07,104.8443
2020-07-08,-16.3851
2020-07-09,-5.0505
2020-07-10,-10.6383
2020-07-13,-11.4286
2020-07-14,-13.7097
2020-07-15,6.5421
2020-07-16,-9.0643
2020-07-17,8.6817
2020-07-20,-5.0296
2020-07-21,0.9346
2020-07-22,-8.9506
2020-07-23,-11.1864
2020-07-24,-12.5954
2020-07-27,2.1834
2020-07-28,-2.5641
2020-07-29,-3.5088
2020-07-30,59.0909
2020-07-31,-12.857099999999999
