ticker,COECF US Equity
2011-04-28,-2.2449
2011-05-09,-12.3173
2011-05-10,13.1548
2011-05-12,-11.6255
2011-06-06,-7.7083
2011-06-21,7.6427
2011-07-11,0.6591
2011-07-14,-17.2024
2011-08-08,-16.8943
2011-08-17,15.2249
2011-08-22,-14.7147
2011-08-23,5.6338
2011-08-25,-1.7917
2011-08-29,0.8061
2011-09-01,12.794599999999999
2011-09-02,0.2985
2011-09-12,-0.2232
2011-10-07,4.1014
2011-10-24,-6.5903
2011-11-16,1.5337
2011-12-07,-8.648
2012-01-19,-6.4076
2012-02-06,-2.4735
2012-02-16,-6.5217
2012-02-21,-0.7752
2012-03-02,24.2188
2012-03-13,8.1761
2012-04-11,-6.9767
2012-04-16,6.25
2012-04-18,1.1764999999999999
2012-04-19,-6.9767
2012-04-25,11.25
2012-04-26,-2.809
2012-04-30,-0.4697
2012-05-01,-2.4319
2012-05-02,-4.7619
2012-05-03,6.7969
2012-05-04,-0.8047
2012-07-10,-27.4336
2012-09-19,5.9959
2012-09-28,-14.861
2012-10-23,7.2072
2012-11-28,1.2605
2012-11-30,23.4959
2012-12-03,-9.2818
2012-12-07,10.3704
2012-12-31,10.7383
2013-01-07,0.0
2013-01-11,-5.7576
2013-01-16,1.6077
2013-01-22,-8.2278
2013-03-05,-3.9224
2013-03-07,0.4935
2013-03-21,-7.5893
2013-03-22,0.1932
2013-03-25,6.4609
2013-04-01,-8.786200000000001
2013-04-03,6.4548
2013-04-09,-10.4478
2013-04-11,-12.5
2013-04-12,-3.6310000000000002
2013-04-16,-5.9296
2013-04-17,-5.4498
2013-05-10,-9.4444
2013-05-16,-6.5184
2013-05-22,4.5119
2013-05-23,6.5149
2013-06-11,-10.3906
2013-06-12,-6.3322
2013-06-14,-1.6681
2013-06-17,0.0
2013-06-19,0.0
2013-06-20,-14.2857
2013-06-24,5.8333
2013-07-12,-32.2835
2013-07-15,6.25
2013-09-04,46.6484
2013-09-19,-26.8657
2013-09-23,19.3878
2013-09-26,2.5641
2013-10-04,-8.3333
2013-10-07,-30.0
2013-10-18,55.8442
2013-10-23,-15.5208
2013-10-24,-1.3564
2013-10-30,0.0
2013-11-07,4.75
2013-11-08,5.0119
2013-11-19,-17.8409
2013-11-21,9.9585
2013-11-22,0.0
2013-12-02,27.4214
2013-12-04,18.46
2013-12-12,-20.0
2013-12-19,0.0
2013-12-27,0.0
2013-12-31,0.0
2014-01-02,16.6667
2014-01-03,0.0
2014-01-08,-27.8571
2014-01-09,-0.6188
2014-01-16,21.5442
2014-01-17,-1.6393
2014-01-21,4.1667
2014-01-28,11.5
2014-01-30,-17.2197
2014-02-04,-7.0423
2014-02-05,-0.4662
2014-02-14,31.1475
2014-02-18,-22.5893
2014-04-15,-25.4902
2014-05-12,37.7709
2014-07-16,-23.9326
2014-07-30,7.2378
2014-09-16,-49.3113
2014-10-03,0.0
2014-10-07,8.1522
2014-10-08,0.0
2014-10-31,68.0905
2014-11-03,14.7982
2014-11-07,-12.1094
2014-12-02,0.7407
2014-12-03,-5.4412
2014-12-26,-50.2333
2014-12-29,97.5
2014-12-30,-10.9177
2014-12-31,2.3091
2015-01-13,-55.0347
2015-01-26,12.3552
2015-01-29,-1.0309
2015-02-19,0.0
2015-03-16,-38.8889
2015-03-17,-9.0909
2015-04-02,-0.625
2015-05-07,-77.9874
2015-05-08,265.7143
2015-06-23,-71.0938
2015-07-08,4224.3243
2015-08-18,-97.5
2015-09-15,0.0
2015-09-22,-15.0
2015-10-13,3664.7059
2015-11-11,-97.2656
2015-11-24,8.5714
2015-12-14,-15.7895
2015-12-30,-75.0
2016-03-23,0.0
2016-05-19,0.0
2016-06-20,-25.0
2016-07-14,-16.6667
2016-07-28,160.0
2016-08-16,-53.8462
2016-10-24,166.6667
2016-10-25,700.0
2016-10-27,0.0
2016-11-02,0.0
2016-11-04,-95.3125
2016-11-11,1233.3333
2016-11-14,37.5
2016-11-23,1.8182
2016-12-02,-34.8214
2016-12-05,9.589
2016-12-07,100.0
2016-12-08,10.0
2016-12-09,-9.0909
2016-12-12,0.0
2016-12-13,-30.0
2016-12-14,14.2857
2016-12-19,-12.5
2016-12-20,-83.0357
2017-02-13,68.4211
2017-02-21,125.0
2017-04-05,2.7778
2017-04-24,-13.5135
2017-06-09,25.0
2017-06-20,-20.0
2017-06-26,0.0
2017-08-17,0.0
2017-08-28,-12.5
2017-08-29,14.2857
2017-09-06,-12.5
2017-09-25,-14.2857
2017-10-04,0.0
2017-10-10,-33.3333
2017-10-11,-80.0
2017-10-13,150.0
2017-10-18,100.0
2017-11-02,-50.0
2017-11-06,-8.0
2017-11-21,-34.7826
2017-12-04,150.0
2017-12-06,-73.3333
2017-12-07,75.0
2017-12-08,328.5714
2017-12-13,0.0
2017-12-14,0.0
2017-12-21,-59.0333
2018-01-08,-2.3596
2018-01-12,150.0
2018-01-19,-33.3333
2018-01-24,0.0
2018-02-07,-25.0
2018-02-22,-33.3333
2018-03-02,-50.0
2018-03-20,0.0
2018-03-21,60.0
2018-03-26,0.0
2018-04-04,0.0
2018-04-09,-37.5
2018-04-18,60.0
2018-04-24,-12.5
2018-04-27,185.7143
2018-05-14,-50.0
2018-05-23,0.0
2018-05-29,-50.0
2018-05-30,300.0
2018-06-05,-85.0
2018-07-06,0.0
2018-07-09,0.0
2018-07-20,363.3333
2018-08-03,7.9137
2018-08-22,-73.3333
2018-09-05,150.0
2018-09-07,50.0
2018-09-10,0.0
2018-10-30,-33.3333
2018-11-14,-60.0
2018-11-21,272.5
2018-11-28,-73.1544
2018-11-29,275.0
2018-12-03,-80.0
2018-12-04,396.6667
2018-12-07,-32.8859
2019-09-06,-99.9
2019-10-30,0.0
2019-11-22,900.0
