ticker,DOMO US Equity
2018-11-14,-3.547
2018-11-15,3.0968
2018-11-16,2.4406
2018-11-19,-10.3849
2018-11-20,-3.4083
2018-11-21,6.2809
2018-11-23,0.3984
2018-11-26,4.6958
2018-11-27,-5.8117
2018-11-28,6.0362
2018-11-29,2.277
2018-11-30,-1.2987
2018-12-03,1.1905000000000001
2018-12-04,-2.1053
2018-12-06,-1.1385
2018-12-07,30.5182
2018-12-10,4.0686
2018-12-11,-0.2826
2018-12-12,0.0945
2018-12-13,5.6159
2018-12-14,-1.8319999999999999
2018-12-17,-8.8757
2018-12-18,-0.7493
2018-12-19,-4.4288
2018-12-20,-3.6862
2018-12-21,-9.404
2018-12-24,2.5347
2018-12-26,1.4715
2018-12-27,0.7541
2018-12-28,3.1088
2018-12-31,9.6036
2019-01-02,-6.8263
2019-01-03,-3.2805
2019-01-04,4.3527000000000005
2019-01-07,9.805
2019-01-08,4.2921
2019-01-09,1.5137
2019-01-10,1.0718
2019-01-11,4.7487
2019-01-14,0.9243
2019-01-15,-0.3489
2019-01-16,1.8380999999999998
2019-01-17,5.1569
2019-01-18,8.6637
2019-01-22,-0.3761
2019-01-23,-4.1148
2019-01-24,1.1417
2019-01-25,2.4912
2019-01-28,-1.0634
2019-01-29,-3.3781
2019-01-30,3.4962
2019-01-31,3.6468
2019-02-01,-0.5185
2019-02-04,0.0745
2019-02-05,2.1577
2019-02-06,-1.9301
2019-02-07,3.3049
2019-02-08,6.4342
2019-02-11,-0.1351
2019-02-12,1.488
2019-02-13,-2.6658
2019-02-14,6.7785
2019-02-15,0.3206
2019-02-19,4.7299
2019-02-20,2.5023
2019-02-21,-4.1679
2019-02-22,2.392
2019-02-25,7.5243
2019-02-26,-2.0034
2019-02-27,-1.5836000000000001
2019-02-28,1.4921
2019-03-01,2.1044
2019-03-04,-0.2259
2019-03-05,-8.7436
2019-03-06,-3.2868
2019-03-07,3.4626
2019-03-08,-3.7805999999999997
2019-03-11,-1.5781
2019-03-12,-0.2945
2019-03-13,2.3958
2019-03-14,21.1218
2019-03-15,10.3731
2019-03-18,3.5483000000000002
2019-03-19,1.8986
2019-03-20,-1.3179
2019-03-21,0.2993
2019-03-22,-0.3214
2019-03-25,0.3685
2019-03-26,-0.9179
2019-03-27,-5.9055
2019-03-28,-2.6581
2019-03-29,1.9722
2019-04-01,1.6117
2019-04-02,-0.5368
2019-04-03,-2.9686
2019-04-04,-5.1833
2019-04-05,0.96
2019-04-08,0.449
2019-04-09,-0.1578
2019-04-10,-1.5802
2019-04-11,6.2349
2019-04-12,-3.5013
2019-04-15,-1.9316
2019-04-16,0.1597
2019-04-17,-4.0925
2019-04-18,-4.4334
2019-04-22,3.8852
2019-04-23,3.1259
2019-04-24,0.7848
2019-04-25,1.4501
2019-04-26,2.0646
2019-04-29,-1.0892
2019-04-30,0.4457
2019-05-01,-3.5239000000000003
2019-05-02,-1.3528
2019-05-03,0.8228
2019-05-06,5.3863
2019-05-07,-7.176
2019-05-08,2.3081
2019-05-09,-1.0873
2019-05-10,0.9068
2019-05-13,-7.2168
2019-05-14,4.9604
2019-05-15,2.349
2019-05-16,2.9781
2019-05-17,0.9021
2019-05-20,-4.8909
2019-05-21,2.0735
2019-05-22,-0.3521
2019-05-23,-5.0829
2019-05-24,0.1145
2019-05-28,1.087
2019-05-29,-3.5088
2019-05-30,-0.8798
2019-05-31,-0.8876
2019-06-03,-8.0896
2019-06-04,3.67
2019-06-05,-0.094
2019-06-06,-0.4077
2019-06-07,-6.1083
2019-06-10,7.3776
2019-06-11,-8.4635
2019-06-12,0.853
2019-06-13,-0.6089
2019-06-14,-2.2805
2019-06-17,6.6527
2019-06-18,-0.7511
2019-06-19,1.1517
2019-06-20,-1.2687
2019-06-21,1.4168
2019-06-24,-6.8551
2019-06-25,-0.8022
2019-06-26,0.1055
2019-06-27,-1.8265
2019-06-28,-2.254
2019-07-01,1.5373
2019-07-02,1.1896
2019-07-03,0.855
2019-07-05,0.2119
2019-07-08,0.5992
2019-07-09,2.6279
2019-07-10,4.7456
2019-07-11,-0.5867
2019-07-12,1.4754
2019-07-15,-6.6882
2019-07-16,-4.259
2019-07-17,-0.5063
2019-07-18,-1.6358000000000001
2019-07-19,0.4065
2019-07-22,3.3125
2019-07-23,1.8169
2019-07-24,2.2043
2019-07-25,-0.3081
2019-07-26,3.7775
2019-07-29,-3.5407
2019-07-30,0.2058
2019-07-31,-5.0325
2019-08-01,-0.5407
2019-08-02,-3.2983000000000002
2019-08-05,-2.2489
2019-08-06,-2.7224
2019-08-07,0.0788
2019-08-08,2.9933
2019-08-09,-0.9943
2019-08-12,-1.4677
2019-08-13,1.6072
2019-08-14,-1.8519
2019-08-15,-1.4151
2019-08-16,1.3557000000000001
2019-08-19,-0.5507
2019-08-20,-1.3845
2019-08-21,-4.9739
2019-08-22,0.4643
2019-08-23,1.1764999999999999
2019-08-26,-1.0382
2019-08-27,-4.7
2019-08-28,1.5412
2019-08-29,6.3747
2019-08-30,1.223
2019-09-03,-2.3762
2019-09-04,-0.4538
2019-09-05,4.4758
2019-09-06,-37.4455
2019-09-09,1.1414
2019-09-10,7.3354
2019-09-11,-0.2921
2019-09-12,-0.1757
2019-09-13,-0.5869
2019-09-16,3.66
2019-09-17,1.1959
2019-09-18,0.5065
2019-09-19,1.0078
2019-09-20,-1.3304
2019-09-23,-2.7528
2019-09-24,-3.2640000000000002
2019-09-25,0.8062
2019-09-26,-2.3993
2019-09-27,-3.6722
2019-09-30,0.6931
2019-10-01,-4.2553
2019-10-02,1.2418
2019-10-03,4.0026
2019-10-04,1.9863
2019-10-07,-0.1217
2019-10-08,-5.3626
2019-10-09,-1.159
2019-10-10,2.8013
2019-10-11,3.3587
2019-10-14,0.1226
2019-10-15,-0.1225
2019-10-16,-0.4905
2019-10-17,-0.8626
2019-10-18,-2.9520999999999997
2019-10-21,3.7464
2019-10-22,-1.4198
2019-10-23,0.1252
2019-10-24,4.5028
2019-10-25,1.6756
2019-10-28,-2.8252
2019-10-29,-2.1805
2019-10-30,0.5573
2019-10-31,-0.9852
2019-11-01,2.4876
2019-11-04,-1.3956
2019-11-05,0.9231
2019-11-06,-0.6098
2019-11-07,0.5521
2019-11-08,1.0982
2019-11-11,0.3018
2019-11-12,3.3093
2019-11-13,-1.5143
2019-11-14,0.1774
2019-11-15,-0.8264
2019-11-18,0.1786
2019-11-19,1.1884000000000001
2019-11-20,5.2261
2019-11-21,-2.4554
2019-11-22,0.286
2019-11-25,2.8237
2019-11-26,0.6935
2019-11-27,2.5895
2019-11-29,0.9667
2019-12-02,4.6277
2019-12-03,1.2456
2019-12-04,-1.5314999999999999
2019-12-05,-0.5609
2019-12-06,19.9487
2019-12-09,-0.0428
2019-12-10,5.0898
2019-12-11,-3.4595000000000002
2019-12-12,-0.2951
2019-12-13,2.9175
2019-12-16,-5.9984
2019-12-17,-6.0533
2019-12-18,2.5122
2019-12-19,0.5219
2019-12-20,-0.8126
2019-12-23,4.9158
2019-12-24,1.1280000000000001
2019-12-26,-0.7293
2019-12-27,-0.6914
2019-12-30,-3.0896
2019-12-31,-2.4697
2020-01-02,-3.1308
2020-01-03,2.1863
2020-01-06,5.5349
2020-01-07,-0.1763
2020-01-08,-0.1766
2020-01-09,4.5997
2020-01-10,2.2833
2020-01-13,1.5295999999999998
2020-01-14,-1.0993
2020-01-15,2.5525
2020-01-16,0.2409
2020-01-17,-3.4441
2020-01-21,0.7466
2020-01-22,2.3878
2020-01-23,3.659
2020-01-24,-2.211
2020-01-27,-2.4593
2020-01-28,1.7893
2020-01-29,-0.8789
2020-01-30,-0.4837
2020-01-31,-1.9036
2020-02-03,-1.4451
2020-02-04,3.3515
2020-02-05,0.1621
2020-02-06,-0.0809
2020-02-07,0.243
2020-02-10,-2.7475
2020-02-11,2.9497
2020-02-12,-0.686
2020-02-13,1.3816
2020-02-14,0.4409
2020-02-18,-1.1572
2020-02-19,0.9285
2020-02-20,1.7
2020-02-21,5.6441
2020-02-24,0.3723
2020-02-25,-9.1246
2020-02-26,-3.4694
2020-02-27,-7.019
2020-02-28,-4.0928
2020-03-02,-3.3665
2020-03-03,-2.7478
2020-03-04,1.6145
2020-03-05,-5.7597000000000005
2020-03-06,-6.3751
2020-03-09,-15.7569
2020-03-10,-4.8096
2020-03-11,-13.7544
2020-03-12,-6.2653
2020-03-13,10.3299
2020-03-16,-23.0527
2020-03-17,8.7935
2020-03-18,-15.3195
2020-03-19,1.6648
2020-03-20,-9.2795
2020-03-23,-3.9711
2020-03-24,17.6692
2020-03-25,3.9404
2020-03-26,7.4795
2020-03-27,0.3813
2020-03-30,-2.5641
2020-03-31,-3.1189
2020-04-01,-7.1429
2020-04-02,-4.9837
2020-04-03,-2.6226000000000003
2020-04-06,9.4848
2020-04-07,2.6738
2020-04-08,11.9792
2020-04-09,9.0233
2020-04-13,19.8805
2020-04-14,10.6762
2020-04-15,-3.6013
2020-04-16,-3.0687
2020-04-17,-1.4453
2020-04-20,-0.2095
2020-04-21,-0.5598
2020-04-22,1.8296999999999999
2020-04-23,1.5204
2020-04-24,11.5725
2020-04-27,6.9555
2020-04-28,0.8557
2020-04-29,9.3891
2020-04-30,0.5688
2020-05-01,-10.3856
2020-05-04,4.475
2020-05-05,5.5464
2020-05-06,-2.0812
2020-05-07,7.3326
2020-05-08,3.0693
2020-05-11,-3.5543
2020-05-12,3.0378
2020-05-13,-3.3349
2020-05-14,2.8
2020-05-15,8.3658
2020-05-18,4.3986
2020-05-19,3.9123
2020-05-20,3.0616
2020-05-21,-1.8065
2020-05-22,2.2486
2020-05-26,1.6793
2020-05-27,-1.1797
2020-05-28,-2.9049
2020-05-29,3.7705
2020-06-01,12.9542
2020-06-02,-1.1538
2020-06-03,10.1521
2020-06-04,-6.6795
2020-06-05,10.7708
2020-06-08,-3.1066
2020-06-09,-3.9436
2020-06-10,2.6368
2020-06-11,-9.3008
2020-06-12,11.4378
2020-06-15,-8.0759
2020-06-16,8.3654
2020-06-17,-1.9057
2020-06-18,6.1903
2020-06-19,-6.7907
2020-06-22,6.0878
2020-06-23,-2.4459
2020-06-24,-1.8965
2020-06-25,3.7025
2020-06-26,-2.3697
2020-06-29,1.7799
2020-06-30,2.2893
2020-07-01,4.5384
2020-07-02,5.8876
2020-07-06,1.1233
2020-07-07,1.4996
2020-07-08,3.9398
2020-07-09,-0.0526
2020-07-10,-6.1628
2020-07-13,-6.4552
2020-07-14,1.5302
2020-07-15,0.7092
2020-07-16,-2.8756
2020-07-17,1.2085
2020-07-20,4.0299
2020-07-21,-1.7217
2020-07-22,0.1168
2020-07-23,-5.7743
2020-07-24,-2.7236000000000002
2020-07-27,3.6271
2020-07-28,-3.4387
2020-07-29,3.1797
2020-07-30,0.3082
2020-07-31,-1.1367
