ticker,CLVFA US Equity
2005-12-02,0.0
2005-12-07,-7.6923
2005-12-08,8.3333
2006-01-10,-7.6923
2006-01-11,0.0
2006-01-12,8.3333
2006-01-25,-7.6923
2006-02-15,-5.0
2006-02-16,0.0
2006-03-24,-1.7544
2006-03-29,16.0714
2006-04-25,-7.6923
2006-05-05,-5.0
2006-05-11,5.2632
2006-05-12,0.0
2006-05-24,-20.0
2006-06-21,-6.25
2006-07-24,0.0
2006-10-06,33.3333
2006-10-24,-21.6667
2006-10-26,6.383
2007-01-05,-2.0
2007-02-06,-4.0816
2007-02-07,2.1277
2007-02-08,-0.4167
2007-03-13,2.5105
2007-03-14,0.0
2007-03-16,0.0
2007-03-21,0.0
2007-03-23,0.0
2007-03-28,0.0
2007-04-10,6.1224
2007-04-18,-3.8462
2007-05-23,-10.0
2007-05-24,-8.4444
2007-06-13,-1.4563
2007-06-19,10.8374
2007-06-20,0.0
2007-07-09,-6.6667
2007-07-13,9.5238
2007-08-22,-8.2609
2007-08-28,4.2654
2007-11-27,-2.2727
2007-11-28,2.3256
2007-12-05,4.5455
2008-01-31,8.6957
2008-02-06,6.0
2008-03-11,-15.0943
2008-03-31,11.1111
2008-04-01,-0.4
2008-04-17,0.4016
2008-04-30,-6.0
2008-05-01,8.5106
2008-05-09,-5.8824
2008-05-13,6.25
2008-05-15,3.9215999999999998
2008-06-25,24.5283
2008-07-25,3.0303
2008-09-24,-28.5294
2008-09-25,23.4568
2008-10-01,0.0
2008-10-15,-20.0
2008-10-20,14.5833
2008-10-28,-11.6364
2008-11-14,6.9959
2008-11-21,13.461500000000001
2008-12-26,9.0909
2008-12-29,-6.6667
2008-12-31,3.5714
2009-01-06,1.7241
2009-01-29,-27.1186
2009-02-03,0.4651
2009-02-23,6.4815
2009-03-10,4.3478
2009-03-31,-6.25
2009-05-15,22.2222
2009-05-21,-9.0909
2009-07-24,18.0
2009-07-29,-32.2034
2009-08-05,22.5
2009-08-07,-4.0816
2009-08-11,2.1277
2009-09-15,4.5833
2009-11-03,0.0
2009-11-04,9.5618
2009-11-10,3.6364
2009-11-11,7.0175
2009-11-12,-9.8361
2009-11-13,3.6364
2009-11-16,-3.5088
2009-11-17,-1.8182
2009-11-30,-25.9259
2009-12-03,37.5
2009-12-07,0.0
2009-12-15,3.6364
2009-12-18,0.0
2009-12-21,1.7544
2009-12-28,0.0
2009-12-29,-23.1034
2010-02-19,-5.8296
2010-03-10,-4.7619
2010-03-11,-2.5
2010-03-12,-2.5641
2010-03-16,-2.6316
2010-03-17,-24.3243
2010-03-19,42.8571
2010-03-23,0.0
2010-03-24,-5.0
2010-03-26,0.0
2010-03-31,-18.4211
2010-04-16,0.0
2010-04-22,-3.2258
2010-04-30,-6.6667
2010-05-03,-10.7143
2010-05-04,10.4
2010-05-05,-13.0435
2010-05-06,0.0
2010-05-10,12.5
2010-05-12,-11.1111
2010-05-17,4.1667
2010-05-26,-16.0
2010-06-09,-13.3333
2010-06-16,37.3626
2010-06-18,16.0
2010-06-24,-27.5862
2010-06-25,19.0476
2010-06-29,-16.0
2010-07-13,9.5238
2010-08-16,-8.6957
2010-10-20,-23.8095
2010-10-21,31.25
2010-10-25,0.0
2010-10-26,1.9048
2010-11-03,-1.8692
2010-12-09,-4.7619
2010-12-15,-23.0
2011-01-05,29.8701
2011-02-17,1.0
2011-06-08,3.9604
2011-07-26,2.8571
2012-01-31,-2.7778
2012-06-04,33.3333
2012-06-13,0.0
2012-07-02,22.1429
2012-08-09,-25.731
2012-08-16,33.8583
2012-11-09,-30.5882
2012-11-12,5.9322
2012-11-29,-9.6
2012-12-17,13.2743
2013-02-25,7.8125
2013-02-27,4.3478
2013-02-28,4.1667
2013-03-06,-24.0
2013-03-22,22.807
2013-05-06,-7.1429
2013-05-16,0.0
2013-06-10,-7.6923
2013-06-11,26.6667
2014-02-06,0.0
2014-03-24,1.9737
2014-03-28,93.5484
2014-10-22,-33.3333
2014-10-29,-12.0
2014-11-03,-5.6818
2014-11-06,20.4819
2014-12-17,-37.5
2014-12-19,27.2
2014-12-22,25.7862
2015-01-14,0.0
2015-02-27,-9.5
2015-03-17,9.9448
2015-03-19,0.5025
2015-03-20,0.0
2015-04-02,0.0
2015-04-27,0.0
2015-05-05,0.0
2015-05-20,-7.5
2015-05-21,5.4054
2015-07-15,-5.1282
2015-09-25,0.0
2015-11-04,0.0
2016-01-28,0.0
2016-07-05,7.5676
2016-07-06,0.0
2016-08-09,-4.5226
2016-12-06,-3.6842
2016-12-13,0.0
2017-01-03,0.5464
2017-01-17,-10.3261
2017-03-01,0.0
2017-03-14,0.0
2017-03-15,1.8182
2017-03-22,4.1667
2017-03-27,-5.7143
2017-08-28,33.3333
2017-08-30,-2.2727
2017-08-31,-2.3256
2017-09-01,-1.4285999999999999
2017-09-05,5.7971
2017-09-06,-10.9589
2017-09-07,5.641
2017-09-08,-2.9126
2017-09-11,13.0
2017-09-13,-7.9646
2017-09-14,0.0
2017-09-15,0.0
2017-10-26,0.0
2017-10-30,-2.8846
2017-11-14,-0.495
2017-12-28,-0.4975
2017-12-29,0.0
2018-02-05,0.0
2018-02-15,0.0
2018-04-12,0.0
2018-05-16,7.5
2018-07-11,-6.9767
2018-08-13,1.5
2018-08-16,0.0
2018-09-07,-0.4926
2018-09-13,0.495
2018-12-06,0.0
2018-12-14,0.0
2018-12-20,-3.4483
2018-12-21,3.5714
2018-12-24,-3.9409
2018-12-27,1.5385
2018-12-28,0.0
2019-01-02,0.0
2019-03-08,0.0
2019-04-02,3.0303
2019-04-11,-1.9607999999999999
2019-05-03,0.0
2019-07-29,12.0
2019-07-31,11.607099999999999
2019-09-25,-2.0
2019-09-30,-22.449
2019-10-11,31.5789
2019-10-22,0.0
2020-04-03,-20.0
2020-06-19,0.0
