ticker,NCNB US Equity
2017-01-04,19.2308
2017-02-07,0.6452
2017-02-08,-3.8462
2017-03-14,0.0
2017-03-20,0.3333
2017-03-22,0.0
2017-03-29,-0.3322
2017-04-11,0.0
2017-04-13,0.0
2017-04-17,8.3333
2017-04-18,0.0
2017-04-19,0.0
2017-06-07,1.5385
2017-06-21,-7.5758
2017-07-19,11.1475
2017-07-20,0.295
2017-07-24,0.0
2017-07-31,-6.7647
2017-08-22,0.3155
2017-08-29,-1.8868
2017-08-30,2.5641
2017-09-05,-2.125
2017-09-11,3.7676
2017-09-20,-1.5385
2017-09-22,-0.9375
2017-09-27,0.9464
2017-10-06,3.125
2017-10-13,-3.6364
2017-10-16,3.7736
2017-10-19,-3.0303
2017-10-20,-0.5625
2017-11-09,5.594
2017-11-13,1.1905000000000001
2017-11-14,-1.1764999999999999
2017-11-15,0.0
2017-12-15,-2.9762
2018-01-02,4.9689
2018-01-04,3.5503
2018-01-11,-1.1429
2018-01-16,4.0462
2018-01-18,-1.3889
2018-01-19,1.4028
2018-01-22,0.0056
2018-01-24,-1.1111
2018-01-25,-1.4045
2018-01-29,-0.2849
2018-01-30,4.5714
2018-01-31,-1.9672
2018-02-01,-0.5017
2018-02-05,0.5602
2018-02-06,3.0641
2018-02-13,0.0
2018-02-14,-3.2973
2018-02-22,0.3354
2018-02-26,0.5571
2018-03-09,0.0
2018-03-27,0.0
2018-04-02,0.0
2018-04-09,0.554
2018-04-16,4.4077
2018-04-27,0.2639
2018-05-08,0.0
2018-05-22,3.9474
2018-05-23,1.2658
2018-05-30,5.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-28,-4.7619
2018-08-03,10.0
2018-08-07,-6.8182
2018-08-08,-1.2195
2018-08-21,0.0
2018-08-30,3.7037
2018-09-18,0.0
2018-09-19,-3.3333
2018-09-25,3.4483
2018-11-08,2.3810000000000002
2018-11-28,-3.7209
2018-11-30,1.4493
2018-12-04,-3.0948
2018-12-06,-1.7694999999999999
2018-12-07,0.05
2018-12-11,0.0
2018-12-14,1.0
2018-12-26,-0.25
2018-12-27,-7.218
2018-12-31,-2.7553
2019-01-02,-2.5
2019-01-15,5.4131
2019-01-22,0.0
2019-02-15,-0.8108
2019-03-01,0.0
2019-03-12,6.267
2019-03-13,0.0
2019-04-04,-5.8974
2019-04-05,0.8174
2019-04-15,-0.2703
2019-04-26,2.981
2019-04-30,2.6316
2019-05-01,0.0
2019-05-06,2.5641
2019-05-21,0.0
2019-06-12,0.25
2019-06-13,0.9975
2019-06-20,0.0
2019-06-25,3.7037
2019-06-26,0.0
2019-07-01,0.0
2019-07-10,2.3810000000000002
2019-07-15,2.093
2019-07-16,-2.0501
2019-07-24,1.1628
2019-07-25,0.0
2019-08-01,1.1494
2019-08-02,-1.1364
2019-08-21,1.1494
2019-09-10,4.5455
2019-09-17,0.0
2019-09-26,-4.3478
2019-11-01,-2.2727
2019-12-04,-2.3256
2019-12-09,0.0
2019-12-10,0.0
2019-12-20,1.4285999999999999
2019-12-24,5.6338
2019-12-26,2.2222
2020-01-15,-4.3478
2020-01-16,5.2273
2020-01-22,-1.2959
2020-01-28,-0.2188
2020-02-03,0.0
2020-02-21,0.8772
2020-02-25,-2.1739
2020-02-26,-1.1111
2020-02-27,-3.3258
2020-02-28,-2.1385
2020-03-02,-0.2375
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-10,-1.1905000000000001
2020-03-11,-3.6145
2020-03-12,-32.5
2020-03-13,14.8148
2020-03-25,-3.2258
2020-04-01,-5.0
2020-04-07,0.3509
2020-04-08,1.3986
2020-04-09,0.0
2020-04-13,0.4138
2020-04-14,-0.0687
2020-04-15,0.0
2020-04-21,-0.3436
2020-04-22,3.4483
2020-04-29,6.0
2020-04-30,-1.2572
2020-05-18,-1.2745
2020-05-22,-3.2258
2020-06-01,3.334
2020-06-02,4.838
2020-06-08,1.5377999999999998
2020-06-12,-6.06
2020-06-15,3.2258
2020-06-16,0.3125
2020-06-18,0.0
2020-06-23,2.8037
2020-06-26,-1.5152
2020-06-30,-0.9231
2020-07-07,2.4839
2020-07-22,0.0006
2020-07-24,1.5152
