ticker,MIST US Equity
2019-09-30,-1.3228
2019-10-01,-2.3056
2019-10-02,0.2195
2019-10-03,3.4502
2019-10-04,-2.7528
2019-10-07,-0.5988
2019-10-08,-3.8061
2019-10-09,-2.6473
2019-10-10,-5.2632
2019-10-11,8.4568
2019-10-14,3.8987
2019-10-15,0.1917
2019-10-16,3.2805
2019-10-17,0.3176
2019-10-18,10.7652
2019-10-21,4.3354
2019-10-22,-2.968
2019-10-24,-1.1764999999999999
2019-10-25,-2.3810000000000002
2019-10-28,-4.5366
2019-10-29,-1.5840999999999998
2019-10-30,-3.4055
2019-10-31,2.8805
2019-11-01,2.9257999999999997
2019-11-04,3.5533
2019-11-05,-3.1863
2019-11-06,-3.5443
2019-11-08,-7.7165
2019-11-11,1.5358
2019-11-12,-0.3765
2019-11-13,-1.4216
2019-11-14,-2.8523
2019-11-15,3.6994
2019-11-18,-0.4672
2019-11-19,0.0142
2019-11-20,5.9158
2019-11-21,-9.7207
2019-11-22,6.4366
2019-11-25,-0.4024
2019-11-26,-4.5455
2019-11-27,0.4703
2019-11-29,-1.2873
2019-12-02,0.7706
2019-12-03,-1.4706000000000001
2019-12-04,-0.2985
2019-12-05,-2.515
2019-12-06,2.8256
2019-12-09,0.7766
2019-12-10,-0.8892
2019-12-11,-3.1053
2019-12-12,2.2789
2019-12-13,-0.4225
2019-12-16,-2.4242
2019-12-17,-1.7391
2019-12-18,-2.4652
2019-12-19,-0.1296
2019-12-20,1.233
2019-12-23,-0.641
2019-12-24,0.6452
2019-12-26,-0.8654
2019-12-27,-0.4203
2019-12-30,0.8442
2019-12-31,3.0908
2020-01-02,-0.9994
2020-01-03,10.4101
2020-01-06,-2.8571
2020-01-07,-3.5294
2020-01-08,4.2378
2020-01-09,-1.2138
2020-01-10,-2.2946
2020-01-13,2.4242
2020-01-14,5.5621
2020-01-15,0.8969
2020-01-16,3.2778
2020-01-17,-0.6455
2020-01-21,7.255
2020-01-22,9.4902
2020-01-23,-0.9682
2020-01-24,-0.6983
2020-01-27,0.1406
2020-01-28,0.6554
2020-01-29,1.7208999999999999
2020-01-30,0.5944
2020-01-31,0.2273
2020-02-03,-0.8617
2020-02-04,-2.8362
2020-02-05,5.9322
2020-02-06,-2.4
2020-02-07,-2.3224
2020-02-10,1.3054000000000001
2020-02-11,0.0
2020-02-12,-3.2674
2020-02-13,-4.3768
2020-02-14,4.3781
2020-02-18,1.0486
2020-02-19,-1.2264
2020-02-20,-0.191
2020-02-21,2.5359
2020-02-24,-4.293
2020-02-25,-2.8279
2020-02-26,-0.4014
2020-02-27,-1.1587
2020-02-28,-3.16
2020-03-02,-1.1579
2020-03-03,-4.1534
2020-03-04,2.7778
2020-03-05,-0.5946
2020-03-06,11.5824
2020-03-09,-3.7523999999999997
2020-03-10,0.7595
2020-03-11,0.4523
2020-03-12,-13.8569
2020-03-13,-8.7689
2020-03-16,-17.822400000000002
2020-03-17,-2.0147
2020-03-18,-0.9486
2020-03-19,3.5116
2020-03-20,-7.3246
2020-03-23,16.4725
2020-03-24,-87.8571
2020-03-25,14.7059
2020-03-26,5.641
2020-03-27,-3.8834999999999997
2020-03-30,-5.5556
2020-03-31,-1.6042999999999998
2020-04-01,-2.7174
2020-04-02,-0.5587
2020-04-03,-0.5618
2020-04-06,19.209
2020-04-07,-9.9526
2020-04-08,2.6316
2020-04-09,22.5641
2020-04-13,12.9707
2020-04-14,-3.3333
2020-04-15,-4.2146
2020-04-16,-6.8
2020-04-17,3.8627000000000002
2020-04-20,-4.9587
2020-04-21,-4.7826
2020-04-22,2.968
2020-04-23,-0.2217
2020-04-24,0.4444
2020-04-27,4.8673
2020-04-28,2.1097
2020-04-29,8.6777
2020-04-30,14.4487
2020-05-01,31.8937
2020-05-04,-15.6171
2020-05-05,0.597
2020-05-06,-6.2315
2020-05-07,0.0
2020-05-08,6.0127
2020-05-11,2.9851
2020-05-12,-4.3478
2020-05-13,-4.5455
2020-05-14,-0.6349
2020-05-15,0.9585
2020-05-18,7.2785
2020-05-19,-2.6549
2020-05-20,5.1515
2020-05-21,-1.1527
2020-05-22,-3.4985
2020-05-26,2.719
2020-05-27,-4.1176
2020-05-28,-2.1471999999999998
2020-05-29,-0.9404
2020-06-01,8.8608
2020-06-02,6.1047
2020-06-03,-3.5616
2020-06-04,1.7045
2020-06-05,4.4693
2020-06-08,14.4385
2020-06-09,6.5421
2020-06-10,-1.3158
2020-06-11,-13.1111
2020-06-12,4.3478
2020-06-15,3.9215999999999998
2020-06-16,0.0
2020-06-17,-3.7736
2020-06-18,7.9657
2020-06-19,-1.2486
2020-06-22,-3.6782
2020-06-23,-0.2387
2020-06-24,-0.9569
2020-06-25,-3.3816
2020-06-26,-3.75
2020-06-29,-0.5195
2020-06-30,-1.3054999999999999
2020-07-01,-0.2646
2020-07-02,-1.3263
2020-07-06,4.0323
2020-07-07,-1.8088
2020-07-08,2.3684
2020-07-09,-3.3419
2020-07-10,-1.8617
2020-07-13,-4.607
2020-07-14,-5.1136
2020-07-15,3.5928
2020-07-16,-0.578
2020-07-17,3.1977
2020-07-20,-5.6338
2020-07-21,1.791
2020-07-22,-2.0528
2020-07-23,166.7665
2020-07-24,-7.0707
2020-07-27,1.8115999999999999
2020-07-28,-4.9822
2020-07-29,9.2385
2020-07-30,-1.0286
2020-07-31,0.4619
