ticker,NXCR US Equity
2006-12-01,0.0
2006-12-05,8.1081
2006-12-06,5.0
2006-12-08,35.7143
2006-12-11,40.3509
2006-12-12,-12.75
2006-12-13,14.613199999999999
2006-12-15,25.0
2006-12-18,0.0
2006-12-21,3.0
2006-12-22,-12.6214
2006-12-26,25.5556
2006-12-28,-6.9027
2006-12-29,16.9202
2007-01-03,-6.5041
2007-01-04,-13.0435
2007-01-17,-10.0
2007-01-23,0.0
2007-01-31,-7.7778
2007-02-06,-21.6867
2007-02-07,12.3077
2007-02-08,0.0
2007-02-09,0.0
2007-02-12,1.3699
2007-02-13,-5.4054
2007-02-14,0.0
2007-02-15,0.0
2007-02-16,-5.7143
2007-02-26,-9.0909
2007-02-27,-8.3333
2007-03-01,0.0
2007-03-13,-27.2727
2007-03-27,12.5
2007-03-28,0.0
2007-03-29,-11.1111
2007-03-30,-5.0
2007-04-03,15.7895
2007-04-04,0.0
2007-04-05,0.9091
2007-04-09,-9.9099
2007-04-10,-2.5
2007-04-11,-2.0513
2007-04-12,0.0
2007-04-13,2.0942
2007-04-16,1.0256
2007-04-17,-0.5076
2007-04-18,-5.6122
2007-04-19,-8.1081
2007-04-20,0.0
2007-04-24,0.0
2007-04-25,1.7647
2007-04-26,-0.578
2007-04-27,-4.0698
2007-04-30,-2.4242
2007-05-01,-0.6211
2007-05-02,15.625
2007-05-03,-5.4054
2007-05-04,0.0
2007-05-07,-2.8571
2007-05-08,0.0
2007-05-09,2.9412000000000003
2007-05-10,-2.8571
2007-05-11,0.0
2007-05-14,2.9412000000000003
2007-05-15,0.0
2007-05-23,4.0
2007-05-24,-1.0989
2007-05-25,16.6667
2007-05-29,1.4285999999999999
2007-05-31,5.6338
2007-06-04,13.3333
2007-06-05,1.9607999999999999
2007-06-07,15.3846
2007-06-08,-8.3333
2007-06-11,1.4545
2007-06-12,7.1685
2007-06-13,-6.3545
2007-06-14,3.5714
2007-06-15,1.7241
2007-06-20,-3.3898
2007-06-21,0.0
2007-06-22,-1.7544
2007-06-25,0.0
2007-06-27,0.0
2007-06-29,-3.5714
2007-07-02,1.8519
2007-07-05,-5.4545
2007-07-12,5.7692
2007-07-17,-12.7273
2007-07-20,-10.4167
2007-07-31,-2.7907
2007-08-01,-4.3062000000000005
2007-08-08,-2.5
2007-08-10,-2.5641
2007-08-17,0.0
2007-08-24,-18.4211
2007-08-29,45.1613
2007-09-07,-26.6667
2007-09-11,66.6667
2007-09-18,-27.2727
2007-09-21,-12.5
2007-10-25,0.0
2007-10-26,-8.5714
2007-10-30,-6.25
2007-10-31,0.0
2007-11-02,0.0
2007-11-13,-16.6667
2007-11-27,0.0
2007-12-07,0.0
2007-12-10,20.0
2007-12-27,-29.3333
2007-12-31,13.2075
2008-01-11,-12.5
2008-01-23,-19.0476
2008-02-06,0.0
2008-02-21,0.0
2008-03-04,0.0
2008-03-26,-29.4118
2008-03-28,0.0
2008-04-18,-33.3333
2008-05-05,12.5
2008-05-07,13.3333
2008-05-13,-11.7647
2008-06-16,0.0
2008-07-16,-22.2222
2008-08-15,-42.8571
2008-08-28,152.5
2008-09-18,-20.7921
2008-09-19,87.5
2008-09-30,33.3333
2008-10-01,-25.0
2008-10-03,-16.6667
2008-10-16,-20.0
2008-10-17,-10.0
2008-10-22,38.8889
2008-11-26,-12.0
2008-12-29,-0.9091
2009-01-08,81.6514
2009-01-21,-64.6465
2009-01-23,-7.1429
2009-01-30,-21.5385
2009-02-13,-50.9804
2009-02-20,-60.0
2009-03-03,-50.0
2009-03-19,100.0
2009-03-23,-50.0
2009-04-07,140.0
2009-04-30,325.0
2009-05-01,-3.9215999999999998
2009-05-07,0.0
2009-06-29,0.0
2009-09-22,-89.7959
2009-09-25,1900.0
2009-09-30,-95.0
2009-10-01,0.0
2009-10-07,100.0
2009-10-27,400.0
2009-12-14,0.0
2009-12-15,-90.0
2009-12-16,900.0
2009-12-28,-90.0
2009-12-31,1900.0
2010-01-05,-49.0
2010-01-13,-70.5882
2010-01-28,0.0
2010-03-12,566.75
2010-03-15,-85.0019
2010-03-17,560.0
2010-03-30,-82.8283
2010-04-30,400.0
2010-05-28,-76.4706
2010-06-24,-25.0
2010-08-12,-33.3333
2010-09-23,-20.0
2010-11-26,-6.25
2010-12-31,893.3333
2011-01-26,-29.5302
2011-02-03,0.0
2011-03-18,-3.8095
2011-04-07,-30.6931
2011-04-13,0.0
2011-06-24,0.0
2011-06-29,0.0
2011-07-27,-27.1429
2011-10-20,37.2549
2011-11-18,-50.0
2011-12-06,-90.0
2011-12-30,-1.9643000000000002
2012-01-19,482.878
2012-01-20,0.0
2012-01-24,0.0
2012-01-27,-75.0
2012-02-21,530.0
2012-02-22,1.5873
2012-02-23,0.0
2012-03-01,9.375
2012-03-16,94.2857
2012-03-21,-26.4706
2012-03-26,20.0
2012-04-13,-15.0
2012-04-16,0.0
2012-04-24,0.0
2012-05-02,35.2941
2012-05-03,-34.7826
2012-05-08,53.3333
2012-05-09,-34.7826
2012-05-10,53.3333
2012-05-14,-34.7826
2012-05-15,0.0
2012-05-25,0.0
2012-06-06,0.0
2012-07-10,0.0
2012-07-20,0.0
2012-08-14,-11.1111
2012-08-28,0.0
2012-09-25,0.0
2012-09-28,0.0
2012-11-19,37.5
2012-11-20,9.0909
2012-11-26,0.0
2012-12-11,-16.6667
2012-12-12,-20.0
2013-01-08,0.0
2013-01-14,0.0
2013-01-16,0.0
2013-01-22,0.0
2013-01-25,0.0
2013-01-30,0.0
2013-02-19,-28.2051
2013-02-21,0.0
2013-03-04,0.0
2013-03-08,0.0
2013-03-12,0.0
2013-03-14,0.0
2013-03-26,146.4286
2013-03-27,-59.4203
2013-04-01,14.2857
2013-04-03,2.8125
2013-04-04,0.0
2013-04-08,0.0
2013-04-10,0.0
2013-04-11,0.0
2013-04-17,-14.8936
2013-04-19,0.0
2013-04-23,-46.4286
2013-04-24,33.3333
2013-04-25,-25.0
2013-04-29,-20.0
2013-05-01,66.6667
2013-05-02,25.0
2013-05-06,0.0
2013-05-07,0.0
2013-05-08,-16.0
2013-05-16,19.0476
2013-05-17,18.0
2013-05-24,-28.8136
2013-05-29,42.8571
2013-05-30,-15.0
2013-06-25,0.0
2013-07-11,-1.9607999999999999
2013-07-16,100.0
2013-07-17,-2.0
2013-08-01,-48.9796
2013-08-26,-40.0
2013-10-10,100.0
2013-11-04,-16.6667
2013-11-18,-60.0
2013-11-21,0.0
2013-12-09,0.0
2014-01-14,150.0
2014-01-22,0.0
2014-01-30,60.0
2014-02-05,-37.5
2014-02-25,6.6667
2014-02-27,0.0
2014-03-04,12.5
2014-04-11,-11.1111
2014-04-24,56.25
2014-05-06,-36.0
2014-05-08,50.0
2014-05-16,-4.1667
2014-05-20,4.3478
2014-09-15,-33.3333
2014-10-15,0.0
2014-11-07,0.0
2014-11-21,0.0
2015-01-12,270.3704
2015-03-13,-20.0
2015-04-02,0.0
2015-05-13,0.0
2016-01-13,-87.5
2016-01-21,0.0
2016-01-25,0.0
