ticker,ONE US Equity
2018-08-16,-1.4317
2018-08-17,0.1117
2018-08-20,6.25
2018-08-21,-6.5126
2018-08-22,-0.4494
2018-08-23,0.7901
2018-08-24,-2.0157
2018-08-27,2.7429
2018-08-28,-7.2303
2018-08-29,1.6787
2018-08-30,-2.5943
2018-08-31,0.7264
2018-09-04,-1.9231
2018-09-05,-0.9804
2018-09-06,-0.9901
2018-09-07,1.0
2018-09-10,-1.9802
2018-09-11,-0.1263
2018-09-12,6.8268
2018-09-13,12.3077
2018-09-14,-8.2192
2018-09-17,-0.6889
2018-09-18,-0.8092
2018-09-19,-0.1166
2018-09-20,5.1342
2018-09-21,-0.444
2018-09-24,-0.1115
2018-09-25,-0.6696
2018-09-26,0.4494
2018-09-27,-0.3356
2018-09-28,0.1122
2018-10-01,-1.3453
2018-10-02,0.9091
2018-10-03,-4.5045
2018-10-04,0.1179
2018-10-05,1.0601
2018-10-08,13.986
2018-10-09,-11.0429
2018-10-10,-2.7586
2018-10-11,-1.7730000000000001
2018-10-12,2.0457
2018-10-15,1.6509
2018-10-16,2.7842000000000002
2018-10-17,1.0158
2018-10-18,-9.162
2018-10-19,-4.059
2018-10-22,1.7949000000000002
2018-10-23,-1.2594
2018-10-24,-2.8061
2018-10-25,4.7244
2018-10-26,2.7569
2018-10-29,-3.1707
2018-10-30,-1.7631999999999999
2018-10-31,4.4872
2018-11-01,-1.1043
2018-11-02,1.4888
2018-11-05,-0.1222
2018-11-06,-2.0808
2018-11-07,5.125
2018-11-08,-2.497
2018-11-09,-4.0244
2018-11-12,1.6518000000000002
2018-11-13,0.5
2018-11-14,-3.1095
2018-11-15,-0.6418
2018-11-16,-1.1628
2018-11-19,-0.7843
2018-11-20,-1.9763
2018-11-21,-0.2688
2018-11-23,0.9434
2018-11-26,-1.2016
2018-11-27,-3.3784
2018-11-28,-0.8392
2018-11-29,2.3977
2018-11-30,-0.2755
2018-12-03,7.0442
2018-12-04,0.7742
2018-12-06,-3.7132
2018-12-07,-6.9149
2018-12-10,1.5714000000000001
2018-12-11,-1.6878
2018-12-12,5.1502
2018-12-13,1.4966
2018-12-14,-1.2064
2018-12-17,1.3569
2018-12-18,-3.079
2018-12-19,2.2099
2018-12-20,0.5405
2018-12-21,-2.2849
2018-12-24,-3.3012
2018-12-26,6.6856
2018-12-27,1.6
2018-12-28,1.1811
2018-12-31,1.1673
2019-01-02,4.7436
2019-01-03,1.9584000000000001
2019-01-04,-4.3217
2019-01-07,8.532
2019-01-08,-3.4682
2019-01-09,2.2754
2019-01-10,-5.2693
2019-01-11,1.4833
2019-01-14,1.218
2019-01-15,3.4898
2019-01-16,3.7209
2019-01-17,-3.6996
2019-01-18,3.0268
2019-01-22,2.0339
2019-01-23,0.9967
2019-01-24,-4.057
2019-01-25,3.4286
2019-01-28,-0.5525
2019-01-29,-2.0
2019-01-30,-3.7415000000000003
2019-01-31,-1.8846
2019-02-01,-7.2029
2019-02-04,0.1294
2019-02-05,2.1964
2019-02-06,-2.9077
2019-02-07,2.2135
2019-02-08,1.1465
2019-02-11,1.5112999999999999
2019-02-12,0.3722
2019-02-13,3.5846999999999998
2019-02-14,-1.432
2019-02-15,3.0266
2019-02-19,-2.7027
2019-02-20,0.1208
2019-02-21,2.8951000000000002
2019-02-22,0.8206
2019-02-25,0.3488
2019-02-26,0.927
2019-02-27,2.9851
2019-02-28,-0.1115
2019-03-01,0.558
2019-03-04,-0.333
2019-03-05,0.1114
2019-03-06,-0.7786
2019-03-07,-1.1211
2019-03-08,-0.1134
2019-03-11,1.8161
2019-03-12,-3.5674
2019-03-13,0.8092
2019-03-14,-3.4404
2019-03-15,3.9192
2019-03-18,0.1143
2019-03-19,-0.2283
2019-03-20,-2.4027
2019-03-21,-2.5791
2019-03-22,-5.4152000000000005
2019-03-25,-1.3995
2019-03-26,0.6452
2019-03-27,1.1538
2019-03-28,-0.6337
2019-03-29,0.6378
2019-04-01,2.6616
2019-04-02,1.2346
2019-04-03,0.3659
2019-04-04,0.0
2019-04-05,1.3366
2019-04-08,-0.4796
2019-04-09,-0.6024
2019-04-10,3.0303
2019-04-11,-2.0
2019-04-12,0.3601
2019-04-15,-2.8708
2019-04-16,-1.601
2019-04-17,4.3805
2019-04-18,0.3597
2019-04-22,-0.9558
2019-04-23,1.0856
2019-04-24,1.432
2019-04-25,-2.5882
2019-04-26,3.3816
2019-04-29,2.2196
2019-04-30,-1.1429
2019-05-01,-0.2312
2019-05-02,1.7381
2019-05-03,1.3667
2019-05-06,-8.764
2019-05-07,1.1084
2019-05-08,-0.4872
2019-05-09,-2.2032
2019-05-10,0.5006
2019-05-13,0.6227
2019-05-14,3.5891
2019-05-15,-4.779
2019-05-16,-0.8783
2019-05-17,-4.6835
2019-05-20,1.5936
2019-05-21,-1.8300999999999998
2019-05-22,0.1332
2019-05-23,-2.5266
2019-05-24,0.0
2019-05-28,8.322
2019-05-29,1.2594
2019-05-30,-1.4925
2019-05-31,1.5152
2019-06-03,-3.4826
2019-06-04,-1.0309
2019-06-05,-0.2604
2019-06-06,1.436
2019-06-07,2.7027
2019-06-10,1.8797000000000001
2019-06-11,2.214
2019-06-12,1.6846999999999999
2019-06-13,-4.0237
2019-06-14,-0.1233
2019-06-17,-0.1235
2019-06-18,0.4944
2019-06-19,-1.845
2019-06-20,-2.3810000000000002
2019-06-21,0.7702
2019-06-24,0.6369
2019-06-25,-0.3797
2019-06-26,1.1436
2019-06-27,-1.005
2019-06-28,1.0152
2019-07-01,-0.6281
2019-07-02,1.2642
2019-07-03,0.1248
2019-07-05,0.6234
2019-07-08,-1.2392
2019-07-09,0.7528
2019-07-10,-1.9925000000000002
2019-07-11,0.5083
2019-07-12,6.574
2019-07-15,-1.4235
2019-07-16,-1.3237
2019-07-17,-0.9756
2019-07-18,-0.3695
2019-07-19,2.9666
2019-07-22,-0.8403
2019-07-23,-2.3002000000000002
2019-07-24,-0.4957
2019-07-25,-0.7472
2019-07-26,-9.4103
2019-07-29,10.6648
2019-07-30,-9.5119
2019-07-31,2.213
2019-08-01,8.6604
2019-08-02,-0.2491
2019-08-05,0.0
2019-08-06,-2.372
2019-08-07,1.023
2019-08-08,1.7722
2019-08-09,-0.8706
2019-08-12,-2.2585
2019-08-13,-1.4121000000000001
2019-08-14,-4.4271
2019-08-15,0.545
2019-08-16,-4.065
2019-08-19,4.3785
2019-08-20,-0.406
2019-08-21,-1.2227999999999999
2019-08-22,1.1004
2019-08-23,-0.6803
2019-08-26,2.0548
2019-08-27,3.0872
2019-08-28,0.5208
2019-08-29,0.0
2019-08-30,-2.5907
2019-09-03,-1.5957
2019-09-04,0.9459
2019-09-05,-0.5355
2019-09-06,0.4038
2019-09-09,0.0
2019-09-10,-1.0724
2019-09-11,-1.897
2019-09-12,0.1381
2019-09-13,1.3793
2019-09-16,1.0884
2019-09-17,-1.7497
2019-09-18,0.274
2019-09-19,-0.8197
2019-09-20,2.7548
2019-09-23,-2.1448
2019-09-24,0.274
2019-09-25,0.1366
2019-09-26,-0.4093
2019-09-27,1.5068000000000001
2019-09-30,-0.2699
2019-10-01,-0.8119
2019-10-02,0.0
2019-10-03,-0.4093
2019-10-04,-0.8219
2019-10-07,-0.5525
2019-10-08,-0.9722
2019-10-09,-0.2805
2019-10-10,0.4219
2019-10-11,-0.5602
2019-10-14,-1.1268
2019-10-15,-2.2792
2019-10-16,-1.6035
2019-10-17,2.963
2019-10-18,0.0
2019-10-21,5.1799
2019-10-22,-0.1368
2019-10-23,0.137
2019-10-24,1.2312
2019-10-25,-0.1351
2019-10-28,-0.406
2019-10-29,-2.5815
2019-10-30,-0.2789
2019-10-31,0.4196
2019-11-01,-0.8357
2019-11-04,-1.4045
2019-11-05,1.567
2019-11-06,1.5428
2019-11-07,0.1381
2019-11-08,0.2759
2019-11-11,0.6878
2019-11-12,0.1366
2019-11-13,-3.8199
2019-11-14,-0.1418
2019-11-15,1.2784
2019-11-18,0.9818
2019-11-19,-1.1111
2019-11-20,-1.1236
2019-11-21,-0.2841
2019-11-22,1.1396
2019-11-25,0.9859
2019-11-26,1.5342
2019-11-27,-0.1374
2019-11-29,-2.2008
2019-12-02,-0.5626
2019-12-03,-1.2730000000000001
2019-12-04,2.7221
2019-12-05,-2.2315
2019-12-06,0.1427
2019-12-09,-1.4245
2019-12-10,-3.0347
2019-12-11,1.4903
2019-12-12,2.79
2019-12-13,0.1429
2019-12-16,-2.8531
2019-12-17,0.8811
2019-12-18,0.2911
2019-12-19,-0.8708
2019-12-20,-0.5857
2019-12-23,0.4418
2019-12-24,-1.6129
2019-12-26,-0.2981
2019-12-27,-0.4484
2019-12-30,0.3003
2019-12-31,-0.1497
2020-01-02,0.5997
2020-01-03,1.0432
2020-01-06,0.59
2020-01-07,1.6129
2020-01-08,0.2886
2020-01-09,-0.4317
2020-01-10,-0.7225
2020-01-13,0.4367
2020-01-14,0.7246
2020-01-15,-0.5755
2020-01-16,0.0
2020-01-17,-1.5918999999999999
2020-01-21,-0.5882
2020-01-22,2.071
2020-01-23,-5.7971
2020-01-24,-1.5385
2020-01-27,-3.9063
2020-01-28,0.9756
2020-01-29,-2.0934
2020-01-30,-0.4934
2020-01-31,-1.9835
2020-02-03,1.0118
2020-02-04,1.1686
2020-02-05,-0.9901
2020-02-06,-0.1667
2020-02-07,-2.3372
2020-02-10,0.6838
2020-02-11,-0.8489
2020-02-12,-3.0822
2020-02-13,-3.5336
2020-02-14,1.4652
2020-02-18,-1.083
2020-02-19,-3.1022
2020-02-20,0.0
2020-02-21,-6.968
2020-02-24,-3.4413
2020-02-25,9.434
2020-02-26,-2.8736
2020-02-27,7.6923
2020-02-28,-0.3663
2020-03-02,2.9412000000000003
2020-03-03,-2.3214
2020-03-04,-5.3016
2020-03-05,3.4749
2020-03-06,0.9328
2020-03-09,-3.512
2020-03-10,5.5556
2020-03-11,-0.1815
2020-03-12,-2.9091
2020-03-13,-2.809
2020-03-16,-3.2755
2020-03-17,-1.3944
2020-03-18,-1.0101
2020-03-19,1.0204
2020-03-20,0.6061
2020-03-23,-4.6185
2020-03-24,1.0526
2020-03-25,-1.4583
2020-03-26,3.5941
2020-03-27,4.0816
2020-03-30,4.1176
2020-03-31,-3.9548
2020-04-01,-4.3137
2020-04-02,2.459
2020-04-03,0.0
2020-04-06,-1.0
2020-04-07,-0.202
2020-04-08,-2.6316
2020-04-09,-5.1975
2020-04-13,-1.7544
2020-04-14,-2.9018
2020-04-15,-7.1264
2020-04-16,-0.2475
2020-04-17,-4.2184
2020-04-20,2.5907
2020-04-21,-2.0202
2020-04-22,0.2577
2020-04-23,-3.0848
2020-04-24,-0.5305
2020-04-27,13.3333
2020-04-28,0.4706
2020-04-29,13.8173
2020-04-30,-0.823
2020-05-01,0.2075
2020-05-04,-5.7971
2020-05-05,3.2967
2020-05-06,-0.2128
2020-05-07,4.9041
2020-05-08,0.813
2020-05-11,0.0
2020-05-12,-0.6048
2020-05-13,1.4199
2020-05-14,-10.8
2020-05-15,-0.8969
2020-05-18,2.4887
2020-05-19,-9.4923
2020-05-20,-1.2195
2020-05-21,-2.4691
2020-05-22,3.2911
2020-05-26,0.7353
2020-05-27,-1.4599
2020-05-28,-2.2222
2020-05-29,-7.0707
2020-06-01,1.087
2020-06-02,-0.2688
2020-06-03,0.8086
2020-06-04,2.6738
2020-06-05,2.0833
2020-06-08,0.0
2020-06-09,12.2449
2020-06-10,-4.3182
2020-06-11,-4.5131
2020-06-12,-0.995
2020-06-15,-0.2513
2020-06-16,1.2594
2020-06-17,-1.2438
2020-06-18,0.7557
2020-06-19,1.0
2020-06-22,-1.4851
2020-06-23,0.5025
2020-06-24,-1.5
2020-06-25,0.2538
2020-06-26,1.2658
2020-06-29,0.5
2020-06-30,-2.2388
2020-07-01,-0.5089
2020-07-02,4.8593
2020-07-06,0.2439
2020-07-07,-3.8929
2020-07-08,2.0253
2020-07-09,-0.2481
2020-07-10,4.4776
2020-07-13,1.9048
2020-07-14,-1.4019
2020-07-15,0.7109
2020-07-16,-0.9412
2020-07-17,2.6128
2020-07-20,-0.2315
2020-07-21,7.6566
2020-07-22,-7.9741
2020-07-23,-7.9625
2020-07-24,-2.0356
2020-07-27,-3.8961
2020-07-28,-2.973
2020-07-29,0.2786
2020-07-30,0.8333
2020-07-31,3.3058
