ticker,SILK US Equity
2019-08-23,-1.4378
2019-08-26,2.2611
2019-08-27,2.116
2019-08-28,-1.0012
2019-08-29,3.3866
2019-08-30,-1.9790999999999999
2019-09-03,-4.2237
2019-09-04,-1.26
2019-09-05,-2.0613
2019-09-06,-8.0682
2019-09-09,-6.1052
2019-09-10,6.9666
2019-09-11,3.9619999999999997
2019-09-12,-3.4195
2019-09-13,-2.1622
2019-09-16,-3.5635
2019-09-17,1.375
2019-09-18,-0.113
2019-09-19,1.471
2019-09-20,-1.5053999999999998
2019-09-23,-3.0569
2019-09-24,0.9635
2019-09-25,-3.5281000000000002
2019-09-26,0.03
2019-09-27,-5.1543
2019-09-30,2.7804
2019-10-01,1.1374
2019-10-02,-2.614
2019-10-03,-1.4045
2019-10-04,-1.7410999999999999
2019-10-07,-5.7668
2019-10-08,-4.3761
2019-10-09,6.936
2019-10-10,0.6018
2019-10-11,3.5228
2019-10-14,-1.0915
2019-10-15,6.6212
2019-10-16,2.5571
2019-10-17,1.3654
2019-10-18,0.1464
2019-10-21,2.0175
2019-10-22,-1.4331
2019-10-23,-0.0872
2019-10-24,-4.0163
2019-10-25,3.7902
2019-10-28,2.6585
2019-10-29,-1.1098
2019-10-30,-6.2734
2019-10-31,1.6886999999999999
2019-11-01,2.2041
2019-11-04,-0.2068
2019-11-05,-0.5625
2019-11-06,2.1137
2019-11-07,3.7901
2019-11-08,-2.0225
2019-11-11,0.0573
2019-11-12,2.2636
2019-11-13,2.1855
2019-11-14,0.4661
2019-11-15,2.8384
2019-11-18,-0.3981
2019-11-19,-3.384
2019-11-20,0.3034
2019-11-21,-0.055
2019-11-22,0.2751
2019-11-25,2.0165
2019-11-26,-2.1917
2019-11-27,0.3024
2019-11-29,-1.2610000000000001
2019-12-02,-0.8884
2019-12-03,-2.521
2019-12-04,0.3448
2019-12-05,0.0286
2019-12-06,0.7157
2019-12-09,-2.3877
2019-12-10,0.7571
2019-12-11,0.7514
2019-12-12,-1.004
2019-12-13,0.6665
2019-12-16,5.1238
2019-12-17,-1.3691
2019-12-18,6.3853
2019-12-19,-2.2443
2019-12-20,4.6716
2019-12-23,2.0913
2019-12-24,-0.5246
2019-12-26,0.3014
2019-12-27,0.4507
2019-12-30,-0.8724
2019-12-31,1.5338
2020-01-02,-0.2972
2020-01-03,-0.0994
2020-01-06,0.6962
2020-01-07,0.1481
2020-01-08,1.8984
2020-01-09,0.2903
2020-01-10,-0.9409
2020-01-13,-0.9742
2020-01-14,0.3443
2020-01-15,2.2794
2020-01-16,0.5032
2020-01-17,2.0982
2020-01-21,1.8216
2020-01-22,-0.1835
2020-01-23,0.3217
2020-01-24,-2.0385
2020-01-27,-1.0521
2020-01-28,1.9849
2020-01-29,3.7998
2020-01-30,2.6786
2020-01-31,1.1739
2020-02-03,-0.1934
2020-02-04,1.3132
2020-02-05,-0.2762
2020-02-06,0.2131
2020-02-07,-1.1907
2020-02-10,1.1836
2020-02-11,1.6589
2020-02-12,-0.4393
2020-02-13,-0.8615
2020-02-14,-0.1484
2020-02-18,-0.2547
2020-02-19,-0.2767
2020-02-20,0.7256
2020-02-21,-0.5297
2020-02-24,-0.3408
2020-02-25,-0.4916
2020-02-26,-2.8350999999999997
2020-02-27,-8.5986
2020-02-28,-3.6276
2020-03-02,4.2409
2020-03-03,-4.0202
2020-03-04,0.7524
2020-03-05,-3.0122
2020-03-06,-2.4897
2020-03-09,-4.159
2020-03-10,6.5916
2020-03-11,-4.303
2020-03-12,-12.8702
2020-03-13,-0.2472
2020-03-16,-14.777
2020-03-17,-0.4362
2020-03-18,-15.4436
2020-03-19,4.5769
2020-03-20,1.1561
2020-03-23,-2.7347
2020-03-24,17.2472
2020-03-25,14.209
2020-03-26,4.3247
2020-03-27,-7.0892
2020-03-30,4.9143
2020-03-31,-2.9892
2020-04-01,-12.4841
2020-04-02,7.804
2020-04-03,1.2458
2020-04-06,15.7965
2020-04-07,-6.749
2020-04-08,10.4712
2020-04-09,0.6691
2020-04-13,-4.0155
2020-04-14,-0.8656
2020-04-15,0.1746
2020-04-16,7.8152
2020-04-17,1.2934999999999999
2020-04-20,3.9904
2020-04-21,-9.7467
2020-04-22,7.1145
2020-04-23,2.6727
2020-04-24,3.1443
2020-04-27,1.3743
2020-04-28,0.3697
2020-04-29,2.9224
2020-04-30,-0.0716
2020-05-01,-0.0478
2020-05-04,2.5323
2020-05-05,0.8388
2020-05-06,-13.378
2020-05-07,3.761
2020-05-08,-0.6427
2020-05-11,-2.1992
2020-05-12,-6.3492
2020-05-13,5.0565
2020-05-14,2.8502
2020-05-15,2.3791
2020-05-18,-1.1236
2020-05-19,-3.2541
2020-05-20,3.8174
2020-05-21,-1.3885
2020-05-22,1.9296
2020-05-26,-0.3965
2020-05-27,1.5796000000000001
2020-05-28,-3.3881
2020-05-29,0.157
2020-06-01,1.7768000000000002
2020-06-02,-0.0257
2020-06-03,-0.3852
2020-06-04,-1.1601
2020-06-05,3.9384
2020-06-08,5.5709
2020-06-09,-2.7811
2020-06-10,-4.5721
2020-06-11,-7.1996
2020-06-12,2.4848
2020-06-15,1.5625
2020-06-16,6.7639
2020-06-17,3.1553
2020-06-18,0.6985
2020-06-19,-3.2528
2020-06-22,2.4969
2020-06-23,1.7366000000000001
2020-06-24,0.0237
2020-06-25,-0.5689
2020-06-26,-8.534
2020-06-29,2.945
2020-06-30,6.0506
2020-07-01,0.7162
2020-07-02,0.474
2020-07-06,0.4954
2020-07-07,0.939
2020-07-08,3.7674
2020-07-09,2.4204
2020-07-10,-1.5535999999999999
2020-07-13,-3.1118
2020-07-14,1.8812
2020-07-15,6.1472999999999995
2020-07-16,-3.0759
2020-07-17,0.8974
2020-07-20,0.3471
2020-07-21,1.47
2020-07-22,-0.1917
2020-07-23,2.3906
2020-07-24,-0.3752
2020-07-27,0.4813
2020-07-28,-2.2491
2020-07-29,0.5965
2020-07-30,0.4024
2020-07-31,-2.0038
