ticker,VRTK US Equity
2001-06-22,0.0
2001-06-26,16.6667
2001-07-17,7.1429
2001-07-27,-40.0
2001-08-03,144.4444
2001-08-16,-52.7273
2001-08-23,-1.9231
2001-09-27,-1.9607999999999999
2001-10-02,0.0
2001-11-02,2.0
2001-12-18,0.0
2001-12-31,96.0784
2002-01-02,23.0
2002-01-04,-10.5691
2002-02-05,-4.5455
2002-02-06,-57.1429
2002-02-25,122.2222
2002-02-28,1.0
2002-03-01,0.0
2002-03-04,0.9901
2002-03-15,-46.0784
2002-04-01,0.0
2002-04-08,0.0
2002-04-11,81.8182
2002-04-17,1.0
2002-05-03,-25.7426
2002-05-28,-26.6667
2002-07-01,0.0
2002-07-31,-27.2727
2002-08-28,-25.0
2002-09-03,150.0
2002-10-11,-66.6667
2002-10-14,140.0
2002-10-25,-58.3333
2002-11-05,304.0
2002-11-06,18.8119
2002-11-08,12.5
2002-11-15,-81.4815
2002-12-12,500.0
2002-12-13,-32.6667
2003-01-08,23.7624
2003-01-09,0.0
2003-01-10,-12.0
2003-01-13,13.6364
2003-01-16,-4.0
2003-01-21,-50.0
2003-02-04,0.0
2003-02-28,0.0
2003-03-27,75.0
2003-04-11,-3.8095
2003-04-21,14.8515
2003-04-29,-12.931000000000001
2003-05-01,58.4158
2003-05-05,-6.25
2003-06-20,-58.6667
2003-07-21,141.9355
2003-07-22,-16.6667
2003-08-18,8.0
2003-11-18,48.1481
2003-12-04,25.0
2003-12-19,-20.0
2004-01-07,-72.5
2004-01-29,9.0909
2004-04-16,441.6667
2004-04-19,-81.5385
2004-06-01,25.0
2004-07-20,-20.0
2004-08-06,150.0
2004-10-08,233.3333
2004-10-12,40.0
2004-11-15,-71.4286
2004-12-13,0.0
2004-12-15,12.5
2004-12-28,0.0
2005-01-28,-44.4444
2005-03-08,20.0
2005-03-22,-16.6667
2005-05-10,60.0
2005-05-20,100.0
2005-05-23,-72.5
2005-06-24,81.8182
2005-06-29,-20.0
2005-07-01,25.0
2005-07-07,0.0
2005-07-20,0.0
2005-11-03,-17.5
2005-11-25,-3.0303
2005-11-29,-12.5
2005-12-09,21.4286
2006-03-16,-17.647100000000002
2006-04-25,-10.7143
2006-04-26,0.0
2006-06-05,12.0
2006-10-26,0.0
2006-12-18,0.0
2007-03-23,0.0
2007-04-26,96.4286
2007-04-30,-27.2727
2007-05-02,-12.5
2007-08-09,-28.5714
2007-09-12,0.0
2007-09-13,0.0
2007-09-14,0.0
2007-09-17,0.0
2007-09-19,-20.0
2007-09-21,25.0
2007-09-24,0.0
2007-09-25,0.0
2007-10-01,0.0
2007-10-11,-4.0
2007-10-25,-8.3333
2007-11-27,0.0
2008-01-22,-5.4545
2008-07-31,-42.3077
2008-09-10,0.0
2008-09-29,900.0
2008-09-30,-82.5
2008-10-06,0.0
2008-10-21,-66.6667
2008-11-24,0.0
2008-12-09,1042.8571
2009-01-12,-91.25
2009-01-27,471.4286
2009-02-02,0.0
2009-02-04,0.0
2009-02-13,-37.5
2009-03-03,20.0
2009-03-04,0.0
2009-03-10,-33.3333
2009-04-06,-65.0
2009-04-16,257.1429
2009-05-01,-72.0
2009-05-14,328.5714
2009-05-15,-16.6667
2009-05-26,60.0
2009-07-27,-37.5
2009-08-26,60.0
2010-01-19,-39.5
2010-05-04,106.6116
2010-12-23,-20.0
2011-01-20,0.0
2011-01-24,-12.5
2011-02-03,-14.2857
2011-05-26,-19.3333
2011-06-14,23.9669
2012-04-04,-33.3333
2012-04-05,0.0
2012-04-23,0.0
2012-05-16,1.0
2012-07-18,98.0198
2012-09-27,0.0
2012-10-08,0.0
2013-01-07,100.0
2013-03-14,12.5
2013-04-12,0.0
2013-04-16,0.0
2013-04-24,0.0
2013-04-26,-11.1111
2013-06-11,-37.5
2013-06-17,18.0
2013-07-16,-32.2034
2013-11-08,-50.0
2014-01-28,100.0
2014-11-17,0.0
2015-05-29,-12.5
2015-09-03,14.2857
2016-01-14,50.0
2016-03-14,16.6667
2016-05-24,0.0
2016-06-17,-14.2857
2016-06-20,-63.3333
2016-09-13,81.8182
2016-09-21,50.0
2016-12-07,0.0
2017-06-30,0.0
2017-08-03,0.0
2018-01-10,33.3333
2018-03-21,12.5
2018-11-12,-22.2222
2019-08-20,-43.1429
2019-09-20,-2.0101
2019-10-21,2.5641
2019-12-10,0.0
2019-12-31,-24.5
2020-06-26,98.6755
2020-06-29,0.0
2020-07-24,-50.0
2020-07-27,-13.3333
