ticker,CBMB US Equity
2019-03-11,0.4169
2019-03-13,-0.3395
2019-03-14,-0.0099
2019-03-15,-0.5972
2019-03-18,0.9924
2019-03-19,-0.2343
2019-03-20,0.0076
2019-03-21,-0.9848
2019-03-22,-0.3535
2019-03-25,-0.2641
2019-03-26,-0.7652
2019-03-28,2.4050000000000002
2019-03-29,-1.8939
2019-04-02,1.1583
2019-04-05,-0.916
2019-04-08,1.0385
2019-04-10,-0.8753
2019-04-11,0.0
2019-04-12,0.3538
2019-04-15,-0.5826
2019-04-17,-0.3084
2019-04-22,-0.1547
2019-04-23,0.5484
2019-04-24,0.0709
2019-04-25,0.0
2019-04-26,1.6166
2019-04-29,-0.5985
2019-04-30,-0.16
2019-05-02,0.7634
2019-05-03,0.303
2019-05-06,-1.2085
2019-05-07,0.9174
2019-05-08,-0.5303
2019-05-09,0.0
2019-05-14,2.0564
2019-05-15,0.0
2019-05-16,-0.1493
2019-05-17,0.0
2019-05-22,-0.0747
2019-05-23,0.0374
2019-05-24,1.6822
2019-05-28,0.8824
2019-05-29,0.5831
2019-05-30,2.8986
2019-05-31,-2.3944
2019-06-03,-0.7215
2019-06-04,-0.1526
2019-06-05,0.0801
2019-06-06,0.0
2019-06-07,-0.3636
2019-06-10,-0.365
2019-06-11,0.1465
2019-06-12,2.0483
2019-06-13,0.3943
2019-06-14,-0.6783
2019-06-17,0.2876
2019-06-18,-0.1168
2019-06-19,0.117
2019-06-20,-0.0717
2019-06-21,0.1435
2019-06-24,0.3582
2019-06-25,-1.142
2019-06-26,1.083
2019-06-27,-0.3571
2019-06-28,-1.0753
2019-07-02,-1.5941999999999998
2019-07-08,0.6627
2019-07-09,0.0
2019-07-10,-0.3658
2019-07-11,-0.0734
2019-07-12,-0.2939
2019-07-15,0.7369
2019-07-16,-0.7315
2019-07-17,0.4422
2019-07-18,0.3668
2019-07-19,0.3633
2019-07-22,-1.0175
2019-07-23,0.5276
2019-07-24,0.0608
2019-07-25,8.2663
2019-07-26,-5.6081
2019-07-29,-2.5054
2019-07-30,1.7988
2019-07-31,-1.6228
2019-08-01,0.0733
2019-08-02,0.0
2019-08-05,-0.0725
2019-08-06,0.0
2019-08-07,1.099
2019-08-08,-1.3053
2019-08-09,0.4262
2019-08-14,-0.4975
2019-08-15,0.3765
2019-08-16,0.1377
2019-08-19,-0.0732
2019-08-21,1.0249
2019-08-22,-1.3768
2019-08-23,-0.734
2019-08-26,-0.0748
2019-08-27,-0.1911
2019-08-29,1.3084
2019-08-30,1.1055
2019-09-05,0.3521
2019-09-06,-0.5776
2019-09-09,1.6703000000000001
2019-09-10,-0.2543
2019-09-11,0.1117
2019-09-12,0.7153
2019-09-13,-0.142
2019-09-16,-0.1422
2019-09-17,0.0
2019-09-18,0.4274
2019-09-19,0.2837
2019-09-20,-0.8487
2019-09-23,0.3923
2019-09-24,0.7105
2019-09-25,-0.0353
2019-09-26,0.5646
2019-09-27,-0.5614
2019-09-30,-1.1997
2019-10-01,0.1664
2019-10-02,-1.521
2019-10-03,1.1078999999999999
2019-10-04,-0.4512
2019-10-07,0.0
2019-10-09,1.223
2019-10-10,-0.8529
2019-10-11,0.2151
2019-10-14,0.0
2019-10-15,0.1431
2019-10-16,0.0
2019-10-17,0.0
2019-10-21,-0.2857
2019-10-22,-0.0716
2019-10-23,0.0509
2019-10-24,-0.1942
2019-10-25,0.4307
2019-10-28,-0.1787
2019-10-29,0.0358
2019-10-30,-0.1432
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,0.2151
2019-11-05,0.1431
2019-11-07,0.7143
2019-11-08,-0.2128
2019-11-11,-0.1421
2019-11-13,-0.2135
2019-11-14,-0.0713
2019-11-15,-0.0714
2019-11-18,0.0
2019-11-19,0.3571
2019-11-20,-0.3559
2019-11-21,0.3571
2019-11-25,-0.2135
2019-11-26,0.0
2019-11-27,-0.0713
2019-12-02,0.0
2019-12-03,0.0
2019-12-04,0.0
2019-12-05,0.3569
2019-12-06,0.0711
2019-12-10,-0.2132
2019-12-12,0.7123
2019-12-13,-0.0707
2019-12-16,-0.0708
2019-12-17,-0.0779
2019-12-18,0.1488
2019-12-19,0.6001
2019-12-20,1.3029
2019-12-23,-1.3889
2019-12-26,-0.5789
2019-12-27,0.2281
2019-12-30,0.2473
2019-12-31,-0.4582
2020-01-02,0.2833
2020-01-03,-0.0706
2020-01-06,0.4947
2020-01-08,0.0
2020-01-09,-0.4219
2020-01-13,0.0629
2020-01-14,0.127
2020-01-15,-0.1191
2020-01-17,0.0
2020-01-22,0.2117
2020-01-24,-0.1408
2020-01-27,-0.4231
2020-01-28,0.4958
2020-01-29,-0.4933
2020-01-30,0.5666
2020-01-31,0.0
2020-02-03,-0.0704
2020-02-04,0.4228
2020-02-05,0.4211
2020-02-07,-0.4193
2020-02-11,0.7018
2020-02-18,-0.3484
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,0.6294
2020-02-25,-0.2085
2020-02-27,-0.4178
2020-02-28,-2.0979
2020-03-02,0.3571
2020-03-03,-0.8185
2020-03-04,1.9017
2020-03-05,-0.3521
2020-03-06,-1.0601
2020-03-09,-4.1479
2020-03-10,-3.0501
2020-03-11,-2.6134
2020-03-12,-15.943999999999999
2020-03-13,7.9822
2020-03-16,13.7391
2020-03-17,0.3823
2020-03-18,-4.265
2020-03-19,-3.7391
2020-03-20,-1.9008
2020-03-23,-9.8568
2020-03-24,0.7477
2020-03-25,1.1132
2020-03-26,4.4954
2020-03-27,3.3995
2020-03-30,-2.3537
2020-03-31,0.6957
2020-04-01,-1.3817
2020-04-02,-1.8389
2020-04-03,1.8733
2020-04-06,-2.0147
2020-04-07,15.3271
2020-04-08,-6.1588
2020-04-09,3.3679
2020-04-14,-1.4202
2020-04-15,0.8475
2020-04-16,-4.0336
2020-04-17,1.387
2020-04-20,0.8775
2020-04-22,0.9418
2020-04-23,0.933
2020-04-24,0.4202
2020-04-27,0.0
2020-04-28,1.9247
2020-04-29,-1.4769999999999999
2020-05-04,-1.3442
2020-05-05,-0.3277
2020-05-06,1.3517000000000001
2020-05-07,-0.4975
2020-05-08,0.3361
2020-05-11,-0.335
2020-05-12,0.0008
2020-05-13,3.3605
2020-05-14,0.0
2020-05-15,-2.4358
2020-05-19,1.1216
2020-05-20,1.7717
2020-05-21,-3.6437
2020-05-22,1.6806999999999999
2020-05-27,0.524
2020-05-28,-2.0833
2020-05-29,0.3359
2020-06-01,0.4184
2020-06-03,0.0
2020-06-04,0.6667
2020-06-05,0.9934
2020-06-09,-1.6393
2020-06-10,0.0
2020-06-11,-0.0833
2020-06-12,0.0834
2020-06-15,3.0
2020-06-17,-1.2945
2020-06-18,0.9836
2020-06-19,1.1364
2020-06-22,0.4013
2020-06-23,-0.0799
2020-06-25,-3.5192
2020-06-26,1.7404
2020-06-29,-2.934
2020-06-30,3.2746
2020-07-01,0.0
2020-07-02,-2.439
2020-07-06,2.5
2020-07-07,-2.8455
2020-07-08,-1.9247
2020-07-09,-0.6826
2020-07-15,3.0928
2020-07-16,0.0
2020-07-17,-1.5833
2020-07-20,-1.1169
2020-07-23,-0.155
2020-07-27,5.06
2020-07-28,-2.0408
2020-07-29,0.2083
2020-07-31,-0.1247
