ticker,LKCO US Equity
2019-05-31,-6.184
2019-06-03,1.2862
2019-06-04,0.9524
2019-06-05,-3.3412
2019-06-06,-15.2501
2019-06-07,16.1228
2019-06-10,4.6264
2019-06-11,-2.8421
2019-06-12,2.1138
2019-06-13,-0.1672
2019-06-14,-6.0531
2019-06-17,2.7165
2019-06-18,0.3306
2019-06-19,2.3048
2019-06-20,-3.3801
2019-06-21,2.665
2019-06-24,-3.5699
2019-06-26,-10.6902
2019-06-27,18.3789
2019-06-28,-0.3185
2019-07-01,-0.9585
2019-07-02,3.2258
2019-07-03,2.3437
2019-07-05,1.5267
2019-07-08,10.2256
2019-07-09,11.1869
2019-07-10,4.2945
2019-07-11,-2.1176
2019-07-12,8.8942
2019-07-15,2.2075
2019-07-16,8.9644
2019-07-17,-0.4965
2019-07-18,-8.5657
2019-07-19,3.4858000000000002
2019-07-22,-3.6842
2019-07-23,0.0
2019-07-24,0.3279
2019-07-25,-1.9607999999999999
2019-07-26,2.4444
2019-07-29,4.2299
2019-07-30,2.2893
2019-07-31,2.7467
2019-08-01,1.5842
2019-08-02,-2.4366
2019-08-05,-4.5954
2019-08-06,-3.4555
2019-08-07,0.5423
2019-08-08,1.9417
2019-08-09,-4.7619
2019-08-12,1.6667
2019-08-13,-6.8852
2019-08-14,1.6432
2019-08-15,-1.2702
2019-08-16,-1.7544
2019-08-19,-8.3333
2019-08-20,-1.4285999999999999
2019-08-21,0.9223
2019-08-22,0.6527
2019-08-23,1.8157999999999999
2019-08-26,-5.7325
2019-08-27,-2.8378
2019-08-28,-14.6036
2019-08-29,2.2801
2019-08-30,-2.707
2019-09-03,4.0917
2019-09-04,2.2013
2019-09-05,-2.9231
2019-09-06,-3.3281
2019-09-09,0.9836
2019-09-10,-0.3247
2019-09-11,4.2345
2019-09-12,0.1563
2019-09-13,9.5164
2019-09-16,0.2849
2019-09-17,-3.267
2019-09-18,-4.5521
2019-09-19,1.2308
2019-09-20,3.7994
2019-09-23,-5.5637
2019-09-24,-1.8605
2019-09-25,-4.4234
2019-09-26,0.1653
2019-09-27,-10.396
2019-09-30,1.6575
2019-10-01,6.5217
2019-10-02,4.2517
2019-10-03,-7.1778
2019-10-04,-1.9332
2019-10-07,-6.0932
2019-10-08,-3.4351
2019-10-09,-5.336
2019-10-10,-14.6138
2019-10-11,-15.1589
2019-10-14,-29.1066
2019-10-15,-8.5366
2019-10-16,1.3333
2019-10-17,-4.386
2019-10-18,-10.5505
2019-10-21,-8.7179
2019-10-22,-16.2921
2019-10-23,4.0268
2019-10-24,5.8065
2019-10-25,0.0
2019-10-28,14.6341
2019-10-29,-4.2553
2019-10-30,0.0
2019-10-31,-2.2222
2019-11-01,-5.1136
2019-11-04,-1.1976
2019-11-05,-4.2424
2019-11-06,-0.6329
2019-11-07,4.4586
2019-11-08,-2.439
2019-11-11,0.0
2019-11-12,-1.875
2019-11-13,7.6433
2019-11-14,-6.5089
2019-11-15,-1.2658
2019-11-18,0.641
2019-11-19,-5.7325
2019-11-20,-7.4324
2019-11-21,-6.5693
2019-11-22,0.7813
2019-11-25,0.3876
2019-11-26,2.7027
2019-11-27,-0.7519
2019-11-29,2.2727
2019-12-02,-2.2222
2019-12-03,0.7576
2019-12-04,9.7744
2019-12-05,-8.2192
2019-12-06,3.7313
2019-12-09,-2.1583
2019-12-10,-1.4706000000000001
2019-12-11,1.4925
2019-12-12,-1.4706000000000001
2019-12-13,0.0
2019-12-16,-1.4925
2019-12-17,9.0909
2019-12-18,6.9167
2019-12-19,7.1707
2019-12-20,-15.7576
2019-12-23,4.3165
2019-12-24,0.6897
2019-12-26,0.0
2019-12-27,3.4247
2019-12-30,3.9735
2019-12-31,3.8217
2020-01-02,-1.227
2020-01-03,-1.2422
2020-01-06,-7.5472
2020-01-07,-0.6803
2020-01-08,-5.8219
2020-01-09,-1.8182
2020-01-10,-1.4815
2020-01-13,0.0
2020-01-14,5.2632
2020-01-15,-7.1429
2020-01-16,-0.7692
2020-01-17,-2.3256
2020-01-21,-7.1429
2020-01-22,-0.8547
2020-01-23,-16.3707
2020-01-24,5.1438
2020-01-27,-6.5294
2020-01-28,1.4264999999999999
2020-01-29,-19.121
2020-01-30,11.2262
2020-01-31,-1.8622999999999998
2020-02-03,-3.9475
2020-02-04,10.9878
2020-02-05,-1.1098
2020-02-06,1.0778
2020-02-07,3.0889
2020-02-10,15.1631
2020-02-11,-5.5556
2020-02-12,4.902
2020-02-13,-4.6729
2020-02-14,4.902
2020-02-18,0.9346
2020-02-19,-1.8519
2020-02-20,-0.9434
2020-02-21,-3.8095
2020-02-24,-8.8713
2020-02-25,0.9887
2020-02-26,0.9145
2020-02-27,-4.0618
2020-02-28,-3.3226
2020-03-02,1.3563
2020-03-03,-3.9465
2020-03-04,0.3188
2020-03-05,-2.5774
2020-03-06,0.7731
2020-03-09,-6.4972
2020-03-10,1.1538
2020-03-11,-4.943
2020-03-12,-8.0
2020-03-13,-9.4203
2020-03-16,-8.304
2020-03-17,-17.7979
2020-03-18,-12.0993
2020-03-19,-7.4861
2020-03-20,-2.7147
2020-03-23,1.9586999999999999
2020-03-24,-5.2632
2020-03-25,6.9444
2020-03-26,55.8442
2020-03-27,29.1667
2020-03-30,8.2581
2020-03-31,-21.3349
2020-04-01,-3.1818
2020-04-02,-2.9734
2020-04-03,1.1935
2020-04-06,-9.1489
2020-04-07,-0.0175
2020-04-08,-1.7370999999999999
2020-04-09,3.2143
2020-04-13,0.346
2020-04-14,10.3448
2020-04-15,-9.0938
2020-04-16,-3.747
2020-04-17,-10.7143
2020-04-20,-4.0
2020-04-21,-9.0625
2020-04-22,9.0493
2020-04-23,3.5714
2020-04-24,-3.4483
2020-04-27,4.6218
2020-04-28,1.4056
2020-04-29,7.7228
2020-04-30,-2.5551
2020-05-01,-5.6782
2020-05-04,-3.58
2020-05-05,-3.2566
2020-05-06,1.2221
2020-05-07,0.1906
2020-05-08,12.0507
2020-05-11,-5.6604
2020-05-12,-9.0
2020-05-13,7.2527
2020-05-14,-3.8933999999999997
2020-05-15,1.2795
2020-05-18,1.305
2020-05-19,-4.1978
2020-05-20,8.1345
2020-05-21,3.3099
2020-05-22,1.0876
2020-05-26,0.845
2020-05-27,-4.7619
2020-05-28,1.96
2020-05-29,-5.6691
2020-06-01,5.5315
2020-06-02,8.3547
2020-06-03,25.4774
2020-06-04,-4.3332
2020-06-05,0.1513
2020-06-08,1.3462
2020-06-09,-10.4478
2020-06-10,-0.8333
2020-06-11,-10.9244
2020-06-12,3.2641999999999998
2020-06-15,21.5056
2020-06-16,-5.7143
2020-06-17,-1.7225000000000001
2020-06-18,-0.8277
2020-06-19,-1.8164
2020-06-22,-3.2333
2020-06-23,9.3696
2020-06-24,3.9370000000000003
2020-06-25,-2.5758
2020-06-26,-0.4977
2020-06-29,-1.5316999999999998
2020-06-30,5.2381
2020-07-01,29.5475
2020-07-02,-25.5094
2020-07-06,9.4092
2020-07-07,-3.2857
2020-07-08,5.4653
2020-07-09,-1.7647
2020-07-10,7.7844
2020-07-13,4.4974
2020-07-14,-3.8228
2020-07-15,-0.1053
2020-07-16,-5.8498
2020-07-17,-1.6093
2020-07-20,9.3728
2020-07-21,2.7308
2020-07-22,-6.5823
2020-07-23,-1.7614999999999998
2020-07-24,-6.9103
2020-07-27,-8.7272
2020-07-28,7.1429
2020-07-29,-0.7576
2020-07-30,15.7252
2020-07-31,-9.4459
