ticker,CRNC US Equity
2020-02-11,-4.1937
2020-02-12,6.9495000000000005
2020-02-13,3.1224
2020-02-14,0.2046
2020-02-18,-0.7758
2020-02-19,0.2058
2020-02-20,4.7639
2020-02-21,3.9984
2020-02-24,0.4523
2020-02-25,-0.7129
2020-02-26,-9.3159
2020-02-27,-3.3965
2020-02-28,-6.3417
2020-03-02,5.2971
2020-03-03,1.7498
2020-03-04,7.0077
2020-03-05,-11.0486
2020-03-06,-7.3622
2020-03-09,-11.1653
2020-03-10,5.1592
2020-03-11,-2.8706
2020-03-12,-11.2843
2020-03-13,6.7232
2020-03-16,-3.462
2020-03-17,-7.2898
2020-03-18,-14.711500000000001
2020-03-19,8.1041
2020-03-20,7.2902000000000005
2020-03-23,-8.9103
2020-03-24,20.4785
2020-03-25,-4.3224
2020-03-26,13.1258
2020-03-27,-5.5046
2020-03-30,4.3404
2020-03-31,-15.7088
2020-04-01,20.6494
2020-04-02,-2.8525
2020-04-03,-11.4127
2020-04-06,14.6341
2020-04-07,-1.5821
2020-04-08,4.102
2020-04-09,1.1182
2020-04-13,3.3702
2020-04-14,7.5395
2020-04-15,-3.7423
2020-04-16,-5.315
2020-04-17,5.9252
2020-04-20,-0.3925
2020-04-21,-6.1576
2020-04-22,-3.9370000000000003
2020-04-23,-1.0929
2020-04-24,6.5746
2020-04-27,9.4349
2020-04-28,-2.9844
2020-04-29,10.8398
2020-04-30,-6.7841000000000005
2020-05-01,-2.3157
2020-05-04,1.016
2020-05-05,-3.9272
2020-05-06,-2.9412000000000003
2020-05-07,12.1212
2020-05-08,1.4659
2020-05-11,7.6749
2020-05-12,3.7317
2020-05-13,-4.6888
2020-05-14,5.0042
2020-05-15,3.7964
2020-05-18,3.5798
2020-05-19,0.6386
2020-05-20,13.0272
2020-05-21,5.8785
2020-05-22,3.5558
2020-05-26,-2.1084
2020-05-27,1.7231
2020-05-28,-16.1676
2020-05-29,7.9199
2020-06-01,17.0512
2020-06-02,2.8849
2020-06-03,5.5247
2020-06-04,3.2622999999999998
2020-06-05,-9.0701
2020-06-08,16.0549
2020-06-09,2.5109
2020-06-10,-3.3208
2020-06-11,-5.6516
2020-06-12,-4.8283000000000005
2020-06-15,10.6213
2020-06-16,-0.5028
2020-06-17,2.4895
2020-06-18,4.2088
2020-06-19,2.4694
2020-06-22,-5.045
2020-06-23,-0.759
2020-06-24,1.7925
2020-06-25,-0.9392
2020-06-26,-8.5328
2020-06-29,0.2073
2020-06-30,5.6116
2020-07-01,2.2527
2020-07-02,-0.1916
2020-07-06,2.1113
2020-07-07,-3.5949
2020-07-08,-0.9018
2020-07-09,-0.4919
2020-07-10,-4.0534
2020-07-13,-10.5358
2020-07-14,4.2614
2020-07-15,3.2312
2020-07-16,-2.9695
2020-07-17,3.7497
2020-07-20,6.1919
2020-07-21,0.951
2020-07-22,-0.2479
2020-07-23,-1.3418999999999999
2020-07-24,-4.6851
2020-07-27,4.704
2020-07-28,0.0
2020-07-29,0.5048
2020-07-30,0.9041
2020-07-31,-1.2942
