ticker,ALTG US Equity
2020-01-30,0.1961
2020-01-31,0.1957
2020-02-03,-0.1953
2020-02-04,0.0
2020-02-05,0.4892
2020-02-06,-0.5842
2020-02-07,0.8815
2020-02-10,0.3883
2020-02-11,0.0967
2020-02-12,-0.0966
2020-02-13,0.0967
2020-02-14,0.2899
2020-02-18,1.1464
2020-02-19,0.962
2020-02-20,-1.4151
2020-02-21,-0.9569
2020-02-24,-8.1159
2020-02-25,-1.9979
2020-02-26,0.9657
2020-02-27,-1.8066
2020-02-28,-4.6537
2020-03-02,-1.1351
2020-03-03,-2.9851
2020-03-04,4.6154
2020-03-05,-2.0362
2020-03-06,0.8083
2020-03-09,-8.362
2020-03-10,2.25
2020-03-11,-10.1467
2020-03-12,-20.272100000000002
2020-03-13,-3.7542999999999997
2020-03-16,-20.0355
2020-03-17,-2.6608
2020-03-18,-14.5786
2020-03-19,0.0
2020-03-20,0.2667
2020-03-23,13.0319
2020-03-24,4.2353
2020-03-25,2.4831
2020-03-26,-3.0837
2020-03-27,-1.8182
2020-03-30,-4.6296
2020-03-31,3.6408
2020-04-01,-4.4496
2020-04-02,5.6373
2020-04-03,-4.6404
2020-04-06,0.9732
2020-04-07,7.4699
2020-04-08,8.0717
2020-04-09,3.7344
2020-04-13,-4.4
2020-04-14,-1.2551999999999999
2020-04-15,-0.2119
2020-04-16,-2.7601
2020-04-17,-2.1834
2020-04-20,2.6786
2020-04-21,-2.1739
2020-04-22,1.1111
2020-04-23,0.8791
2020-04-24,2.8322000000000003
2020-04-27,-0.4237
2020-04-28,7.8723
2020-04-29,7.4951
2020-04-30,-4.0367
2020-05-01,-6.1185
2020-05-04,-0.8147
2020-05-05,2.6694
2020-05-06,0.0
2020-05-07,3.6
2020-05-08,-0.5792
2020-05-11,3.4951
2020-05-12,-6.1914
2020-05-13,-9.2
2020-05-14,-8.8106
2020-05-15,35.2657
2020-05-18,11.4286
2020-05-19,-3.8462
2020-05-20,9.1667
2020-05-21,1.9847000000000001
2020-05-22,-0.5988
2020-05-26,6.9277
2020-05-27,2.2535
2020-05-28,-5.5096
2020-05-29,-2.3324
2020-06-01,-5.0746
2020-06-02,8.0189
2020-06-03,5.0946
2020-06-04,4.9861
2020-06-05,5.409
2020-06-08,0.8761
2020-06-09,3.7221
2020-06-10,-2.1531000000000002
2020-06-11,-9.1687
2020-06-12,7.8062000000000005
2020-06-15,1.623
2020-06-16,2.8256
2020-06-17,-3.9427
2020-06-18,8.0846
2020-06-19,1.611
2020-06-22,2.265
2020-06-23,-0.3322
2020-06-24,-2.7778
2020-06-25,-0.5714
2020-06-26,-7.931
2020-06-29,-3.2459
2020-06-30,0.2581
2020-07-01,-1.1583
2020-07-02,-2.0833
2020-07-06,2.2606
2020-07-07,-3.6411
2020-07-08,2.834
2020-07-09,-5.1181
2020-07-10,-7.3306000000000004
2020-07-13,0.8955
2020-07-14,6.213
2020-07-15,1.9499
2020-07-16,2.459
2020-07-17,-0.1333
2020-07-20,-0.9346
2020-07-21,3.2345
2020-07-22,-0.3916
2020-07-23,2.3590999999999998
2020-07-24,-2.4328
2020-07-27,0.1312
2020-07-28,-3.4076
2020-07-29,-2.0353
2020-07-30,0.4155
2020-07-31,4.8276
